max 3.08x + 8.51y + -8.4z
-6.28x + 2.1y + -9.14z <= 723.58
0.36x + 2.21y + -7.91z <= 764.33
0.71x + 5.12y + -2.31z <= 687.35
-7.78x + 0.27y + 9.33z <= 255.55
3.79x + 5.75y + 8.37z <= 729.02
-5.68x + -8.35y + 5.23z <= 107.99
4.69x + 0.85y + 6.56z <= 329.01
-6.74x + 3.86y + 6.06z <= 825.83
-3.54x + 3.12y + -6.59z <= 466.34
-4.42x + 8.91y + -5.03z <= 682.87
6.6x + 2.6y + 0.11z <= 772.64
0.08x + 3.33y + -1.71z <= 863.21
-0.78x + -7.87y + -0.62z <= 444.3
-5.26x + -0.7y + 3.94z <= 380.71
-3.76x + 3.48y + 4.73z <= 563.87
-0.71x + -5.59y + -9.31z <= 360.68
-1.2x + -9.14y + 8.21z <= 623.18
1.03x + -6.07y + 5.17z <= 140.46
-5.52x + 2.24y + -7.58z <= 576.87
-8.86x + 6.15y + -1.59z <= 716.61
-0.65x + 6.86y + -6.36z <= 885.9
5.69x + -0.83y + -9.61z <= 293.66
3.82x + 6.9y + 5.82z <= 272.54
-8.15x + 8.44y + 9.6z <= 789.82
-1.83x + -2.88y + 3.81z <= 980.88
-2.93x + -3.81y + -7.47z <= 565.93
-9.17x + 1.01y + 9.57z <= 472.15
1.93x + -8.61y + 5.2z <= 379.15
-8.8x + 6.48y + -0.14z <= 390.22
5.2x + 7.44y + -3.12z <= 445.5
-2.19x + 6.91y + -0.65z <= 289.38
6.68x + 7.34y + -6.9z <= 833.92
4.79x + 8.42y + 6.74z <= 175.17
-6.36x + 8.19y + -2.94z <= 558.75
4.52x + 8.06y + 3.3z <= 343.62
5.15x + -4.65y + 8.21z <= 364.41
1.87x + 8.18y + -0.29z <= 650.01
-2.56x + -0.03y + -1.26z <= 447.7
-5.79x + -6.79y + -9.05z <= 546.94
-1.08x + -2.38y + -3.74z <= 830.44
-6.1x + 7.26y + -8.21z <= 799.43
-1.3x + 2.1y + -3.4z <= 505.72
0.42x + 4.25y + -0.02z <= 645.17
2.87x + 6.42y + 4.8z <= 431.37
-9.97x + -9.36y + -9.58z <= 267.66
-2.18x + -2.89y + -0.56z <= 994.03
-7.97x + 9.92y + 9.64z <= 194.24
5.21x + 9.54y + 8.52z <= 350.6
1.22x + -4.19y + -5.13z <= 925.25
-8.38x + -6.52y + -4.71z <= 104.66
4.71x + 7.22y + -9.5z <= 892.03
2.09x + -6.61y + -0.19z <= 896.42
4.37x + -5.37y + 6.76z <= 856.92
-7.74x + -2.37y + 3.62z <= 484.8
4.7x + 6.03y + 6.98z <= 381.23
6.61x + 6.26y + -1.89z <= 534.98
-1.4x + -8.94y + 8.05z <= 283.02
-9.87x + -3.31y + 9.13z <= 235.66
3.01x + -9.36y + 4.53z <= 454.4
3.69x + 0.74y + 9.85z <= 457.57
-0.84x + -0.58y + -9.5z <= 199.4
6.12x + 0.84y + 7.07z <= 883.99
-9.3x + -8.75y + -9.12z <= 454.06
3.57x + 3.64y + 4.45z <= 380.57
3.46x + 8.31y + -8.19z <= 287.73
-2.64x + -5.73y + -0.71z <= 956.3
0.61x + -8.41y + -9.43z <= 445.79
-3.58x + 3.84y + 6.58z <= 217.25
-2.96x + 7.89y + -3.59z <= 965.62
5.52x + -9.09y + 3.43z <= 957.26
1.74x + 9.6y + 7.62z <= 591.19
-4.45x + -6.64y + -5.84z <= 866.51
-4.08x + 6.08y + 5.22z <= 115.75
7.78x + 2.06y + -2.56z <= 687.44
0.74x + 3.91y + 2.78z <= 704.74
7.31x + 7.82y + -5.94z <= 328.75
4.57x + 0.47y + 6.97z <= 215.76
-0.72x + 9.9y + 3.68z <= 840.79
-9.49x + 8.01y + -1.81z <= 111.49
4.47x + 8.46y + -0.99z <= 981.09
-7.69x + 3.72y + 6.48z <= 619.68
-0.14x + 6.27y + -7.62z <= 248.55
-5.2x + -4.66y + -4.9z <= 816.98
5.87x + 0.27y + 1.38z <= 955.29
7.42x + 6.0y + -5.69z <= 627.85
-4.93x + -3.88y + -6.05z <= 657.3
-9.18x + -6.45y + -4.71z <= 813.43
1.36x + -7.14y + -5.86z <= 337.98
4.46x + -8.47y + 5.9z <= 789.27
-0.3x + 4.86y + -5.76z <= 245.66
3.06x + 3.69y + -6.73z <= 108.07
5.39x + 6.26y + 3.96z <= 919.16
-6.41x + 2.62y + -0.72z <= 427.82
9.69x + -4.49y + 1.08z <= 191.09
0.01x + -8.93y + 6.36z <= 129.79
0.9x + -8.43y + -2.45z <= 342.49
8.63x + -5.0y + -1.45z <= 144.33
-9.28x + 3.8y + 2.92z <= 902.63
1.78x + 6.25y + -7.02z <= 644.95
-3.93x + 6.28y + -6.08z <= 204.18
3.69x + 4.61y + -9.41z <= 541.44
-9.25x + -0.54y + -1.88z <= 839.69
1.83x + 9.5y + -1.46z <= 538.32
5.0x + 6.09y + -8.62z <= 444.26
-2.2x + -5.02y + 8.35z <= 752.56
8.4x + 1.66y + 4.41z <= 906.68
-8.88x + -7.4y + -8.61z <= 114.77
-3.48x + -9.04y + 5.14z <= 450.56
-6.11x + 1.54y + 8.09z <= 828.41
-7.52x + 9.44y + -7.56z <= 193.48
-1.08x + 9.18y + 0.98z <= 991.35
-2.13x + -9.49y + 7.42z <= 238.72
9.4x + -0.58y + -9.41z <= 379.66
8.86x + 7.87y + -4.89z <= 602.23
3.71x + -0.48y + -0.43z <= 346.16
-3.05x + 4.0y + -1.95z <= 176.74
-3.2x + -1.67y + 8.27z <= 679.0
-1.2x + 5.19y + 5.79z <= 782.82
-9.61x + -2.94y + 1.19z <= 608.37
6.33x + 3.23y + -6.26z <= 159.85
4.59x + -4.02y + 4.39z <= 201.65
1.05x + 2.71y + -5.47z <= 903.4
0.86x + -8.15y + 8.77z <= 147.37
0.84x + 7.46y + -5.7z <= 347.38
-9.51x + 9.98y + 3.04z <= 586.58
-4.66x + 6.69y + 4.13z <= 552.28
-4.19x + -1.26y + -7.91z <= 359.87
-9.24x + -6.44y + -9.43z <= 307.96
-5.53x + 0.95y + 8.54z <= 223.96
6.81x + -1.42y + -2.53z <= 804.2
-1.51x + -0.02y + -4.56z <= 815.85
3.22x + 0.07y + 8.06z <= 294.69
8.13x + 3.82y + -8.09z <= 176.76
-9.46x + 3.93y + 9.51z <= 116.73
-3.44x + 3.84y + 9.5z <= 274.18
0.95x + -1.95y + 3.16z <= 506.19
-1.03x + -8.07y + -6.09z <= 411.2
6.55x + 1.95y + 3.69z <= 160.87
-3.65x + -2.3y + 8.52z <= 286.79
-8.99x + -1.37y + 9.79z <= 235.88
-7.7x + 7.95y + -6.91z <= 659.85
-3.28x + -7.09y + -6.03z <= 430.35
-7.27x + 9.47y + 6.95z <= 158.36
7.21x + 5.53y + 9.01z <= 729.63
-5.47x + -2.05y + 2.92z <= 135.4
0.48x + 4.39y + -2.29z <= 938.68
2.02x + -9.05y + 9.9z <= 402.03
-8.37x + 0.43y + 4.3z <= 945.05
-4.46x + 1.41y + -2.53z <= 607.11
0.95x + -2.16y + 5.46z <= 444.46
4.32x + 6.87y + -9.45z <= 834.57
1.84x + 8.33y + -4.55z <= 743.05
2.5x + -4.93y + -0.3z <= 100.18
7.64x + 1.06y + -3.24z <= 215.31
-5.03x + 0.73y + 5.95z <= 335.04
-6.29x + 4.62y + -7.6z <= 265.34
3.31x + 9.16y + -4.69z <= 501.52
-6.12x + 0.19y + 4.29z <= 128.33
-7.79x + 7.34y + 7.28z <= 603.47
2.59x + 2.13y + 5.47z <= 538.73
-6.81x + 1.4y + 5.35z <= 809.18
2.51x + 2.58y + -9.28z <= 158.44
-4.07x + 5.11y + 5.23z <= 413.68
-2.59x + -0.22y + -1.72z <= 465.78
-0.7x + -6.66y + -0.28z <= 966.77
-7.33x + -5.15y + -1.06z <= 606.83
8.53x + 2.55y + 8.58z <= 368.47
-1.37x + -5.31y + -5.64z <= 991.71
8.02x + 6.2y + 2.08z <= 777.23
-1.08x + 3.71y + 2.68z <= 796.09
-4.58x + 2.09y + -6.99z <= 846.06
2.16x + -9.8y + 2.06z <= 391.34
5.54x + 0.04y + 9.99z <= 441.46
2.49x + -9.48y + -5.55z <= 460.84
-0.62x + 5.16y + -7.07z <= 600.0
6.68x + 7.44y + 4.58z <= 656.95
2.18x + -8.88y + 4.46z <= 627.94
-9.51x + -0.41y + -2.64z <= 277.81
0.63x + 5.89y + -0.62z <= 947.47
-2.83x + 1.97y + -2.85z <= 507.93
4.92x + 5.59y + -1.3z <= 194.34
8.51x + 2.84y + -6.81z <= 330.86
-0.22x + -2.25y + -6.49z <= 139.64
-7.44x + -7.46y + 0.63z <= 639.42
-2.19x + 4.11y + 7.25z <= 910.44
8.04x + 1.2y + -0.63z <= 561.85
8.75x + -3.29y + -2.38z <= 310.65
1.11x + 1.11y + -0.55z <= 402.12
-3.9x + -9.83y + -3.0z <= 738.48
4.12x + 0.48y + -3.36z <= 768.17
-0.26x + 0.7y + -4.48z <= 188.72
1.03x + -1.09y + 7.13z <= 710.9
-9.64x + 2.54y + 0.19z <= 346.49
6.19x + 2.03y + -1.85z <= 977.81
-0.13x + 3.04y + -9.24z <= 815.9
0.33x + 8.56y + 4.76z <= 839.2
-5.09x + -6.06y + -2.43z <= 171.43
-5.12x + -2.46y + 7.97z <= 259.13
-3.07x + 7.78y + 3.56z <= 166.77
2.38x + 6.62y + -4.17z <= 877.5
7.38x + -9.99y + -4.81z <= 376.68
-7.39x + 1.54y + -6.56z <= 377.66
-7.42x + -2.3y + 3.87z <= 999.47
4.82x + 8.99y + 6.02z <= 887.8
2.37x + 5.33y + -7.14z <= 558.42
8.52x + -6.5y + -2.23z <= 565.32
-4.25x + -6.04y + -6.38z <= 247.21
5.19x + -8.3y + 7.59z <= 382.64
4.96x + -2.26y + 7.88z <= 750.08
-1.72x + -4.57y + 4.98z <= 539.59
-9.59x + 7.02y + -2.26z <= 201.25
-8.05x + 9.29y + 7.42z <= 590.05
4.2x + 0.08y + 4.99z <= 454.88
-7.89x + -8.73y + 4.65z <= 206.9
8.17x + -3.94y + -3.08z <= 176.68
2.66x + 6.1y + -4.64z <= 181.98
-4.81x + -0.07y + 7.79z <= 288.62
7.8x + -4.68y + 1.75z <= 925.64
7.62x + 7.99y + -3.51z <= 825.11
-8.6x + 2.1y + -5.06z <= 532.9
2.04x + -2.27y + -6.59z <= 536.84
0.65x + 7.88y + -8.54z <= 442.08
4.02x + -0.19y + 6.82z <= 449.75
1.91x + -9.83y + 7.12z <= 220.99
-2.09x + 8.27y + -9.56z <= 405.04
0.47x + -2.7y + 5.01z <= 104.18
-8.22x + -1.3y + -4.98z <= 141.7
-4.22x + 9.86y + -5.03z <= 707.06
3.57x + -4.56y + 6.26z <= 716.41
9.37x + 1.31y + -7.09z <= 195.15
-1.43x + 7.87y + -6.03z <= 524.62
1.8x + 0.43y + 4.74z <= 268.25
-0.78x + 1.23y + 2.32z <= 794.86
2.51x + -2.13y + -0.52z <= 373.24
1.14x + -3.07y + -3.16z <= 556.78
-8.82x + -2.74y + 0.51z <= 879.18
2.31x + -9.17y + -1.18z <= 393.71
-2.1x + 4.94y + 8.26z <= 295.41
-4.85x + 2.52y + 9.43z <= 912.93
-2.58x + 0.68y + 5.5z <= 968.24
1.35x + -3.46y + 5.95z <= 574.2
4.44x + 7.9y + 0.55z <= 576.55
3.03x + 6.91y + 2.45z <= 730.43
-5.08x + 8.85y + 4.9z <= 618.46
-6.31x + 3.0y + -5.28z <= 921.83
3.89x + 4.19y + 6.84z <= 236.59
3.93x + 8.81y + 2.65z <= 498.66
-7.92x + -2.66y + -8.43z <= 906.14
8.12x + 8.45y + -9.82z <= 343.47
-9.8x + 4.92y + -2.89z <= 642.08
-1.25x + 5.36y + 7.07z <= 883.9
-4.84x + 7.36y + -2.02z <= 252.08
7.43x + -3.96y + 6.46z <= 318.22
0.99x + -8.88y + -9.9z <= 358.47
7.78x + -7.03y + -2.4z <= 827.56
1.57x + 4.21y + 2.3z <= 261.7
-1.18x + -4.55y + -6.96z <= 343.83
3.16x + -6.49y + 1.06z <= 467.48
6.95x + -3.3y + -6.68z <= 389.54
6.26x + -8.41y + 7.69z <= 777.97
-3.57x + -1.37y + -4.99z <= 852.5
4.65x + 2.47y + 0.35z <= 326.54
-7.17x + 4.34y + -1.46z <= 665.97
-7.36x + 0.42y + -6.08z <= 923.64
0.72x + 4.63y + -1.34z <= 182.15
7.49x + 9.93y + 9.08z <= 501.34
-6.45x + 2.54y + -2.81z <= 374.61
0.69x + 6.87y + -4.71z <= 436.99
-5.23x + 1.62y + 3.65z <= 973.4
-2.82x + -5.01y + -6.62z <= 595.88
-8.41x + -8.24y + -3.26z <= 850.71
-4.56x + 3.28y + -9.31z <= 446.03
6.05x + -3.93y + -6.45z <= 647.08
2.3x + 0.45y + -1.66z <= 294.73
-1.34x + -7.38y + -0.06z <= 707.04
0.32x + 7.99y + -3.45z <= 727.7
-6.93x + -6.08y + 7.49z <= 926.37
-1.49x + -8.41y + -5.69z <= 488.56
1.36x + -4.05y + -1.94z <= 607.64
-8.33x + 5.2y + -5.33z <= 261.41
-1.41x + 0.23y + -6.85z <= 478.3
0.91x + -4.47y + -0.15z <= 376.95
1.4x + 0.16y + 5.98z <= 641.37
-1.83x + -2.54y + 5.1z <= 372.27
4.33x + -7.7y + -6.8z <= 533.74
0.47x + 4.39y + -9.32z <= 965.36
5.88x + 7.29y + -8.14z <= 627.93
-0.45x + -6.17y + -7.15z <= 878.84
5.91x + 4.85y + -0.23z <= 341.48
-9.98x + 2.73y + -9.52z <= 665.91
-6.96x + -5.63y + -2.32z <= 629.01
-3.16x + 8.54y + 5.48z <= 343.23
4.53x + -1.02y + 3.66z <= 608.57
-1.85x + -2.69y + 7.29z <= 851.37
-1.37x + -1.2y + -1.99z <= 747.53
-8.05x + -2.43y + -2.8z <= 384.01
5.44x + -4.07y + -6.56z <= 258.46
-1.66x + 0.94y + -2.89z <= 722.67
5.31x + 4.24y + 2.21z <= 215.42
7.17x + 9.56y + -4.99z <= 459.62
5.51x + 2.26y + -8.89z <= 579.39
7.62x + -6.47y + 0.93z <= 573.19
-7.36x + -8.38y + -6.0z <= 183.89
-2.27x + -0.86y + 4.1z <= 215.88
-4.79x + 6.16y + 2.93z <= 114.14
-3.98x + 6.69y + 6.67z <= 408.72
7.23x + -0.69y + -5.72z <= 988.22
0.78x + 3.64y + -6.16z <= 616.12
9.39x + -7.08y + -3.06z <= 841.0
4.6x + -4.56y + -4.68z <= 453.58
-2.92x + -0.11y + -1.11z <= 869.37
3.36x + 8.26y + 9.66z <= 855.28
-9.36x + 1.67y + -0.03z <= 767.27
-5.4x + 6.95y + -1.54z <= 929.88
-0.19x + -6.86y + -4.62z <= 448.28
3.2x + -9.44y + -4.27z <= 957.78
-5.88x + 8.65y + 2.83z <= 542.1
5.44x + 6.42y + -8.56z <= 490.06
3.59x + 5.64y + -2.88z <= 595.67
5.98x + -1.57y + 7.64z <= 884.99
-8.58x + -2.55y + 8.09z <= 319.07
6.32x + -7.08y + -8.61z <= 965.2
-8.86x + 7.24y + 4.37z <= 662.93
-9.12x + -3.63y + 9.45z <= 386.22
5.83x + 1.51y + 0.41z <= 541.57
-1.67x + -3.62y + 4.75z <= 978.86
9.33x + 3.08y + -9.38z <= 802.61
0.57x + 9.79y + -0.97z <= 744.61
-8.32x + -7.1y + 8.79z <= 618.78
-7.94x + -9.16y + 3.99z <= 305.65
-8.51x + -4.92y + 4.55z <= 674.75
-0.54x + 6.79y + 8.6z <= 339.68
-9.95x + -0.38y + 3.99z <= 798.23
-4.56x + 7.33y + 8.8z <= 783.58
-8.97x + -3.83y + 1.07z <= 539.4
-5.82x + 7.87y + 7.52z <= 289.17
-0.61x + -2.44y + 4.13z <= 245.54
-0.88x + -8.3y + -6.47z <= 313.88
-5.09x + -7.51y + 7.39z <= 131.92
2.46x + 5.35y + 2.1z <= 853.22
-1.55x + -2.4y + -5.65z <= 631.94
-5.07x + -1.54y + -7.86z <= 931.42
-1.46x + 1.52y + -9.02z <= 353.87
4.96x + -1.33y + 2.37z <= 955.09
-4.03x + -5.89y + 8.99z <= 548.4
8.67x + -5.38y + -6.24z <= 869.99
-6.04x + -1.98y + 2.15z <= 411.53
0.2x + -6.52y + 0.17z <= 365.5
5.22x + 9.53y + 8.56z <= 981.77
8.03x + -2.03y + -1.19z <= 847.18
7.33x + 4.01y + -7.0z <= 347.42
-1.86x + -4.1y + 2.55z <= 631.71
-5.22x + -7.77y + -3.9z <= 998.2
2.84x + 2.93y + 4.48z <= 278.49
2.51x + 8.46y + -4.91z <= 234.03
-9.05x + -0.11y + -5.22z <= 453.01
2.62x + -7.36y + 0.51z <= 315.14
1.31x + -0.42y + 3.75z <= 400.9
-9.94x + 0.69y + 6.49z <= 714.93
-5.21x + -4.68y + 1.51z <= 329.77
6.81x + 3.58y + 1.36z <= 825.92
-1.5x + -2.4y + 2.07z <= 515.6
-2.66x + -0.89y + 2.2z <= 962.3
-7.74x + 0.28y + -2.48z <= 625.3
3.41x + -5.03y + 9.56z <= 586.13
6.37x + 0.77y + 2.25z <= 407.08
9.36x + -4.85y + -9.07z <= 181.73
7.64x + 9.2y + -7.23z <= 493.33
-8.5x + 7.39y + 2.14z <= 414.89
2.45x + 2.67y + 3.36z <= 136.64
-4.95x + 8.69y + -0.09z <= 830.92
9.42x + -5.27y + 3.44z <= 727.98
6.67x + -2.56y + -6.08z <= 290.03
7.85x + 3.62y + 0.17z <= 660.72
3.54x + -3.16y + -8.82z <= 761.89
7.42x + 1.87y + -0.5z <= 231.17
5.76x + -9.35y + 5.44z <= 659.8
4.67x + 3.28y + 5.91z <= 921.76
1.62x + 8.33y + -1.59z <= 335.8
-2.67x + 8.62y + 1.17z <= 880.17
3.05x + -4.45y + 0.44z <= 545.45
9.23x + 8.88y + -8.45z <= 151.16
-0.44x + 0.86y + 3.96z <= 923.43
9.6x + 5.13y + -7.87z <= 244.35
-9.36x + -2.6y + 7.46z <= 678.97
-7.55x + -4.56y + 8.23z <= 477.0
2.06x + 8.76y + -7.08z <= 361.76
5.16x + 9.22y + -5.9z <= 273.54
5.03x + -5.75y + -0.43z <= 106.44
-2.42x + -8.11y + -6.42z <= 606.28
-7.7x + -1.87y + 2.19z <= 328.73
-2.71x + -8.41y + -9.03z <= 690.32
-2.61x + 3.94y + -6.83z <= 126.87
3.37x + 6.83y + 4.18z <= 636.39
-9.73x + -4.5y + -7.94z <= 264.13
7.61x + -3.67y + -3.56z <= 765.64
1.97x + 6.1y + 0.94z <= 286.54
-2.39x + 4.34y + 1.86z <= 627.64
-3.97x + -8.2y + -3.62z <= 905.5
6.15x + -5.65y + -1.11z <= 766.08
7.01x + 5.08y + -5.76z <= 813.1
-3.2x + -3.87y + 2.56z <= 438.83
-0.2x + 5.38y + -0.23z <= 278.9
-4.73x + 9.78y + -0.41z <= 658.66
2.32x + -2.91y + -1.18z <= 540.07
7.99x + -4.06y + -3.16z <= 809.63
0.55x + 8.8y + 0.01z <= 492.79
4.51x + 8.15y + -5.81z <= 205.3
6.69x + -3.21y + 4.23z <= 941.95
3.42x + 5.06y + -2.59z <= 679.9
-8.45x + 1.68y + 1.4z <= 974.61
0.24x + 1.25y + -6.0z <= 540.48
9.86x + -4.62y + -9.25z <= 839.65
-3.26x + 5.9y + -3.92z <= 469.74
3.58x + -4.52y + 3.19z <= 412.27
-0.33x + -7.59y + -7.53z <= 525.99
7.16x + -8.22y + 3.23z <= 312.47
-2.54x + 4.89y + 9.97z <= 332.91
-8.27x + 9.45y + -5.38z <= 840.84
7.39x + 8.97y + -3.57z <= 791.61
2.66x + -3.91y + 3.21z <= 480.42
-5.59x + -1.07y + 8.5z <= 119.25
-6.34x + -4.74y + -7.95z <= 265.43
-4.25x + -0.72y + 8.27z <= 731.05
3.04x + 7.47y + 9.88z <= 245.66
-8.12x + -3.41y + -0.34z <= 923.12
4.04x + 8.39y + -6.84z <= 789.61
9.77x + 6.12y + -3.04z <= 892.51
-2.11x + 8.64y + -2.48z <= 143.08
8.71x + -4.51y + 6.52z <= 384.46
8.13x + -7.47y + -0.23z <= 604.7
-2.17x + -3.13y + 7.82z <= 646.62
9.81x + 5.75y + 5.11z <= 614.17
-4.58x + 9.66y + -7.87z <= 454.29
1.92x + 5.22y + 3.06z <= 334.9
4.17x + -3.38y + 7.19z <= 225.25
-7.75x + -7.79y + 5.89z <= 508.87
1.81x + 0.5y + -8.58z <= 712.36
2.16x + -1.67y + -8.11z <= 294.78
2.58x + -8.92y + -3.64z <= 954.47
4.32x + 5.59y + -0.75z <= 111.46
-8.02x + 3.74y + -4.47z <= 753.56
9.61x + 3.2y + -8.7z <= 169.8
-1.56x + -1.0y + -7.22z <= 850.48
-9.09x + -0.51y + -8.36z <= 377.85
2.17x + -2.62y + -2.86z <= 144.81
-5.61x + -0.94y + -3.6z <= 215.32
4.81x + 7.92y + -1.34z <= 782.66
3.9x + 7.54y + 6.49z <= 520.27
0.45x + -2.7y + 6.12z <= 823.56
9.69x + -1.53y + -2.56z <= 176.43
-6.61x + 5.49y + -0.69z <= 725.78
-7.43x + 1.46y + -6.75z <= 514.43
-1.76x + 7.11y + 0.65z <= 910.12
-8.73x + -1.19y + -9.22z <= 415.66
-2.76x + -6.91y + 6.53z <= 292.72
-2.57x + 3.31y + 4.18z <= 894.6
-2.76x + -7.05y + 5.23z <= 931.65
9.84x + 2.02y + 8.35z <= 701.87
-1.53x + 6.04y + 3.89z <= 906.92
-0.34x + -5.17y + -8.89z <= 509.88
-7.08x + 7.63y + 0.12z <= 265.83
-4.57x + 5.14y + 3.35z <= 596.9
4.97x + -1.92y + 2.41z <= 183.18
0.27x + 9.47y + 1.04z <= 609.54
-9.92x + -8.73y + -9.53z <= 130.85
4.61x + 3.66y + -5.52z <= 643.21
-3.96x + -4.71y + -1.68z <= 895.65
-1.42x + 2.56y + 7.93z <= 749.8
5.58x + -4.69y + 1.73z <= 404.38
-9.05x + 8.48y + -5.34z <= 489.56
1.65x + -4.71y + 2.77z <= 900.83
-9.78x + -1.03y + -4.22z <= 190.57
4.72x + 0.08y + -1.73z <= 503.33
0.02x + -5.15y + 5.23z <= 482.49
-4.32x + 5.71y + 6.07z <= 785.28
0.82x + -9.7y + -7.65z <= 794.94
7.97x + -6.45y + 2.28z <= 328.04
-3.83x + 1.66y + -5.95z <= 267.18
9.69x + 3.51y + 9.92z <= 275.46
6.15x + 4.41y + -8.56z <= 144.05
-8.4x + 6.63y + -7.04z <= 559.87
4.23x + -8.56y + -6.17z <= 483.04
-7.4x + 5.52y + 1.55z <= 882.9
-9.41x + -5.42y + 3.95z <= 311.84
3.04x + 2.7y + -8.81z <= 217.25
9.85x + 1.21y + 9.09z <= 475.38
5.87x + 8.4y + -7.17z <= 842.54
4.98x + 3.29y + -4.87z <= 745.13
-5.96x + -3.51y + -6.95z <= 884.37
-2.51x + -5.1y + -8.9z <= 697.04
-2.61x + 2.48y + -0.66z <= 366.41
7.06x + 8.15y + -7.3z <= 273.15
-0.05x + -5.06y + 5.62z <= 762.96
0.03x + -4.47y + 9.22z <= 381.96
-5.0x + 4.19y + -9.14z <= 564.93
-1.47x + 3.63y + 0.12z <= 409.9
6.99x + 7.02y + 8.83z <= 149.89
-8.08x + 7.06y + -6.51z <= 886.76
2.42x + -7.8y + 4.82z <= 134.75
7.4x + 1.32y + -3.42z <= 243.31
-2.38x + 9.03y + -6.54z <= 135.12
-2.25x + 9.97y + -2.86z <= 157.51
-1.47x + 8.85y + -7.73z <= 988.56
8.45x + -9.2y + 0.42z <= 283.1
7.18x + 8.91y + 1.3z <= 338.07
6.69x + 9.42y + -0.85z <= 104.17
8.22x + 8.3y + -6.54z <= 292.17
0.7x + -7.23y + -0.63z <= 672.8
0.31x + 9.87y + -7.74z <= 281.21
-2.79x + -2.81y + -0.96z <= 661.46
1.3x + -6.41y + -9.91z <= 191.86
4.86x + -4.35y + 1.07z <= 989.73
3.69x + -4.47y + 8.09z <= 400.7
-1.74x + 7.13y + 3.27z <= 844.93
-6.3x + 4.8y + -6.51z <= 612.17
0.98x + 1.58y + -4.63z <= 218.38
-5.89x + 4.79y + -3.04z <= 707.09
-4.37x + -0.08y + 2.53z <= 930.89
3.1x + -2.97y + -10.0z <= 672.91
-8.74x + 3.01y + -1.0z <= 982.53
-9.87x + 5.51y + 1.2z <= 544.86
-9.16x + -9.17y + 4.48z <= 828.35
-5.65x + 0.9y + 4.53z <= 251.04
-1.73x + 9.7y + -8.83z <= 394.81
-2.63x + -4.77y + 4.38z <= 765.14
-2.35x + -4.58y + -2.77z <= 574.22
-0.69x + -1.21y + -0.72z <= 444.4
1.5x + 1.39y + -9.03z <= 484.77
5.86x + -7.06y + -7.03z <= 271.96
-7.37x + 9.87y + 5.18z <= 490.8
3.6x + 6.76y + -3.32z <= 687.28
-7.01x + 8.24y + -8.82z <= 191.24
0.43x + -4.76y + -2.95z <= 293.77
3.18x + 1.87y + -0.46z <= 941.01
-5.8x + -9.69y + -5.93z <= 383.63
8.75x + -4.4y + -2.96z <= 603.64
1.08x + 3.95y + 0.9z <= 193.3
-4.01x + 8.52y + -0.34z <= 268.74
-8.54x + 7.83y + 8.8z <= 856.82
-5.68x + -0.33y + 4.05z <= 176.41
8.39x + 3.9y + 5.09z <= 638.98
2.72x + 4.09y + 2.13z <= 923.12
1.9x + 9.35y + 2.45z <= 900.43
7.93x + 2.79y + -6.33z <= 185.43
-4.66x + -2.89y + 5.23z <= 246.58
-5.38x + -4.7y + -9.72z <= 174.6
-4.17x + 7.05y + 2.64z <= 317.28
1.11x + 8.02y + -5.67z <= 765.64
1.92x + 6.95y + 1.47z <= 550.96
1.77x + 7.75y + -4.7z <= 147.38
-1.09x + -1.94y + -6.31z <= 720.59
-8.22x + -3.78y + 3.73z <= 318.95
8.55x + 6.14y + 4.86z <= 719.2
-0.15x + -2.73y + 1.44z <= 587.07
3.25x + 1.82y + -2.91z <= 362.15
-4.13x + 6.79y + 8.86z <= 682.99
-2.07x + 5.52y + 3.21z <= 636.8
-2.44x + -7.23y + 0.88z <= 843.14
-3.74x + -2.6y + 4.01z <= 934.35
7.51x + -7.04y + 8.53z <= 867.21
-7.44x + -7.43y + -1.97z <= 419.36
-9.38x + -4.15y + 6.99z <= 135.97
2.38x + 1.94y + -3.91z <= 416.85
-9.71x + 4.18y + 7.77z <= 672.27
-9.21x + 1.04y + 9.45z <= 621.5
5.7x + -2.88y + -3.5z <= 716.49
-4.72x + -6.27y + -7.84z <= 264.17
5.49x + -4.77y + 4.7z <= 543.06
-5.52x + -9.3y + -8.44z <= 410.05
-5.72x + 4.05y + -3.44z <= 854.68
9.23x + 0.97y + -3.28z <= 498.12
-0.79x + -3.49y + -3.06z <= 928.24
0.73x + 3.18y + -1.87z <= 895.44
-4.77x + -1.01y + 9.89z <= 417.41
4.07x + -5.73y + 6.21z <= 629.01
-7.77x + -5.77y + -6.39z <= 938.43
5.5x + -9.96y + 0.49z <= 184.99
-3.75x + -8.94y + -8.85z <= 352.4
-2.75x + -3.26y + -0.46z <= 553.07
2.96x + -6.82y + -8.23z <= 404.87
-1.48x + -9.55y + -6.68z <= 982.59
-7.85x + 2.57y + 7.4z <= 259.87
-8.8x + -1.6y + 2.71z <= 170.69
-2.05x + -8.66y + -9.9z <= 655.21
-3.4x + -2.42y + 6.18z <= 353.44
1.58x + 2.95y + -5.35z <= 408.33
4.39x + -9.76y + -0.48z <= 666.02
7.01x + -4.87y + -7.34z <= 884.54
4.27x + -8.02y + 7.58z <= 788.89
8.81x + 0.25y + -1.87z <= 300.18
-6.07x + -4.86y + -0.85z <= 202.53
-2.09x + 8.13y + 8.42z <= 520.68
-2.74x + -0.36y + 0.78z <= 778.33
