max 4.18x + -6.67y + -3.92z
-2.42x + 3.68y + 9.74z <= 407.92
-2.9x + 9.14y + -3.06z <= 302.07
-5.67x + -8.93y + -9.56z <= 447.4
8.02x + -5.72y + -5.39z <= 268.49
7.48x + 9.35y + -8.21z <= 409.55
-3.84x + -9.21y + 4.6z <= 835.07
-8.34x + -4.51y + -3.83z <= 346.2
-7.4x + 8.91y + 3.8z <= 626.93
-0.78x + -9.46y + -7.07z <= 561.69
1.34x + -1.74y + 8.46z <= 483.11
-6.69x + -9.53y + 9.1z <= 933.52
-0.87x + -6.36y + -1.67z <= 361.59
-9.43x + 3.45y + 2.46z <= 877.26
-5.63x + 0.42y + 9.65z <= 190.96
-0.99x + -8.73y + 4.38z <= 577.51
5.83x + 8.06y + 1.3z <= 569.76
9.19x + -7.56y + -2.59z <= 808.67
1.86x + -4.18y + 5.57z <= 575.97
-5.1x + 4.89y + 7.57z <= 860.91
8.3x + -5.45y + -2.53z <= 945.27
2.21x + 0.08y + 7.72z <= 549.55
6.5x + 0.2y + 1.35z <= 961.92
9.04x + 6.26y + 9.04z <= 999.7
-3.95x + -1.28y + -8.07z <= 542.86
9.63x + -9.82y + -3.06z <= 904.96
9.57x + 1.22y + 4.76z <= 976.26
2.12x + 3.14y + 1.49z <= 878.33
3.47x + 3.23y + 1.15z <= 770.01
-1.38x + 9.32y + -9.71z <= 908.06
-4.29x + -6.8y + 4.23z <= 562.85
-8.46x + -5.78y + 1.13z <= 295.04
-1.98x + -5.86y + -5.67z <= 354.15
3.02x + -8.78y + -0.98z <= 328.42
6.35x + 7.27y + -8.67z <= 729.93
-9.0x + 2.51y + 4.35z <= 808.6
-1.73x + -1.91y + 5.02z <= 757.12
-8.75x + -5.34y + 3.24z <= 212.19
2.77x + -8.38y + -0.04z <= 162.75
7.74x + -0.02y + -1.62z <= 825.78
-4.23x + -3.73y + 2.68z <= 410.14
3.37x + 5.47y + -5.04z <= 556.77
-4.06x + -4.7y + -7.95z <= 637.64
4.31x + 3.02y + 5.19z <= 524.6
1.01x + 5.4y + -7.84z <= 137.01
6.95x + -5.27y + -8.07z <= 506.26
-7.05x + 2.85y + -9.92z <= 706.46
-2.34x + -8.32y + 7.34z <= 825.34
4.77x + -5.66y + 9.71z <= 104.26
6.79x + 3.45y + 0.85z <= 848.4
3.94x + 1.64y + 8.09z <= 360.55
-0.36x + -4.97y + -7.16z <= 984.57
4.06x + 6.34y + -5.26z <= 143.93
-0.79x + 8.22y + -8.95z <= 993.05
8.45x + -0.7y + 3.66z <= 303.03
2.37x + -7.4y + -8.98z <= 213.54
-7.64x + 1.04y + 2.78z <= 870.55
-0.15x + -7.27y + 7.24z <= 409.14
1.33x + 4.14y + -4.99z <= 235.72
4.4x + -4.03y + 3.52z <= 720.74
-1.62x + -2.49y + -9.8z <= 539.57
5.37x + -2.03y + -7.59z <= 296.1
-3.22x + 3.24y + 3.52z <= 998.03
-5.59x + 8.58y + 5.66z <= 815.48
-1.04x + -8.69y + -6.4z <= 416.11
4.72x + -9.16y + -5.03z <= 332.37
-9.98x + 1.24y + 7.91z <= 133.42
0.2x + -7.34y + 2.49z <= 512.72
-7.84x + 1.32y + -8.67z <= 531.47
5.66x + 2.34y + 1.04z <= 789.31
0.19x + 4.7y + 0.02z <= 614.92
3.99x + 9.05y + 0.28z <= 178.02
8.73x + -9.96y + 1.79z <= 904.61
-4.73x + 3.98y + 7.27z <= 829.38
4.75x + 4.02y + 0.9z <= 470.26
2.7x + 4.61y + -8.9z <= 556.74
2.69x + -3.33y + -9.11z <= 729.75
3.63x + 7.86y + 0.3z <= 705.89
-6.94x + 2.57y + 7.32z <= 393.04
-1.36x + -0.93y + -8.11z <= 684.58
6.16x + 9.98y + 4.65z <= 642.39
-4.7x + 5.35y + -4.58z <= 274.95
-1.75x + 0.66y + -2.55z <= 181.32
-6.11x + 1.88y + -3.12z <= 796.27
-5.84x + 7.62y + -5.6z <= 235.39
-1.74x + -5.6y + -7.23z <= 441.99
-0.35x + 5.8y + 1.05z <= 504.75
-5.16x + -5.87y + -6.84z <= 372.77
-1.58x + -4.75y + -5.0z <= 190.54
0.43x + -6.01y + -5.79z <= 797.29
-9.65x + -4.5y + -4.19z <= 617.05
8.9x + 2.1y + 7.77z <= 793.58
4.29x + -2.37y + 7.73z <= 607.82
1.89x + 3.78y + -5.92z <= 705.64
1.75x + 5.17y + -3.39z <= 873.47
3.59x + 9.67y + 2.78z <= 457.1
-4.5x + 2.69y + 2.77z <= 774.75
-3.19x + 1.13y + -6.07z <= 223.88
-8.05x + -9.33y + 2.07z <= 750.18
-0.95x + -4.08y + 8.26z <= 352.69
6.81x + -2.13y + 1.04z <= 675.85
-5.8x + 3.39y + 5.49z <= 600.12
-0.19x + 6.5y + -3.26z <= 979.27
4.18x + -0.09y + 4.71z <= 102.14
2.48x + -6.73y + 7.11z <= 524.58
7.12x + 4.28y + -0.9z <= 525.53
0.34x + -5.92y + -7.92z <= 336.14
2.81x + -3.59y + -4.64z <= 690.54
3.95x + 0.74y + 5.54z <= 170.29
8.32x + -9.26y + 8.21z <= 718.5
3.96x + -3.44y + 0.1z <= 746.75
0.49x + 7.4y + 0.02z <= 242.35
0.08x + -0.99y + -5.19z <= 484.45
0.09x + -6.77y + -0.12z <= 815.98
-6.84x + 1.65y + -5.97z <= 633.24
3.9x + 5.89y + 0.66z <= 640.09
-8.34x + 0.44y + 1.48z <= 474.25
3.64x + -9.15y + -1.29z <= 285.49
-3.73x + 6.35y + -8.05z <= 916.53
-8.9x + -5.97y + -2.55z <= 123.5
-2.76x + -3.79y + -9.92z <= 854.02
-2.25x + -6.34y + 7.72z <= 833.23
-2.09x + -8.02y + -2.6z <= 181.87
-5.06x + -1.93y + 6.75z <= 372.42
-6.82x + 4.3y + -4.9z <= 372.88
5.71x + 4.31y + 2.25z <= 347.68
-3.66x + 3.86y + -0.64z <= 800.41
-5.62x + -9.19y + -0.47z <= 809.33
-5.48x + 1.93y + 0.43z <= 883.86
4.93x + 2.66y + -9.62z <= 773.78
-4.88x + 4.29y + 5.36z <= 256.26
2.84x + -4.54y + 8.42z <= 924.64
-8.49x + -5.83y + 9.46z <= 728.73
-6.52x + 6.41y + -3.63z <= 950.8
-0.19x + -4.59y + 8.59z <= 459.86
-1.86x + 1.74y + 0.92z <= 840.45
1.16x + -5.6y + -7.11z <= 356.28
-10.0x + -7.16y + 9.08z <= 274.07
-4.8x + -4.64y + -0.15z <= 809.47
8.98x + 4.26y + 3.57z <= 758.74
7.69x + 9.08y + 1.4z <= 409.17
5.4x + 5.1y + -8.88z <= 916.41
-2.77x + -5.26y + -3.0z <= 615.08
6.84x + -0.82y + 3.13z <= 576.35
-6.86x + 6.87y + -9.08z <= 687.67
-8.35x + -2.95y + -8.56z <= 385.75
8.87x + 8.51y + -3.11z <= 930.39
-1.24x + -5.76y + 9.32z <= 994.49
3.63x + 4.08y + 5.12z <= 166.46
0.72x + -5.88y + 9.19z <= 833.49
-7.41x + -2.65y + -9.68z <= 298.34
-9.13x + 7.02y + -0.33z <= 110.25
7.64x + 6.31y + 2.44z <= 758.88
-3.75x + -8.62y + 4.93z <= 897.16
9.22x + 7.36y + -9.5z <= 301.91
-3.51x + 8.47y + -9.36z <= 583.31
2.77x + -2.24y + 5.83z <= 348.16
-4.72x + 2.91y + 2.39z <= 519.33
-4.84x + 6.83y + 7.65z <= 177.62
6.06x + -6.57y + 0.09z <= 457.66
-3.52x + 1.36y + 9.14z <= 614.14
4.04x + 3.98y + -9.88z <= 915.56
7.26x + -1.6y + -9.8z <= 335.17
-2.83x + 8.61y + -9.16z <= 402.81
-0.26x + -3.26y + -8.53z <= 523.12
-1.97x + -2.17y + 6.12z <= 204.47
9.77x + 8.95y + 6.29z <= 472.31
-2.53x + 2.76y + -4.46z <= 556.46
8.75x + -6.04y + 5.81z <= 192.57
-0.97x + 2.59y + 5.93z <= 715.78
-9.24x + -3.38y + 6.68z <= 146.71
-3.58x + 9.71y + 5.96z <= 361.45
-8.28x + -3.1y + -0.32z <= 138.24
4.44x + 2.18y + -9.77z <= 800.06
-1.0x + -7.18y + 6.02z <= 301.66
-6.25x + -8.47y + -9.18z <= 440.26
0.53x + -8.43y + -5.26z <= 697.66
0.27x + -6.98y + -0.44z <= 201.36
0.04x + 6.15y + -4.56z <= 174.15
9.91x + -9.49y + -5.97z <= 492.29
7.71x + 7.67y + -2.08z <= 877.47
-8.05x + 8.82y + 5.79z <= 678.12
-4.93x + 3.04y + -2.61z <= 234.65
8.17x + 6.39y + 1.82z <= 702.11
9.47x + -8.75y + -2.75z <= 262.21
-4.58x + -8.45y + -0.38z <= 394.77
8.8x + -2.39y + 5.31z <= 498.67
-0.05x + 6.65y + 7.49z <= 893.91
7.47x + 2.07y + 7.97z <= 226.47
-1.19x + -4.51y + -3.32z <= 292.45
-8.91x + -9.11y + -9.22z <= 880.28
9.01x + 5.29y + 8.23z <= 926.73
4.27x + 6.8y + -2.3z <= 126.25
-8.68x + 5.87y + -2.76z <= 720.1
2.09x + -6.72y + 6.99z <= 657.56
2.75x + -8.9y + -6.22z <= 310.06
3.13x + -2.44y + 1.81z <= 182.22
-8.01x + 9.6y + 7.93z <= 581.93
3.43x + -9.89y + 3.28z <= 793.15
2.92x + -0.49y + 0.03z <= 474.07
0.39x + -6.54y + 0.62z <= 742.52
8.23x + -0.66y + 9.18z <= 526.87
6.51x + -0.07y + 9.01z <= 193.77
-5.95x + 4.83y + 9.51z <= 549.75
-6.06x + -2.52y + 5.3z <= 534.56
7.6x + 0.29y + -7.47z <= 990.98
-4.96x + -8.47y + -1.56z <= 443.51
4.57x + 7.4y + 0.76z <= 138.29
-8.88x + -9.48y + -1.63z <= 999.71
7.3x + 8.14y + -2.6z <= 699.45
9.46x + 7.82y + -2.37z <= 744.51
9.29x + 9.59y + -1.79z <= 478.8
0.31x + -2.65y + -5.02z <= 259.0
-5.93x + -3.76y + -3.55z <= 637.45
0.84x + 4.83y + 3.49z <= 307.4
-3.39x + 0.97y + -9.38z <= 626.08
-3.89x + 8.6y + -6.75z <= 484.14
9.01x + -1.18y + -2.08z <= 426.39
-5.49x + -1.85y + 9.24z <= 689.62
2.37x + 2.08y + -0.78z <= 726.86
-5.34x + 4.31y + 1.04z <= 434.62
3.6x + 0.83y + 9.87z <= 513.24
8.79x + -1.92y + -8.06z <= 256.48
7.24x + -8.87y + 1.21z <= 147.86
-5.1x + -1.6y + 9.8z <= 444.69
-0.68x + -5.86y + -7.77z <= 106.54
0.53x + 6.06y + 1.91z <= 246.73
-6.8x + -6.04y + 9.55z <= 904.65
-3.62x + -1.46y + 0.89z <= 908.53
-5.14x + -0.72y + -8.05z <= 613.32
9.88x + -0.12y + -5.32z <= 537.46
-1.56x + 3.74y + -6.31z <= 463.06
-9.83x + -4.02y + -1.99z <= 304.9
9.01x + 6.25y + -6.87z <= 898.05
7.06x + -1.19y + 0.07z <= 445.86
-2.84x + 2.7y + -0.99z <= 708.6
6.81x + 8.72y + -6.09z <= 295.41
5.4x + 4.43y + 5.19z <= 941.03
3.63x + 8.33y + -0.07z <= 906.82
-4.23x + -2.47y + -5.81z <= 986.71
5.17x + -6.58y + -7.05z <= 776.07
2.25x + -9.48y + -3.7z <= 954.48
9.66x + 0.06y + -5.35z <= 185.74
-2.22x + 2.56y + -7.67z <= 630.19
0.08x + 6.69y + 5.64z <= 330.88
-8.46x + 0.78y + 0.59z <= 899.8
-0.8x + 4.24y + 0.66z <= 917.52
6.44x + -9.26y + -4.68z <= 186.76
4.22x + 4.83y + -1.44z <= 275.79
-0.39x + -0.82y + -9.91z <= 544.03
1.3x + 4.99y + -0.52z <= 707.38
2.55x + 2.67y + -6.07z <= 918.96
-8.07x + -9.95y + 6.13z <= 206.8
-3.77x + 6.31y + 1.07z <= 907.95
-0.65x + -0.77y + -0.25z <= 749.19
-8.52x + -0.6y + 4.51z <= 460.54
5.67x + 8.45y + 5.12z <= 999.31
8.61x + 7.38y + 1.46z <= 451.25
5.7x + 7.14y + -7.26z <= 832.76
2.8x + 1.95y + -4.24z <= 373.47
-1.54x + -7.2y + -3.21z <= 243.74
-7.47x + -3.28y + 7.24z <= 609.11
9.47x + -2.85y + -4.57z <= 663.7
9.11x + 1.04y + -4.35z <= 242.47
-1.44x + -7.54y + 8.69z <= 377.76
0.21x + -9.75y + 1.75z <= 201.14
4.07x + 8.44y + -8.79z <= 548.96
4.14x + -2.64y + 2.04z <= 417.79
-6.83x + 6.04y + -4.65z <= 175.27
3.57x + -9.41y + 8.19z <= 173.02
7.5x + 0.44y + -8.16z <= 614.59
5.89x + 9.42y + 5.87z <= 420.85
1.78x + -5.45y + -4.21z <= 687.82
7.18x + -2.22y + 6.05z <= 662.11
5.09x + -1.3y + -1.49z <= 714.87
1.37x + -6.12y + -7.14z <= 556.49
-9.54x + -0.85y + -7.46z <= 992.48
0.33x + -6.72y + -3.79z <= 862.45
-5.28x + -4.38y + -7.18z <= 643.59
-0.04x + 5.25y + 6.65z <= 937.66
3.54x + 0.9y + -0.91z <= 310.79
-7.63x + -9.18y + -3.32z <= 824.82
-7.11x + -4.8y + -3.35z <= 782.13
9.27x + -1.49y + 3.46z <= 726.51
-8.43x + 5.66y + 7.63z <= 830.52
-3.07x + -6.04y + -8.13z <= 841.11
4.9x + -6.22y + -2.24z <= 265.65
1.48x + 8.59y + 1.21z <= 567.91
-3.36x + 3.76y + 5.77z <= 280.94
-1.38x + -0.42y + 7.13z <= 972.51
-4.89x + 8.37y + 8.81z <= 132.09
1.16x + 2.8y + -1.31z <= 779.01
-9.6x + 6.96y + 0.55z <= 397.98
8.9x + 4.46y + 9.48z <= 247.36
6.66x + -1.44y + -9.64z <= 217.42
-8.93x + -9.68y + 3.32z <= 384.55
6.27x + 4.34y + 1.41z <= 946.58
-6.85x + -9.02y + 0.74z <= 497.1
-1.46x + -5.38y + -9.17z <= 498.1
-4.59x + -8.32y + 1.56z <= 596.61
-7.58x + -8.66y + -6.19z <= 684.84
3.44x + 3.79y + 9.78z <= 606.22
1.09x + 7.91y + -7.22z <= 159.42
-5.16x + -5.27y + -0.29z <= 866.17
-6.51x + 7.29y + 2.8z <= 768.75
7.05x + 6.17y + 3.24z <= 588.36
-1.71x + 5.46y + 2.51z <= 324.22
5.17x + -0.81y + 0.08z <= 622.29
-5.94x + -2.77y + 3.46z <= 193.9
-7.54x + 8.34y + 5.48z <= 835.15
-8.95x + -9.23y + 6.38z <= 526.04
-9.88x + 3.28y + -1.13z <= 154.07
5.73x + 3.07y + -6.25z <= 263.87
1.91x + -9.79y + -8.17z <= 895.71
9.65x + -5.95y + -5.85z <= 989.2
-2.62x + 4.58y + 9.73z <= 576.96
6.71x + 9.47y + 5.15z <= 774.54
4.51x + 6.72y + -2.99z <= 712.39
3.75x + 5.13y + -7.32z <= 941.74
4.74x + -9.88y + -0.44z <= 793.71
-0.92x + 2.37y + 3.5z <= 897.63
-8.96x + -5.0y + 9.43z <= 941.59
4.6x + -5.39y + -0.64z <= 465.68
0.03x + -7.94y + -3.91z <= 952.39
6.63x + 0.42y + 5.12z <= 806.64
7.85x + -3.72y + -2.98z <= 232.49
1.87x + -6.71y + 1.42z <= 169.55
7.73x + -3.08y + 0.03z <= 831.78
-7.17x + -7.69y + -6.0z <= 932.02
-1.54x + 9.47y + -3.4z <= 763.75
-9.01x + 6.53y + 1.11z <= 372.3
8.31x + -1.75y + 1.64z <= 741.4
-2.44x + 4.09y + -7.35z <= 376.95
2.5x + -1.49y + -1.09z <= 815.22
2.61x + -0.97y + -0.63z <= 387.91
4.57x + 0.9y + 5.35z <= 587.03
-5.4x + -7.07y + 2.95z <= 953.67
1.56x + 4.1y + -8.98z <= 309.95
-5.8x + -2.31y + -2.97z <= 315.45
6.43x + 5.22y + 4.93z <= 164.55
-0.67x + 4.84y + 6.24z <= 148.55
-4.7x + 1.37y + -0.35z <= 414.79
-3.17x + -8.41y + 1.05z <= 709.75
-3.36x + 6.38y + -9.33z <= 184.37
9.1x + 7.01y + -9.18z <= 955.38
0.79x + -4.87y + 8.72z <= 696.45
2.52x + 0.49y + 8.21z <= 156.14
-3.92x + -9.4y + 8.25z <= 748.5
2.26x + 1.08y + 1.66z <= 931.51
-4.37x + 0.02y + 9.5z <= 888.95
-8.16x + 3.03y + 8.4z <= 340.01
-9.39x + 0.84y + -7.08z <= 502.62
7.24x + 3.17y + -4.4z <= 356.53
2.69x + 1.02y + -5.9z <= 969.06
4.13x + 0.01y + 7.6z <= 455.22
-0.78x + -1.35y + -8.51z <= 695.44
3.91x + 8.4y + 0.5z <= 580.82
6.04x + -3.51y + 0.07z <= 340.77
-1.94x + 3.43y + -2.39z <= 900.5
-9.43x + -0.63y + -5.36z <= 239.18
-2.65x + -3.75y + 9.87z <= 932.03
9.85x + -5.31y + -0.94z <= 933.9
5.38x + 8.65y + 3.06z <= 656.45
-0.13x + -6.3y + -1.05z <= 857.28
8.62x + -2.36y + 0.44z <= 651.33
5.49x + -2.32y + -1.86z <= 661.65
9.51x + 1.49y + -0.26z <= 171.49
1.62x + -9.17y + -9.89z <= 484.69
9.03x + -4.56y + -8.97z <= 585.77
4.34x + 0.15y + 8.03z <= 142.48
3.22x + -1.13y + -8.23z <= 819.43
7.23x + -4.3y + 7.36z <= 248.71
4.85x + -6.85y + -6.02z <= 745.28
-5.11x + -4.32y + -3.58z <= 887.33
-3.86x + -2.99y + -7.2z <= 531.27
-7.57x + 7.75y + -4.15z <= 170.66
-5.73x + 4.42y + -8.74z <= 661.68
0.7x + 1.64y + 3.38z <= 616.02
-5.91x + 3.65y + -5.6z <= 541.66
4.06x + -6.46y + 0.3z <= 515.07
7.67x + -5.45y + 3.2z <= 654.93
1.81x + 5.87y + -9.74z <= 215.52
-9.91x + 6.93y + -0.17z <= 374.14
7.15x + -9.36y + -1.92z <= 305.57
3.07x + -4.64y + -2.57z <= 822.44
-7.27x + -5.71y + 1.93z <= 350.08
-0.23x + -6.85y + 8.83z <= 209.79
6.87x + -3.88y + 9.0z <= 164.81
3.55x + -3.99y + 9.9z <= 905.93
0.31x + -1.03y + 3.05z <= 772.62
-5.94x + -5.44y + 1.26z <= 434.56
6.85x + -4.1y + -2.3z <= 852.41
-4.16x + -4.28y + -2.56z <= 522.82
1.51x + 6.82y + 0.21z <= 175.82
6.86x + -3.75y + -6.76z <= 310.42
6.94x + -2.61y + -3.61z <= 534.48
-8.18x + 3.55y + 8.88z <= 805.21
5.22x + 1.34y + 1.12z <= 757.6
-2.65x + 9.39y + 0.05z <= 516.59
-8.0x + -8.22y + -5.52z <= 895.28
-2.33x + -0.15y + 0.52z <= 430.74
7.04x + 7.18y + -1.12z <= 602.05
1.2x + -1.65y + -6.57z <= 542.35
2.8x + 0.31y + 6.94z <= 880.3
-6.26x + 0.55y + -8.29z <= 309.46
-7.45x + -3.5y + 0.08z <= 350.78
8.03x + 9.84y + -9.81z <= 557.82
1.74x + 8.02y + 0.08z <= 774.09
-2.78x + 5.42y + 4.91z <= 347.63
-5.43x + -9.53y + 0.22z <= 197.01
-2.54x + -4.37y + -4.63z <= 337.25
-3.86x + -1.46y + 1.87z <= 846.56
-8.31x + 0.63y + 6.81z <= 463.45
9.85x + -0.55y + -4.67z <= 505.42
2.82x + -8.98y + -9.48z <= 482.79
7.54x + 2.25y + -9.22z <= 902.14
-3.79x + 1.3y + -4.08z <= 853.44
4.18x + -6.05y + 3.54z <= 113.94
5.45x + -2.41y + 2.49z <= 639.62
5.47x + 5.64y + -0.16z <= 464.89
-5.02x + -0.16y + -9.35z <= 104.06
7.07x + -6.62y + -9.61z <= 635.22
0.21x + -7.32y + -9.12z <= 199.22
6.9x + 5.56y + 8.06z <= 181.74
2.0x + 1.93y + -9.7z <= 699.81
6.32x + 8.88y + -2.96z <= 408.74
5.24x + 0.43y + -6.37z <= 116.78
-5.37x + 9.15y + 5.76z <= 742.41
4.36x + -7.85y + -0.02z <= 488.61
2.84x + 5.4y + -7.53z <= 871.92
4.15x + 6.33y + -0.37z <= 740.85
-9.85x + -7.2y + 0.61z <= 534.33
0.26x + 4.23y + 8.01z <= 447.43
4.23x + 6.7y + -1.84z <= 416.81
-4.97x + 6.07y + 4.46z <= 464.16
2.23x + 0.75y + -7.15z <= 612.44
3.37x + 5.14y + -0.25z <= 482.0
-2.69x + 1.42y + -1.61z <= 455.35
-3.32x + -2.39y + 7.23z <= 581.88
7.88x + 6.21y + -7.81z <= 502.27
-0.54x + 9.91y + 2.88z <= 768.98
4.24x + -5.07y + 6.73z <= 909.07
9.02x + 5.59y + -6.95z <= 518.13
2.29x + -9.63y + -9.6z <= 876.11
8.41x + -7.82y + -1.72z <= 767.84
-1.07x + -5.01y + 6.87z <= 657.29
2.68x + -5.25y + 8.2z <= 173.71
-3.08x + 0.53y + -6.99z <= 220.53
6.12x + 9.0y + 4.87z <= 572.11
6.79x + -4.57y + 1.25z <= 614.98
-9.93x + 6.1y + 7.13z <= 924.98
0.17x + -9.91y + 2.17z <= 736.79
9.99x + -4.57y + -7.29z <= 366.65
1.32x + -3.81y + 5.39z <= 204.4
8.12x + -2.38y + 2.25z <= 163.82
-7.24x + -3.56y + -1.28z <= 788.33
-8.83x + -3.88y + -4.01z <= 847.55
4.84x + -8.53y + -6.36z <= 765.9
-5.76x + -4.09y + -9.87z <= 412.96
8.92x + 7.47y + 9.5z <= 227.59
2.18x + -5.1y + -6.42z <= 850.38
5.58x + 6.95y + -7.34z <= 858.86
2.55x + 7.88y + -7.7z <= 840.66
8.82x + 1.15y + 1.24z <= 592.77
6.31x + -9.28y + 4.18z <= 369.62
-5.92x + 6.62y + 7.16z <= 888.5
-6.28x + 0.43y + -7.42z <= 204.62
-6.78x + -5.27y + 1.61z <= 724.89
2.95x + -7.6y + 2.6z <= 452.5
9.12x + -4.07y + 4.12z <= 260.38
1.96x + -6.99y + 3.8z <= 658.71
8.73x + 4.1y + -8.49z <= 930.66
1.05x + 4.62y + 5.73z <= 342.9
6.6x + 5.4y + -2.44z <= 702.16
-5.47x + -6.63y + 6.44z <= 547.59
-7.26x + 7.86y + -3.82z <= 248.85
4.59x + -3.37y + -6.33z <= 506.4
-8.19x + -1.23y + 7.62z <= 135.99
-4.27x + -1.96y + -8.87z <= 133.02
7.77x + -1.86y + 9.33z <= 838.01
7.12x + 1.61y + -1.02z <= 659.69
-0.97x + -2.13y + 9.23z <= 839.14
-6.07x + 6.43y + -1.73z <= 141.43
-9.54x + 3.16y + -2.61z <= 866.39
-0.21x + -1.11y + -9.94z <= 516.89
4.87x + -6.36y + 6.66z <= 996.45
-0.58x + 8.38y + -4.38z <= 509.39
-3.21x + 5.88y + -8.35z <= 521.76
-1.54x + -2.46y + -3.43z <= 808.88
-7.87x + 8.36y + 9.38z <= 741.7
-5.52x + -9.33y + 0.35z <= 487.47
3.55x + 3.38y + 8.17z <= 684.96
-2.4x + -9.47y + -2.38z <= 228.4
5.95x + -0.24y + -6.78z <= 439.22
1.33x + 9.93y + 8.5z <= 662.18
-2.26x + -1.14y + -0.44z <= 742.3
4.67x + -5.53y + 7.5z <= 367.95
-1.38x + 9.61y + -2.6z <= 475.28
-4.09x + 8.7y + 5.82z <= 997.68
9.52x + -4.19y + -8.48z <= 437.45
-7.21x + -7.77y + -2.04z <= 864.71
6.87x + -8.73y + 3.96z <= 751.65
0.31x + 9.3y + 7.49z <= 418.28
0.86x + 7.33y + 0.42z <= 435.08
-2.27x + -5.43y + -4.12z <= 325.82
0.38x + -7.22y + 3.27z <= 110.99
-9.62x + 8.05y + -6.02z <= 270.53
-3.92x + -3.51y + 1.75z <= 443.98
-8.76x + -3.51y + -6.41z <= 669.94
-4.11x + -1.15y + 2.08z <= 886.07
7.29x + 4.11y + 7.32z <= 342.93
1.77x + -3.96y + -6.85z <= 896.71
6.58x + -7.54y + 5.9z <= 999.68
3.2x + -9.88y + -5.19z <= 359.46
-1.2x + -1.95y + 8.17z <= 570.98
-7.63x + 2.87y + 2.89z <= 938.71
-8.78x + 3.89y + -5.57z <= 900.04
-9.99x + 2.08y + 2.55z <= 207.74
5.44x + 2.53y + -6.35z <= 229.7
-2.39x + 4.84y + 4.46z <= 979.33
-1.05x + -1.65y + -4.45z <= 563.98
6.38x + -2.71y + -0.17z <= 403.97
-9.18x + -5.72y + 0.3z <= 802.08
9.29x + 2.71y + -1.4z <= 905.3
-9.37x + -1.33y + -0.09z <= 645.51
-3.11x + -5.77y + -9.78z <= 482.04
-1.24x + -3.15y + -3.09z <= 937.15
-3.1x + -2.1y + -4.77z <= 364.63
0.66x + 7.78y + -4.9z <= 869.36
-4.27x + 7.33y + 8.91z <= 247.14
5.03x + -8.97y + -2.07z <= 249.66
7.28x + 8.77y + 1.62z <= 508.07
2.57x + 8.49y + 5.53z <= 438.58
-2.78x + 6.73y + -1.21z <= 655.27
3.26x + 6.23y + 6.5z <= 562.86
-0.29x + -4.81y + -9.08z <= 636.88
0.81x + 5.34y + 1.21z <= 216.96
0.1x + -7.45y + -2.84z <= 917.44
-0.89x + 8.23y + -7.21z <= 602.91
-5.07x + -7.44y + -9.65z <= 746.25
0.58x + -1.23y + 0.21z <= 757.52
2.37x + 1.84y + -7.84z <= 111.27
9.75x + -2.04y + -4.15z <= 212.08
-7.84x + -0.86y + -9.75z <= 840.46
3.52x + -2.4y + -0.05z <= 602.99
2.71x + 6.59y + -7.61z <= 603.88
-3.77x + -3.9y + 3.89z <= 304.86
-7.17x + -1.8y + -8.48z <= 966.15
8.4x + 8.96y + 3.68z <= 947.07
-3.88x + -3.25y + -3.27z <= 715.06
0.84x + 3.88y + -6.77z <= 622.78
2.51x + -8.82y + -4.12z <= 483.08
-6.37x + 1.73y + -4.41z <= 454.09
-6.43x + 0.26y + 3.66z <= 941.33
9.3x + 6.14y + -2.88z <= 637.01
-0.23x + -6.41y + -8.06z <= 749.67
-2.7x + -0.06y + -9.86z <= 822.2
3.54x + -6.49y + 3.55z <= 584.64
-9.16x + 6.14y + -7.16z <= 779.54
1.69x + 0.66y + -3.84z <= 305.74
0.47x + -2.83y + -8.4z <= 532.24
-5.76x + -8.62y + -1.53z <= 524.52
-2.14x + 6.61y + 9.89z <= 199.89
3.04x + -8.77y + 3.65z <= 884.2
-0.81x + 4.07y + -0.33z <= 629.95
-1.27x + -2.58y + 5.97z <= 417.51
0.93x + 5.06y + -6.19z <= 827.98
3.44x + -1.16y + -0.05z <= 788.7
-4.71x + 1.83y + 1.16z <= 766.03
2.7x + -6.89y + 3.44z <= 310.57
-8.8x + 9.05y + 7.67z <= 308.86
-4.76x + -1.69y + 2.81z <= 554.31
-7.58x + 1.33y + 7.84z <= 805.67
-8.98x + 7.56y + -7.2z <= 417.78
-1.3x + 1.31y + -1.99z <= 992.2
5.61x + 2.63y + 6.76z <= 406.42
7.12x + -1.45y + -6.92z <= 280.6
-9.87x + -1.46y + -2.42z <= 117.91
-1.46x + -8.56y + 5.03z <= 329.56
-4.33x + 8.07y + -5.87z <= 286.89
9.03x + -2.13y + -2.15z <= 196.65
7.93x + 7.11y + -1.95z <= 749.02
-4.49x + 8.14y + -8.79z <= 739.6
-7.77x + -8.17y + -4.29z <= 186.67
-9.68x + -6.74y + 3.48z <= 142.33
9.58x + 3.2y + 8.22z <= 648.56
6.85x + -1.73y + 3.3z <= 982.41
-9.4x + 2.42y + 0.18z <= 952.72
-8.72x + -3.68y + 0.5z <= 947.75
-1.51x + 3.1y + 8.26z <= 849.8
-5.98x + 3.81y + -4.57z <= 670.64
7.43x + -0.91y + 0.28z <= 349.98
8.7x + -3.45y + -1.37z <= 768.79
-7.01x + -8.76y + 9.36z <= 130.47
-5.56x + -7.57y + -1.53z <= 316.43
3.96x + -1.13y + 6.68z <= 903.06
