max 1.54x + 1.48y + 4.93z
-2.07x + -1.97y + -2.47z <= 772.41
1.65x + -8.69y + 6.38z <= 230.22
9.56x + -7.34y + -4.06z <= 497.56
6.37x + -1.29y + 0.99z <= 123.06
-3.46x + -7.13y + 4.31z <= 400.35
-2.87x + 5.3y + -7.14z <= 717.24
4.57x + -9.3y + -5.25z <= 343.73
4.38x + -7.84y + -0.64z <= 576.69
-7.44x + -3.38y + -4.41z <= 922.43
5.77x + -7.16y + -8.46z <= 331.49
-9.07x + -8.27y + -1.46z <= 307.33
-6.74x + 1.87y + -3.66z <= 916.18
-4.29x + 2.69y + -8.05z <= 970.4
-8.95x + -8.36y + -7.62z <= 511.85
-4.86x + 2.51y + 3.37z <= 740.17
-2.02x + -5.99y + 6.31z <= 385.25
-5.56x + -9.59y + -2.63z <= 914.16
-6.14x + -5.13y + -9.84z <= 996.56
-0.53x + 1.98y + -1.73z <= 642.03
1.98x + 2.15y + -6.54z <= 412.81
-3.84x + 2.43y + 2.79z <= 637.31
2.14x + 1.23y + 7.06z <= 340.15
-1.65x + -6.22y + -9.34z <= 577.99
8.66x + -0.1y + 9.57z <= 434.37
-3.82x + 5.0y + 4.56z <= 550.36
-6.68x + 8.94y + -0.56z <= 656.23
0.89x + 8.78y + 5.26z <= 671.58
5.29x + -4.11y + 4.59z <= 248.15
-8.16x + -1.64y + 0.36z <= 210.21
-4.23x + -9.64y + -2.37z <= 165.36
5.38x + -7.88y + -5.87z <= 552.2
-0.78x + 3.23y + 1.65z <= 110.31
-3.4x + -4.94y + 5.74z <= 685.88
-3.93x + 2.96y + 7.39z <= 753.89
8.87x + 1.02y + 6.49z <= 470.01
-7.5x + -6.24y + 5.57z <= 683.33
-6.09x + 5.45y + -4.68z <= 585.61
2.27x + 2.98y + -6.46z <= 465.05
-7.69x + 1.82y + -2.94z <= 567.93
-3.2x + -1.05y + 9.84z <= 991.04
-5.38x + 9.6y + -7.5z <= 189.36
5.39x + -3.93y + 2.67z <= 433.67
8.17x + 2.42y + 9.94z <= 831.02
-4.1x + 5.05y + -7.92z <= 109.1
6.16x + -6.42y + 1.71z <= 497.12
-9.42x + -6.11y + 0.59z <= 646.6
3.57x + -1.27y + -0.17z <= 142.17
-5.44x + -5.92y + 8.85z <= 157.46
5.25x + 0.11y + 9.41z <= 355.16
-9.41x + 3.34y + -4.09z <= 197.29
3.03x + -6.11y + -3.23z <= 686.27
-9.56x + -1.56y + -0.75z <= 245.9
9.46x + 2.07y + -5.58z <= 275.34
7.64x + -1.8y + -7.91z <= 340.02
-7.45x + 6.39y + 8.5z <= 630.63
-3.63x + -6.87y + -0.88z <= 999.64
0.42x + 5.78y + 9.97z <= 969.32
9.27x + 2.69y + 0.36z <= 345.12
5.98x + 8.17y + -2.37z <= 806.04
-6.56x + 2.75y + 4.86z <= 256.67
-0.71x + 9.18y + 1.04z <= 587.37
-5.11x + 4.83y + 3.59z <= 840.14
-2.83x + -3.44y + 6.45z <= 187.26
2.04x + 2.33y + -4.64z <= 461.03
-7.36x + 4.34y + 2.33z <= 429.56
1.44x + 7.44y + -9.68z <= 216.3
5.62x + -6.74y + -9.73z <= 233.99
-2.27x + 0.8y + -1.67z <= 246.78
0.48x + -0.98y + -5.48z <= 938.8
3.69x + 3.16y + -8.89z <= 260.1
3.0x + -6.59y + -0.53z <= 363.85
-7.16x + -0.63y + 8.85z <= 432.8
-8.97x + 5.15y + 2.11z <= 771.48
-6.93x + 8.47y + -6.47z <= 154.58
-8.02x + 4.15y + -5.06z <= 530.35
2.22x + 1.05y + 7.08z <= 965.09
-7.54x + -1.76y + 6.39z <= 650.83
7.33x + 9.55y + 3.17z <= 363.35
-0.29x + 7.04y + -6.33z <= 540.51
-3.66x + -0.57y + 6.31z <= 916.61
2.48x + -1.55y + -7.19z <= 708.22
-0.05x + -8.49y + 9.11z <= 197.88
6.69x + 3.7y + -6.63z <= 164.66
1.67x + 1.7y + 7.44z <= 410.76
-3.16x + 1.53y + 8.99z <= 462.36
-9.32x + 2.79y + -1.9z <= 531.82
-6.13x + -2.1y + 2.47z <= 875.19
-0.4x + 5.26y + 8.13z <= 534.73
7.27x + 7.92y + -4.95z <= 616.98
1.6x + -2.38y + 8.62z <= 671.11
-0.18x + -9.99y + -8.84z <= 395.34
-7.08x + -3.29y + 9.33z <= 202.35
-8.9x + 0.6y + -9.52z <= 971.35
9.62x + 4.35y + 9.54z <= 918.2
5.04x + 3.53y + 6.86z <= 322.32
-4.3x + -2.51y + 0.52z <= 143.41
-9.03x + -7.51y + -7.93z <= 252.59
-9.12x + -7.36y + 4.08z <= 631.84
4.25x + -5.34y + -5.11z <= 600.71
-4.84x + -8.11y + 0.24z <= 389.67
-9.04x + -3.67y + -4.21z <= 622.59
7.06x + -4.06y + -4.33z <= 666.85
5.78x + 4.02y + 7.25z <= 769.38
3.2x + -2.06y + 8.61z <= 214.79
-8.55x + 1.34y + 6.66z <= 177.56
-4.16x + 7.99y + 6.36z <= 902.47
1.11x + 5.5y + 7.43z <= 879.28
-6.11x + -1.62y + 8.78z <= 877.99
-3.73x + 4.84y + 7.15z <= 110.18
-1.93x + 9.43y + 2.89z <= 903.43
6.33x + 9.36y + 3.83z <= 408.13
-6.02x + 5.44y + 5.93z <= 964.49
-0.76x + 2.74y + 3.79z <= 638.06
1.56x + 6.06y + -7.4z <= 225.08
-5.33x + 0.22y + 7.95z <= 253.81
-0.55x + 3.52y + 9.36z <= 833.43
1.31x + -1.05y + 5.79z <= 793.71
-0.72x + -5.18y + 3.53z <= 996.31
8.37x + -9.86y + -7.55z <= 715.19
-5.16x + -6.7y + -1.26z <= 425.01
3.51x + 9.62y + -9.51z <= 248.79
3.28x + -5.72y + -9.24z <= 923.53
-2.12x + -1.56y + 0.42z <= 340.34
-6.25x + 5.84y + 2.27z <= 246.01
0.4x + -7.32y + 2.95z <= 480.08
-2.64x + 9.41y + -9.31z <= 431.01
5.08x + -4.54y + 2.26z <= 851.4
-3.81x + -6.02y + 6.29z <= 914.47
-3.0x + 1.91y + 0.02z <= 411.49
-9.88x + -6.73y + 6.41z <= 229.97
2.46x + 4.17y + -2.41z <= 150.61
8.05x + -9.65y + -7.36z <= 268.14
6.48x + -2.64y + 5.97z <= 919.42
-0.23x + -7.63y + -5.05z <= 923.96
-6.32x + -4.11y + 2.04z <= 817.55
-8.55x + -9.33y + 4.41z <= 921.61
2.08x + 7.07y + -7.12z <= 413.53
-9.64x + 9.32y + -5.97z <= 628.28
8.37x + -8.55y + 5.19z <= 748.08
3.53x + -6.42y + 8.62z <= 656.39
-9.03x + 1.75y + -7.0z <= 115.92
-5.08x + -6.72y + 1.52z <= 292.57
-6.39x + 9.63y + 9.77z <= 350.68
7.25x + -7.12y + 8.58z <= 180.75
2.96x + 6.91y + 6.17z <= 161.23
-0.4x + 5.31y + -9.02z <= 985.26
-5.91x + 1.08y + -9.2z <= 555.6
2.7x + -8.92y + 9.85z <= 516.38
4.22x + -2.48y + 1.04z <= 411.2
4.78x + 5.69y + -3.31z <= 782.36
-6.77x + 2.91y + -2.97z <= 275.56
4.84x + -0.76y + -0.78z <= 554.88
-0.84x + -1.84y + -1.3z <= 960.77
-5.53x + -3.06y + -3.95z <= 572.7
-1.59x + 2.63y + -9.06z <= 537.24
1.33x + 2.09y + -4.35z <= 373.69
-3.91x + -6.43y + 9.53z <= 981.59
7.53x + -4.8y + 3.61z <= 636.21
-9.72x + -0.6y + -9.71z <= 503.63
7.74x + -1.78y + -3.68z <= 540.59
9.69x + 3.89y + -1.35z <= 169.51
-0.78x + -2.13y + 8.74z <= 849.75
-8.45x + 9.47y + -9.08z <= 421.29
-7.63x + 6.86y + 6.15z <= 548.05
3.65x + 0.03y + 2.04z <= 738.3
9.19x + -6.48y + -4.36z <= 392.57
8.1x + 1.67y + 9.73z <= 420.63
6.51x + 4.24y + -1.06z <= 671.74
6.84x + 2.48y + 4.8z <= 445.21
8.63x + -7.21y + -1.78z <= 122.53
0.25x + 4.67y + 8.61z <= 846.21
-7.18x + 0.81y + 7.1z <= 251.14
-6.39x + 2.47y + 2.63z <= 663.45
6.98x + -1.1y + -5.05z <= 851.2
3.05x + -6.95y + 7.04z <= 494.33
7.29x + 4.09y + 3.35z <= 631.52
-8.18x + -2.94y + -7.82z <= 533.83
5.65x + -4.96y + -3.08z <= 963.58
-0.96x + -7.24y + -8.37z <= 350.55
-0.19x + -8.22y + 7.96z <= 302.7
-6.09x + 9.94y + -6.46z <= 278.16
9.24x + -0.82y + 6.86z <= 854.05
-1.29x + 8.8y + -6.82z <= 981.85
-4.84x + 8.22y + -5.48z <= 211.27
-9.96x + 1.01y + -2.81z <= 446.5
5.2x + 9.51y + -7.17z <= 222.76
-9.81x + 2.72y + 4.34z <= 579.01
7.72x + -2.94y + -8.48z <= 372.2
2.69x + 7.82y + -1.04z <= 690.7
4.98x + -2.01y + -6.18z <= 802.16
-0.91x + -9.84y + 3.24z <= 550.5
1.07x + 5.01y + 3.59z <= 121.37
-0.33x + 4.49y + -4.81z <= 270.24
-6.81x + -3.86y + -0.5z <= 621.67
-3.93x + 3.01y + 4.89z <= 512.79
3.32x + 1.58y + 4.64z <= 269.64
1.97x + -9.36y + 3.15z <= 295.54
-7.13x + 4.32y + -1.99z <= 353.87
4.41x + -6.65y + -7.39z <= 810.72
7.18x + -6.31y + -0.33z <= 663.51
8.84x + -9.09y + 3.86z <= 861.06
5.19x + -5.56y + -3.96z <= 696.71
3.97x + 3.66y + -6.46z <= 833.16
2.05x + 7.61y + -7.23z <= 416.71
4.29x + -4.0y + 7.74z <= 402.12
-8.26x + 0.86y + 7.64z <= 441.26
5.42x + -6.84y + 6.61z <= 917.81
2.76x + -7.12y + -5.28z <= 492.25
-5.2x + 0.76y + 3.19z <= 859.99
-5.3x + -9.03y + 5.06z <= 696.43
9.46x + 1.92y + -0.4z <= 875.1
8.59x + -1.24y + -0.37z <= 828.09
-6.12x + -7.71y + -0.58z <= 884.16
2.82x + 1.3y + -5.99z <= 356.62
-3.61x + -4.75y + 1.6z <= 262.64
-2.18x + 6.82y + 6.81z <= 563.09
6.88x + -2.69y + -8.24z <= 152.87
1.0x + -9.34y + 9.07z <= 732.63
-7.63x + 4.94y + -2.94z <= 520.13
-5.09x + 0.67y + 2.39z <= 177.28
4.17x + -9.96y + -8.8z <= 930.06
-1.06x + -7.93y + -8.61z <= 942.22
-4.21x + -0.81y + -2.24z <= 562.58
-1.56x + 7.41y + -0.67z <= 634.24
3.84x + -5.14y + 6.65z <= 257.67
-3.31x + 2.44y + 9.38z <= 487.42
9.82x + -2.34y + 4.18z <= 921.48
-6.43x + -6.9y + -3.42z <= 877.18
-6.37x + -0.9y + 0.37z <= 555.41
7.27x + 5.22y + -2.57z <= 998.69
-3.81x + -3.45y + 6.89z <= 192.51
-9.32x + 1.09y + 8.13z <= 664.84
0.41x + -7.59y + -2.92z <= 305.84
7.37x + -8.73y + -5.16z <= 622.13
-0.47x + 6.49y + 2.23z <= 998.66
9.31x + -9.96y + 0.35z <= 167.85
-1.98x + 1.63y + 3.89z <= 848.07
9.35x + -5.53y + 2.99z <= 260.57
-6.58x + -9.68y + -5.67z <= 182.41
-0.43x + 7.55y + 6.91z <= 289.33
4.63x + -9.63y + 9.47z <= 714.16
6.54x + 1.26y + 0.79z <= 929.08
5.04x + -0.51y + 3.53z <= 164.98
-0.48x + 2.68y + -7.77z <= 820.7
9.31x + 2.47y + 1.04z <= 369.58
-6.85x + -4.97y + 3.78z <= 390.51
-0.42x + 6.85y + 1.35z <= 267.97
-0.74x + 1.09y + 3.84z <= 383.76
0.01x + 8.95y + -5.18z <= 668.65
-9.38x + -2.64y + 9.75z <= 937.34
-4.01x + -5.39y + 7.2z <= 139.25
7.58x + -5.45y + -6.23z <= 516.02
-0.79x + -0.02y + 2.3z <= 882.34
2.54x + 7.2y + 5.58z <= 557.58
-2.07x + -1.99y + 0.05z <= 428.5
0.67x + -1.16y + 5.72z <= 999.63
-6.64x + -9.51y + 3.82z <= 994.83
9.8x + -4.01y + 8.24z <= 372.15
-5.66x + 7.58y + 5.79z <= 176.75
0.71x + -2.52y + -6.57z <= 883.87
4.72x + 7.78y + 1.56z <= 319.81
8.98x + -2.8y + 4.58z <= 540.48
-2.0x + 8.02y + -3.76z <= 693.81
-0.83x + -1.99y + 6.4z <= 693.56
3.85x + -9.17y + 8.09z <= 399.37
0.7x + -3.6y + 2.58z <= 140.7
4.34x + -6.35y + -9.94z <= 339.9
5.13x + -1.85y + -2.32z <= 596.42
8.96x + -8.82y + 5.82z <= 698.41
6.18x + 8.55y + -2.37z <= 597.53
1.21x + 1.39y + 7.33z <= 435.2
7.78x + -8.73y + -4.86z <= 365.71
-5.0x + -4.4y + -6.01z <= 456.02
0.85x + -9.28y + 5.03z <= 109.64
-3.48x + 3.95y + -9.83z <= 472.85
-5.86x + -5.87y + 8.02z <= 912.26
0.16x + -1.53y + -7.35z <= 327.59
-6.97x + -8.54y + -3.0z <= 836.7
-6.43x + -8.65y + 5.29z <= 791.56
-9.65x + -9.21y + -1.69z <= 679.88
-9.18x + 9.6y + -3.54z <= 593.46
-5.46x + -1.57y + -8.65z <= 408.61
-4.83x + -6.61y + 0.63z <= 721.2
6.58x + -1.68y + -1.58z <= 399.97
-5.13x + -9.83y + 6.86z <= 931.65
3.88x + 8.88y + -7.95z <= 773.23
-6.79x + 7.74y + -3.89z <= 315.53
-7.49x + -6.7y + -3.35z <= 450.07
-5.25x + -8.14y + 6.84z <= 882.7
-6.52x + 5.78y + -9.02z <= 466.47
-7.22x + -4.05y + -9.37z <= 152.44
3.84x + 9.49y + -2.41z <= 527.73
6.89x + -6.52y + 4.07z <= 638.16
0.28x + -1.93y + 1.15z <= 195.67
-8.59x + -0.8y + 1.39z <= 939.06
3.01x + -5.05y + -8.98z <= 957.29
-8.15x + -0.8y + -5.46z <= 504.85
7.18x + 9.89y + 0.12z <= 114.8
7.68x + 0.73y + 9.33z <= 782.14
-4.91x + -6.31y + -4.89z <= 300.62
7.72x + -4.89y + 4.06z <= 718.77
-8.03x + -1.32y + 8.84z <= 977.93
-1.79x + -4.27y + 3.19z <= 173.73
7.42x + -2.3y + -5.7z <= 362.46
3.05x + -9.08y + -8.24z <= 935.32
6.46x + 2.0y + 2.07z <= 307.59
3.43x + 0.4y + 9.37z <= 580.48
9.07x + -6.44y + 1.46z <= 489.45
-8.08x + -3.55y + 6.37z <= 549.25
6.29x + -2.31y + -6.16z <= 526.32
-4.59x + -5.97y + 3.0z <= 134.33
7.91x + -9.56y + 1.05z <= 314.73
-3.42x + 0.12y + 4.16z <= 485.41
8.9x + 2.5y + -9.57z <= 172.44
9.62x + 4.76y + 5.13z <= 249.87
8.35x + 7.79y + -1.1z <= 859.05
6.07x + -4.58y + 4.01z <= 767.57
0.64x + 2.49y + -2.46z <= 224.62
9.33x + 9.88y + -9.24z <= 985.24
-2.11x + -2.96y + 2.36z <= 681.34
9.26x + 9.21y + -7.84z <= 500.05
0.79x + 0.01y + -8.22z <= 852.75
1.05x + 0.01y + 2.36z <= 485.16
-1.61x + -3.35y + -0.65z <= 178.05
8.53x + -5.89y + 6.5z <= 306.14
6.5x + -4.94y + -8.5z <= 476.53
-2.97x + 5.43y + 5.35z <= 775.98
-3.07x + 9.36y + 9.98z <= 543.2
-8.68x + -6.69y + -5.78z <= 974.82
-7.85x + 3.62y + 7.07z <= 667.24
9.28x + -3.67y + -5.71z <= 389.06
8.03x + -1.56y + 0.48z <= 307.33
3.97x + 3.45y + -6.36z <= 378.36
-0.35x + 9.13y + 0.8z <= 881.09
5.23x + 2.26y + 1.92z <= 675.5
-4.99x + -8.61y + 2.19z <= 365.5
-5.7x + 6.05y + 7.81z <= 697.48
-6.19x + -5.22y + 2.16z <= 884.16
4.38x + -8.87y + -3.61z <= 698.52
-3.56x + 6.77y + 7.1z <= 166.19
5.02x + 1.46y + -6.8z <= 567.31
0.15x + -0.48y + -3.5z <= 384.25
-2.63x + -7.45y + -1.41z <= 625.13
6.46x + 6.47y + 8.08z <= 235.11
0.98x + -3.01y + -9.44z <= 253.3
-3.38x + -6.81y + -0.6z <= 700.0
-3.33x + -2.29y + -2.18z <= 993.91
-2.86x + 7.98y + 4.31z <= 562.05
0.82x + 0.6y + -2.25z <= 662.72
9.57x + -8.3y + 7.8z <= 923.78
0.54x + 4.17y + -1.16z <= 705.48
-3.09x + -2.39y + 9.09z <= 552.82
3.69x + -2.77y + -5.46z <= 517.9
-4.11x + 5.88y + -8.52z <= 128.71
-9.08x + -6.74y + -7.77z <= 778.86
1.38x + -2.16y + -5.92z <= 795.02
1.12x + 9.47y + 1.45z <= 217.93
3.47x + -1.27y + -4.1z <= 205.18
-1.17x + -3.03y + -5.4z <= 739.07
9.82x + 6.77y + -9.85z <= 464.52
0.12x + -6.27y + 3.8z <= 380.0
9.09x + 7.71y + -8.48z <= 138.09
-6.2x + -7.55y + 1.83z <= 553.1
9.75x + 2.93y + -0.42z <= 748.79
-2.4x + 7.61y + 1.25z <= 396.08
1.25x + -4.7y + -1.92z <= 756.89
5.16x + 6.75y + 1.28z <= 803.85
1.86x + -4.66y + 5.09z <= 347.02
-8.15x + 8.49y + -1.58z <= 353.68
-3.69x + -0.65y + 5.6z <= 695.63
-7.03x + -3.65y + 8.51z <= 349.61
-4.98x + -8.74y + 9.58z <= 864.46
-5.66x + 4.01y + 4.1z <= 641.64
-3.58x + -0.82y + -7.8z <= 515.25
7.87x + -5.45y + -7.86z <= 770.78
-0.57x + -0.48y + 4.03z <= 463.5
1.41x + -1.22y + 7.65z <= 488.65
-8.58x + -4.96y + 7.87z <= 886.63
-9.26x + -9.76y + -3.15z <= 734.84
-5.42x + -5.89y + 0.4z <= 737.73
-2.89x + -4.57y + -0.2z <= 768.84
-5.54x + 1.78y + -5.94z <= 790.82
1.44x + 8.16y + 3.9z <= 741.61
3.69x + -0.66y + -0.1z <= 842.28
4.47x + -2.76y + -0.15z <= 531.02
-0.86x + 3.74y + -4.38z <= 139.44
5.0x + -1.16y + -2.42z <= 288.92
4.16x + -7.15y + -6.12z <= 528.86
7.59x + -4.4y + 8.53z <= 920.31
2.81x + -9.53y + -4.6z <= 461.51
-0.63x + -1.11y + -0.08z <= 363.3
-2.13x + 8.44y + -6.17z <= 412.82
-8.15x + -4.63y + -9.46z <= 600.5
2.05x + -8.15y + -0.72z <= 873.83
1.37x + 9.69y + 2.6z <= 627.27
-5.76x + -9.78y + 4.88z <= 385.3
-5.1x + -2.06y + -3.41z <= 515.93
4.74x + 8.4y + 4.2z <= 805.97
-7.22x + 2.53y + 4.51z <= 808.9
-4.78x + 2.34y + -0.88z <= 341.75
4.77x + -1.67y + 2.19z <= 805.18
-8.46x + -1.49y + 9.09z <= 598.98
-3.5x + 3.6y + -2.98z <= 262.16
1.39x + -2.47y + -2.6z <= 395.31
9.32x + 1.87y + 5.94z <= 534.86
7.37x + -5.82y + -5.34z <= 521.72
-5.99x + 8.34y + -9.51z <= 599.44
6.01x + -5.43y + 4.3z <= 284.46
-7.31x + 2.42y + 5.39z <= 910.05
6.75x + 2.97y + -1.8z <= 956.91
7.15x + -3.46y + 4.81z <= 669.2
9.32x + -5.8y + -7.18z <= 476.0
-5.85x + -1.79y + -6.64z <= 219.54
7.79x + 0.1y + -9.99z <= 736.89
-8.26x + -0.48y + 0.33z <= 634.31
6.82x + 1.14y + -1.06z <= 740.38
-0.73x + -0.75y + -4.68z <= 788.7
-4.0x + -6.73y + -2.32z <= 146.21
-7.78x + 6.17y + -7.75z <= 783.44
-6.14x + 9.91y + 9.81z <= 826.21
-1.84x + 2.65y + 1.77z <= 334.09
-9.98x + -8.4y + -5.92z <= 209.19
-5.09x + 7.72y + -1.02z <= 421.11
2.02x + -7.04y + -1.39z <= 946.25
-1.98x + -3.18y + -1.16z <= 822.47
6.9x + 7.96y + -5.38z <= 764.02
-8.05x + 0.81y + -3.0z <= 527.84
-7.44x + -7.31y + -7.37z <= 262.44
-2.91x + 5.22y + -6.91z <= 965.3
0.84x + 0.78y + -0.31z <= 458.09
-8.82x + 0.38y + -1.69z <= 492.37
-9.54x + -2.29y + 2.4z <= 354.21
9.72x + 5.84y + 0.36z <= 411.56
6.71x + -4.11y + -3.86z <= 857.07
-8.34x + -5.52y + -7.42z <= 507.17
5.93x + 0.49y + 2.55z <= 913.87
-8.31x + -7.32y + -3.62z <= 185.64
2.33x + -6.43y + -5.25z <= 583.75
-7.5x + 4.98y + -2.38z <= 971.85
-8.96x + -0.32y + -8.62z <= 963.54
7.65x + -6.88y + 5.16z <= 811.88
2.26x + 7.75y + -0.95z <= 620.31
6.71x + 4.82y + -7.91z <= 488.06
3.56x + 1.99y + 9.77z <= 830.52
-8.08x + 1.05y + 8.49z <= 934.57
-1.28x + -0.26y + 4.02z <= 669.76
-1.02x + 6.69y + 2.97z <= 182.32
7.35x + -8.43y + -4.17z <= 863.34
-6.24x + 0.55y + 5.76z <= 243.22
-8.86x + 6.4y + -5.96z <= 987.73
-1.08x + 8.05y + 5.18z <= 211.52
-6.1x + 4.93y + 6.77z <= 760.35
-4.64x + 9.28y + -7.82z <= 924.51
5.48x + -3.59y + 4.97z <= 318.08
-8.49x + -2.34y + -1.92z <= 843.67
1.06x + 5.57y + 1.98z <= 138.04
7.2x + -1.99y + -8.55z <= 258.25
9.49x + -9.52y + 3.69z <= 937.46
5.96x + 0.02y + 0.94z <= 514.89
-9.83x + 5.54y + 4.73z <= 443.42
7.67x + -5.22y + 5.54z <= 945.82
7.33x + -8.61y + -8.88z <= 463.11
-5.93x + 9.25y + -7.54z <= 341.9
-1.09x + 5.34y + 6.16z <= 715.65
2.3x + -4.82y + -1.79z <= 818.31
-3.75x + 9.86y + -4.16z <= 815.43
1.59x + -1.1y + 9.8z <= 102.87
4.4x + 7.38y + -2.05z <= 512.32
9.99x + 1.77y + 8.33z <= 844.04
3.56x + 4.95y + -5.62z <= 385.64
0.32x + -7.87y + -5.94z <= 700.47
7.44x + -5.6y + 9.49z <= 359.02
0.25x + 2.84y + 9.0z <= 458.35
-8.6x + 3.92y + -0.66z <= 606.79
7.84x + -4.89y + -2.6z <= 674.74
6.46x + -0.9y + 3.96z <= 930.65
-4.98x + -7.78y + 9.33z <= 193.3
1.06x + 4.78y + -7.22z <= 164.97
-5.54x + -9.38y + 7.64z <= 547.79
0.98x + 4.23y + 2.15z <= 271.99
0.42x + 1.43y + -0.31z <= 862.33
-6.4x + 6.07y + -1.04z <= 174.06
9.4x + -1.43y + -2.31z <= 644.24
-8.82x + -6.37y + 6.22z <= 526.34
0.64x + 5.35y + 4.62z <= 830.5
-2.09x + 0.49y + -2.34z <= 654.06
-1.14x + 2.96y + -5.43z <= 744.05
-9.51x + -2.6y + 0.15z <= 297.18
2.01x + 6.54y + 0.25z <= 998.85
6.54x + 5.49y + 5.86z <= 167.29
-0.76x + 1.73y + 2.29z <= 846.52
9.41x + 0.52y + -6.96z <= 657.65
-6.55x + 1.09y + 2.02z <= 630.19
5.91x + -5.04y + 4.14z <= 221.42
7.23x + -1.51y + -4.82z <= 466.43
-5.66x + 9.4y + -1.37z <= 381.61
-3.2x + 9.55y + -7.56z <= 207.93
2.1x + -3.22y + -0.87z <= 115.41
5.91x + -7.4y + -1.28z <= 551.55
5.58x + 3.5y + -6.99z <= 914.7
0.62x + 8.79y + 4.39z <= 581.95
-8.69x + 1.71y + -1.91z <= 230.05
-9.32x + 3.12y + -4.05z <= 939.36
9.64x + 0.47y + -2.2z <= 514.09
-8.39x + 9.07y + -2.62z <= 793.63
-9.07x + 5.93y + 2.08z <= 573.29
-5.69x + -5.39y + -1.89z <= 800.07
-0.34x + 5.19y + 9.03z <= 180.84
-6.98x + -2.08y + -9.87z <= 402.03
-7.27x + -7.34y + -2.58z <= 260.56
2.99x + 3.96y + -3.03z <= 854.53
5.51x + 0.38y + -5.74z <= 691.1
0.47x + 2.12y + 1.76z <= 513.51
-8.9x + 7.84y + 0.85z <= 295.87
-4.62x + -7.95y + -7.73z <= 438.81
-0.35x + 7.81y + 0.26z <= 104.41
6.0x + -9.86y + 8.25z <= 617.33
2.2x + -9.64y + -9.07z <= 975.13
-8.41x + 0.98y + 3.71z <= 964.9
-2.76x + 6.05y + 4.29z <= 188.5
1.08x + -3.68y + 9.85z <= 924.22
4.76x + -8.65y + -8.18z <= 286.44
8.42x + 0.25y + -1.96z <= 176.28
6.42x + -5.73y + 6.33z <= 302.51
-6.68x + 9.81y + -1.89z <= 762.76
8.75x + 2.96y + 7.68z <= 970.13
-6.87x + 2.57y + -0.21z <= 326.87
-6.84x + -4.82y + -4.1z <= 156.28
8.01x + 9.06y + -8.18z <= 114.48
4.97x + -6.67y + 6.22z <= 717.92
5.59x + 1.4y + -9.56z <= 833.92
-8.72x + 4.71y + -6.01z <= 256.75
-5.98x + -6.56y + -2.25z <= 236.85
8.93x + 7.82y + -5.61z <= 958.83
0.54x + 0.34y + 1.09z <= 423.91
1.62x + -4.97y + -5.06z <= 463.64
7.34x + -4.75y + 3.46z <= 707.65
5.21x + -2.82y + -0.19z <= 597.16
8.36x + 2.65y + 2.04z <= 989.57
-9.67x + 7.94y + 5.21z <= 593.89
-6.37x + 4.53y + 4.62z <= 821.34
7.45x + 4.75y + 2.1z <= 672.46
-1.71x + 6.75y + -5.3z <= 171.46
9.68x + -5.54y + 6.53z <= 763.64
-5.21x + -9.79y + 5.03z <= 233.09
-4.88x + 3.46y + -0.97z <= 382.3
6.55x + 8.0y + 5.8z <= 470.85
-3.84x + -2.36y + -9.16z <= 894.77
3.22x + -5.91y + 6.8z <= 103.78
9.32x + 3.18y + 4.36z <= 733.38
0.9x + 3.79y + -0.19z <= 936.45
4.28x + 2.87y + -4.28z <= 452.03
-3.2x + 0.67y + -3.93z <= 570.8
8.16x + 6.02y + -1.2z <= 245.49
3.58x + -1.86y + 3.86z <= 902.91
5.69x + 5.66y + -2.02z <= 365.78
-6.16x + -0.66y + -2.68z <= 846.27
-4.92x + -9.23y + 9.67z <= 774.08
4.91x + -1.61y + -3.78z <= 964.28
-5.6x + 2.9y + 0.61z <= 716.95
0.49x + 0.22y + 1.13z <= 696.07
8.93x + 6.31y + -4.91z <= 206.82
-1.38x + 2.8y + 3.73z <= 334.99
9.02x + 1.23y + 8.57z <= 391.96
-3.56x + -6.21y + 8.27z <= 564.86
4.01x + 5.74y + 1.27z <= 990.91
1.72x + -10.0y + 0.24z <= 741.86
-6.11x + 1.73y + 7.56z <= 685.59
5.21x + -4.81y + 0.98z <= 591.37
-4.15x + -5.19y + -5.6z <= 905.26
-0.89x + -0.51y + -4.21z <= 698.04
-4.48x + -7.77y + -1.21z <= 713.54
-7.2x + -0.86y + 6.07z <= 544.82
9.02x + 9.05y + 2.05z <= 832.21
1.33x + -5.51y + -7.01z <= 656.95
4.87x + 4.96y + 0.36z <= 557.17
-3.56x + 7.45y + -1.26z <= 843.25
4.84x + 3.87y + 0.29z <= 647.4
-2.29x + -3.46y + -5.94z <= 677.63
-9.43x + 8.15y + 8.41z <= 253.73
5.99x + -4.88y + -3.9z <= 318.31
7.9x + -7.3y + -3.39z <= 227.21
0.99x + -3.15y + -0.44z <= 647.32
0.47x + 9.95y + -2.28z <= 916.16
5.97x + 3.24y + 0.27z <= 742.37
4.2x + -0.11y + -2.33z <= 188.54
8.55x + -5.43y + -2.34z <= 876.25
-3.37x + 4.06y + -3.77z <= 376.85
1.17x + -1.1y + -1.25z <= 690.96
2.77x + -5.85y + 0.19z <= 441.81
-5.86x + 9.95y + -6.47z <= 772.81
-9.57x + -1.97y + 9.81z <= 778.9
4.94x + -2.47y + 9.84z <= 445.64
6.9x + 6.8y + 0.77z <= 216.25
-3.1x + -3.17y + -9.9z <= 971.9
