max -7.62x + -0.42y + 9.44z
-4.53x + 2.6y + 1.92z <= 498.35
2.46x + -2.81y + 8.07z <= 329.75
-5.63x + -8.29y + -9.4z <= 377.07
-1.43x + 4.86y + 5.66z <= 172.95
-2.74x + 8.48y + -8.84z <= 934.3
1.23x + -6.79y + -5.98z <= 443.73
6.43x + -6.06y + 3.91z <= 616.77
-8.57x + -3.6y + -0.22z <= 842.07
7.26x + 9.17y + -2.08z <= 392.3
4.92x + 1.26y + -7.95z <= 886.14
0.08x + -6.91y + -0.18z <= 134.37
9.91x + 2.74y + 2.51z <= 720.05
-4.95x + -3.58y + 9.96z <= 749.81
-5.45x + 5.92y + 5.41z <= 625.25
-8.28x + -4.71y + 5.57z <= 626.72
7.42x + 5.21y + 6.32z <= 531.19
-2.58x + 8.58y + 6.68z <= 310.49
-3.85x + 9.79y + 6.0z <= 457.53
7.56x + -2.7y + 9.43z <= 946.3
3.53x + 2.14y + 5.39z <= 604.61
-0.82x + -4.78y + 5.3z <= 515.08
6.24x + 8.77y + -8.49z <= 455.03
5.73x + 6.19y + 8.92z <= 982.79
3.83x + -9.92y + -9.93z <= 213.12
0.99x + -3.29y + 6.95z <= 770.75
-0.66x + 2.91y + -0.05z <= 361.68
-6.86x + -4.49y + 8.27z <= 425.71
2.39x + -5.98y + 9.81z <= 422.31
-0.92x + 5.74y + -3.43z <= 880.68
6.51x + -1.85y + 9.72z <= 276.26
3.58x + 8.65y + 1.94z <= 730.24
-4.35x + 2.99y + 8.87z <= 378.29
3.77x + -3.32y + -9.73z <= 883.09
3.09x + 7.85y + 8.33z <= 172.03
3.18x + -6.88y + -5.98z <= 701.07
8.5x + -7.37y + 2.35z <= 260.92
-7.67x + 0.09y + 6.19z <= 119.53
7.54x + 5.43y + -6.61z <= 293.41
7.98x + 1.17y + 5.33z <= 344.06
8.73x + 9.78y + -2.53z <= 892.01
-9.62x + -4.1y + 4.76z <= 635.11
-8.83x + 4.75y + -9.69z <= 182.98
0.11x + 5.71y + -6.83z <= 362.31
-1.06x + -2.3y + -1.89z <= 793.11
2.55x + 7.83y + 8.68z <= 249.08
-3.53x + 2.27y + 4.06z <= 970.11
-0.2x + 0.54y + 6.73z <= 537.51
-5.92x + -2.93y + -9.69z <= 244.24
5.08x + -3.35y + 0.28z <= 344.95
-5.4x + -4.89y + 4.8z <= 263.4
-5.49x + -8.84y + 7.03z <= 290.18
6.27x + 6.87y + 6.67z <= 606.13
-9.96x + -8.46y + 3.94z <= 737.35
-9.67x + 0.24y + 3.65z <= 429.9
0.15x + 0.91y + 0.43z <= 895.09
-1.5x + -1.66y + -9.1z <= 611.88
7.65x + -4.23y + 8.59z <= 117.32
0.44x + -4.57y + -2.53z <= 559.68
7.29x + -1.84y + -8.36z <= 939.72
3.81x + 7.03y + -4.66z <= 331.15
-6.24x + -0.43y + 6.4z <= 889.79
-6.47x + 8.75y + 7.27z <= 766.14
6.67x + -4.08y + -8.01z <= 796.2
2.14x + -3.59y + -9.33z <= 924.94
-9.51x + -0.05y + -9.48z <= 951.0
-1.69x + 5.69y + 5.43z <= 284.99
7.84x + -7.84y + -7.43z <= 680.48
-4.37x + -7.04y + 7.31z <= 139.29
-5.33x + 1.64y + -0.13z <= 723.54
-4.46x + 3.47y + -8.99z <= 674.37
-6.44x + -1.85y + -3.46z <= 152.86
-0.34x + -2.69y + 6.44z <= 193.04
-7.4x + -9.91y + 2.69z <= 585.28
8.08x + -6.37y + -10.0z <= 150.22
-4.47x + 0.12y + -4.69z <= 671.27
-2.47x + -1.52y + -1.73z <= 801.45
0.56x + 6.79y + -8.38z <= 204.71
5.56x + -9.33y + -5.79z <= 195.72
-2.69x + -4.22y + -5.54z <= 368.57
-0.85x + -6.17y + -1.75z <= 414.79
-0.58x + -6.5y + 7.17z <= 208.75
0.16x + 9.06y + 0.09z <= 893.37
6.79x + -1.71y + 1.23z <= 739.32
-5.92x + 5.79y + -7.39z <= 367.92
-5.19x + 8.0y + -2.23z <= 101.54
9.04x + -1.83y + -3.1z <= 845.14
9.59x + 2.23y + -0.24z <= 785.05
1.15x + 9.97y + 0.34z <= 104.42
6.54x + 9.02y + -0.25z <= 136.21
-1.9x + -6.72y + 7.91z <= 935.52
8.43x + -3.89y + 0.07z <= 404.85
-8.52x + -8.93y + 2.74z <= 536.16
8.07x + 4.45y + -0.67z <= 114.68
7.04x + 3.16y + -5.54z <= 739.3
-3.18x + 8.05y + -7.24z <= 634.09
-9.22x + -4.89y + -4.88z <= 473.56
-0.74x + 5.09y + -8.44z <= 474.41
6.17x + -9.46y + 6.65z <= 212.17
-1.46x + 8.84y + -0.62z <= 318.05
-6.52x + 7.52y + -4.17z <= 701.64
-4.67x + 8.02y + -6.08z <= 528.66
-4.17x + -6.67y + 3.99z <= 374.45
8.09x + -5.14y + 9.54z <= 763.84
-1.39x + 8.81y + 6.09z <= 211.58
-3.05x + 3.5y + 9.71z <= 147.72
-0.2x + 6.18y + 1.88z <= 496.03
-9.06x + -2.64y + -7.83z <= 866.76
6.14x + -2.67y + -9.37z <= 227.28
9.53x + -9.9y + -3.37z <= 406.0
-5.62x + 4.89y + -8.98z <= 419.16
-0.62x + 2.68y + -6.53z <= 187.1
-3.8x + 7.97y + 1.01z <= 950.67
-9.83x + 4.88y + -3.57z <= 969.33
6.03x + -8.71y + 1.01z <= 473.83
-7.99x + 8.69y + -2.93z <= 393.54
-5.23x + -2.63y + 7.95z <= 975.58
1.13x + -9.26y + -0.28z <= 987.3
5.4x + -7.94y + -4.22z <= 284.84
-9.89x + 5.78y + 7.18z <= 249.67
0.89x + 7.74y + 1.49z <= 302.45
8.02x + -2.68y + 9.66z <= 179.32
6.41x + 8.86y + 0.35z <= 464.68
-6.8x + 4.41y + -6.35z <= 229.22
-8.64x + 2.34y + -7.74z <= 254.21
1.83x + -4.87y + 1.38z <= 680.98
-1.47x + -4.34y + -5.68z <= 332.8
5.98x + 7.51y + 1.96z <= 908.45
-0.4x + -1.5y + -5.87z <= 860.92
3.44x + -7.65y + -4.13z <= 486.35
-3.58x + 1.13y + 6.95z <= 514.14
-6.12x + -1.88y + -0.17z <= 851.11
-0.49x + 6.79y + -3.08z <= 262.53
8.4x + 3.17y + 6.75z <= 684.53
-2.56x + 8.86y + 5.61z <= 725.57
9.79x + 8.42y + 1.32z <= 670.3
9.99x + -5.64y + -2.32z <= 436.42
-3.2x + 2.35y + -8.04z <= 147.75
5.53x + -3.22y + -3.37z <= 789.25
-7.42x + -4.03y + -3.92z <= 600.24
7.48x + -8.03y + 4.41z <= 984.23
6.28x + 0.39y + 2.07z <= 900.25
-1.17x + -2.59y + 1.73z <= 807.93
1.14x + 6.92y + 7.38z <= 663.8
-9.74x + -0.03y + -6.73z <= 143.87
-9.33x + -7.64y + -2.23z <= 837.83
0.41x + -4.65y + 3.55z <= 426.31
-2.0x + 3.0y + 1.58z <= 457.8
7.38x + 8.99y + 4.99z <= 139.5
-1.17x + 1.67y + 2.84z <= 609.9
1.23x + -0.26y + -3.06z <= 321.89
-3.03x + 1.25y + -3.35z <= 497.68
7.33x + 2.85y + 9.21z <= 819.79
2.28x + 0.93y + 6.06z <= 505.63
4.29x + -6.25y + -3.89z <= 837.83
-5.61x + -0.02y + 8.19z <= 661.38
9.52x + -3.86y + 2.08z <= 559.82
-0.58x + 1.13y + 7.33z <= 765.11
6.61x + -7.81y + -2.48z <= 984.74
-8.16x + 8.43y + 2.48z <= 629.06
-0.78x + -1.03y + 3.82z <= 944.28
-7.05x + -3.63y + 2.89z <= 721.72
7.52x + -7.26y + 9.37z <= 132.64
-5.54x + -1.82y + -8.31z <= 325.34
-0.06x + 2.23y + 6.04z <= 478.24
-6.08x + 4.73y + 6.53z <= 724.2
8.01x + 7.5y + 1.93z <= 567.65
6.86x + -7.24y + -8.94z <= 749.67
-9.58x + -8.92y + -9.49z <= 193.09
-8.52x + -3.84y + 7.68z <= 648.88
-9.79x + 7.91y + 2.69z <= 642.49
-4.45x + -8.64y + 7.89z <= 950.59
-7.98x + -1.62y + 6.73z <= 872.59
4.06x + -6.2y + 6.64z <= 269.25
1.22x + 8.91y + -6.57z <= 476.99
-9.56x + -7.36y + -2.59z <= 831.0
-9.17x + 1.9y + 5.93z <= 158.45
4.95x + -3.89y + 9.1z <= 885.15
-8.73x + 6.17y + -7.13z <= 680.25
2.9x + 3.95y + -6.89z <= 312.28
7.67x + 5.4y + 3.05z <= 563.44
4.05x + 6.57y + -3.03z <= 298.67
8.98x + 8.33y + 2.73z <= 113.92
-0.81x + 3.87y + -7.02z <= 746.0
5.44x + 9.21y + -9.72z <= 993.18
-3.57x + -9.66y + -0.53z <= 275.41
-7.06x + 6.75y + 1.42z <= 986.74
-8.6x + -7.29y + -1.89z <= 523.91
-3.14x + 5.73y + 9.03z <= 357.43
-3.61x + -0.24y + 2.21z <= 778.53
-1.63x + 9.42y + -7.46z <= 128.9
-3.31x + 2.13y + -7.49z <= 609.39
3.76x + -2.4y + -0.71z <= 799.88
0.27x + 2.83y + -9.04z <= 794.64
1.54x + -0.93y + 9.94z <= 234.4
-2.61x + -9.98y + 1.77z <= 919.77
0.21x + -8.26y + 3.56z <= 732.36
5.62x + 7.21y + 3.47z <= 612.91
0.33x + -7.73y + -7.08z <= 530.85
4.19x + -8.52y + -8.52z <= 744.16
-9.99x + 0.74y + -0.24z <= 385.61
8.61x + -8.11y + 3.03z <= 595.34
4.91x + -7.02y + -5.42z <= 734.16
8.68x + -5.31y + -8.55z <= 250.66
2.37x + -6.31y + 3.6z <= 689.77
9.53x + -7.55y + 3.75z <= 229.56
-1.39x + -1.25y + 1.37z <= 289.54
6.6x + 4.37y + -9.69z <= 509.81
9.17x + -0.48y + 7.93z <= 537.98
-7.98x + -0.02y + -5.6z <= 394.63
4.65x + 5.08y + -3.88z <= 582.45
0.36x + 8.68y + -0.78z <= 584.5
-9.06x + -8.59y + 0.8z <= 449.12
-2.63x + -0.85y + -5.47z <= 156.84
-2.63x + -8.84y + 2.12z <= 323.77
9.51x + 5.13y + 6.57z <= 268.16
-6.52x + 8.88y + 1.32z <= 200.66
-8.8x + 7.78y + 0.73z <= 245.97
-9.79x + -9.52y + -1.25z <= 799.78
5.88x + 6.7y + 5.23z <= 292.0
-1.97x + -9.56y + -1.53z <= 980.5
-3.07x + -6.36y + -2.55z <= 333.73
-4.71x + -2.76y + 6.41z <= 214.61
-1.34x + 3.54y + 7.23z <= 125.41
8.87x + 0.22y + 6.03z <= 347.09
-7.53x + 7.7y + 9.35z <= 318.94
-0.5x + 4.88y + -9.88z <= 641.21
7.03x + -9.33y + -1.2z <= 382.44
7.78x + 6.55y + -9.81z <= 206.15
-6.92x + 0.28y + -3.03z <= 938.61
9.07x + 4.6y + -8.34z <= 316.45
7.42x + -5.74y + 3.73z <= 862.58
-5.65x + -6.26y + -4.14z <= 541.83
9.91x + 6.18y + 1.12z <= 335.73
0.2x + -0.55y + 6.29z <= 620.08
-9.69x + -7.51y + 2.5z <= 345.52
4.96x + 8.31y + -6.89z <= 390.6
2.45x + 5.52y + -8.05z <= 255.43
9.75x + -5.93y + -6.57z <= 587.14
5.43x + -0.53y + -1.62z <= 296.63
5.36x + -2.09y + -7.98z <= 780.87
-8.77x + 4.96y + -5.44z <= 177.84
6.13x + -6.1y + -1.37z <= 854.31
4.35x + 3.26y + 4.21z <= 555.43
7.26x + -2.74y + 4.48z <= 186.87
-3.42x + -0.62y + 4.35z <= 236.66
-4.58x + 8.96y + -1.7z <= 945.02
-1.69x + 4.98y + 8.46z <= 722.53
-9.6x + 1.56y + 5.83z <= 509.42
0.87x + -3.15y + -3.42z <= 845.81
0.39x + 0.28y + -9.48z <= 345.06
-5.92x + -5.82y + -2.44z <= 230.89
3.78x + 6.67y + -9.24z <= 380.49
4.88x + -1.81y + 6.76z <= 813.15
3.82x + -1.97y + -3.31z <= 191.68
9.93x + 9.62y + 9.81z <= 438.51
-9.67x + -6.66y + -5.61z <= 838.32
-4.21x + -9.85y + -4.17z <= 130.04
8.73x + -1.14y + 0.84z <= 424.19
-4.4x + -4.88y + -6.78z <= 485.13
9.99x + 2.47y + -8.85z <= 200.52
9.94x + -6.0y + 7.16z <= 734.98
-4.13x + 7.28y + 7.21z <= 570.85
-3.07x + 2.93y + 6.7z <= 260.98
5.66x + -9.06y + 8.36z <= 768.79
4.28x + 6.92y + -6.04z <= 846.1
2.95x + 3.62y + -2.97z <= 100.58
-4.06x + 5.66y + -2.43z <= 753.23
-7.49x + 2.26y + 1.69z <= 535.3
1.27x + 7.88y + -8.23z <= 427.83
-9.45x + 3.1y + -4.18z <= 937.65
-8.16x + 1.96y + 0.67z <= 202.3
-5.84x + 3.99y + -7.06z <= 640.34
4.34x + -5.19y + -9.8z <= 373.91
-4.27x + 8.75y + -5.06z <= 438.67
3.96x + -5.54y + -1.89z <= 912.11
9.33x + 2.77y + 2.99z <= 514.27
7.91x + 3.5y + 1.35z <= 190.78
-3.77x + 2.54y + -7.11z <= 732.41
-2.52x + -3.08y + 9.52z <= 396.61
-4.49x + -6.49y + 0.7z <= 665.92
-7.16x + 3.58y + -4.59z <= 419.15
7.27x + 0.76y + 6.02z <= 851.24
5.84x + 2.15y + 6.06z <= 868.82
-8.94x + -3.14y + 5.63z <= 324.37
-5.48x + 9.88y + -4.84z <= 165.31
6.15x + 4.22y + 2.65z <= 782.71
-9.29x + 9.26y + 7.09z <= 363.43
1.9x + -3.73y + -1.89z <= 893.27
-2.53x + -3.22y + 7.31z <= 704.09
-7.8x + 0.71y + 6.62z <= 109.61
2.82x + 2.54y + 9.23z <= 191.0
-6.64x + -6.79y + 6.94z <= 267.34
9.95x + -3.89y + 2.18z <= 516.27
-5.61x + -1.78y + 7.65z <= 602.81
-8.97x + -5.95y + 7.73z <= 477.22
1.04x + 5.81y + -4.17z <= 694.54
8.2x + 0.32y + -1.53z <= 607.1
4.07x + 6.96y + -0.99z <= 649.46
-0.57x + -6.98y + 8.48z <= 984.81
4.19x + -9.98y + 3.26z <= 834.52
3.51x + 4.24y + -0.98z <= 117.56
3.59x + -9.62y + -5.45z <= 501.2
-6.82x + 7.28y + -2.81z <= 395.95
-6.59x + -5.22y + -2.14z <= 133.65
4.99x + -5.92y + -4.81z <= 594.12
3.21x + 7.68y + 7.23z <= 837.46
0.92x + 5.73y + -1.09z <= 822.64
6.82x + 3.91y + -9.2z <= 458.02
0.72x + 3.44y + -5.67z <= 856.99
-3.2x + -3.28y + 1.43z <= 716.98
7.63x + 10.0y + -2.59z <= 168.88
3.19x + -0.84y + 2.27z <= 448.46
7.75x + -8.02y + -2.75z <= 234.08
6.72x + 0.18y + 6.34z <= 662.59
-9.2x + -1.6y + 1.52z <= 217.59
-2.51x + 9.91y + -0.31z <= 765.83
1.06x + -8.73y + -5.13z <= 607.5
-3.76x + -5.6y + -5.45z <= 615.81
-8.4x + 6.59y + -2.71z <= 739.0
-4.02x + -0.93y + 4.72z <= 844.84
0.59x + 2.92y + 2.16z <= 979.46
0.51x + 1.57y + 3.88z <= 259.73
4.17x + 9.24y + 6.81z <= 540.88
6.1x + 0.59y + 9.17z <= 792.21
-2.11x + -6.03y + 8.72z <= 673.88
-6.51x + -0.15y + -9.19z <= 565.98
8.97x + -2.1y + -2.37z <= 670.48
8.97x + 3.9y + 3.67z <= 136.39
-2.78x + -3.42y + -5.44z <= 662.28
8.0x + -0.68y + -7.43z <= 871.25
5.34x + 2.73y + -4.64z <= 124.72
-4.19x + -7.21y + -5.43z <= 202.2
-2.99x + 4.95y + -2.48z <= 856.99
2.07x + -4.29y + 2.21z <= 740.77
2.53x + 0.25y + 7.21z <= 872.48
-2.15x + -5.96y + -6.84z <= 419.91
5.53x + -2.48y + -7.9z <= 926.38
-7.44x + -7.07y + 3.73z <= 678.55
-7.52x + 8.53y + -5.73z <= 963.01
3.04x + -1.76y + 8.75z <= 509.36
-2.79x + 3.6y + -1.21z <= 671.19
2.38x + 9.81y + -7.84z <= 780.29
8.01x + 4.99y + -8.44z <= 613.57
8.31x + -1.26y + 4.51z <= 727.01
4.94x + -5.67y + 5.69z <= 293.03
-6.54x + -3.41y + -7.26z <= 602.01
2.29x + -1.74y + -7.82z <= 199.06
0.97x + 3.65y + 8.24z <= 817.64
2.58x + 9.46y + 8.93z <= 626.25
-7.78x + -1.8y + -4.05z <= 198.22
-8.82x + 5.73y + -6.19z <= 817.04
3.83x + 2.04y + -9.27z <= 248.63
-0.91x + 0.76y + 6.1z <= 597.73
-0.64x + 4.18y + 5.62z <= 862.51
7.32x + 3.31y + 3.73z <= 438.46
-6.0x + -9.44y + -0.55z <= 874.72
9.92x + -4.28y + -6.44z <= 577.28
0.28x + 5.58y + 5.94z <= 417.66
7.8x + 2.09y + 6.67z <= 765.15
7.35x + 9.67y + 6.18z <= 279.51
1.84x + 0.81y + 2.19z <= 159.5
-7.92x + -4.49y + 5.49z <= 695.64
-0.82x + 6.31y + 8.8z <= 842.52
-4.19x + 6.47y + 0.56z <= 141.0
-3.56x + -7.24y + 3.51z <= 696.2
2.44x + -0.26y + -9.53z <= 537.9
7.65x + -1.17y + 2.42z <= 647.88
-8.69x + -1.46y + -2.89z <= 253.85
-9.77x + 8.87y + 5.12z <= 333.0
5.03x + -3.28y + 6.25z <= 963.26
-4.91x + -1.83y + -6.96z <= 268.4
-0.55x + 0.11y + 3.7z <= 255.21
6.72x + -8.61y + 3.91z <= 153.1
7.74x + -0.64y + -9.46z <= 222.0
-1.13x + 3.22y + 4.56z <= 259.86
8.77x + -5.12y + -9.85z <= 786.0
-7.8x + 2.81y + -3.14z <= 778.01
-7.9x + 8.06y + -7.58z <= 149.8
-2.9x + 8.9y + -7.88z <= 798.69
5.51x + -3.74y + -2.99z <= 201.31
5.96x + -8.5y + 7.48z <= 543.1
0.49x + -7.66y + 5.37z <= 804.5
-9.1x + 5.9y + -5.85z <= 383.4
0.9x + 7.83y + 0.18z <= 419.05
-3.31x + 0.85y + 7.78z <= 608.4
4.7x + 8.22y + -6.28z <= 396.14
-0.92x + 3.85y + -2.14z <= 966.86
-0.92x + -5.35y + 7.58z <= 865.3
-7.79x + -8.48y + -1.94z <= 842.5
2.19x + 9.04y + 7.25z <= 117.23
6.41x + 3.7y + -4.66z <= 836.6
-9.46x + 7.88y + -9.03z <= 413.7
-1.49x + 4.21y + -9.21z <= 684.01
1.06x + -3.18y + -4.56z <= 649.77
-0.08x + -8.66y + 4.64z <= 673.23
-4.69x + 4.92y + 9.78z <= 552.28
9.99x + 5.02y + -2.56z <= 987.15
0.93x + -1.65y + 5.53z <= 889.18
-2.87x + -8.21y + 5.46z <= 598.77
9.36x + -5.41y + 2.92z <= 151.98
9.23x + -8.35y + -3.2z <= 195.77
6.36x + -9.17y + 8.76z <= 324.61
4.2x + -1.1y + 3.2z <= 139.91
-8.53x + 4.13y + -1.79z <= 884.89
7.2x + 3.31y + -1.24z <= 239.35
0.11x + 6.04y + 3.83z <= 885.05
0.43x + 0.73y + 9.98z <= 145.65
9.28x + -6.78y + 8.92z <= 366.53
-4.01x + 1.16y + 8.15z <= 747.38
-8.01x + -9.2y + -0.92z <= 872.09
2.26x + -1.16y + -7.98z <= 516.56
0.91x + -0.37y + -1.86z <= 634.48
2.58x + -7.05y + 4.69z <= 489.65
6.63x + -3.38y + -3.25z <= 835.2
-5.16x + 0.83y + 6.95z <= 532.79
-2.08x + -6.73y + -8.7z <= 255.61
1.71x + 2.74y + -4.6z <= 127.0
-3.42x + -2.16y + 6.97z <= 294.19
-9.99x + -5.58y + 4.59z <= 656.19
8.83x + 9.76y + -0.11z <= 244.73
2.77x + 9.31y + 9.63z <= 741.87
-9.5x + 8.43y + 2.93z <= 481.36
-10.0x + -1.69y + -5.13z <= 284.85
0.26x + 7.3y + -4.38z <= 716.06
-7.79x + 4.43y + -7.76z <= 166.34
-9.66x + -2.71y + 2.2z <= 912.1
3.78x + -9.08y + 2.85z <= 249.22
4.83x + 1.3y + -6.82z <= 707.91
7.32x + -6.99y + -2.69z <= 139.54
6.36x + 0.81y + -7.71z <= 413.7
9.34x + 9.73y + -1.77z <= 159.46
1.19x + 5.17y + -2.77z <= 561.32
-8.91x + -9.15y + -1.35z <= 175.0
4.9x + 1.3y + 6.75z <= 203.66
-0.4x + 9.87y + -4.3z <= 313.65
-4.86x + -7.86y + -6.41z <= 475.06
0.99x + -1.55y + -1.54z <= 977.55
-3.23x + 6.06y + 5.37z <= 351.81
0.83x + 9.2y + 0.32z <= 938.54
-9.45x + 1.68y + -2.21z <= 569.25
7.65x + 7.35y + 1.71z <= 448.52
9.81x + 3.01y + 8.43z <= 564.39
-6.8x + -5.91y + 2.84z <= 445.41
2.99x + 7.76y + 6.21z <= 779.55
8.03x + 0.06y + 5.72z <= 325.42
3.98x + -0.76y + -9.81z <= 676.5
9.88x + -6.39y + -3.43z <= 171.28
-5.71x + 3.95y + -8.92z <= 716.96
-0.89x + -5.15y + -4.27z <= 975.66
-7.73x + -1.03y + 1.33z <= 379.95
-6.47x + -8.02y + 8.92z <= 615.1
8.89x + 4.52y + 1.5z <= 580.61
4.16x + -8.54y + -7.71z <= 638.09
-3.15x + -6.01y + 2.8z <= 406.03
-7.66x + 1.76y + 8.6z <= 657.69
6.85x + 5.92y + -8.29z <= 743.96
5.12x + 8.27y + -1.35z <= 926.77
-5.9x + 9.33y + 9.16z <= 566.48
7.55x + -9.8y + 5.43z <= 296.98
-0.68x + -9.28y + 9.63z <= 271.48
4.24x + 9.95y + 0.25z <= 381.92
6.59x + -2.49y + 6.8z <= 324.07
9.95x + -4.94y + -8.96z <= 257.71
6.02x + -8.64y + -7.52z <= 102.95
-8.08x + -1.26y + -5.79z <= 832.56
-8.57x + 1.79y + 7.94z <= 125.25
-6.28x + 4.21y + 6.43z <= 203.09
-1.46x + -9.4y + 2.8z <= 330.72
3.26x + 3.35y + -6.48z <= 678.46
-5.31x + 6.62y + -9.19z <= 779.32
8.53x + -5.32y + -0.24z <= 445.41
-3.0x + 0.46y + 5.51z <= 759.81
-6.36x + -9.4y + -2.13z <= 276.58
-2.04x + -4.2y + 3.86z <= 388.82
-3.86x + 7.58y + 8.91z <= 992.58
-2.18x + 5.06y + 1.01z <= 843.19
-8.4x + -6.03y + -8.12z <= 580.96
9.4x + -5.7y + 0.15z <= 593.73
0.61x + -7.33y + -0.57z <= 162.46
4.35x + 6.26y + 8.62z <= 762.83
-7.73x + 1.49y + -1.39z <= 592.82
2.77x + 4.49y + 0.94z <= 102.62
0.55x + -9.06y + -4.64z <= 744.15
1.02x + -1.33y + 7.15z <= 144.25
-8.63x + -6.99y + -2.42z <= 516.07
-9.94x + 6.39y + -0.85z <= 680.93
-8.95x + 6.01y + -9.56z <= 404.82
2.43x + 0.86y + -5.93z <= 315.69
-0.73x + 3.65y + -9.61z <= 764.48
-9.16x + -4.02y + 2.99z <= 823.17
-7.94x + -8.79y + -1.24z <= 275.33
-5.88x + -7.72y + 6.44z <= 381.15
-0.34x + 9.7y + 4.17z <= 800.72
-1.52x + -4.02y + -3.95z <= 198.61
5.39x + -1.44y + -3.81z <= 505.28
-7.01x + 6.58y + -4.04z <= 158.36
8.45x + 0.35y + 7.12z <= 119.86
-1.3x + 7.8y + 0.48z <= 931.73
-7.46x + 9.01y + -6.4z <= 234.26
-9.26x + 1.26y + 9.9z <= 999.37
-4.68x + 7.28y + -7.89z <= 699.76
-1.38x + 7.04y + -9.57z <= 549.9
-8.59x + 6.88y + 2.0z <= 108.48
-9.23x + -1.15y + -4.24z <= 964.91
8.18x + 2.45y + 1.17z <= 813.05
-2.08x + -0.86y + 2.37z <= 322.37
1.85x + 2.51y + -6.39z <= 752.47
5.86x + 6.44y + -5.49z <= 140.29
-9.25x + -6.85y + 9.81z <= 715.31
-9.82x + 1.38y + -6.77z <= 465.05
-8.91x + -7.25y + -4.36z <= 422.53
-1.53x + 3.34y + -6.14z <= 684.79
0.95x + 2.94y + -5.98z <= 441.35
-8.91x + 2.52y + 5.08z <= 983.43
-5.88x + -2.08y + -9.78z <= 120.32
9.6x + 1.47y + 2.88z <= 570.02
-5.14x + 7.16y + -2.17z <= 907.38
-6.88x + -0.69y + -3.33z <= 586.65
-1.61x + 3.74y + 0.96z <= 434.05
2.47x + 6.01y + -3.4z <= 680.71
-1.63x + -1.68y + -7.82z <= 756.35
-8.09x + 3.84y + 7.48z <= 767.41
-8.17x + 0.36y + -3.26z <= 987.37
-6.57x + 6.01y + -3.0z <= 111.49
4.19x + -2.34y + 5.7z <= 133.89
-0.08x + -9.69y + 3.03z <= 862.68
-4.42x + -8.52y + -3.69z <= 680.64
-6.87x + -7.35y + 8.98z <= 150.64
-8.99x + 9.22y + 2.67z <= 831.03
7.51x + -3.4y + -1.91z <= 949.02
-1.06x + 6.4y + -8.01z <= 207.56
-2.0x + -7.79y + -4.98z <= 392.4
-5.85x + 2.2y + -9.99z <= 714.76
7.63x + 6.99y + 1.37z <= 477.53
5.72x + -8.37y + 9.77z <= 359.42
6.76x + 2.55y + 7.67z <= 737.84
-4.39x + -4.47y + 9.2z <= 753.66
-2.41x + -2.38y + 1.4z <= 390.8
-7.19x + 2.01y + 5.6z <= 953.2
-2.44x + -7.27y + 6.05z <= 594.24
6.75x + 0.72y + 7.82z <= 217.81
-1.37x + -3.71y + -9.88z <= 826.32
-8.17x + -9.25y + 7.28z <= 830.04
-3.91x + 3.1y + 9.73z <= 469.69
-4.87x + 7.02y + 5.61z <= 145.85
5.44x + 0.34y + 3.53z <= 188.05
-0.48x + 5.82y + 5.14z <= 688.02
-8.13x + 0.04y + -2.29z <= 968.02
2.37x + -9.75y + -0.62z <= 322.13
-2.07x + -5.88y + -5.04z <= 873.02
8.32x + 1.05y + 1.17z <= 360.17
4.72x + -5.41y + 3.38z <= 253.02
-2.38x + 6.07y + 1.02z <= 132.38
8.51x + -3.68y + -7.76z <= 898.64
-0.8x + 8.57y + 3.87z <= 280.17
2.02x + -0.45y + -8.11z <= 568.22
-4.97x + -7.35y + -5.53z <= 955.05
-7.84x + -3.04y + 7.72z <= 441.77
7.22x + -2.44y + -2.18z <= 931.93
6.88x + -5.16y + -9.86z <= 701.3
-9.19x + -0.53y + -4.93z <= 383.98
0.45x + 2.25y + 1.3z <= 317.23
-7.35x + -4.57y + 0.03z <= 260.16
5.92x + -7.46y + 8.03z <= 254.23
4.95x + -2.6y + 4.09z <= 293.7
-7.17x + -7.48y + -2.11z <= 800.85
-7.1x + 6.22y + -9.13z <= 818.7
3.64x + -9.43y + 3.99z <= 460.16
-0.57x + -6.27y + -4.74z <= 827.64
6.19x + -9.77y + -7.38z <= 701.59
5.82x + 9.07y + 1.25z <= 229.21
-7.18x + -6.23y + 3.14z <= 598.73
-9.44x + 0.89y + 4.95z <= 635.19
5.6x + -9.12y + -3.09z <= 563.4
-4.43x + -5.12y + 8.9z <= 645.86
0.12x + 0.52y + 1.5z <= 955.12
-9.02x + 1.42y + -8.36z <= 178.15
4.41x + 9.63y + -4.57z <= 138.05
-8.6x + -2.78y + 2.78z <= 986.98
5.25x + -2.0y + -9.17z <= 571.45
-1.72x + 8.3y + 3.16z <= 985.44
-1.47x + 8.71y + -7.16z <= 777.2
4.42x + -2.85y + 8.76z <= 162.61
2.12x + 7.0y + -5.66z <= 696.46
-6.9x + 9.35y + -5.95z <= 400.94
8.42x + 0.25y + 0.74z <= 892.03
2.39x + -6.67y + 3.57z <= 845.53
-6.05x + 4.2y + 1.26z <= 121.16
-3.46x + 2.2y + -1.94z <= 997.84
-2.79x + 3.29y + 9.99z <= 578.32
0.45x + 9.67y + -8.74z <= 723.82
2.4x + -2.34y + 2.96z <= 503.7
0.1x + 4.51y + 7.99z <= 212.23
6.09x + 4.52y + 5.15z <= 285.25
