max 4.33x + 3.98y + 6.22z
2.13x + -5.36y + 9.71z <= 449.92
-2.74x + 7.77y + 1.58z <= 333.42
4.12x + -3.83y + 8.16z <= 828.46
5.46x + -3.02y + -7.19z <= 154.91
-5.76x + 9.36y + -6.68z <= 356.54
8.95x + -2.03y + 2.36z <= 353.33
-9.73x + -9.33y + 0.07z <= 388.9
8.25x + 3.67y + 3.7z <= 226.23
4.04x + 9.6y + 4.56z <= 536.14
-6.85x + -5.41y + -6.68z <= 674.52
-1.28x + 5.93y + -6.11z <= 841.81
-3.53x + 3.86y + -1.82z <= 616.54
-3.4x + 7.31y + 6.73z <= 225.04
-5.63x + -4.13y + 9.44z <= 335.57
1.46x + -6.83y + 1.43z <= 961.9
8.6x + 1.11y + -8.87z <= 590.99
1.44x + -0.81y + 4.19z <= 317.21
9.43x + -7.97y + 7.21z <= 549.8
4.73x + -9.86y + 4.14z <= 189.69
-4.15x + -9.5y + -1.03z <= 905.15
1.18x + -5.31y + -2.64z <= 705.54
-1.47x + -7.87y + -0.67z <= 210.27
9.11x + -7.77y + -2.04z <= 811.23
-5.04x + 9.64y + -7.87z <= 649.48
-5.35x + 6.68y + -6.39z <= 784.5
3.02x + 2.51y + -0.87z <= 697.2
-0.38x + 9.32y + -0.8z <= 417.15
0.21x + -1.19y + 6.97z <= 911.73
7.17x + 7.21y + 7.59z <= 268.53
-9.97x + 3.44y + -6.48z <= 377.46
-5.26x + 4.03y + 0.07z <= 843.08
-7.57x + 2.4y + -1.87z <= 502.94
1.68x + 4.52y + 8.07z <= 720.16
-5.74x + -6.87y + -1.69z <= 437.54
9.47x + -6.16y + -9.89z <= 727.76
-8.69x + -9.78y + -0.07z <= 152.6
1.04x + 4.44y + -6.39z <= 590.03
-1.46x + -3.96y + 4.4z <= 229.13
-0.71x + -1.32y + 4.94z <= 627.07
-8.57x + 2.28y + 8.56z <= 840.91
-1.54x + 7.22y + 6.42z <= 444.57
5.18x + 8.1y + 8.79z <= 978.84
4.37x + -2.23y + -1.71z <= 966.65
7.36x + -9.8y + -6.86z <= 217.19
-0.86x + -2.88y + 3.53z <= 278.97
7.4x + -2.49y + 0.34z <= 447.39
7.13x + 1.82y + 9.59z <= 187.34
-4.39x + -1.54y + -8.06z <= 166.39
3.93x + 6.51y + -0.98z <= 362.96
-8.6x + 2.91y + 7.58z <= 854.76
2.16x + -3.78y + -0.45z <= 818.93
-5.63x + 3.56y + -1.26z <= 630.32
-7.9x + -7.28y + -1.63z <= 803.1
7.03x + -9.31y + 4.98z <= 365.1
1.64x + 5.26y + -8.96z <= 419.36
-7.77x + -4.06y + -7.79z <= 631.47
1.77x + -9.6y + -3.29z <= 536.52
5.57x + -3.15y + 3.6z <= 967.71
8.87x + -0.91y + -2.74z <= 463.99
-7.05x + -8.1y + -0.22z <= 348.9
4.9x + -7.84y + -4.92z <= 791.87
-1.97x + 4.24y + 0.49z <= 488.84
0.03x + -7.48y + -6.31z <= 793.94
9.5x + -8.51y + -7.89z <= 845.45
1.23x + 8.09y + 9.18z <= 978.59
-3.84x + -8.66y + -0.9z <= 243.3
2.31x + 6.78y + 2.83z <= 743.73
-5.67x + -5.55y + -1.21z <= 393.25
8.87x + -1.06y + 7.33z <= 379.48
0.89x + 4.6y + -9.46z <= 512.53
1.03x + 1.09y + 0.58z <= 700.27
-9.5x + 9.2y + 4.8z <= 354.9
0.79x + -3.08y + 5.0z <= 429.48
-8.74x + -9.1y + 6.61z <= 278.85
0.63x + -1.57y + -0.33z <= 381.69
-5.1x + -5.92y + -0.31z <= 295.31
6.76x + -3.88y + -6.17z <= 550.93
-6.5x + 1.48y + 5.77z <= 338.37
-1.57x + 0.57y + 0.31z <= 470.98
7.14x + -4.65y + -3.82z <= 261.88
-8.57x + -9.02y + 4.89z <= 258.18
7.33x + 0.45y + -6.44z <= 730.16
5.03x + 2.29y + -1.56z <= 604.67
-6.38x + 0.97y + 4.57z <= 135.49
-9.6x + -4.06y + 3.21z <= 709.38
8.83x + -1.9y + -2.31z <= 879.24
-8.44x + 1.39y + 1.32z <= 330.82
-5.81x + -5.28y + -3.39z <= 398.66
3.55x + 2.22y + -2.72z <= 689.18
9.76x + -7.21y + -7.22z <= 908.76
-9.58x + 3.93y + 8.7z <= 739.42
0.67x + 7.68y + 5.12z <= 137.06
4.68x + -7.52y + 4.22z <= 233.79
-8.74x + -6.19y + -4.85z <= 196.39
-5.16x + -0.28y + 1.88z <= 114.49
-3.72x + -7.2y + -3.18z <= 623.06
-8.53x + -0.96y + 5.58z <= 666.94
4.35x + -0.34y + -4.29z <= 113.95
-4.88x + 4.2y + -7.79z <= 727.48
-4.66x + -3.63y + -5.71z <= 267.87
7.89x + 9.8y + -1.77z <= 583.82
-6.47x + -3.44y + 3.03z <= 572.51
5.58x + 1.82y + -7.81z <= 214.12
4.21x + -8.21y + -9.22z <= 658.56
8.47x + -6.21y + -8.88z <= 337.01
-5.02x + -7.98y + -7.99z <= 921.46
1.01x + 7.37y + -4.6z <= 616.38
-3.38x + 7.03y + -0.06z <= 458.24
0.73x + -1.43y + 5.19z <= 607.17
-9.41x + -5.81y + -7.23z <= 940.88
9.03x + -4.89y + 5.97z <= 748.01
-8.78x + 8.45y + -9.52z <= 387.11
-8.97x + 0.94y + -2.14z <= 510.6
-4.57x + -1.85y + 7.46z <= 316.88
9.71x + 4.7y + 1.51z <= 115.01
-4.26x + -6.28y + 7.78z <= 812.35
-0.92x + 4.37y + -9.44z <= 881.91
-8.73x + 8.74y + -5.45z <= 730.52
8.86x + 7.74y + 5.25z <= 864.98
-3.03x + -4.18y + 3.9z <= 788.66
8.39x + -1.42y + 1.72z <= 591.43
6.5x + -2.46y + -9.15z <= 607.55
8.89x + 4.35y + -5.21z <= 922.47
-9.3x + -0.82y + 6.09z <= 394.44
5.7x + 3.43y + -4.82z <= 792.88
7.6x + -1.87y + 2.74z <= 295.79
1.09x + -4.92y + 9.39z <= 178.18
2.04x + 2.69y + 7.71z <= 349.9
-8.0x + -2.15y + -2.73z <= 367.52
-3.35x + 6.59y + -3.33z <= 805.33
8.69x + 4.02y + -7.95z <= 968.08
6.57x + -5.13y + -9.89z <= 962.65
-0.37x + 6.87y + 6.15z <= 258.34
-8.09x + 7.85y + 4.32z <= 898.9
1.96x + -1.96y + -5.96z <= 618.74
-5.97x + 8.74y + 3.15z <= 589.72
3.57x + -7.03y + -5.03z <= 545.93
-1.62x + -1.63y + 9.18z <= 342.87
-6.68x + -0.65y + 3.76z <= 998.38
-5.72x + -8.63y + -0.25z <= 812.09
9.42x + 7.29y + -2.38z <= 726.11
5.69x + -2.75y + 8.62z <= 584.55
-3.18x + -3.02y + 7.59z <= 825.35
-8.29x + -0.6y + 9.62z <= 304.36
0.76x + 8.39y + 3.84z <= 434.08
4.5x + -9.74y + -1.94z <= 954.09
0.25x + -1.58y + 1.89z <= 697.0
-6.11x + 8.93y + -8.71z <= 436.46
1.72x + -9.59y + 4.02z <= 729.56
1.75x + 7.68y + 2.97z <= 755.95
-2.84x + -3.15y + -7.78z <= 694.92
0.99x + -6.52y + 3.81z <= 208.52
-7.12x + 0.37y + -8.7z <= 445.88
-6.78x + -1.89y + -6.14z <= 859.81
-2.83x + 6.92y + 1.78z <= 257.87
-6.39x + 7.4y + 9.15z <= 923.48
-3.67x + -7.89y + 3.63z <= 591.99
3.13x + -4.04y + -6.85z <= 167.8
-0.4x + -5.3y + -4.0z <= 774.79
0.75x + 4.55y + -9.6z <= 457.17
-1.27x + 8.46y + -0.66z <= 631.15
3.94x + -4.88y + 4.94z <= 146.72
-4.38x + 8.53y + -1.91z <= 336.79
9.14x + 9.0y + 2.99z <= 716.32
8.55x + 2.48y + 5.85z <= 681.68
-0.09x + -6.55y + -4.79z <= 768.67
-3.13x + -6.07y + 1.95z <= 549.31
2.08x + -7.07y + -8.25z <= 631.2
-5.6x + 2.44y + 2.48z <= 974.53
3.07x + -8.11y + 8.09z <= 236.13
-2.19x + -8.01y + 4.62z <= 977.27
6.02x + -1.52y + 9.16z <= 704.16
8.21x + 2.59y + 3.52z <= 121.92
0.59x + -6.82y + -3.94z <= 649.85
-1.56x + 2.24y + 5.47z <= 696.48
7.31x + -4.72y + 2.19z <= 611.29
4.54x + 7.82y + -4.32z <= 286.58
3.84x + 6.83y + 8.11z <= 151.61
1.37x + -3.5y + 8.2z <= 271.9
-4.83x + -3.27y + -3.54z <= 349.71
-5.06x + 6.92y + 6.57z <= 429.49
2.63x + 9.58y + -8.17z <= 465.82
9.3x + -4.4y + -1.95z <= 581.09
4.83x + -1.45y + 6.76z <= 429.63
1.82x + -0.32y + 5.58z <= 977.42
1.91x + -3.28y + 2.64z <= 160.33
-6.02x + -8.62y + -8.65z <= 652.72
-8.05x + -6.68y + -4.63z <= 831.2
-9.97x + 3.73y + 3.36z <= 495.38
-3.73x + -7.1y + -6.16z <= 424.42
0.73x + -2.87y + 2.89z <= 744.86
4.73x + 8.8y + -8.44z <= 425.23
1.58x + 1.22y + 1.99z <= 973.48
1.12x + 6.68y + -5.57z <= 551.5
8.29x + 6.13y + -1.38z <= 316.91
3.3x + 4.12y + -7.53z <= 130.51
7.42x + -3.4y + 1.13z <= 261.35
5.69x + -3.3y + -2.92z <= 843.98
-7.6x + 8.99y + 0.13z <= 714.22
9.37x + -4.1y + -0.04z <= 876.8
8.53x + -8.09y + 7.42z <= 300.48
-9.64x + 8.47y + 6.13z <= 240.58
-8.44x + -3.82y + 8.65z <= 546.56
-1.74x + -4.68y + -5.14z <= 971.89
-5.15x + 3.52y + 1.34z <= 278.79
-4.35x + -7.23y + -2.7z <= 725.14
-9.3x + -6.36y + 1.67z <= 473.33
0.12x + 1.06y + 4.23z <= 299.25
5.06x + 7.32y + -4.3z <= 283.82
8.32x + -8.31y + 8.74z <= 402.07
-9.53x + 5.4y + 4.76z <= 490.18
-4.41x + 3.86y + 4.06z <= 359.47
8.64x + 1.37y + 8.42z <= 869.6
8.58x + 0.81y + 3.7z <= 368.36
9.1x + -0.95y + -0.08z <= 680.1
-3.26x + 5.24y + 8.34z <= 447.64
0.01x + -9.02y + -8.9z <= 421.04
-3.67x + -8.58y + 2.9z <= 126.16
-8.44x + 3.89y + -1.64z <= 233.94
-4.1x + -0.56y + -9.17z <= 139.21
5.04x + -4.25y + -6.84z <= 730.56
6.34x + -7.76y + -8.4z <= 274.97
-6.84x + 5.92y + -7.91z <= 263.7
-6.71x + -2.4y + 6.93z <= 952.97
-4.18x + 7.62y + 8.88z <= 577.87
-5.15x + 8.11y + 1.94z <= 474.66
0.63x + -9.19y + 9.23z <= 274.99
4.09x + 7.6y + -2.28z <= 982.97
-1.16x + 6.44y + 2.0z <= 670.19
2.79x + -2.05y + 3.37z <= 505.32
0.64x + -3.73y + -7.2z <= 688.98
-7.1x + 8.62y + 8.64z <= 443.74
-4.01x + 0.37y + 5.55z <= 722.95
-5.8x + -6.4y + 0.57z <= 923.53
2.31x + -9.5y + 2.13z <= 746.21
2.68x + 9.59y + -0.91z <= 131.56
2.21x + 7.92y + 8.51z <= 358.49
2.39x + -9.79y + 3.54z <= 864.01
2.2x + 4.15y + -6.92z <= 312.98
-3.99x + -10.0y + 3.93z <= 926.55
9.18x + 8.52y + -4.56z <= 697.54
-0.84x + 8.62y + -3.03z <= 379.44
-6.81x + -2.38y + 1.4z <= 365.76
1.06x + 5.33y + -2.57z <= 192.24
-2.93x + 1.7y + 0.8z <= 239.63
5.41x + 3.0y + -5.03z <= 478.67
-8.0x + -4.66y + 4.81z <= 433.14
3.66x + -1.36y + 5.68z <= 634.35
-5.65x + 6.91y + -9.82z <= 827.01
9.84x + 2.99y + -3.92z <= 796.6
-1.3x + 1.29y + 3.5z <= 513.81
7.02x + 7.44y + -3.91z <= 680.53
1.29x + -3.58y + 3.34z <= 932.23
9.95x + 0.9y + -5.64z <= 171.56
-1.98x + -3.41y + 2.36z <= 467.41
1.86x + -2.25y + -5.32z <= 609.49
2.02x + 2.43y + -8.13z <= 904.68
4.55x + -7.81y + -5.36z <= 918.81
6.3x + 9.95y + -6.03z <= 904.1
7.27x + -4.59y + -2.79z <= 250.42
-2.38x + -5.02y + -5.56z <= 886.12
-5.28x + -9.02y + 4.67z <= 452.21
-5.48x + 6.43y + 2.82z <= 245.97
-3.04x + 1.64y + 9.08z <= 359.49
6.42x + -9.7y + -7.28z <= 912.89
-3.95x + -8.41y + 1.35z <= 981.23
1.46x + 9.03y + 8.0z <= 271.24
0.93x + -6.55y + 7.22z <= 913.28
-5.15x + -0.29y + 6.39z <= 790.63
7.68x + -9.83y + -6.86z <= 754.47
-8.14x + -6.38y + 4.56z <= 243.8
3.33x + 0.49y + 6.8z <= 487.1
6.12x + -0.43y + 9.91z <= 504.78
-2.65x + -4.72y + 6.46z <= 575.82
-9.44x + 9.15y + -4.52z <= 156.5
-3.94x + 7.96y + -0.61z <= 987.0
-0.31x + -3.57y + -8.27z <= 285.61
9.7x + -7.03y + 3.4z <= 595.06
0.67x + 5.98y + -2.0z <= 778.04
-7.42x + -9.28y + 5.99z <= 941.74
8.04x + -5.38y + 9.69z <= 714.39
-3.06x + -1.12y + 3.71z <= 315.89
-6.04x + 5.02y + 0.69z <= 931.75
-0.89x + 8.66y + -8.2z <= 134.1
-7.14x + -4.24y + -5.38z <= 301.99
5.25x + 0.51y + 5.06z <= 729.76
3.87x + -1.75y + -3.0z <= 484.56
0.94x + -5.17y + -3.36z <= 938.76
9.12x + -6.47y + -9.73z <= 543.89
-5.61x + -3.52y + 5.25z <= 540.1
-8.0x + -1.51y + 1.71z <= 939.45
5.27x + 1.93y + -4.16z <= 695.65
2.21x + 2.94y + -4.46z <= 694.37
2.5x + -7.82y + 8.32z <= 566.3
-9.58x + -9.64y + 4.25z <= 912.39
-7.61x + -9.65y + 3.5z <= 131.82
-2.48x + 2.34y + 3.88z <= 169.97
-4.31x + 0.71y + 2.79z <= 715.7
8.12x + 3.34y + -5.78z <= 321.21
-5.4x + 8.71y + -3.74z <= 849.68
-3.57x + 1.55y + -0.93z <= 972.43
-7.6x + -8.42y + 7.65z <= 240.39
3.84x + 3.6y + 3.56z <= 645.59
-0.28x + -7.02y + -7.68z <= 249.99
2.77x + -4.09y + -5.67z <= 701.31
-0.21x + 3.07y + 2.55z <= 340.7
0.04x + 2.35y + 7.97z <= 109.63
8.35x + -2.75y + 9.71z <= 753.68
1.99x + -4.1y + -6.19z <= 347.91
-1.94x + -6.09y + -1.19z <= 303.46
-6.65x + -3.44y + 1.54z <= 137.82
7.81x + 5.04y + 7.33z <= 382.62
-4.49x + -2.78y + -8.75z <= 413.58
0.56x + 0.72y + -0.97z <= 303.62
-0.62x + -5.78y + -8.43z <= 220.53
-6.22x + -5.23y + 0.48z <= 579.1
0.26x + -9.78y + -8.9z <= 932.38
5.22x + 1.16y + -8.58z <= 282.93
-3.81x + -3.87y + -9.69z <= 568.9
-6.33x + -9.12y + -9.51z <= 974.19
-0.19x + -8.01y + 7.11z <= 356.95
-9.22x + -2.83y + -0.89z <= 100.68
-7.12x + -1.53y + 0.4z <= 972.09
-5.35x + 7.18y + -6.02z <= 361.07
-7.52x + 0.88y + 5.47z <= 669.39
8.81x + 4.22y + -3.62z <= 109.85
6.19x + 0.75y + 8.37z <= 468.38
-2.24x + -0.54y + 6.67z <= 358.39
-2.78x + -2.75y + 5.52z <= 423.74
1.62x + 3.39y + 3.88z <= 819.1
-9.0x + -8.16y + -9.06z <= 574.28
-1.14x + 6.53y + -2.25z <= 288.16
-6.14x + 9.66y + -0.21z <= 161.91
-2.06x + 7.61y + 4.54z <= 177.71
5.22x + -2.73y + -6.07z <= 598.42
5.15x + 3.03y + 1.94z <= 489.61
-4.38x + -3.91y + 3.32z <= 174.88
4.76x + -1.64y + 0.5z <= 144.62
-0.94x + 8.11y + -8.7z <= 716.11
-0.04x + 1.21y + 3.37z <= 749.62
7.23x + 5.38y + -4.18z <= 654.71
2.43x + 6.66y + 5.65z <= 957.45
-7.07x + 0.73y + 6.42z <= 346.68
-4.75x + 7.86y + -7.57z <= 349.35
9.34x + -6.65y + 6.03z <= 328.69
9.1x + 1.69y + 2.67z <= 768.09
4.04x + 1.42y + -6.85z <= 146.6
-7.41x + 6.12y + -2.86z <= 371.84
3.5x + 9.96y + 0.9z <= 244.91
-0.05x + 9.39y + 4.47z <= 605.47
-0.82x + -7.11y + -3.12z <= 645.13
0.98x + 2.09y + 4.38z <= 941.67
-8.14x + 7.2y + 0.35z <= 181.38
1.37x + 7.48y + -0.36z <= 196.72
-8.46x + 7.52y + -8.01z <= 546.36
5.56x + -7.63y + -3.25z <= 701.45
5.66x + 8.58y + 2.02z <= 212.56
-9.61x + -7.38y + 3.23z <= 854.36
8.57x + 9.67y + -3.56z <= 652.24
-8.79x + 6.92y + -7.32z <= 469.62
-9.08x + 6.92y + 1.16z <= 901.17
-3.68x + 9.35y + 7.67z <= 889.28
6.62x + 2.36y + 6.05z <= 593.25
2.01x + -6.06y + -6.86z <= 812.76
-5.6x + -2.98y + 8.97z <= 144.37
-4.97x + 4.92y + -1.82z <= 572.93
-1.63x + -7.4y + -7.54z <= 421.24
-8.7x + -2.48y + 3.33z <= 465.03
5.16x + 1.5y + 7.33z <= 389.14
-5.24x + -9.95y + -3.09z <= 727.05
8.63x + -3.98y + 7.81z <= 101.33
-9.92x + -1.93y + -2.2z <= 126.77
8.3x + -2.1y + 1.02z <= 123.39
6.65x + 4.86y + 2.27z <= 501.28
9.65x + 2.24y + 1.52z <= 694.6
-3.07x + 4.48y + 4.38z <= 916.06
-4.67x + 3.51y + 4.3z <= 850.12
4.36x + 7.67y + -8.57z <= 663.08
-3.1x + 1.19y + -0.25z <= 615.33
1.77x + 3.93y + 0.43z <= 815.18
7.68x + 5.54y + 5.04z <= 958.66
-5.18x + 0.03y + 6.37z <= 559.82
-9.08x + 5.23y + 6.44z <= 393.71
5.9x + -2.2y + -0.22z <= 505.88
8.2x + -7.68y + -7.34z <= 841.54
1.85x + -2.72y + -9.98z <= 424.44
7.33x + 1.71y + 6.61z <= 907.24
8.86x + 2.52y + -2.07z <= 908.3
-9.88x + -7.14y + 2.12z <= 672.87
7.69x + 8.7y + 6.6z <= 182.6
-4.31x + -9.89y + -1.55z <= 831.01
-8.23x + -1.87y + -7.08z <= 841.27
-6.85x + -8.02y + -0.24z <= 483.96
-5.03x + 5.85y + -0.03z <= 176.94
-8.97x + 7.28y + -1.1z <= 514.19
-6.75x + 8.28y + -4.95z <= 622.5
-8.89x + 2.11y + 5.01z <= 632.22
-2.51x + -4.43y + 1.92z <= 631.89
1.97x + 1.57y + 4.51z <= 695.18
1.6x + 9.09y + 1.92z <= 856.0
4.43x + 9.28y + 7.29z <= 870.39
5.08x + -1.94y + -1.13z <= 849.48
-5.84x + 7.09y + 2.44z <= 392.44
-9.85x + -4.93y + -1.66z <= 684.09
8.62x + 2.59y + 0.04z <= 881.5
3.61x + -7.86y + 1.42z <= 210.65
-8.41x + -9.38y + -5.86z <= 506.36
-5.59x + -3.07y + 9.77z <= 252.55
-3.26x + 2.83y + 9.43z <= 227.53
-9.76x + -1.63y + 5.08z <= 396.38
-3.9x + -3.1y + -5.79z <= 709.24
6.78x + -7.98y + 7.86z <= 522.68
-0.66x + -4.96y + 9.54z <= 499.04
-5.14x + -6.28y + -3.36z <= 950.03
-4.84x + 9.51y + -6.46z <= 726.65
-6.81x + -2.44y + -6.12z <= 934.03
-6.53x + -6.38y + 1.77z <= 142.68
-8.13x + 9.78y + 2.12z <= 826.85
4.26x + -1.26y + -8.82z <= 956.69
-4.87x + 7.62y + -2.86z <= 756.32
-3.0x + -0.49y + 8.42z <= 122.91
-9.91x + -3.7y + 6.87z <= 505.02
9.71x + 9.39y + -7.47z <= 139.61
-7.3x + 1.55y + -4.96z <= 616.0
-4.91x + 5.79y + 5.97z <= 711.68
-5.2x + -9.65y + 3.2z <= 660.52
1.9x + -8.94y + -2.47z <= 502.0
-3.53x + -5.33y + 8.26z <= 391.56
-4.55x + 4.29y + -0.3z <= 512.22
2.49x + 5.81y + 4.52z <= 641.5
-2.87x + -9.82y + -3.75z <= 535.1
-8.92x + -6.77y + -4.05z <= 950.58
-8.79x + -3.37y + 0.59z <= 164.54
-2.72x + 3.05y + 8.94z <= 115.43
8.7x + -2.4y + -9.01z <= 749.59
-5.36x + -1.19y + 5.14z <= 267.66
4.16x + -7.31y + -1.74z <= 554.47
2.96x + 2.4y + 6.37z <= 554.13
-0.69x + 7.33y + -2.11z <= 252.21
6.62x + -8.32y + 6.31z <= 962.89
-2.87x + 6.5y + -0.19z <= 602.78
-2.45x + -8.39y + 1.41z <= 749.34
7.65x + -9.0y + -5.5z <= 923.66
-6.95x + 9.07y + 1.33z <= 695.71
4.75x + -6.12y + -3.17z <= 973.93
4.31x + -7.67y + 1.46z <= 883.92
4.53x + -0.47y + -3.71z <= 913.68
-5.27x + -6.03y + 1.95z <= 349.6
-3.44x + 4.54y + 2.18z <= 976.07
-5.11x + -7.05y + 7.84z <= 667.08
5.99x + -9.82y + -5.82z <= 321.1
2.22x + 0.82y + -3.47z <= 295.4
-7.19x + -5.54y + 5.93z <= 686.72
-1.54x + 6.14y + 3.52z <= 897.74
-8.16x + 3.02y + 8.57z <= 646.94
4.52x + 4.28y + 5.6z <= 376.04
-0.8x + 0.32y + 2.74z <= 315.28
-6.74x + -0.86y + -8.01z <= 233.58
5.3x + 6.91y + -9.56z <= 386.31
-5.32x + -6.08y + -2.39z <= 637.64
4.83x + 1.33y + -7.27z <= 467.4
6.23x + 5.95y + -1.56z <= 915.7
-4.36x + -4.76y + -9.57z <= 396.69
2.55x + -6.79y + -2.83z <= 886.88
-7.41x + 8.29y + -0.02z <= 330.52
7.52x + -2.81y + -3.23z <= 126.85
-2.53x + 6.88y + -0.11z <= 709.13
-2.09x + -3.24y + 1.19z <= 694.75
-6.18x + -5.58y + 2.07z <= 144.61
-4.42x + 8.62y + -2.1z <= 623.42
-8.58x + 9.85y + 6.01z <= 282.8
8.3x + 6.87y + -1.97z <= 335.5
5.02x + 6.92y + -4.67z <= 202.87
-8.28x + 7.16y + -1.71z <= 437.21
4.15x + -8.36y + -9.67z <= 506.03
-6.36x + -5.32y + -8.86z <= 158.96
-4.47x + 2.33y + 0.5z <= 496.41
2.22x + -6.82y + -4.48z <= 725.4
-1.96x + 9.07y + 6.29z <= 752.13
1.16x + -3.58y + -2.16z <= 373.01
8.98x + -0.32y + -9.95z <= 196.86
9.07x + -1.27y + -2.57z <= 105.97
-2.91x + -5.16y + -5.17z <= 468.82
-1.59x + 2.62y + -3.54z <= 500.92
8.81x + 3.29y + 9.98z <= 377.65
-8.34x + 7.97y + -3.46z <= 871.02
-3.83x + -6.83y + 0.97z <= 246.52
6.37x + -1.65y + -4.8z <= 891.86
-8.55x + -6.84y + 9.33z <= 857.75
-8.86x + -1.71y + -5.4z <= 645.76
-0.04x + 4.23y + 9.93z <= 817.0
7.3x + -4.88y + 7.68z <= 584.07
-9.65x + -6.21y + 7.44z <= 980.48
6.54x + -9.77y + 4.27z <= 993.99
-2.02x + -0.73y + 8.71z <= 848.16
-2.86x + 8.55y + 4.76z <= 548.29
0.42x + -2.69y + -7.41z <= 142.67
-2.71x + -7.52y + 1.24z <= 727.75
2.67x + -0.69y + 7.17z <= 884.63
0.85x + -4.29y + 6.3z <= 643.81
1.51x + -2.89y + 7.69z <= 413.26
0.48x + 8.26y + -7.65z <= 927.72
-9.19x + -6.13y + -8.6z <= 755.36
0.76x + 2.01y + -3.35z <= 980.13
-0.6x + 1.87y + 1.11z <= 809.43
5.6x + -6.23y + -3.68z <= 663.53
-6.93x + 9.88y + 5.16z <= 106.08
3.68x + -3.21y + 7.84z <= 359.57
-4.06x + 8.58y + -2.28z <= 388.02
8.49x + 5.27y + 1.43z <= 479.96
-9.59x + -8.9y + 9.28z <= 427.98
5.07x + 7.18y + 7.93z <= 322.18
-2.5x + -0.89y + 8.61z <= 600.76
2.76x + -3.58y + -9.12z <= 257.85
-9.59x + -1.26y + -2.8z <= 597.56
4.89x + -9.37y + -1.24z <= 672.33
6.47x + 6.5y + -7.97z <= 221.04
5.55x + 1.7y + 3.88z <= 234.58
-7.1x + 1.78y + -4.24z <= 925.69
-7.67x + -0.38y + 3.77z <= 334.95
-8.16x + 8.84y + -7.17z <= 305.66
-5.63x + 1.61y + -2.68z <= 531.64
-1.53x + 4.38y + -6.04z <= 577.79
-5.17x + -5.54y + 0.85z <= 893.29
-7.85x + 6.36y + -9.42z <= 406.0
-3.54x + 0.4y + -9.45z <= 951.32
6.32x + -1.88y + -3.72z <= 970.54
-9.58x + 3.32y + 0.57z <= 644.66
7.02x + 7.53y + 7.92z <= 164.02
-8.76x + 5.82y + -1.7z <= 199.09
1.62x + 6.53y + -9.66z <= 739.27
-8.01x + -6.59y + 0.39z <= 919.9
-3.52x + 5.8y + -4.95z <= 254.32
-1.15x + -1.01y + -2.38z <= 660.82
-2.3x + 3.99y + 4.73z <= 782.69
4.94x + -8.32y + 4.28z <= 725.4
5.67x + 6.58y + -5.02z <= 262.58
-2.75x + -4.04y + -8.84z <= 891.38
-1.85x + 6.09y + -2.51z <= 697.83
3.78x + 8.51y + -8.07z <= 630.6
7.84x + 7.25y + -0.29z <= 534.81
-0.85x + 2.6y + 7.6z <= 396.07
-1.09x + -0.6y + 5.1z <= 797.18
4.11x + -5.67y + 4.68z <= 264.43
4.05x + -6.18y + 2.03z <= 290.93
-0.72x + 7.27y + 9.8z <= 649.5
0.32x + -2.19y + 4.5z <= 329.3
1.17x + 5.5y + -4.73z <= 704.79
3.1x + -1.9y + -6.88z <= 192.91
-8.55x + -5.5y + 0.9z <= 861.34
2.9x + -9.46y + -2.32z <= 164.05
-8.02x + 4.37y + -8.41z <= 788.18
-9.27x + -9.81y + -2.34z <= 383.32
-5.65x + -6.64y + 4.38z <= 580.51
-1.33x + 4.6y + 7.56z <= 109.42
-0.99x + -5.83y + 2.08z <= 332.07
3.17x + -9.21y + -5.31z <= 851.28
8.04x + 8.64y + 9.52z <= 944.63
-2.08x + 8.53y + -2.01z <= 580.16
5.61x + -2.57y + 6.7z <= 949.96
-5.57x + -5.74y + 9.84z <= 860.83
0.7x + 9.81y + -3.18z <= 123.82
2.27x + -7.45y + 2.4z <= 101.82
7.76x + 9.64y + -5.62z <= 302.39
-0.38x + 0.05y + -3.82z <= 432.53
-4.87x + -1.02y + -4.5z <= 118.95
2.76x + 9.67y + 3.28z <= 777.83
-4.22x + 0.1y + -2.54z <= 356.16
8.24x + 3.86y + -6.38z <= 874.83
2.95x + 1.84y + 7.65z <= 813.42
-2.67x + -4.54y + -9.84z <= 195.36
-5.53x + 2.49y + 0.94z <= 671.88
-9.57x + 9.65y + -6.4z <= 904.52
4.28x + 0.41y + -7.21z <= 201.8
-8.12x + -8.64y + 4.46z <= 386.28
-3.07x + -9.29y + 5.79z <= 756.23
-7.98x + 0.67y + 8.6z <= 860.16
-8.75x + 6.74y + 1.19z <= 257.39
-9.19x + 7.07y + 3.44z <= 358.32
3.54x + -9.8y + 8.92z <= 207.1
0.82x + 9.13y + 8.43z <= 941.66
4.89x + -7.86y + -6.71z <= 800.07
7.94x + 2.67y + -7.7z <= 721.0
4.53x + 2.65y + -3.76z <= 519.02
5.15x + 9.3y + 3.69z <= 886.01
-6.84x + 1.15y + -2.04z <= 638.45
9.49x + -9.5y + -9.1z <= 831.46
0.37x + -9.6y + -3.53z <= 974.38
-3.58x + -1.09y + 5.93z <= 191.69
-7.69x + -8.73y + -4.46z <= 971.97
-5.38x + 4.21y + 4.25z <= 388.61
7.85x + -0.45y + -7.06z <= 220.75
-7.13x + -1.0y + 1.76z <= 992.43
8.35x + 3.21y + -7.13z <= 751.59
