max -9.19x + -8.95y + 2.64z
-4.0x + 0.15y + 2.42z <= 694.93
-8.77x + 2.11y + 6.55z <= 792.82
-1.07x + -0.09y + -5.68z <= 299.98
-9.62x + -2.46y + -6.67z <= 395.03
-4.1x + -2.91y + -3.5z <= 225.36
-2.0x + -5.17y + 8.83z <= 622.34
-9.75x + 5.36y + -6.56z <= 203.68
-5.87x + 3.77y + -5.36z <= 410.84
2.6x + -8.54y + 0.21z <= 684.08
8.26x + -4.18y + 5.31z <= 252.48
-2.05x + 4.78y + 4.28z <= 416.11
-8.4x + 8.15y + -1.64z <= 915.31
0.24x + -4.69y + -6.37z <= 717.48
5.79x + -6.44y + 2.87z <= 967.24
-5.61x + 0.11y + 3.99z <= 171.54
-8.93x + 1.79y + -6.58z <= 134.76
3.69x + -8.04y + -4.97z <= 577.19
1.7x + 3.06y + 3.66z <= 249.48
-5.47x + 2.37y + 2.88z <= 623.37
1.9x + -1.26y + -1.14z <= 601.04
-9.14x + 1.44y + 3.31z <= 645.26
-0.94x + 2.42y + 7.29z <= 315.17
8.3x + -9.05y + 7.99z <= 383.24
9.74x + 6.44y + 9.43z <= 188.15
0.94x + -6.65y + -4.87z <= 742.54
-9.11x + -9.79y + 4.88z <= 838.31
7.42x + 2.88y + -6.3z <= 515.54
5.79x + 8.35y + -8.09z <= 587.14
-0.29x + -2.21y + 7.61z <= 356.13
-6.94x + -8.58y + 8.55z <= 881.27
-8.02x + 3.73y + -9.31z <= 245.48
-8.73x + -7.38y + -8.45z <= 594.58
-7.77x + -3.43y + 5.27z <= 607.57
-1.02x + -4.35y + 0.94z <= 793.94
2.42x + 2.59y + -3.94z <= 369.04
-2.88x + 1.11y + -8.35z <= 260.72
9.11x + 4.85y + -5.18z <= 309.26
-4.73x + 6.23y + -3.61z <= 871.9
-0.3x + -2.71y + 6.65z <= 333.17
-6.53x + -9.06y + 4.8z <= 433.86
4.7x + 4.5y + 1.36z <= 783.4
-2.89x + 7.84y + -5.32z <= 498.15
5.44x + 2.57y + 5.84z <= 114.7
0.66x + 1.52y + -9.43z <= 864.2
8.6x + -2.83y + 9.95z <= 230.93
-5.16x + -4.69y + 0.26z <= 847.32
9.61x + -8.94y + -8.97z <= 158.83
-8.18x + -9.51y + -2.85z <= 283.34
3.54x + 9.35y + -8.22z <= 971.03
-7.49x + -2.12y + 7.2z <= 139.38
7.28x + 9.21y + 3.04z <= 494.64
2.36x + 4.63y + -3.87z <= 293.96
7.73x + -8.6y + 9.73z <= 246.74
8.63x + -4.9y + -5.15z <= 930.99
7.22x + -8.31y + -5.7z <= 116.53
-1.35x + 0.78y + 2.9z <= 634.3
-4.92x + -5.25y + 6.01z <= 209.81
9.85x + 8.15y + -0.47z <= 614.73
7.7x + -4.78y + -0.61z <= 885.64
-2.5x + 9.83y + 4.57z <= 684.61
9.47x + 0.64y + -3.43z <= 989.46
-3.39x + -9.26y + 9.22z <= 882.43
1.92x + -7.28y + -0.59z <= 721.93
-9.53x + -1.17y + -4.72z <= 196.6
5.33x + -4.58y + -2.73z <= 340.63
3.5x + 5.76y + -7.47z <= 603.82
-4.36x + -4.2y + 9.59z <= 680.89
-4.63x + 1.24y + -1.67z <= 376.41
-7.09x + -1.88y + 7.88z <= 919.66
1.62x + 6.17y + -1.8z <= 997.06
-1.64x + -7.17y + -3.89z <= 195.73
-4.64x + -2.94y + 0.82z <= 929.23
-3.92x + -4.83y + 8.68z <= 650.47
0.89x + 8.87y + -3.34z <= 627.39
-7.84x + 0.45y + 6.64z <= 533.29
-5.61x + -8.09y + -9.16z <= 440.97
-9.22x + -8.76y + -0.85z <= 261.26
-5.1x + 6.7y + -1.91z <= 561.86
8.92x + 0.1y + 8.08z <= 599.61
-9.38x + -5.06y + -0.13z <= 622.22
-6.23x + -8.88y + 3.13z <= 962.23
-4.39x + -9.99y + 4.5z <= 731.09
-2.24x + 2.81y + -1.46z <= 801.88
9.86x + -8.61y + -0.55z <= 938.81
0.8x + -1.65y + 6.17z <= 553.98
-0.59x + -4.52y + -5.27z <= 704.13
8.09x + -1.39y + -1.32z <= 502.59
6.56x + -2.51y + 2.11z <= 676.23
-2.25x + 0.27y + 7.29z <= 260.92
-2.95x + -8.31y + -1.76z <= 475.86
3.55x + -2.34y + 9.55z <= 745.48
4.72x + -5.89y + 1.07z <= 169.49
5.83x + -7.24y + -9.14z <= 713.02
2.71x + -8.54y + -5.08z <= 785.25
1.19x + 0.15y + 4.2z <= 632.13
-8.79x + 2.11y + 4.28z <= 460.65
-0.42x + 6.36y + 4.56z <= 798.27
0.18x + -7.55y + 8.8z <= 835.71
8.47x + 3.53y + 1.39z <= 686.96
-0.32x + 7.17y + -0.59z <= 677.52
-2.47x + -0.9y + -3.92z <= 197.85
-9.31x + -2.74y + -3.75z <= 668.83
-2.64x + 9.64y + -4.64z <= 742.01
9.63x + -9.58y + -2.37z <= 781.47
-5.9x + -2.17y + 1.01z <= 311.78
-7.98x + -6.11y + 2.43z <= 831.75
1.85x + 7.38y + -3.01z <= 722.72
1.17x + -7.95y + -2.36z <= 144.8
4.77x + -7.69y + -3.82z <= 769.85
-6.12x + 7.42y + -1.45z <= 784.29
4.65x + -6.79y + 8.69z <= 657.14
-7.26x + -5.71y + 1.88z <= 884.78
6.5x + -9.52y + 0.37z <= 470.26
-4.35x + -7.68y + -2.07z <= 383.09
4.02x + 1.55y + 2.82z <= 190.37
-0.44x + 8.7y + -2.22z <= 712.63
-3.4x + -7.6y + 3.73z <= 774.68
-1.89x + -6.99y + 1.77z <= 238.14
8.99x + -7.97y + 8.55z <= 131.58
0.09x + 2.28y + 2.8z <= 586.12
-5.63x + -5.76y + 5.97z <= 812.7
-7.08x + 3.44y + 9.24z <= 746.36
-6.26x + -8.27y + -0.83z <= 303.93
3.24x + -1.49y + 9.32z <= 478.74
-5.59x + 6.93y + 2.02z <= 333.52
-0.99x + -9.08y + -2.8z <= 191.02
-0.87x + -7.12y + 2.75z <= 683.55
-8.92x + 9.34y + -5.7z <= 863.38
-0.17x + -5.57y + -8.53z <= 828.86
8.45x + 3.6y + -8.1z <= 453.71
5.91x + 3.28y + 4.75z <= 426.8
3.35x + 5.58y + -8.37z <= 167.81
7.11x + -6.97y + 1.92z <= 702.63
3.64x + 7.74y + -8.58z <= 103.1
-6.38x + 4.89y + 9.83z <= 837.89
-4.79x + -5.85y + 0.06z <= 571.39
-1.63x + -8.64y + 1.4z <= 438.29
4.89x + -7.6y + -3.48z <= 878.14
-0.51x + -8.52y + -2.94z <= 975.74
-9.15x + 2.19y + -0.23z <= 323.0
-8.45x + 0.61y + -8.16z <= 139.22
6.16x + 4.93y + 1.63z <= 215.08
-0.48x + -7.35y + -3.67z <= 857.73
8.14x + 8.53y + -8.96z <= 816.39
0.54x + 4.22y + 7.04z <= 195.78
-6.5x + -3.13y + -3.34z <= 452.45
0.03x + -3.3y + -7.14z <= 517.37
-2.56x + -1.38y + -8.7z <= 702.62
0.95x + 5.64y + -6.76z <= 761.85
9.02x + -0.96y + 7.05z <= 412.6
-6.26x + -9.93y + -7.35z <= 770.29
-0.39x + 9.73y + 5.48z <= 858.23
-1.5x + 8.01y + 4.36z <= 781.35
-5.49x + -8.7y + 8.98z <= 396.33
1.74x + 6.69y + -4.75z <= 312.07
-6.75x + 2.32y + 3.08z <= 227.4
-5.38x + -1.2y + -8.52z <= 799.34
9.18x + 0.81y + 8.27z <= 629.5
-0.39x + 3.55y + 7.65z <= 815.31
2.81x + 5.22y + 5.86z <= 380.6
-7.22x + 6.63y + -4.59z <= 283.45
1.68x + -1.44y + 9.74z <= 838.52
-5.14x + -9.0y + 9.83z <= 613.25
-8.88x + -8.72y + -5.68z <= 373.41
-5.52x + 0.91y + -6.14z <= 724.76
-6.33x + 9.85y + -5.48z <= 794.67
-8.97x + 7.85y + 5.5z <= 969.24
-9.89x + 9.4y + 4.73z <= 449.49
9.37x + 8.61y + -6.62z <= 669.31
8.86x + 5.85y + 8.56z <= 439.83
-8.42x + 2.73y + 7.27z <= 856.92
-9.42x + 7.19y + -0.74z <= 635.02
7.46x + 4.12y + 4.62z <= 834.67
9.58x + -8.25y + -7.05z <= 629.17
7.22x + -3.06y + 4.49z <= 102.17
5.29x + -5.62y + 3.92z <= 306.63
-6.21x + 2.07y + 1.71z <= 914.57
-0.9x + -7.62y + -0.44z <= 581.79
1.08x + 5.48y + -3.86z <= 763.29
-6.69x + -5.7y + -6.83z <= 992.08
-0.22x + 5.82y + 4.33z <= 128.54
1.47x + 6.58y + 4.36z <= 363.24
-1.52x + 4.98y + 1.68z <= 223.62
-9.53x + -0.06y + 9.93z <= 394.68
6.19x + 9.5y + -7.51z <= 597.75
-3.62x + -2.42y + 4.26z <= 221.26
7.69x + 2.43y + 5.92z <= 681.2
-2.88x + -1.7y + -8.01z <= 829.67
5.6x + 1.56y + -6.61z <= 217.5
-7.24x + -9.46y + 3.66z <= 793.94
6.9x + 2.59y + 7.27z <= 117.02
-7.01x + 5.29y + 8.46z <= 999.95
-6.1x + -1.31y + -2.09z <= 944.87
0.14x + 8.86y + -0.63z <= 346.61
1.87x + 7.25y + -6.12z <= 903.33
-1.96x + 4.87y + 6.12z <= 638.17
0.67x + 8.08y + 2.2z <= 580.27
-3.33x + 7.55y + -1.2z <= 141.76
6.62x + -5.86y + 0.37z <= 799.64
7.5x + -3.94y + -9.5z <= 873.85
0.92x + 3.62y + -7.34z <= 519.22
7.95x + -7.57y + 7.13z <= 439.08
8.16x + -5.59y + 5.9z <= 367.43
-0.52x + 2.21y + 2.18z <= 692.3
-4.5x + 5.17y + -2.1z <= 798.96
-3.24x + -4.58y + 1.59z <= 587.16
-7.44x + -8.86y + 5.46z <= 203.05
5.93x + 3.74y + 3.53z <= 834.25
8.37x + -5.95y + -6.47z <= 537.08
-3.35x + 8.78y + 9.24z <= 569.38
6.37x + -8.85y + -2.3z <= 236.79
-2.22x + 2.45y + 8.33z <= 554.26
1.58x + 8.87y + 6.14z <= 986.82
-5.44x + -7.85y + -8.56z <= 930.17
-8.86x + 6.29y + 7.84z <= 517.11
5.87x + -1.33y + -4.92z <= 366.16
5.44x + 1.68y + -6.11z <= 838.97
3.61x + -2.92y + -1.43z <= 894.4
4.23x + -0.52y + -8.12z <= 280.82
6.11x + 5.75y + -1.75z <= 307.13
6.7x + -8.6y + -0.99z <= 283.44
0.49x + 8.49y + -8.78z <= 575.94
-4.96x + -7.9y + 0.22z <= 455.61
-6.46x + 4.3y + -4.16z <= 326.83
1.54x + 9.72y + 4.29z <= 536.11
-7.79x + -8.75y + -4.43z <= 603.58
-4.98x + 6.73y + 9.06z <= 555.88
6.02x + 3.63y + 1.03z <= 818.64
3.71x + -0.96y + -7.44z <= 791.16
6.07x + 4.81y + -9.56z <= 330.38
8.32x + 4.73y + -9.06z <= 361.63
-1.64x + -2.46y + 4.98z <= 141.91
7.47x + 0.36y + 4.05z <= 127.83
-1.28x + -2.12y + 0.26z <= 327.86
3.59x + -7.17y + 6.43z <= 211.85
6.17x + -0.26y + 3.28z <= 908.68
6.12x + -5.5y + 7.14z <= 446.63
-3.06x + 6.17y + -8.73z <= 312.73
6.66x + 5.67y + -0.25z <= 163.4
6.3x + -1.32y + -2.72z <= 178.56
1.13x + -3.6y + 0.24z <= 760.56
0.71x + 2.93y + 4.72z <= 755.13
-8.68x + -3.71y + -5.84z <= 356.99
1.76x + -5.96y + 1.16z <= 443.06
-8.54x + 6.88y + -3.14z <= 753.76
-1.38x + 1.55y + -1.11z <= 769.15
3.64x + 5.0y + -9.83z <= 422.01
6.47x + 1.8y + 4.34z <= 585.01
8.94x + -4.61y + -1.9z <= 492.97
-5.35x + 1.07y + -3.85z <= 660.77
-2.41x + -4.79y + -6.92z <= 416.09
-2.81x + -9.06y + 9.2z <= 652.08
6.53x + -9.79y + -8.64z <= 125.05
-9.28x + -2.06y + 8.99z <= 589.25
8.04x + 4.63y + -3.21z <= 968.09
-8.86x + 6.99y + 7.82z <= 429.73
0.59x + -6.89y + -2.69z <= 934.54
-1.14x + 9.91y + -9.23z <= 712.8
7.85x + 9.25y + -9.21z <= 351.94
9.5x + -7.92y + -6.79z <= 239.16
1.44x + 2.05y + -0.73z <= 898.31
-0.38x + -7.53y + 3.58z <= 364.85
-2.98x + 5.43y + 6.24z <= 858.26
-1.46x + -3.7y + 3.74z <= 493.25
-8.67x + 1.03y + 0.93z <= 372.67
-6.8x + -3.59y + 0.36z <= 797.2
-0.62x + 3.34y + 2.1z <= 597.93
-7.78x + 0.38y + -3.93z <= 634.82
9.51x + -0.7y + -1.48z <= 949.98
6.33x + 2.64y + -5.13z <= 803.55
-3.52x + -6.98y + -0.35z <= 800.89
7.41x + -6.88y + 4.83z <= 619.93
-9.05x + 6.05y + -2.43z <= 102.53
-9.32x + 9.67y + -6.99z <= 106.36
-2.04x + -3.63y + -5.66z <= 940.35
-9.3x + -2.95y + -5.09z <= 588.18
-5.45x + 9.07y + -4.29z <= 280.93
3.17x + -6.67y + 5.29z <= 437.08
-0.84x + -8.61y + 7.02z <= 402.98
1.06x + 8.22y + -3.41z <= 727.79
-4.16x + 4.74y + 7.04z <= 779.45
-3.45x + -1.03y + -1.32z <= 366.59
6.19x + -1.09y + 9.93z <= 139.05
-6.51x + 2.38y + 3.54z <= 577.21
3.14x + -3.24y + 3.15z <= 617.91
6.38x + 3.58y + -6.66z <= 969.02
7.11x + -4.6y + 2.68z <= 774.08
-3.29x + 1.02y + -2.42z <= 161.0
9.39x + 8.06y + -6.29z <= 390.71
-0.68x + 1.02y + -7.51z <= 783.96
-6.98x + 7.92y + 0.47z <= 810.68
4.09x + -4.89y + -6.33z <= 420.96
-0.18x + -6.87y + -0.78z <= 868.8
0.94x + -5.18y + 6.7z <= 325.79
-4.17x + -1.12y + -4.93z <= 626.88
5.73x + -8.34y + -3.97z <= 402.35
-3.44x + 1.14y + -7.25z <= 322.2
5.59x + -9.93y + 7.5z <= 719.62
-6.67x + -4.72y + -5.4z <= 517.67
-3.95x + -2.61y + -8.49z <= 172.6
-5.46x + -6.71y + -8.5z <= 547.05
9.42x + 0.22y + 5.48z <= 631.15
-7.92x + -9.51y + 0.77z <= 273.74
-4.8x + -3.02y + -4.59z <= 573.44
7.16x + 7.91y + -5.19z <= 365.91
0.19x + -4.64y + -0.43z <= 450.59
8.29x + 3.38y + -7.01z <= 112.28
-6.46x + -7.07y + -9.38z <= 553.5
1.28x + 6.56y + -4.9z <= 147.59
-0.36x + 6.73y + -1.52z <= 547.41
-5.16x + 9.28y + -4.1z <= 339.01
-4.04x + 1.45y + -7.05z <= 397.52
-8.25x + 1.14y + -4.08z <= 541.66
-4.96x + 5.89y + 2.11z <= 144.22
6.05x + -0.31y + 1.21z <= 784.31
2.67x + 7.45y + 7.9z <= 785.8
-0.31x + -3.44y + -5.51z <= 170.66
-6.08x + 4.77y + 2.57z <= 489.9
9.55x + 5.67y + 9.01z <= 486.83
9.81x + -3.45y + 5.7z <= 676.57
7.89x + -6.5y + -8.88z <= 922.56
-9.3x + 3.98y + 8.32z <= 377.33
-0.11x + -2.85y + 8.78z <= 202.81
8.08x + -7.04y + 8.11z <= 304.45
9.37x + -5.47y + -8.64z <= 634.54
9.09x + -6.83y + -2.91z <= 577.39
9.97x + 3.47y + -5.8z <= 400.6
-9.67x + -3.66y + 2.16z <= 708.14
2.17x + -1.7y + -0.92z <= 109.07
-9.7x + -0.64y + -9.24z <= 222.37
-0.52x + -1.91y + -5.84z <= 298.21
-4.59x + 4.64y + 3.43z <= 294.24
0.77x + 4.1y + 6.9z <= 253.68
1.6x + 3.79y + -9.76z <= 120.95
4.2x + 9.86y + -6.86z <= 302.25
1.43x + -0.78y + -3.35z <= 979.11
3.01x + -2.09y + 2.76z <= 756.57
2.33x + 4.33y + -5.67z <= 526.27
-9.31x + 8.87y + 9.4z <= 432.33
5.8x + -3.93y + -9.37z <= 616.44
-6.1x + 5.06y + 8.66z <= 769.85
-9.63x + 3.24y + 3.19z <= 337.27
1.83x + 3.35y + -4.23z <= 574.33
7.32x + 8.5y + -4.19z <= 400.33
-0.89x + 2.27y + 4.68z <= 396.2
4.06x + -2.61y + -9.53z <= 372.38
-2.1x + -7.13y + 7.84z <= 346.29
6.28x + 7.07y + 7.39z <= 725.82
9.88x + -4.5y + 5.64z <= 486.51
-4.7x + 7.35y + 3.14z <= 598.13
9.29x + -4.67y + -1.01z <= 307.58
8.21x + 2.0y + 6.71z <= 462.01
1.79x + 2.26y + -8.4z <= 472.41
4.16x + 6.99y + -1.54z <= 995.94
2.98x + 7.0y + 3.21z <= 444.23
4.35x + -2.25y + -9.07z <= 800.06
7.03x + -4.66y + 9.95z <= 116.81
-4.56x + -1.35y + 7.65z <= 847.31
-6.98x + 5.87y + 9.43z <= 808.34
9.68x + 4.18y + 9.99z <= 677.4
-1.24x + -8.96y + 3.47z <= 181.4
0.42x + -6.94y + -9.04z <= 294.97
-5.75x + 9.12y + 4.03z <= 582.15
4.39x + 7.58y + 6.34z <= 480.01
-5.29x + 7.47y + 3.37z <= 930.5
-3.43x + 8.89y + 5.25z <= 919.58
0.82x + 8.4y + 0.65z <= 819.86
-5.45x + 5.69y + -5.99z <= 260.81
9.98x + -7.65y + -8.81z <= 678.82
-2.88x + -0.63y + 8.66z <= 236.71
-7.19x + 7.43y + -8.25z <= 939.4
-7.64x + -6.93y + -6.99z <= 520.61
8.5x + 0.64y + 7.73z <= 616.86
2.02x + 9.63y + 6.08z <= 644.84
-6.51x + 6.78y + -5.22z <= 519.38
9.14x + 8.73y + -3.18z <= 411.27
2.0x + 4.51y + 6.04z <= 496.68
-0.68x + -6.41y + 6.22z <= 738.46
7.26x + 2.75y + 2.19z <= 126.12
-1.29x + -0.01y + 3.07z <= 184.86
-2.89x + -9.12y + -5.46z <= 711.94
4.18x + -3.69y + 3.5z <= 574.35
-4.33x + 6.05y + -1.38z <= 827.46
5.62x + 4.32y + 8.6z <= 225.36
-2.44x + 9.14y + -8.24z <= 408.83
8.71x + -6.21y + -1.03z <= 997.42
-0.65x + -1.26y + -7.95z <= 133.4
4.62x + -4.06y + -7.01z <= 833.18
5.08x + -1.03y + -3.61z <= 314.7
-1.96x + 6.8y + -7.45z <= 685.13
-3.13x + -6.86y + -7.93z <= 320.47
5.32x + 3.0y + 3.34z <= 274.38
-6.03x + 2.2y + 5.5z <= 798.7
-5.98x + 7.53y + 4.54z <= 159.06
5.16x + -3.3y + 0.94z <= 875.54
-6.88x + 3.39y + 9.61z <= 481.45
7.04x + -8.53y + 6.66z <= 839.28
0.46x + 6.09y + -5.96z <= 595.94
8.34x + -1.41y + -4.87z <= 848.63
7.11x + -2.49y + 8.69z <= 307.14
7.21x + 2.9y + -6.54z <= 581.59
8.49x + 9.23y + 0.59z <= 248.63
0.3x + -0.16y + 0.53z <= 621.47
-9.46x + 7.0y + 3.15z <= 290.63
1.58x + 1.27y + -9.41z <= 730.41
-3.47x + -5.19y + 2.06z <= 914.21
-4.83x + 0.76y + -4.06z <= 429.18
-6.5x + -5.86y + -7.09z <= 328.59
-9.96x + 3.97y + -2.74z <= 263.69
-7.34x + -6.55y + -3.73z <= 338.04
-9.08x + -4.79y + -0.89z <= 388.47
-2.51x + 8.81y + -3.52z <= 327.17
-4.66x + -6.7y + 6.61z <= 206.66
5.18x + -5.52y + 1.09z <= 699.54
7.53x + -7.77y + 6.45z <= 589.47
-7.09x + -4.19y + -0.97z <= 996.83
-4.66x + 7.49y + -7.11z <= 428.57
7.87x + -9.31y + -9.13z <= 364.8
-2.18x + -5.62y + -2.39z <= 266.85
-7.46x + 8.46y + -8.69z <= 924.61
-2.15x + -7.13y + 2.16z <= 340.16
0.42x + 5.15y + 8.98z <= 660.68
2.54x + 3.4y + -1.52z <= 200.35
3.87x + 0.81y + -8.71z <= 884.98
7.65x + -6.0y + 4.31z <= 883.98
7.64x + 7.19y + 8.41z <= 349.09
9.97x + -2.86y + 1.74z <= 470.11
-2.2x + -6.61y + -6.17z <= 292.1
-7.42x + 7.54y + -8.01z <= 522.9
-2.45x + -4.55y + -1.98z <= 840.0
-7.28x + -7.25y + 2.4z <= 488.65
1.04x + -4.67y + -9.12z <= 353.0
1.25x + -7.8y + -1.39z <= 593.02
3.29x + 8.72y + 2.24z <= 834.14
-7.18x + 9.1y + -0.28z <= 570.93
-2.94x + 4.74y + 1.38z <= 760.8
-3.25x + -7.94y + -3.97z <= 947.16
-6.54x + -6.36y + -3.05z <= 783.43
-3.39x + 9.47y + -7.46z <= 632.96
9.81x + 4.77y + 7.15z <= 199.87
-9.46x + 5.15y + -9.1z <= 715.34
2.6x + -9.79y + 7.04z <= 639.42
7.85x + -3.88y + 4.2z <= 992.23
-4.27x + -8.89y + 1.42z <= 529.92
-7.19x + -2.62y + -9.16z <= 155.78
3.16x + 9.72y + -4.06z <= 610.18
-2.53x + -4.55y + 2.85z <= 676.76
9.56x + 1.63y + -3.04z <= 969.32
-3.86x + -6.61y + 9.84z <= 503.49
-5.34x + 5.78y + -2.37z <= 870.43
-9.72x + 5.01y + -5.89z <= 517.27
0.97x + 5.76y + 7.63z <= 575.67
-0.51x + -9.59y + -0.34z <= 908.35
3.25x + 5.56y + -4.82z <= 563.62
7.09x + 6.68y + 0.63z <= 843.76
5.75x + 9.71y + -8.3z <= 998.14
-6.68x + -5.91y + 5.71z <= 564.01
-0.23x + -5.16y + 6.13z <= 567.95
6.15x + -0.82y + 5.89z <= 967.25
7.87x + 0.48y + -5.62z <= 183.43
-3.12x + -2.72y + -0.71z <= 881.09
6.07x + 5.14y + -2.75z <= 257.02
0.64x + -9.41y + -3.85z <= 925.01
-4.12x + 7.85y + -2.54z <= 292.38
-1.72x + -0.13y + 6.02z <= 795.75
-2.8x + 3.86y + 0.25z <= 173.53
2.24x + -3.74y + 6.37z <= 551.0
7.53x + -2.44y + 9.06z <= 853.4
-4.26x + 3.72y + -2.25z <= 891.53
-0.97x + 2.81y + -3.64z <= 485.75
0.11x + 4.22y + -5.18z <= 682.36
9.38x + 6.58y + 9.57z <= 762.87
6.12x + 8.96y + 2.0z <= 882.86
9.98x + 2.76y + 3.25z <= 296.7
5.19x + 8.66y + 7.27z <= 262.67
4.9x + 4.65y + 2.75z <= 394.51
-2.37x + -5.7y + 7.8z <= 689.49
-6.47x + 2.63y + -7.19z <= 161.1
-7.26x + -5.35y + 6.31z <= 306.6
4.53x + 6.11y + -4.03z <= 999.17
4.64x + 5.63y + 4.94z <= 288.91
8.98x + -3.26y + -6.87z <= 131.46
0.04x + -3.36y + -9.48z <= 762.18
-9.0x + -4.81y + -9.51z <= 963.1
-2.42x + -4.7y + -8.08z <= 981.26
-5.77x + 6.92y + 0.83z <= 782.19
-1.62x + -3.31y + 5.86z <= 677.17
-2.48x + 2.04y + 9.44z <= 907.9
-7.79x + 4.12y + 0.07z <= 712.56
-9.86x + 8.12y + 0.87z <= 970.09
-6.9x + 3.29y + 6.08z <= 996.41
-5.39x + -5.03y + 4.1z <= 733.46
8.51x + -9.2y + -3.15z <= 122.48
-6.1x + 5.29y + 2.82z <= 731.96
7.37x + 9.53y + -2.37z <= 505.22
-7.7x + -2.57y + 1.06z <= 686.18
-8.95x + 3.78y + 7.81z <= 405.61
0.93x + 1.88y + -3.24z <= 721.07
6.38x + -6.07y + 0.9z <= 454.43
-0.77x + 6.33y + -3.53z <= 176.47
0.03x + 7.53y + -9.38z <= 218.95
-7.58x + -4.35y + -7.68z <= 860.09
-3.56x + 9.71y + 6.98z <= 389.35
-4.84x + 3.25y + -5.53z <= 799.26
5.29x + 9.85y + 6.14z <= 943.75
1.97x + 3.06y + -1.36z <= 111.94
-6.87x + -4.88y + 3.95z <= 758.27
-5.54x + -4.27y + -0.02z <= 174.64
3.12x + 5.61y + -8.04z <= 701.94
9.88x + -9.22y + -0.69z <= 574.94
-4.09x + -6.86y + -6.4z <= 159.81
-1.41x + 9.65y + -0.27z <= 285.25
9.57x + -0.48y + 0.55z <= 330.62
6.74x + -3.7y + -6.83z <= 411.62
0.7x + 6.67y + 7.16z <= 752.96
-8.1x + 0.55y + -1.31z <= 264.82
8.41x + -6.74y + -0.56z <= 680.89
-3.18x + -9.58y + 0.92z <= 754.82
9.28x + 3.7y + -3.26z <= 591.24
4.82x + 0.37y + 0.96z <= 984.86
-3.55x + -0.28y + -4.8z <= 659.32
-5.07x + 4.89y + -7.12z <= 506.67
-4.62x + 7.56y + 9.67z <= 811.46
8.0x + -9.01y + -1.03z <= 954.68
4.58x + 7.71y + 8.23z <= 972.58
-9.69x + 4.7y + 3.59z <= 577.46
1.68x + -1.83y + -1.25z <= 112.72
8.66x + 9.14y + -7.16z <= 330.04
9.9x + 4.47y + 1.75z <= 718.79
-3.59x + 9.39y + -4.06z <= 921.42
-9.85x + 8.34y + 5.74z <= 413.82
-7.71x + 5.8y + 7.15z <= 307.84
-1.89x + 7.08y + -0.88z <= 190.48
-0.12x + -0.19y + 1.37z <= 605.11
3.91x + -3.27y + -8.37z <= 147.62
4.72x + 2.64y + -0.44z <= 126.95
-1.37x + -9.47y + -3.37z <= 639.82
-6.71x + -6.0y + -4.74z <= 933.43
-3.29x + -7.69y + 7.68z <= 895.1
5.82x + 3.84y + 1.78z <= 276.65
5.44x + -8.83y + 1.32z <= 889.09
-5.91x + 2.19y + 5.51z <= 844.4
0.72x + 5.18y + -7.8z <= 281.25
0.67x + 0.12y + 8.51z <= 993.96
-0.56x + -2.52y + 1.05z <= 268.49
3.26x + 5.66y + 8.51z <= 208.85
1.98x + -1.37y + -5.45z <= 923.87
3.6x + 8.77y + 2.41z <= 207.34
-9.22x + 3.42y + -8.67z <= 260.86
6.17x + -5.41y + -7.62z <= 109.38
2.36x + -8.65y + 6.46z <= 628.88
5.53x + 1.48y + 3.26z <= 875.39
2.4x + -6.62y + -7.2z <= 384.2
-0.57x + -8.14y + 2.46z <= 663.14
6.19x + 3.62y + 1.6z <= 886.54
-6.62x + -8.53y + -7.13z <= 820.43
4.14x + 1.83y + 3.95z <= 872.75
6.6x + -1.18y + 1.22z <= 717.01
-3.77x + -0.93y + 8.68z <= 834.63
8.69x + -2.17y + -2.41z <= 816.64
5.87x + 4.24y + -0.44z <= 732.17
2.17x + 4.66y + -4.55z <= 310.3
-0.62x + 5.43y + 6.92z <= 462.31
-7.48x + -4.33y + 7.18z <= 830.53
5.49x + 8.99y + -2.33z <= 767.4
-3.61x + 2.49y + 8.15z <= 663.67
-5.59x + -3.83y + -3.46z <= 321.78
-8.19x + -3.3y + -4.72z <= 960.18
-4.55x + -5.61y + 2.7z <= 835.55
1.46x + 7.73y + -6.75z <= 688.3
-6.76x + -5.88y + 5.14z <= 493.92
1.05x + -4.17y + 1.7z <= 804.22
-3.65x + 5.64y + 2.99z <= 692.38
-2.7x + 9.59y + -7.88z <= 146.38
7.56x + -7.02y + -3.1z <= 107.64
8.2x + -4.77y + 8.33z <= 205.4
-3.77x + -6.14y + 1.54z <= 499.89
-5.1x + 1.63y + 8.86z <= 963.47
9.08x + -9.78y + -2.25z <= 161.93
6.18x + 6.92y + 8.35z <= 729.48
-4.95x + -8.69y + 5.69z <= 175.77
8.74x + -7.99y + -3.7z <= 480.95
-7.72x + 5.63y + -5.2z <= 657.87
9.04x + 7.92y + 0.22z <= 712.39
-4.05x + 6.27y + -8.02z <= 457.55
-6.74x + -0.4y + 3.4z <= 272.38
-1.06x + 3.19y + 0.38z <= 739.51
-8.22x + -6.09y + 4.85z <= 650.16
-4.16x + -8.35y + -1.05z <= 661.0
4.58x + -0.84y + -3.22z <= 175.27
9.29x + -3.19y + 5.54z <= 273.21
0.1x + -2.17y + 4.06z <= 975.45
-1.59x + -8.32y + 3.48z <= 885.39
-7.44x + -2.77y + -8.46z <= 921.7
