max 9.47x + 1.74y + -4.7z
0.4x + -1.13y + 7.72z <= 863.18
-9.19x + 5.48y + -8.56z <= 309.84
-0.84x + 4.99y + -9.26z <= 824.35
5.73x + 9.12y + -7.13z <= 511.93
6.1x + -9.44y + -0.86z <= 710.91
-3.35x + -7.2y + -2.91z <= 293.4
-5.89x + -7.39y + -2.01z <= 132.01
7.54x + 0.22y + 8.51z <= 939.31
-1.76x + 7.09y + -2.59z <= 960.09
4.03x + -2.26y + -2.12z <= 141.13
9.22x + 1.49y + -7.09z <= 202.23
-4.07x + 2.6y + -9.64z <= 942.55
-0.24x + -1.33y + 4.15z <= 358.29
-9.25x + -2.58y + 7.0z <= 537.47
-3.21x + 2.75y + 3.99z <= 144.58
3.84x + -1.81y + 6.83z <= 288.45
-9.41x + 5.45y + -3.49z <= 549.33
-1.02x + -6.11y + 9.94z <= 994.62
-9.83x + 8.56y + -7.6z <= 518.29
-9.18x + 9.67y + -2.4z <= 658.77
-0.14x + 5.33y + 3.85z <= 395.45
1.01x + -7.73y + -1.45z <= 631.64
2.99x + -5.87y + -7.64z <= 895.83
8.83x + 7.87y + 9.86z <= 533.65
-4.71x + 3.54y + -2.68z <= 686.93
-4.21x + 3.12y + -1.34z <= 373.77
7.34x + 4.38y + 9.0z <= 545.24
-2.57x + -0.36y + 4.99z <= 676.63
-4.81x + -0.5y + -3.37z <= 118.14
3.62x + -8.41y + -8.49z <= 717.47
-8.75x + 3.03y + -8.29z <= 381.78
-6.68x + -3.15y + -5.27z <= 110.55
-8.94x + -5.96y + -6.59z <= 959.51
-5.12x + -5.63y + 3.4z <= 759.83
-9.6x + -8.13y + 7.26z <= 552.35
5.58x + -5.49y + -1.38z <= 899.79
-0.99x + -0.09y + -4.62z <= 452.2
-8.75x + -3.41y + -9.28z <= 568.28
9.25x + -6.71y + -7.44z <= 794.58
-2.17x + 9.27y + -0.57z <= 850.22
3.31x + -7.95y + 3.97z <= 410.64
2.96x + 7.52y + 9.59z <= 422.17
-9.62x + 4.99y + -2.6z <= 582.47
2.28x + -1.13y + 9.73z <= 605.34
-1.66x + 0.95y + 1.75z <= 917.32
0.91x + -5.0y + 2.61z <= 171.64
3.51x + -5.23y + 0.44z <= 704.05
-4.43x + 1.62y + -1.74z <= 306.68
2.88x + -7.43y + -9.71z <= 725.75
0.79x + 0.98y + -2.38z <= 697.1
-4.15x + 6.38y + -6.1z <= 572.28
-4.65x + -6.5y + -2.36z <= 563.49
-1.01x + 1.21y + 9.25z <= 631.18
-1.4x + -3.88y + -7.64z <= 289.98
3.72x + -7.44y + 4.42z <= 917.39
5.3x + -7.42y + -1.1z <= 653.72
7.68x + -3.27y + -5.09z <= 631.3
2.84x + 8.4y + -3.42z <= 176.84
1.18x + 8.43y + -5.45z <= 379.56
-0.96x + 7.04y + -5.79z <= 126.91
-8.61x + -3.32y + 6.66z <= 100.34
-9.98x + 4.79y + 0.26z <= 910.34
2.29x + -7.16y + 9.0z <= 329.93
3.62x + 4.83y + 2.1z <= 228.27
-0.54x + -9.88y + -7.99z <= 850.07
-8.57x + -7.48y + 9.79z <= 287.14
-4.46x + 8.39y + 0.48z <= 477.27
3.56x + -4.61y + 6.63z <= 661.67
-2.99x + 8.36y + -6.46z <= 578.24
-5.55x + -1.49y + -6.62z <= 541.7
-2.57x + 5.77y + -8.4z <= 589.97
-2.04x + -5.28y + 1.28z <= 742.5
-1.12x + -3.91y + -2.27z <= 675.28
-5.18x + 1.08y + 3.17z <= 628.34
-7.04x + 3.24y + 8.62z <= 836.83
-4.9x + -6.2y + 9.93z <= 844.2
10.0x + 1.17y + 3.71z <= 366.43
3.54x + -8.3y + 4.27z <= 942.61
-1.64x + 6.68y + -4.14z <= 197.85
-7.91x + -5.33y + -8.48z <= 304.73
-8.34x + 3.52y + -1.67z <= 675.38
8.48x + -4.63y + 8.51z <= 754.39
-9.48x + -0.47y + -8.78z <= 130.03
9.45x + -0.1y + 4.67z <= 290.2
-9.07x + -7.77y + 7.12z <= 756.01
1.97x + -0.96y + 3.84z <= 597.35
0.9x + 6.7y + 8.15z <= 597.64
-0.3x + 7.44y + 3.51z <= 556.28
6.99x + 7.11y + 0.17z <= 344.51
-6.68x + -8.91y + -8.63z <= 783.64
2.04x + -2.1y + -3.64z <= 586.12
-9.68x + 1.09y + -7.28z <= 428.94
-7.06x + 0.86y + 7.24z <= 745.08
-4.28x + 6.77y + 3.33z <= 671.55
-6.64x + -1.49y + 7.09z <= 812.19
-0.57x + 2.58y + 9.25z <= 299.44
6.22x + -8.06y + 2.89z <= 416.72
-0.13x + -2.05y + 5.93z <= 620.87
7.2x + 9.73y + 6.81z <= 371.94
-8.22x + 7.67y + -1.54z <= 238.06
-8.27x + 1.12y + 8.12z <= 230.78
-2.61x + -5.46y + -0.82z <= 632.91
-9.02x + 4.75y + -0.71z <= 991.02
-8.76x + -7.24y + -8.37z <= 110.58
8.77x + -2.95y + 7.52z <= 627.71
-7.66x + -1.82y + 7.78z <= 442.9
7.18x + 1.91y + -7.98z <= 324.65
1.61x + -7.15y + -6.58z <= 676.9
4.97x + -0.13y + -7.04z <= 118.53
-0.38x + -1.53y + 3.15z <= 106.95
-4.16x + 8.89y + -6.06z <= 396.73
-6.36x + -4.67y + 1.9z <= 231.8
-7.63x + 1.91y + -9.56z <= 192.31
-4.26x + -1.2y + 5.12z <= 288.83
-8.72x + 8.6y + 1.88z <= 957.68
7.96x + 8.5y + -5.15z <= 741.33
9.1x + -2.59y + 3.49z <= 940.81
9.63x + 1.03y + 1.13z <= 828.09
-4.6x + 7.73y + -0.76z <= 216.41
-1.57x + -4.17y + 8.9z <= 844.75
9.64x + 1.14y + -6.08z <= 690.21
-1.43x + 4.43y + 3.65z <= 955.84
-2.44x + -4.77y + 5.65z <= 672.46
-1.76x + 7.2y + -8.3z <= 111.51
3.83x + 3.81y + 9.87z <= 387.37
-7.38x + 9.23y + 5.21z <= 325.32
2.97x + 5.24y + -2.47z <= 257.97
-8.48x + 6.44y + 2.23z <= 581.62
8.96x + -4.31y + 1.07z <= 175.46
-2.73x + 4.96y + 1.72z <= 610.34
-8.54x + -10.0y + 3.96z <= 763.91
-2.81x + 8.32y + 1.44z <= 541.14
1.98x + -3.43y + 0.14z <= 731.18
-7.52x + -3.77y + -7.66z <= 119.57
-8.84x + -7.16y + 2.93z <= 343.12
-2.45x + -8.39y + -1.16z <= 394.48
-3.6x + 7.32y + -8.64z <= 729.28
1.28x + 1.2y + 0.97z <= 268.17
6.2x + 4.91y + -1.79z <= 798.65
-0.6x + 5.35y + -7.73z <= 643.11
1.42x + -6.63y + -7.29z <= 915.78
-1.4x + -3.97y + 8.86z <= 281.95
-7.4x + 3.86y + 8.23z <= 709.34
-8.95x + -7.24y + 8.49z <= 576.12
9.89x + -5.91y + 6.0z <= 523.44
-0.79x + -3.03y + -9.24z <= 470.69
8.74x + 7.52y + 1.55z <= 513.88
8.05x + 7.24y + -7.72z <= 933.07
4.12x + -3.8y + -0.36z <= 421.06
7.81x + 0.98y + -5.01z <= 819.4
7.32x + -1.28y + -0.52z <= 631.08
-4.46x + 9.59y + -2.56z <= 181.71
1.24x + -4.92y + -7.51z <= 325.27
3.81x + -2.67y + -2.99z <= 172.93
-2.91x + 7.46y + -0.27z <= 327.81
1.3x + 2.53y + -4.9z <= 399.19
-8.99x + 1.05y + 8.1z <= 713.41
7.85x + -3.15y + 5.07z <= 924.67
-9.51x + 3.39y + -4.29z <= 119.4
-7.1x + -6.25y + 2.36z <= 718.06
5.97x + -7.75y + -7.27z <= 669.46
8.14x + -0.62y + 3.99z <= 853.08
4.89x + -2.08y + 5.49z <= 113.28
3.6x + 4.11y + 9.84z <= 673.41
-3.75x + -0.23y + -0.71z <= 982.89
3.24x + -0.34y + 5.12z <= 210.86
-7.61x + -4.45y + -4.99z <= 405.69
9.29x + -9.12y + -0.24z <= 835.43
-0.04x + 7.72y + 1.37z <= 572.57
6.66x + -2.83y + -9.06z <= 221.18
2.65x + 3.67y + 9.97z <= 596.7
-9.91x + 6.6y + -4.37z <= 743.17
5.16x + 6.83y + 1.2z <= 962.82
5.5x + 0.04y + 0.01z <= 839.5
0.89x + 6.72y + -9.07z <= 573.37
-5.46x + -6.82y + 5.67z <= 139.22
-5.71x + -5.43y + -9.2z <= 548.64
1.62x + 1.67y + 2.4z <= 184.38
9.42x + 4.58y + 7.32z <= 406.2
-4.83x + -7.93y + 4.17z <= 699.22
9.46x + 6.18y + -4.89z <= 151.6
3.03x + -9.29y + 3.06z <= 429.92
0.23x + 9.95y + -5.86z <= 587.54
2.72x + 7.09y + -0.73z <= 142.27
-7.91x + -3.63y + 0.59z <= 492.01
-2.46x + -9.78y + 8.82z <= 156.21
-4.91x + -9.16y + 0.5z <= 317.49
-3.27x + -0.56y + -1.86z <= 100.1
3.08x + 8.44y + -2.63z <= 875.44
3.96x + -7.55y + -6.28z <= 908.32
-9.61x + -4.95y + 4.14z <= 153.78
-8.22x + 7.11y + -0.06z <= 239.59
2.11x + 5.2y + -3.79z <= 227.58
-6.56x + 1.46y + 0.78z <= 894.58
3.74x + 6.36y + 9.25z <= 789.18
6.83x + -6.91y + 5.31z <= 936.6
-1.04x + -5.6y + -2.89z <= 526.42
-9.93x + -0.35y + 3.38z <= 428.75
4.72x + -3.48y + -3.35z <= 935.0
-6.85x + -8.57y + 0.82z <= 371.37
9.41x + -1.34y + 8.54z <= 465.31
0.95x + -2.1y + -6.86z <= 991.61
-2.91x + 6.89y + 5.15z <= 787.2
7.05x + 3.58y + -3.08z <= 101.21
-8.2x + 9.85y + -3.53z <= 617.92
-5.69x + -2.07y + 2.55z <= 707.58
-5.91x + -2.97y + -1.99z <= 340.3
9.24x + -9.51y + 4.66z <= 591.65
-6.38x + 7.78y + 1.18z <= 425.56
-7.66x + -8.21y + 7.28z <= 369.74
-5.67x + 0.64y + 0.71z <= 183.66
-0.52x + 3.2y + -1.91z <= 286.32
7.26x + 7.16y + 9.22z <= 740.3
9.33x + -6.94y + -1.02z <= 884.57
-1.12x + -4.32y + -3.03z <= 273.93
-5.48x + -3.0y + 2.4z <= 258.89
6.21x + 3.22y + -4.72z <= 461.82
-4.82x + -0.82y + 3.5z <= 679.54
8.21x + 6.93y + 0.89z <= 972.62
1.6x + 1.66y + 8.91z <= 148.77
-5.04x + 5.01y + -3.06z <= 257.04
-0.06x + 9.13y + -5.1z <= 737.82
-8.94x + 4.34y + -9.41z <= 566.58
4.92x + 3.76y + -0.73z <= 297.91
-7.25x + -4.82y + 8.61z <= 644.88
7.18x + 8.18y + -9.31z <= 691.22
8.61x + -6.8y + -0.57z <= 367.71
-7.74x + 9.77y + -5.0z <= 461.92
-8.13x + -6.02y + 5.17z <= 987.52
-4.06x + 5.12y + 6.11z <= 658.44
-9.48x + 9.25y + -2.05z <= 114.57
9.93x + -4.48y + -3.46z <= 643.63
1.94x + -5.82y + 7.17z <= 147.57
-8.5x + -0.33y + -4.26z <= 576.25
-3.81x + 6.74y + -3.39z <= 442.52
3.79x + -6.3y + -2.52z <= 953.36
5.55x + 4.55y + 2.76z <= 331.97
-7.33x + -7.66y + -1.97z <= 956.5
-1.01x + 1.4y + 0.15z <= 992.63
8.42x + 4.51y + -7.91z <= 646.51
7.82x + -7.82y + -9.42z <= 463.36
1.05x + -8.7y + 8.47z <= 507.21
4.63x + 5.31y + 0.99z <= 292.91
-8.97x + 9.36y + 6.54z <= 314.75
-8.04x + 9.41y + 6.75z <= 449.97
4.3x + 2.02y + -7.56z <= 897.49
7.09x + 9.98y + 2.09z <= 557.09
-6.52x + 5.11y + -9.6z <= 776.2
-5.16x + -9.86y + 6.49z <= 945.19
4.26x + 7.05y + -3.05z <= 502.55
-2.41x + -3.18y + 4.59z <= 778.77
-7.9x + -2.35y + -3.58z <= 268.11
5.29x + -0.85y + -7.61z <= 660.22
7.68x + -4.78y + -0.47z <= 358.36
-4.1x + 6.97y + -0.91z <= 953.43
6.98x + -3.09y + 1.83z <= 766.34
8.86x + 6.36y + 0.18z <= 135.03
-1.95x + -4.87y + -4.06z <= 296.92
-3.86x + -0.49y + -1.95z <= 198.39
1.09x + 5.81y + -1.68z <= 599.24
0.62x + -9.2y + 8.68z <= 815.65
-8.17x + -0.54y + 6.56z <= 995.78
1.49x + 7.05y + -1.42z <= 919.98
7.0x + -6.81y + -1.72z <= 619.92
0.76x + 2.18y + -1.13z <= 870.78
-2.89x + 7.96y + -3.58z <= 830.68
-9.14x + -7.66y + -2.03z <= 938.15
2.34x + 4.99y + 1.3z <= 123.72
0.02x + -5.34y + 5.65z <= 439.47
-7.66x + -6.84y + 9.51z <= 426.93
-7.37x + -3.28y + 4.69z <= 727.66
3.89x + 3.31y + 2.64z <= 720.66
-5.19x + -6.92y + 3.14z <= 302.78
-9.12x + 7.92y + -2.43z <= 266.24
2.62x + -9.34y + 1.12z <= 464.55
0.18x + 6.71y + -4.43z <= 644.24
5.54x + 9.31y + 7.72z <= 609.34
-9.7x + -5.38y + 2.24z <= 203.25
5.41x + -3.02y + 1.84z <= 189.24
-3.01x + -8.53y + -5.32z <= 201.37
7.12x + -6.07y + -4.62z <= 606.74
2.32x + -5.02y + 2.66z <= 106.13
-3.72x + -4.13y + -0.38z <= 939.28
2.81x + -2.86y + 9.95z <= 302.96
-6.98x + -4.37y + -3.37z <= 231.57
0.03x + 0.34y + -4.99z <= 286.39
-2.33x + -2.48y + -4.99z <= 627.55
8.18x + 6.36y + -2.84z <= 807.21
3.7x + -9.61y + 0.75z <= 555.04
6.14x + 6.87y + -1.24z <= 773.09
-0.17x + 1.61y + 7.71z <= 722.75
-3.06x + 5.44y + 1.78z <= 495.14
-2.27x + 1.96y + -4.02z <= 391.94
2.82x + -0.59y + 5.45z <= 308.81
9.29x + -4.03y + -9.73z <= 926.98
4.54x + -8.91y + 4.39z <= 605.15
-3.61x + 2.56y + -1.26z <= 460.18
-0.42x + -7.93y + -5.24z <= 656.19
4.58x + 1.89y + -4.91z <= 465.74
3.18x + -0.67y + -4.68z <= 770.33
4.6x + -7.61y + -0.77z <= 848.53
-4.32x + -9.02y + -2.47z <= 871.44
7.76x + -1.22y + -8.45z <= 605.38
-3.34x + 2.62y + 5.42z <= 859.99
-0.01x + -7.95y + 0.13z <= 156.93
8.32x + 6.38y + -0.05z <= 141.75
-0.68x + -7.31y + -1.9z <= 473.74
7.42x + 5.86y + 3.48z <= 794.42
4.18x + 5.01y + 8.74z <= 399.54
-6.21x + 2.78y + -8.53z <= 911.79
-4.83x + -7.45y + -6.41z <= 742.62
8.85x + -3.53y + -5.32z <= 981.85
-9.27x + -4.36y + -9.17z <= 888.03
-3.51x + -8.83y + 6.73z <= 563.63
-0.05x + 8.3y + -6.81z <= 279.05
-1.57x + 8.32y + -7.93z <= 425.1
-6.16x + 4.66y + 0.81z <= 306.28
8.65x + 0.85y + 5.32z <= 392.21
8.95x + 7.52y + -5.8z <= 364.91
8.95x + 4.48y + -7.11z <= 527.02
-1.51x + 9.51y + -5.37z <= 441.48
3.84x + -5.73y + 0.98z <= 710.77
-7.87x + 6.41y + -7.04z <= 332.7
-5.33x + -4.09y + -7.09z <= 139.14
-4.85x + -6.63y + -4.21z <= 929.27
5.84x + -3.88y + -1.98z <= 675.65
-10.0x + 6.34y + -0.9z <= 100.04
-2.82x + 9.41y + -0.48z <= 446.98
9.97x + 4.3y + -5.97z <= 543.89
-3.45x + 4.67y + 4.24z <= 323.69
-7.34x + -6.75y + 7.23z <= 506.0
0.55x + 2.06y + -7.68z <= 446.16
9.53x + -7.61y + 2.07z <= 625.4
1.41x + -6.47y + -9.72z <= 115.45
8.28x + -8.05y + 9.41z <= 504.01
4.98x + -6.0y + -6.79z <= 913.77
9.76x + 1.19y + 7.7z <= 993.58
-7.24x + 0.79y + -9.42z <= 659.64
-0.52x + 0.36y + 3.05z <= 419.66
1.53x + -9.66y + -7.55z <= 371.04
8.54x + -5.29y + -5.56z <= 318.28
4.66x + -2.78y + 5.26z <= 627.46
-6.75x + -7.79y + -9.28z <= 559.34
-9.11x + -1.25y + 8.06z <= 363.28
-0.95x + 4.33y + 1.77z <= 420.58
5.85x + -3.01y + -0.57z <= 536.68
8.31x + 0.51y + -8.27z <= 527.28
-9.05x + 5.59y + -0.01z <= 424.98
9.47x + -3.21y + -7.38z <= 378.66
-4.86x + 9.21y + -4.68z <= 780.73
3.35x + -8.53y + -7.87z <= 517.89
6.64x + -0.55y + 7.03z <= 828.5
-4.76x + -3.16y + -6.45z <= 673.12
5.09x + 4.44y + 3.08z <= 964.34
-8.4x + -0.79y + -3.72z <= 516.46
1.28x + -2.25y + 3.48z <= 657.78
5.04x + 8.15y + -8.85z <= 439.91
1.42x + -9.79y + -5.69z <= 366.12
-2.56x + -0.89y + 2.82z <= 436.59
-1.58x + -2.3y + 1.76z <= 981.32
1.0x + -3.23y + -0.57z <= 605.85
-9.09x + -3.8y + 9.3z <= 249.31
-6.28x + 1.13y + -5.04z <= 992.9
6.77x + 2.89y + -5.7z <= 578.3
3.39x + 3.41y + 2.21z <= 513.79
0.64x + 1.65y + 6.53z <= 631.55
-5.27x + -2.78y + 8.19z <= 284.96
-6.81x + 1.4y + 7.49z <= 913.9
8.67x + -1.63y + 4.91z <= 262.1
-2.28x + -2.18y + -4.77z <= 673.21
-9.63x + 1.74y + 1.8z <= 424.15
7.13x + -2.46y + -2.29z <= 215.3
-6.89x + 8.35y + -5.96z <= 593.61
3.91x + -7.12y + -7.91z <= 214.11
3.51x + -7.69y + 9.09z <= 675.5
7.52x + 8.74y + 3.11z <= 933.36
-9.18x + -3.54y + -7.82z <= 888.98
-0.11x + 8.81y + 1.17z <= 136.61
5.06x + -9.81y + 1.48z <= 410.32
-7.87x + 0.9y + -0.96z <= 769.23
-6.18x + -7.98y + -1.81z <= 760.5
-0.16x + -6.5y + 1.51z <= 818.99
-8.36x + 0.48y + -4.06z <= 714.7
1.39x + 7.57y + -7.05z <= 513.53
0.11x + 6.66y + 0.36z <= 209.18
1.54x + -3.68y + -7.04z <= 919.26
-5.22x + -5.87y + -5.74z <= 157.79
2.14x + 6.23y + 5.44z <= 755.99
-4.67x + 8.05y + 1.09z <= 528.53
7.9x + 5.64y + 8.6z <= 365.35
4.79x + -6.44y + 5.43z <= 506.62
5.7x + -9.29y + 9.46z <= 678.96
7.25x + -8.97y + -4.46z <= 228.23
2.09x + -7.71y + -8.74z <= 983.37
-9.2x + -6.42y + -5.63z <= 585.64
-3.53x + -1.67y + 0.74z <= 484.18
-3.58x + 1.04y + -1.83z <= 929.37
-1.37x + -6.26y + -6.82z <= 849.65
-6.16x + -0.66y + 2.79z <= 937.88
0.64x + 1.58y + 1.59z <= 253.59
9.31x + 8.29y + -5.27z <= 701.21
-2.61x + -6.08y + -9.65z <= 561.05
9.55x + 5.62y + -1.39z <= 896.44
-9.66x + -5.19y + 9.66z <= 688.73
-9.2x + 5.61y + -2.92z <= 981.56
-0.42x + -2.2y + 1.03z <= 870.56
-6.57x + -3.16y + -2.82z <= 534.29
-5.02x + -4.46y + -7.93z <= 241.36
9.01x + -5.75y + -1.08z <= 734.22
1.28x + -8.19y + -2.86z <= 761.78
-9.33x + -1.68y + 9.05z <= 286.76
9.3x + -5.86y + -3.15z <= 932.05
5.94x + 0.87y + 0.8z <= 449.6
9.81x + -7.18y + -9.97z <= 306.12
8.34x + 8.61y + -0.65z <= 433.83
-8.6x + 3.67y + 1.72z <= 306.26
-8.26x + 8.08y + 9.53z <= 636.25
6.47x + -6.79y + 8.49z <= 867.05
6.72x + 3.66y + -1.5z <= 636.24
-2.47x + -2.44y + -3.37z <= 660.99
2.59x + -7.97y + 3.19z <= 433.57
3.34x + 4.02y + -3.89z <= 281.87
-0.24x + 6.58y + -7.57z <= 646.48
-3.46x + -2.6y + 2.66z <= 852.18
-8.02x + 3.95y + -2.81z <= 390.3
0.63x + 0.01y + -8.95z <= 309.72
6.86x + -7.31y + -5.38z <= 860.05
5.59x + 0.16y + -4.64z <= 332.84
-2.98x + -2.49y + 1.97z <= 103.29
-0.27x + 3.7y + 6.87z <= 291.35
-1.12x + -1.24y + 5.53z <= 986.36
1.89x + 7.14y + -3.42z <= 418.5
9.19x + -4.97y + -8.64z <= 654.08
-7.91x + 9.03y + -0.85z <= 492.72
-3.35x + -0.91y + -9.63z <= 180.3
-2.79x + -6.79y + 4.55z <= 894.84
-3.57x + -8.0y + -7.43z <= 587.07
-8.63x + -8.26y + 8.17z <= 163.03
-9.11x + -1.2y + 4.09z <= 932.33
-9.42x + 2.81y + -0.44z <= 825.36
3.88x + 8.38y + 1.75z <= 729.25
1.91x + -4.35y + 6.17z <= 843.42
-6.28x + -7.7y + -8.22z <= 264.98
3.62x + 0.97y + 5.0z <= 983.49
-1.9x + -3.57y + 8.55z <= 469.77
-0.6x + 7.73y + 3.52z <= 361.28
-7.77x + -1.01y + -7.59z <= 409.2
-0.68x + -6.88y + -7.94z <= 370.11
5.3x + 9.7y + 7.44z <= 267.69
6.34x + -3.4y + 4.06z <= 300.81
-2.42x + 8.6y + -5.26z <= 348.23
8.97x + -1.9y + -7.54z <= 236.73
3.11x + -6.06y + -4.31z <= 951.74
-5.07x + -4.8y + 3.58z <= 862.68
3.63x + -4.06y + 1.86z <= 485.4
6.49x + -3.06y + 8.74z <= 565.39
9.76x + -8.07y + -2.2z <= 677.78
-3.35x + -9.14y + -5.93z <= 774.83
9.12x + 6.39y + -7.88z <= 910.79
-2.11x + -1.39y + 9.09z <= 409.2
-8.24x + 4.55y + 0.99z <= 860.75
7.91x + 4.75y + 9.02z <= 676.05
0.8x + 2.8y + 9.91z <= 956.06
-9.14x + 6.69y + 4.93z <= 897.85
0.05x + 6.85y + -2.77z <= 445.86
-0.5x + 7.36y + -4.12z <= 168.83
5.59x + -4.42y + -0.92z <= 611.35
-1.71x + -9.54y + -3.29z <= 916.82
7.56x + 1.69y + -7.03z <= 900.79
-3.85x + 2.32y + -3.49z <= 685.25
-2.81x + 6.41y + 6.88z <= 900.0
6.84x + 2.56y + -2.4z <= 170.48
-7.79x + 4.73y + 0.35z <= 151.09
2.47x + -8.95y + 3.22z <= 449.24
1.93x + -5.27y + -3.24z <= 924.62
6.79x + -6.08y + -8.06z <= 249.47
7.48x + 1.39y + 3.42z <= 582.43
-8.47x + 5.44y + -0.32z <= 779.5
2.44x + 7.78y + -5.23z <= 102.02
2.25x + -6.04y + 5.87z <= 187.18
-0.18x + 8.58y + -5.88z <= 914.82
8.66x + 5.66y + 5.95z <= 337.86
-2.66x + -2.47y + -2.97z <= 108.17
6.26x + -1.01y + -9.24z <= 810.18
-6.16x + 5.82y + -0.35z <= 217.92
9.25x + 0.03y + -6.87z <= 232.56
5.8x + 7.22y + -8.46z <= 756.18
3.59x + 5.79y + -9.58z <= 576.88
-7.12x + 0.16y + -1.06z <= 888.69
-7.73x + -0.38y + 2.56z <= 955.87
-0.56x + 8.87y + -8.17z <= 471.44
-8.3x + 0.37y + 5.75z <= 181.16
2.06x + 8.46y + -1.86z <= 559.02
3.78x + -9.35y + 8.01z <= 705.8
-8.42x + -8.87y + 6.29z <= 106.56
3.85x + 6.07y + 1.21z <= 431.36
8.4x + -7.77y + -4.91z <= 600.78
-6.82x + -6.69y + -2.36z <= 493.15
9.15x + -4.74y + 9.74z <= 996.75
-6.98x + -0.2y + 2.08z <= 421.88
6.21x + 1.97y + 1.13z <= 495.41
-5.53x + 9.41y + 8.2z <= 741.31
-6.22x + 4.02y + 0.84z <= 619.59
0.3x + -7.16y + -1.86z <= 679.14
1.12x + -9.73y + -7.3z <= 974.01
1.76x + -2.89y + -7.24z <= 795.48
-6.73x + -3.19y + 8.31z <= 359.01
6.08x + 6.42y + -6.53z <= 308.13
6.63x + -1.42y + -3.84z <= 932.31
3.74x + 8.08y + -0.06z <= 857.82
-9.25x + 3.3y + 9.83z <= 336.93
-8.66x + -7.9y + -4.81z <= 847.79
9.33x + 9.86y + 6.92z <= 781.03
5.68x + 8.87y + -3.82z <= 854.25
-0.92x + -2.4y + 7.82z <= 971.27
-2.14x + -1.07y + 9.29z <= 457.33
5.82x + -1.32y + 1.94z <= 830.77
6.79x + -1.49y + 1.84z <= 796.26
-3.01x + 7.61y + 2.98z <= 500.01
-5.01x + 6.97y + -6.8z <= 173.65
-0.87x + -7.64y + -2.56z <= 589.18
-1.89x + -0.55y + -2.4z <= 820.77
-5.27x + -3.63y + -9.28z <= 683.9
2.21x + 8.26y + -3.97z <= 887.12
-2.59x + -5.8y + 3.4z <= 995.1
5.8x + 9.29y + -7.98z <= 971.75
8.0x + -4.14y + -9.4z <= 421.8
6.62x + -4.47y + -5.86z <= 265.95
-3.06x + -7.32y + -8.08z <= 302.57
9.24x + -9.84y + -3.3z <= 159.31
-6.47x + 6.5y + -3.18z <= 593.7
-8.73x + 1.52y + -5.82z <= 751.58
-0.11x + 9.56y + 4.27z <= 906.87
7.21x + -8.42y + 6.85z <= 535.59
-7.02x + -8.94y + 1.64z <= 410.58
-2.11x + -0.4y + -4.33z <= 529.49
1.27x + 5.23y + -5.92z <= 903.44
4.98x + -9.42y + -8.33z <= 306.28
-0.75x + 3.82y + -0.2z <= 496.97
0.37x + 4.41y + -7.41z <= 823.2
-5.08x + 4.81y + -9.03z <= 977.33
9.44x + -7.86y + -9.79z <= 317.35
3.63x + -1.48y + -2.2z <= 454.6
4.01x + -0.92y + 6.05z <= 138.92
8.69x + -5.95y + 9.02z <= 213.33
8.89x + -6.3y + -5.44z <= 998.43
1.61x + -9.23y + 2.45z <= 636.59
-1.31x + -7.05y + 2.52z <= 933.62
-1.4x + -4.32y + -0.01z <= 445.72
-9.89x + -7.42y + 4.18z <= 122.9
9.03x + -2.97y + 8.04z <= 841.88
3.5x + 9.71y + -7.12z <= 545.37
-8.06x + -6.49y + 9.5z <= 976.07
0.33x + 4.65y + 1.35z <= 476.57
4.99x + 3.69y + 2.85z <= 363.05
4.78x + -2.89y + -8.94z <= 427.86
6.07x + 4.04y + 10.0z <= 511.41
9.05x + 8.16y + 0.05z <= 718.78
5.27x + 2.79y + 7.77z <= 102.41
4.55x + 1.78y + -8.14z <= 107.66
-3.7x + -7.31y + -2.44z <= 391.84
-4.38x + 2.91y + 9.74z <= 825.72
3.21x + 2.62y + 9.33z <= 155.79
0.98x + -0.8y + -4.75z <= 601.81
9.67x + -8.39y + 5.46z <= 768.85
-6.4x + 1.47y + -6.36z <= 102.59
6.84x + 8.59y + -3.6z <= 413.73
3.41x + -2.97y + 0.45z <= 584.65
-0.8x + 1.23y + 0.42z <= 196.43
-8.65x + -9.8y + -4.35z <= 706.04
3.55x + -1.02y + -0.84z <= 449.44
3.31x + 5.1y + 4.64z <= 749.66
5.82x + -5.5y + 3.24z <= 444.59
3.28x + -5.6y + -1.05z <= 642.93
8.5x + 1.63y + -6.53z <= 225.19
-5.05x + 3.55y + 2.77z <= 791.12
-1.6x + 9.56y + 5.08z <= 368.09
-9.78x + 8.62y + 0.72z <= 391.96
2.09x + -9.77y + 3.89z <= 833.5
0.2x + 0.76y + 1.67z <= 353.1
-3.7x + -9.6y + -9.68z <= 449.4
-7.87x + 5.78y + -6.65z <= 707.54
1.1x + -9.17y + -9.98z <= 498.37
-0.69x + -6.73y + 3.76z <= 664.2
-8.56x + 5.65y + 5.43z <= 766.54
-0.27x + -5.9y + 6.53z <= 832.29
1.92x + 3.87y + -5.61z <= 526.36
5.21x + 6.38y + -4.03z <= 719.46
1.71x + 1.84y + -6.22z <= 335.6
-8.68x + -6.8y + -7.69z <= 942.35
4.83x + 1.2y + -3.44z <= 249.59
-0.64x + 6.2y + 3.31z <= 801.06
3.09x + -1.52y + -8.49z <= 699.57
1.41x + -1.84y + -9.55z <= 642.22
