max 7.17x + -0.93y + -4.52z
6.16x + -4.04y + -4.89z <= 503.56
-7.2x + 7.84y + -8.46z <= 589.13
6.36x + -3.23y + 8.61z <= 599.13
4.45x + -2.27y + 2.16z <= 574.06
8.58x + 6.66y + -1.82z <= 343.6
-7.77x + 0.26y + -7.18z <= 566.7
3.07x + -6.99y + 6.59z <= 760.8
4.63x + 7.96y + -8.05z <= 894.83
0.21x + 3.1y + 4.93z <= 216.83
-9.91x + 6.04y + -9.68z <= 369.72
9.2x + -3.09y + -5.1z <= 797.18
6.74x + -6.73y + -9.66z <= 577.7
-7.76x + 3.61y + 0.96z <= 608.62
-7.13x + 9.53y + -5.77z <= 441.17
-2.83x + 9.46y + 1.79z <= 365.28
-1.81x + 8.24y + -5.8z <= 924.76
4.07x + 3.42y + 2.36z <= 125.42
-9.2x + -4.65y + -3.55z <= 484.24
2.48x + -5.4y + 6.13z <= 995.38
7.1x + 9.4y + 4.09z <= 181.27
-2.31x + -9.09y + 3.88z <= 956.43
-3.06x + -4.23y + 8.45z <= 935.71
-9.86x + -0.84y + 3.41z <= 568.32
5.93x + -2.12y + -1.28z <= 673.6
-0.34x + -7.23y + 4.64z <= 901.9
1.51x + -8.74y + 1.66z <= 149.16
5.88x + 1.88y + -7.45z <= 540.4
8.71x + -7.46y + -0.15z <= 436.32
-1.83x + 8.19y + 0.73z <= 726.4
3.77x + 1.28y + 8.15z <= 823.0
2.09x + -9.69y + -8.27z <= 450.74
9.72x + -4.15y + 8.96z <= 387.54
2.88x + 9.39y + 7.34z <= 754.99
-0.97x + 8.67y + -9.99z <= 153.83
-8.77x + -4.49y + 6.6z <= 842.78
-0.76x + -5.96y + -9.45z <= 604.62
-0.44x + -6.93y + 8.72z <= 155.06
3.26x + -7.68y + 9.8z <= 543.08
1.26x + -9.5y + -7.34z <= 384.13
7.61x + 2.52y + -6.8z <= 112.66
2.8x + -7.75y + -4.34z <= 195.81
-9.56x + 5.13y + 2.87z <= 622.67
-8.29x + -4.48y + -6.99z <= 381.85
-0.57x + 5.2y + -0.97z <= 629.96
2.63x + -8.22y + 0.69z <= 226.66
-1.06x + -6.63y + 9.87z <= 785.22
0.36x + -5.0y + 2.95z <= 803.84
-9.04x + 8.61y + 8.51z <= 994.09
-1.1x + -4.74y + 1.31z <= 775.82
3.98x + -8.74y + 2.79z <= 958.78
-5.77x + 4.43y + 1.36z <= 501.73
2.17x + 5.99y + -0.82z <= 133.71
1.73x + -2.76y + -6.99z <= 954.16
-3.16x + -2.92y + -2.84z <= 440.08
-5.75x + -6.16y + 3.57z <= 581.45
3.38x + 7.6y + 3.47z <= 609.23
-3.0x + 8.17y + 9.17z <= 366.89
-4.28x + 8.81y + -0.88z <= 193.26
-7.08x + 9.09y + 4.59z <= 243.03
-6.41x + 5.45y + -0.04z <= 422.96
5.66x + -3.55y + 2.62z <= 932.19
9.44x + 2.68y + 7.82z <= 159.86
-5.05x + 6.39y + 8.73z <= 761.88
-4.72x + -3.97y + 6.17z <= 683.71
8.07x + 6.36y + -7.03z <= 903.4
-9.35x + -2.46y + 0.08z <= 355.14
2.17x + 8.12y + 7.09z <= 432.61
9.59x + -0.07y + 9.94z <= 616.74
-0.44x + 9.34y + 2.05z <= 800.69
0.61x + 3.98y + 4.57z <= 338.12
0.46x + -5.39y + -7.88z <= 170.83
5.42x + 7.15y + -4.63z <= 666.82
2.65x + -5.93y + -4.72z <= 623.4
5.46x + -4.28y + 0.55z <= 194.73
1.6x + 2.93y + -3.81z <= 744.72
2.54x + 5.93y + -1.49z <= 944.33
8.98x + 4.56y + -4.86z <= 842.85
8.57x + -4.89y + -6.54z <= 909.14
3.34x + -6.91y + 0.34z <= 353.01
6.34x + 1.18y + -6.02z <= 354.25
9.12x + -9.33y + 5.38z <= 167.82
-4.43x + 7.81y + -7.88z <= 325.17
-4.64x + -4.52y + -0.41z <= 191.54
-3.42x + -2.25y + 8.53z <= 781.49
-0.86x + -5.24y + 7.67z <= 949.67
1.74x + -3.83y + -1.36z <= 199.56
-8.46x + -4.03y + 6.7z <= 222.43
-1.93x + 2.54y + -4.9z <= 206.44
8.6x + -2.98y + 7.64z <= 619.72
2.42x + 6.49y + -9.0z <= 811.75
-1.9x + -3.47y + 6.57z <= 641.76
-8.66x + -1.65y + 3.42z <= 838.89
3.05x + 4.46y + 0.77z <= 266.71
-4.0x + 9.18y + 9.11z <= 496.7
-4.07x + 6.95y + 7.27z <= 866.17
-7.89x + 2.13y + 1.36z <= 989.05
6.73x + 9.95y + 1.89z <= 744.72
-4.34x + 1.14y + 7.36z <= 858.52
3.72x + 0.78y + 1.39z <= 531.65
8.63x + -8.42y + -1.5z <= 465.38
5.96x + -5.74y + -8.9z <= 535.26
-5.76x + 1.36y + 6.9z <= 951.64
-8.17x + 3.55y + 6.7z <= 848.1
-1.35x + -7.26y + -9.21z <= 607.74
1.11x + -0.69y + -0.02z <= 937.26
9.3x + -7.86y + 5.48z <= 702.56
-6.7x + -1.77y + 4.52z <= 638.4
-8.17x + -2.79y + -3.03z <= 958.51
-5.01x + 9.24y + 8.75z <= 354.34
-8.82x + -7.91y + 5.85z <= 613.37
-7.7x + -1.57y + -1.79z <= 403.78
-4.73x + -3.6y + -8.67z <= 583.64
-2.3x + 6.93y + -9.66z <= 930.53
-9.31x + 0.11y + 7.36z <= 710.21
4.6x + 5.27y + 2.52z <= 342.84
6.45x + -1.85y + 6.49z <= 776.97
-5.88x + 9.22y + -9.48z <= 275.11
-5.85x + 2.34y + -0.9z <= 149.49
-4.15x + 5.26y + -9.25z <= 663.52
2.29x + -8.26y + -5.77z <= 424.57
-7.79x + -0.15y + 5.15z <= 784.44
9.98x + 4.7y + 3.17z <= 836.8
3.07x + -6.84y + 0.6z <= 941.8
-7.92x + 7.7y + 0.89z <= 690.65
3.18x + 6.08y + 7.52z <= 505.76
1.97x + 8.3y + 8.52z <= 246.13
2.76x + -1.19y + -7.68z <= 818.0
4.42x + -0.88y + 9.56z <= 803.1
-4.82x + 8.61y + -2.2z <= 430.59
-8.74x + -9.3y + -0.92z <= 520.76
-4.84x + -4.27y + 9.99z <= 425.05
-5.07x + -2.65y + 2.02z <= 762.19
7.37x + -8.59y + -9.73z <= 893.35
-1.36x + 6.65y + -3.86z <= 703.79
-0.2x + -6.32y + -2.24z <= 955.42
7.49x + 3.3y + -6.66z <= 261.43
-9.85x + -9.33y + -6.13z <= 827.87
-3.06x + 6.79y + -3.45z <= 491.67
7.44x + -0.52y + -7.95z <= 988.46
6.45x + 0.95y + -9.91z <= 130.62
3.62x + -0.46y + -4.03z <= 805.22
8.79x + -4.16y + 6.72z <= 246.84
8.61x + -2.23y + 9.07z <= 993.23
-6.46x + 6.7y + 7.88z <= 362.15
2.89x + -1.37y + 2.09z <= 242.63
-2.21x + -5.89y + 4.57z <= 548.99
3.4x + 2.46y + 8.61z <= 824.29
5.23x + 5.84y + -2.26z <= 662.62
-8.2x + 1.61y + -6.39z <= 947.39
-1.88x + 1.69y + 7.01z <= 500.1
0.81x + -9.97y + -0.89z <= 640.9
-8.38x + -6.45y + -1.21z <= 110.43
1.63x + -0.9y + 7.86z <= 397.17
3.75x + 6.48y + -9.32z <= 223.06
5.63x + -8.84y + 8.25z <= 964.72
-9.47x + -6.13y + -6.34z <= 305.93
-5.21x + -8.82y + 9.22z <= 445.51
7.12x + 8.89y + 4.69z <= 329.24
3.67x + 2.65y + -3.37z <= 681.19
-6.62x + -1.06y + -0.43z <= 569.33
-7.78x + -9.92y + 0.58z <= 245.52
2.77x + -4.13y + 9.45z <= 451.25
-8.78x + -3.41y + -6.14z <= 323.78
-7.39x + 6.31y + -1.23z <= 484.2
-1.26x + -3.28y + -6.57z <= 438.38
1.8x + 8.65y + 5.74z <= 593.83
-3.67x + -9.26y + 7.42z <= 502.36
7.59x + -0.14y + -9.48z <= 178.06
6.58x + 4.22y + -7.43z <= 276.24
-5.72x + 5.93y + -4.82z <= 676.11
-6.76x + -0.63y + 1.88z <= 102.54
8.45x + -6.85y + -4.14z <= 200.21
-8.32x + 3.85y + 6.9z <= 889.38
-3.22x + 5.27y + 3.71z <= 858.48
2.43x + -8.42y + -5.24z <= 138.96
3.12x + -4.66y + -0.14z <= 750.61
-7.23x + 0.42y + 7.01z <= 704.29
-5.9x + 1.71y + -5.02z <= 845.82
6.57x + -9.4y + 2.47z <= 953.14
-3.32x + -6.27y + 2.74z <= 730.72
9.36x + -3.56y + 9.31z <= 642.16
2.84x + -3.23y + -7.34z <= 423.71
-1.32x + -0.3y + -7.75z <= 129.88
6.95x + -1.46y + -0.82z <= 613.48
6.83x + 2.49y + 5.03z <= 398.88
3.98x + 4.07y + -0.34z <= 530.57
9.9x + 0.07y + -4.04z <= 445.83
9.21x + -4.3y + 3.24z <= 658.72
-4.31x + -5.07y + -5.81z <= 284.16
-8.37x + 6.13y + -6.73z <= 290.7
3.62x + -3.17y + -5.2z <= 217.46
9.3x + 8.17y + 6.33z <= 637.88
2.98x + 4.46y + -3.92z <= 909.92
-0.04x + 9.85y + -5.75z <= 236.77
-0.23x + -9.81y + -2.74z <= 873.72
2.8x + -0.08y + 7.8z <= 679.88
-7.31x + 7.06y + 9.03z <= 239.89
-3.07x + 5.9y + 4.84z <= 580.37
6.77x + -0.72y + 6.98z <= 915.89
-3.75x + -6.65y + -0.28z <= 663.23
8.95x + 8.49y + 8.67z <= 843.68
6.54x + -1.78y + -7.0z <= 583.67
1.21x + 6.23y + 5.22z <= 204.93
6.88x + -7.16y + -5.07z <= 468.43
7.52x + 6.36y + 5.62z <= 460.59
1.13x + 2.5y + 5.45z <= 432.53
7.08x + 8.33y + 6.99z <= 487.29
0.2x + -3.48y + -5.38z <= 248.25
3.15x + 8.83y + 9.38z <= 973.59
3.54x + 2.63y + 0.11z <= 160.15
-9.36x + 9.81y + -5.94z <= 438.76
7.86x + -0.55y + -3.16z <= 587.33
7.71x + -9.96y + -5.47z <= 492.9
-9.82x + -1.01y + 4.05z <= 375.2
-3.33x + -6.57y + -4.34z <= 783.49
4.45x + -5.92y + 1.3z <= 649.46
6.57x + -6.36y + -5.84z <= 411.61
5.68x + -3.01y + 2.74z <= 408.71
7.8x + 1.38y + 9.58z <= 134.81
4.09x + -0.56y + 6.8z <= 355.86
-0.32x + 4.38y + 3.0z <= 677.01
-6.12x + 3.34y + -2.36z <= 749.55
-4.66x + -3.79y + 8.53z <= 109.64
-7.42x + 1.68y + -8.73z <= 296.67
1.97x + 8.02y + 9.62z <= 878.74
8.99x + 0.22y + -7.07z <= 633.94
5.81x + -2.08y + 2.12z <= 926.47
1.09x + 9.55y + 4.57z <= 791.65
6.42x + -2.23y + -6.22z <= 687.89
2.26x + -2.73y + -2.01z <= 516.36
0.65x + 8.85y + -1.24z <= 746.3
3.69x + 7.18y + 0.83z <= 310.06
-4.56x + 8.82y + -3.0z <= 772.49
-7.13x + -9.68y + -10.0z <= 894.0
-7.67x + 2.69y + -0.97z <= 961.94
9.69x + -5.48y + -3.3z <= 359.05
-7.51x + 1.76y + -9.96z <= 961.6
7.75x + -2.74y + -3.38z <= 395.24
-9.97x + 9.69y + 5.74z <= 794.72
4.03x + -9.51y + -9.66z <= 197.18
3.43x + 3.62y + -9.25z <= 290.95
1.57x + -3.21y + 4.88z <= 686.01
-8.46x + -8.41y + 9.66z <= 350.23
2.5x + -5.54y + -8.83z <= 239.77
-5.03x + -7.5y + 6.7z <= 809.37
-9.89x + -9.47y + -5.62z <= 401.53
-3.07x + 5.97y + -1.8z <= 873.65
-1.0x + 3.24y + -3.26z <= 760.96
1.1x + -5.13y + 3.97z <= 863.95
2.32x + -5.85y + -5.16z <= 102.56
9.64x + -7.19y + -2.17z <= 553.58
-4.97x + -7.0y + -2.84z <= 890.13
5.06x + 7.86y + 4.56z <= 991.98
-9.53x + 5.6y + 3.21z <= 583.79
6.56x + -6.0y + 0.11z <= 685.43
4.0x + -5.91y + -2.06z <= 685.16
-1.64x + 8.63y + 8.76z <= 463.61
1.16x + 3.86y + -2.71z <= 335.89
-8.52x + -1.25y + 0.45z <= 440.96
8.93x + 4.19y + -0.57z <= 847.76
4.44x + 0.39y + 6.46z <= 955.38
-8.73x + -0.1y + -9.26z <= 326.68
-7.12x + -9.19y + -5.07z <= 618.77
7.1x + 4.73y + -0.64z <= 559.42
-9.95x + 6.18y + -8.22z <= 112.29
9.81x + 8.17y + 5.5z <= 565.58
-9.03x + 1.28y + 9.52z <= 615.37
8.47x + 0.09y + 2.39z <= 377.98
6.05x + 3.07y + 1.81z <= 629.26
-0.13x + 1.11y + -4.66z <= 362.84
-5.27x + 9.28y + 7.43z <= 522.02
-8.49x + 0.45y + 7.88z <= 785.01
9.55x + -9.06y + -7.24z <= 902.4
-9.44x + 1.29y + -3.28z <= 175.66
5.72x + -0.92y + 5.63z <= 341.67
5.37x + -3.91y + -2.15z <= 288.43
2.33x + 0.53y + -6.39z <= 933.72
-1.9x + -1.37y + 0.87z <= 154.5
-1.82x + -9.53y + -9.04z <= 996.56
-5.79x + -4.65y + -7.61z <= 262.79
7.95x + -3.94y + -4.05z <= 818.42
-3.85x + 5.02y + -2.94z <= 328.06
-2.47x + 6.25y + 0.58z <= 769.9
-3.21x + -0.75y + -7.37z <= 711.59
0.03x + 6.33y + 3.39z <= 622.95
4.81x + 4.08y + -8.56z <= 352.53
7.49x + 1.04y + -6.19z <= 157.95
2.98x + -2.8y + 6.52z <= 247.05
8.65x + 9.25y + 7.55z <= 725.56
-0.37x + 2.97y + -1.93z <= 511.83
9.84x + -6.12y + -0.2z <= 562.81
8.07x + 5.82y + 2.58z <= 276.73
-2.69x + 4.84y + 5.6z <= 841.27
9.1x + -5.1y + 4.42z <= 566.39
2.94x + 1.75y + -8.02z <= 969.46
-3.55x + -0.29y + -2.35z <= 718.91
9.32x + -6.48y + -7.59z <= 372.79
-1.38x + -8.72y + -3.0z <= 701.24
9.44x + 1.36y + 9.33z <= 790.43
-9.41x + -8.78y + -3.52z <= 864.35
-2.65x + 2.65y + 9.19z <= 337.12
-3.5x + 1.21y + -3.82z <= 529.73
0.1x + 4.97y + 4.48z <= 907.21
7.66x + -7.59y + -7.78z <= 534.72
-1.77x + 3.26y + 7.26z <= 781.4
-3.17x + 5.44y + -5.16z <= 370.91
-9.73x + 5.82y + -5.31z <= 673.25
-7.82x + 2.34y + -3.53z <= 953.75
-7.02x + -0.37y + 7.88z <= 657.11
-3.93x + -7.16y + 6.7z <= 560.79
-1.58x + -1.38y + 5.12z <= 439.31
-0.82x + -4.71y + 7.36z <= 356.81
7.4x + -4.28y + -8.52z <= 942.29
3.44x + 5.63y + 0.32z <= 956.01
-1.54x + 2.18y + 9.01z <= 311.63
-4.29x + 7.64y + 5.86z <= 191.99
-5.5x + 4.87y + -1.83z <= 180.88
1.35x + -9.81y + 0.21z <= 988.84
-9.88x + -1.99y + -2.87z <= 597.22
-5.0x + -3.96y + -4.66z <= 319.45
3.56x + 4.1y + 1.48z <= 353.17
-4.06x + 4.33y + 7.45z <= 208.59
5.5x + -2.27y + 1.57z <= 182.83
5.08x + 7.08y + -9.4z <= 560.75
-5.71x + -9.95y + -6.52z <= 724.68
-5.07x + 4.55y + 3.56z <= 245.78
-4.2x + 2.84y + -4.51z <= 864.48
3.03x + -3.58y + 4.62z <= 466.15
4.3x + -4.75y + 4.26z <= 597.96
-3.35x + -2.81y + -2.69z <= 424.62
6.58x + 4.66y + -1.67z <= 794.61
-7.33x + 6.91y + 7.03z <= 318.94
-2.43x + -1.85y + 1.4z <= 382.43
2.48x + 1.0y + -4.28z <= 210.19
-3.98x + -1.28y + -7.39z <= 283.27
4.7x + -2.98y + 7.86z <= 396.62
0.64x + 4.66y + 8.03z <= 227.15
4.09x + 8.9y + -5.88z <= 977.02
-4.74x + 6.05y + -6.8z <= 831.54
5.47x + -4.44y + -6.49z <= 669.56
-1.67x + 8.47y + -1.83z <= 922.85
-8.05x + 7.64y + 7.83z <= 383.98
-8.46x + -5.51y + 2.07z <= 901.71
-4.15x + -1.36y + 8.02z <= 268.88
7.84x + 3.22y + -0.04z <= 618.17
7.94x + -0.06y + -0.39z <= 301.95
-5.09x + 7.34y + -7.28z <= 391.01
7.57x + 3.13y + 3.01z <= 434.24
1.96x + 4.45y + -3.8z <= 740.25
1.27x + -9.07y + -1.96z <= 210.77
-4.63x + -6.21y + -2.72z <= 507.4
5.77x + 3.31y + -5.06z <= 851.06
-5.49x + -4.69y + -0.41z <= 592.26
-0.99x + 0.9y + 4.26z <= 751.35
-7.75x + 1.0y + 3.09z <= 929.76
7.05x + 8.28y + -9.54z <= 491.69
-1.77x + -4.54y + 8.54z <= 444.15
-5.94x + 0.01y + -7.37z <= 376.97
1.11x + 2.7y + 8.11z <= 698.24
7.11x + -8.73y + -5.68z <= 622.42
2.61x + 6.5y + -0.86z <= 717.33
-2.71x + 4.31y + 2.68z <= 639.47
7.86x + 8.74y + 6.65z <= 764.61
8.73x + -9.9y + 8.71z <= 186.04
-4.84x + -7.97y + 8.68z <= 200.68
1.98x + -6.13y + 2.07z <= 179.28
9.29x + 3.24y + -7.87z <= 767.96
1.41x + -5.97y + 7.99z <= 829.61
-5.89x + 8.37y + -9.85z <= 710.86
1.43x + -6.76y + 6.29z <= 128.71
3.18x + 0.21y + -7.61z <= 779.49
-0.98x + 9.17y + -5.18z <= 971.49
-5.73x + -4.63y + 0.87z <= 840.0
7.7x + 1.78y + 8.96z <= 652.11
8.52x + 9.29y + 0.9z <= 895.03
8.77x + 4.76y + 1.0z <= 880.45
4.99x + 9.19y + 6.23z <= 734.55
6.38x + -2.4y + 4.87z <= 381.92
-1.9x + -9.03y + -1.22z <= 512.71
-6.12x + 0.49y + -0.37z <= 320.79
-3.79x + 1.2y + 5.38z <= 555.67
-5.94x + 4.93y + -7.79z <= 211.45
8.18x + -3.45y + 3.78z <= 668.03
0.03x + -4.28y + -8.79z <= 861.28
5.78x + -1.45y + 8.95z <= 983.1
2.71x + -9.74y + 8.17z <= 666.0
-3.92x + 4.78y + 6.52z <= 547.94
3.55x + -1.15y + 9.62z <= 873.41
0.74x + 1.28y + 9.81z <= 760.02
0.29x + 8.75y + 8.72z <= 368.61
3.91x + -2.58y + -3.39z <= 100.39
9.79x + 2.38y + -2.27z <= 693.32
-0.71x + -6.74y + 8.54z <= 637.98
-8.09x + -2.12y + -0.97z <= 331.39
9.36x + 6.17y + -9.75z <= 488.75
6.03x + -8.76y + 4.09z <= 607.23
-4.18x + -0.88y + -0.39z <= 178.04
-7.39x + -1.89y + 4.66z <= 382.64
-6.14x + -4.68y + -0.85z <= 835.54
-0.29x + 5.48y + 3.41z <= 794.85
5.91x + 0.64y + 0.23z <= 612.19
-8.72x + 1.83y + 9.38z <= 771.0
-9.81x + -1.59y + 4.19z <= 579.42
8.45x + -5.06y + -9.17z <= 241.66
6.05x + 1.37y + 0.01z <= 120.54
4.37x + 8.32y + -6.07z <= 656.24
2.94x + 7.09y + -6.26z <= 219.3
-6.53x + 8.94y + -5.77z <= 204.88
0.58x + -1.85y + 1.85z <= 939.94
-8.42x + -6.12y + -5.51z <= 361.79
-6.78x + 6.02y + -1.11z <= 108.0
-5.88x + -3.88y + -7.79z <= 353.99
7.5x + -9.54y + 7.65z <= 292.86
-4.94x + -0.96y + -2.08z <= 415.56
7.15x + 6.99y + -4.54z <= 576.54
-4.38x + 0.32y + -1.2z <= 266.25
1.18x + -9.32y + 9.5z <= 403.36
-2.04x + -7.04y + 7.96z <= 185.51
5.5x + 0.08y + -8.0z <= 265.49
-3.44x + -0.28y + 9.71z <= 431.57
8.22x + -3.46y + -8.39z <= 667.65
-2.56x + -0.73y + -6.96z <= 262.3
-5.18x + 7.34y + -0.26z <= 489.65
-7.3x + 4.72y + -8.63z <= 667.16
-0.69x + -0.77y + 5.79z <= 303.81
0.76x + -3.71y + -7.83z <= 772.07
5.3x + 5.47y + -0.34z <= 725.79
-0.71x + 3.32y + -5.72z <= 320.67
-9.89x + -1.04y + -0.05z <= 499.19
9.74x + -2.82y + -6.74z <= 779.96
0.37x + -7.26y + -4.11z <= 358.02
-3.58x + 4.93y + -6.25z <= 528.42
7.73x + 7.28y + -1.74z <= 984.37
1.04x + 1.32y + -6.93z <= 959.85
-5.76x + -9.84y + -5.56z <= 991.45
2.93x + 4.55y + 4.41z <= 683.47
9.74x + -8.27y + -4.42z <= 974.18
4.0x + -8.95y + 6.72z <= 697.02
5.16x + -5.8y + -6.64z <= 728.65
4.72x + -9.13y + 1.59z <= 900.36
5.92x + 0.97y + 7.54z <= 899.22
6.66x + -8.94y + 3.75z <= 167.83
-2.32x + 0.74y + -5.08z <= 831.43
4.6x + -4.4y + 0.88z <= 444.68
-9.81x + 2.78y + 8.29z <= 904.39
2.5x + 2.25y + -4.4z <= 508.11
3.5x + -0.6y + -2.79z <= 585.45
6.41x + 5.36y + 7.77z <= 726.36
2.48x + 7.62y + 1.04z <= 771.49
-4.24x + -4.32y + 5.07z <= 401.12
6.49x + -1.49y + 3.5z <= 608.21
7.59x + -6.31y + 0.29z <= 697.23
6.16x + -6.86y + 9.21z <= 150.08
9.83x + -9.06y + -5.55z <= 467.6
4.08x + -5.92y + 0.17z <= 720.92
4.42x + 9.02y + 7.0z <= 679.04
7.41x + 7.55y + 6.78z <= 149.16
1.75x + -9.16y + 8.51z <= 889.45
-0.69x + 0.89y + -1.21z <= 885.84
-6.71x + 8.25y + 2.72z <= 279.17
-3.74x + -9.77y + -1.4z <= 710.88
-5.86x + 5.64y + 5.48z <= 589.55
-5.2x + -5.06y + -4.07z <= 465.28
1.59x + 3.88y + 9.91z <= 210.64
0.99x + -8.86y + 4.8z <= 235.5
-0.2x + 8.34y + 7.24z <= 878.91
6.91x + 4.38y + 8.08z <= 347.9
4.21x + -2.64y + -7.06z <= 579.73
7.37x + 6.47y + 2.98z <= 142.21
5.76x + -8.71y + 5.84z <= 844.74
-5.93x + -6.19y + -9.92z <= 798.32
0.77x + 1.54y + 9.6z <= 198.45
-0.05x + -7.12y + -0.89z <= 794.85
-1.15x + -7.97y + -5.11z <= 954.06
-4.62x + -1.79y + 5.36z <= 352.52
-6.05x + -4.46y + 3.04z <= 618.91
-1.81x + -2.45y + -1.53z <= 820.45
-1.01x + 9.93y + 1.98z <= 351.16
-4.19x + 9.2y + 4.98z <= 184.01
5.82x + -7.0y + 0.97z <= 964.78
-2.07x + 3.52y + 1.39z <= 915.87
6.02x + 8.56y + -1.71z <= 425.96
4.58x + 7.36y + -0.8z <= 399.49
-9.17x + -6.65y + 2.12z <= 693.37
-4.99x + 2.53y + -5.39z <= 427.74
-6.25x + 7.11y + 7.39z <= 851.62
4.26x + -3.67y + 6.07z <= 540.64
-2.3x + 3.24y + 8.15z <= 480.26
-6.08x + 9.54y + -3.83z <= 378.8
6.85x + -1.85y + 1.89z <= 609.12
-6.36x + -6.82y + 4.07z <= 143.21
5.46x + -9.76y + 5.21z <= 157.16
9.8x + -7.38y + 0.93z <= 892.33
3.22x + 4.34y + 3.73z <= 453.76
2.75x + -5.88y + -6.74z <= 692.13
5.98x + -5.37y + -6.15z <= 909.11
5.58x + -4.93y + -5.95z <= 236.24
-0.71x + 7.01y + -4.35z <= 804.58
-5.05x + 6.72y + 9.41z <= 621.0
5.27x + 2.76y + -1.01z <= 731.61
-0.81x + 3.18y + -2.64z <= 410.21
9.85x + 2.21y + 5.41z <= 221.98
-3.8x + -6.35y + -7.29z <= 714.46
4.98x + -0.54y + -7.16z <= 722.78
3.11x + 2.17y + -4.29z <= 122.3
6.2x + -1.82y + 3.58z <= 661.8
-3.49x + 3.96y + -3.68z <= 590.09
-6.23x + 8.73y + 1.68z <= 764.8
-4.87x + 9.57y + 9.27z <= 435.25
-3.65x + -4.48y + -4.98z <= 848.19
4.56x + -8.31y + -3.93z <= 500.14
-7.61x + -8.78y + 0.82z <= 207.87
1.91x + 1.82y + -4.98z <= 175.53
-8.76x + 8.5y + 6.61z <= 706.72
-4.67x + -9.18y + -4.92z <= 830.12
7.59x + -8.89y + 1.36z <= 701.35
3.64x + -8.29y + 0.82z <= 206.13
-3.87x + -1.23y + -7.79z <= 124.12
-5.49x + -0.79y + -9.89z <= 387.75
-0.16x + 4.82y + 8.69z <= 781.31
-2.97x + 8.63y + -8.4z <= 545.28
-1.14x + 5.32y + -7.98z <= 765.66
-4.24x + -5.25y + 8.29z <= 296.5
-1.82x + 2.48y + 1.61z <= 281.42
1.75x + -1.28y + 3.62z <= 376.31
-7.47x + 8.25y + 0.14z <= 292.16
4.67x + 0.43y + -9.52z <= 256.36
4.05x + 5.58y + -0.83z <= 370.55
-7.55x + -0.77y + 4.55z <= 734.71
-1.22x + 3.1y + 6.72z <= 380.76
-7.96x + 7.7y + -1.18z <= 157.19
-5.62x + -4.89y + 5.21z <= 545.67
6.63x + 0.44y + -8.02z <= 881.57
-7.3x + 6.26y + 1.48z <= 321.25
4.29x + 2.35y + -4.61z <= 181.8
2.52x + -9.97y + -5.83z <= 556.07
-4.62x + 1.45y + 4.53z <= 360.58
-7.73x + -5.04y + 0.07z <= 733.76
-5.51x + -9.46y + -1.77z <= 276.09
6.37x + 5.34y + 7.67z <= 713.56
-5.22x + 2.72y + 0.67z <= 817.6
3.71x + 8.07y + -1.8z <= 657.38
-3.7x + -2.0y + -2.29z <= 977.77
-3.39x + 8.13y + -7.58z <= 848.11
-2.86x + 9.12y + 4.33z <= 501.3
-0.78x + 8.13y + -8.59z <= 183.38
-1.49x + 5.25y + -8.61z <= 716.98
-1.66x + -9.76y + -5.81z <= 839.41
-9.35x + 9.52y + -4.29z <= 865.27
-5.64x + 3.8y + 9.38z <= 536.81
3.16x + 0.22y + 2.56z <= 656.36
-4.61x + 7.25y + 9.2z <= 896.27
-4.38x + 6.57y + 4.66z <= 929.09
2.77x + -9.81y + -1.43z <= 177.16
6.69x + 3.33y + -7.31z <= 809.78
-2.27x + -9.48y + 0.97z <= 340.83
4.7x + 4.02y + 6.66z <= 848.97
-7.66x + 0.13y + -6.78z <= 629.69
-7.62x + -6.63y + 3.43z <= 940.35
-4.16x + -2.19y + 7.3z <= 837.25
1.58x + 7.34y + -8.31z <= 121.19
-4.25x + -9.0y + -8.82z <= 820.29
7.77x + -5.6y + -2.03z <= 588.42
-8.05x + -9.28y + -5.81z <= 126.71
3.45x + 1.53y + -9.93z <= 373.96
4.59x + -9.13y + 7.49z <= 907.66
-7.03x + 2.1y + -5.82z <= 773.77
7.57x + 0.54y + -6.84z <= 195.27
-2.97x + 6.07y + 2.76z <= 217.55
-9.02x + -0.68y + -0.6z <= 861.68
3.82x + -8.83y + -8.7z <= 249.44
-7.92x + -4.32y + -7.52z <= 741.79
5.59x + -3.45y + 0.85z <= 133.03
-6.79x + -7.98y + 9.48z <= 683.64
1.92x + -1.81y + 3.62z <= 817.87
-2.74x + -3.19y + -8.19z <= 914.97
2.62x + -4.62y + 1.68z <= 461.29
-8.77x + 2.31y + -1.25z <= 972.56
1.89x + 4.15y + -9.85z <= 761.15
2.7x + -1.05y + -0.33z <= 994.34
-7.93x + -3.42y + 2.68z <= 307.0
7.65x + -2.47y + -4.08z <= 829.38
8.54x + 1.09y + -1.42z <= 884.33
0.63x + -0.07y + 1.18z <= 928.05
-7.15x + 8.98y + -0.89z <= 238.73
-4.24x + 7.57y + 9.89z <= 396.86
-3.93x + 9.91y + 5.94z <= 794.73
5.74x + 3.8y + -2.68z <= 611.36
-0.96x + 8.28y + 6.24z <= 226.61
-1.26x + 3.88y + -6.57z <= 764.11
0.47x + -0.02y + 0.8z <= 217.33
6.53x + 9.95y + 6.57z <= 464.54
-8.8x + 4.84y + -5.13z <= 452.07
-9.83x + 2.74y + 1.34z <= 169.64
-7.73x + -7.09y + 9.6z <= 137.12
