max -6.2x + -9.19y + 2.76z
9.46x + -5.03y + 2.33z <= 418.09
2.97x + 9.53y + 6.58z <= 194.31
3.62x + 2.35y + -0.13z <= 761.32
-1.76x + 5.54y + 9.67z <= 501.39
-4.58x + -2.62y + -9.77z <= 986.46
-7.42x + -3.13y + -2.04z <= 102.8
5.12x + 6.11y + 2.84z <= 708.01
-4.91x + -9.46y + 5.98z <= 116.13
8.06x + -5.22y + 7.6z <= 921.53
7.31x + -9.24y + 3.91z <= 976.17
-2.23x + -6.47y + 4.18z <= 457.19
-0.6x + -6.57y + -5.46z <= 910.96
-9.56x + 8.92y + 0.47z <= 393.71
1.42x + 6.48y + 4.7z <= 303.79
7.7x + 1.02y + 5.75z <= 122.67
8.12x + 9.13y + -3.72z <= 343.39
8.37x + -6.84y + 7.75z <= 797.68
-0.63x + 4.82y + 4.26z <= 285.63
-1.74x + -6.51y + 0.14z <= 682.31
-5.15x + -3.09y + 0.4z <= 310.33
0.28x + 4.2y + 3.62z <= 402.47
7.97x + 6.07y + -9.62z <= 537.58
2.99x + -4.87y + -4.59z <= 100.81
-6.03x + 4.2y + -1.67z <= 526.75
5.13x + 3.59y + 0.63z <= 530.57
-6.56x + -5.43y + -0.48z <= 606.29
7.15x + 8.85y + -5.7z <= 928.35
-5.83x + 3.63y + 6.27z <= 905.49
-5.57x + -7.17y + -4.04z <= 540.88
3.78x + -1.43y + -2.18z <= 772.48
1.77x + 9.45y + -0.68z <= 992.28
0.89x + 4.21y + -4.43z <= 416.86
-0.19x + -3.2y + -6.49z <= 243.2
5.76x + 4.95y + 1.36z <= 286.87
6.54x + 4.2y + -7.92z <= 854.34
6.62x + -4.33y + 6.33z <= 551.83
4.96x + -5.75y + -1.24z <= 747.59
-2.89x + 0.37y + -0.73z <= 938.06
-2.2x + -7.82y + -1.6z <= 975.39
5.72x + 2.74y + 4.01z <= 272.69
-9.79x + 7.84y + -5.12z <= 841.75
6.46x + -9.85y + 3.12z <= 505.03
-5.8x + -0.75y + -1.11z <= 261.62
-5.59x + 1.32y + -5.31z <= 517.92
1.02x + 6.31y + -4.98z <= 428.44
-1.57x + 2.37y + 6.14z <= 350.65
-6.53x + 4.77y + 2.19z <= 277.75
0.29x + -1.21y + -3.74z <= 123.54
8.21x + -8.38y + 4.18z <= 284.13
-1.75x + 4.25y + 8.28z <= 863.87
-8.03x + -5.02y + -3.75z <= 604.6
7.82x + 9.17y + -4.95z <= 637.71
-1.54x + 4.96y + 5.27z <= 494.0
-0.42x + -7.66y + 4.14z <= 567.29
5.16x + -9.04y + -2.38z <= 232.16
-5.8x + 6.32y + 8.02z <= 857.64
9.75x + -3.45y + -7.97z <= 229.19
-2.78x + 4.79y + -7.43z <= 849.21
-3.73x + 2.87y + 0.45z <= 680.4
3.62x + 5.53y + 3.25z <= 147.48
1.34x + -0.72y + 7.24z <= 970.81
4.97x + 6.8y + -9.56z <= 664.27
9.41x + 8.27y + 1.6z <= 185.24
5.13x + 3.65y + 5.37z <= 343.48
-8.07x + 0.54y + -8.43z <= 658.88
7.51x + 6.66y + -5.37z <= 499.43
-9.93x + 8.34y + -1.12z <= 692.71
-6.23x + -3.3y + 6.97z <= 777.98
-4.32x + -8.79y + 7.54z <= 920.48
-6.51x + 7.38y + 9.93z <= 514.19
-3.95x + 3.93y + 2.19z <= 265.14
-0.9x + -6.94y + 4.01z <= 471.82
7.81x + -1.77y + -7.16z <= 418.74
8.54x + 7.95y + 7.29z <= 250.0
-2.39x + -2.23y + 1.99z <= 157.77
-3.03x + -7.7y + 5.48z <= 714.83
-3.0x + 5.08y + 9.33z <= 980.78
-0.62x + 2.58y + 9.88z <= 909.49
-0.91x + 1.14y + -5.74z <= 134.66
-5.37x + -6.6y + 0.22z <= 196.89
1.73x + 9.88y + 8.02z <= 579.23
-7.0x + -4.79y + 6.96z <= 367.22
-6.85x + -4.81y + -1.59z <= 727.29
5.06x + 4.35y + 7.46z <= 681.99
-9.52x + -1.78y + -8.45z <= 627.52
1.81x + -8.77y + -4.41z <= 371.81
8.44x + -7.27y + 5.19z <= 185.84
2.4x + 7.31y + -8.0z <= 818.86
3.59x + -5.24y + 5.38z <= 926.48
1.63x + 8.2y + -3.95z <= 922.59
-3.69x + 7.94y + 5.01z <= 394.62
1.72x + -7.07y + 5.45z <= 935.26
7.4x + -5.9y + 3.82z <= 414.54
0.22x + -4.81y + 7.79z <= 470.61
-0.62x + 0.4y + -6.2z <= 252.84
3.0x + -4.0y + -4.41z <= 439.81
4.68x + -3.29y + -5.28z <= 301.46
-1.45x + 4.8y + 5.93z <= 193.57
-6.72x + 2.6y + 1.81z <= 198.86
3.08x + 7.0y + 5.91z <= 453.23
-4.87x + -1.97y + -1.53z <= 844.61
8.87x + 5.41y + 9.73z <= 813.88
-2.31x + -4.55y + -5.14z <= 201.54
-5.74x + 8.8y + -8.17z <= 687.04
-3.79x + 0.2y + 3.92z <= 274.48
-0.61x + -5.58y + -6.06z <= 725.75
-9.46x + -8.36y + 3.95z <= 431.7
-4.17x + 3.98y + -4.13z <= 663.49
-1.7x + -6.55y + 4.89z <= 329.68
-0.68x + 1.65y + 0.58z <= 475.16
3.45x + -8.69y + -5.37z <= 601.58
-8.37x + 8.17y + -2.58z <= 993.04
-8.87x + 1.95y + -6.69z <= 537.42
-7.96x + -7.32y + 9.19z <= 951.58
1.45x + -7.75y + -0.3z <= 990.12
8.13x + 9.06y + 9.66z <= 645.13
-1.6x + 6.0y + 3.82z <= 458.77
2.7x + 0.83y + 2.41z <= 981.86
3.36x + -4.36y + 1.44z <= 991.92
-0.19x + 0.35y + 4.2z <= 667.16
1.29x + -5.21y + 2.83z <= 689.23
6.45x + -4.7y + 1.6z <= 637.9
-4.64x + -2.08y + -9.17z <= 737.36
1.46x + -3.81y + 4.93z <= 123.43
2.76x + 1.07y + 1.99z <= 145.95
9.11x + -7.6y + 2.98z <= 195.11
-1.55x + -5.3y + 8.21z <= 246.74
1.4x + 9.29y + -1.93z <= 795.87
-1.25x + 5.89y + 1.86z <= 301.85
-1.13x + 9.82y + -1.11z <= 456.02
4.85x + -3.89y + -9.91z <= 372.03
2.4x + -1.17y + -7.74z <= 807.43
-5.97x + 7.1y + -5.7z <= 738.28
-3.26x + 9.21y + -5.87z <= 322.13
7.5x + 2.28y + 9.03z <= 464.59
8.88x + -5.23y + -4.82z <= 497.07
8.82x + -3.34y + 8.87z <= 412.33
-1.88x + -3.52y + 9.83z <= 678.38
-2.89x + -1.99y + 5.16z <= 711.82
1.91x + 3.55y + -7.42z <= 640.94
-3.7x + -2.62y + 2.1z <= 767.63
5.84x + -6.14y + -0.59z <= 146.72
-6.19x + -0.87y + 2.73z <= 201.54
-9.52x + 3.88y + 5.59z <= 785.82
1.45x + -2.89y + 3.86z <= 230.81
5.36x + 9.83y + 3.3z <= 345.73
5.98x + -0.75y + 3.82z <= 773.28
-9.16x + -1.84y + -7.88z <= 600.2
6.78x + 2.39y + -8.78z <= 287.65
-0.7x + -3.81y + -6.79z <= 748.46
5.19x + 2.48y + -8.05z <= 934.91
-3.35x + 7.99y + 0.05z <= 602.57
-3.68x + 0.91y + 0.81z <= 990.74
5.23x + -1.97y + 0.32z <= 694.27
-4.88x + -3.19y + -0.77z <= 522.21
-6.01x + 1.81y + 1.33z <= 952.71
-8.76x + 4.37y + -5.47z <= 697.56
3.12x + 9.22y + -0.32z <= 411.71
-9.73x + -0.91y + -2.26z <= 467.2
2.0x + 7.96y + -9.14z <= 200.39
2.64x + -6.44y + 1.91z <= 307.26
5.46x + -5.24y + -0.95z <= 753.63
-5.95x + -1.8y + -0.09z <= 495.39
-0.36x + -1.51y + 5.09z <= 906.26
-1.23x + -3.9y + -8.1z <= 598.35
-4.76x + 1.92y + -2.69z <= 831.44
-2.16x + 3.05y + -9.22z <= 143.26
7.33x + 8.92y + -6.46z <= 283.92
3.33x + 6.96y + -4.79z <= 658.22
7.58x + 7.69y + -5.41z <= 757.67
-4.14x + -5.04y + -2.41z <= 935.78
1.64x + -5.47y + 8.71z <= 189.68
6.77x + -4.31y + 5.52z <= 894.57
9.86x + -9.35y + 0.48z <= 404.17
-8.4x + 0.38y + -3.85z <= 758.32
-9.25x + 7.13y + 5.08z <= 414.0
6.75x + -0.22y + 3.01z <= 878.18
-7.42x + -6.42y + 3.74z <= 793.85
4.51x + -9.66y + 2.93z <= 828.61
7.56x + -7.57y + 6.79z <= 609.92
-6.66x + -8.5y + 4.8z <= 384.83
5.03x + -0.04y + 8.75z <= 673.99
3.09x + -9.34y + 4.83z <= 538.0
9.5x + 6.56y + -7.35z <= 857.28
-1.6x + 8.08y + -3.97z <= 605.97
6.11x + 4.75y + 5.89z <= 962.82
4.3x + -3.52y + -6.03z <= 951.11
-6.6x + 2.5y + 1.47z <= 547.38
-5.32x + 5.59y + 5.8z <= 761.45
-2.83x + -0.09y + 4.84z <= 496.95
-0.48x + 3.93y + -8.85z <= 778.69
4.32x + -9.2y + -1.11z <= 816.24
-8.89x + 2.14y + 1.08z <= 318.59
-2.87x + -7.8y + -8.92z <= 899.6
-6.27x + -9.51y + -8.45z <= 828.61
-7.72x + 9.03y + 1.91z <= 995.48
5.18x + -1.28y + 8.44z <= 902.56
5.43x + 7.11y + 6.08z <= 608.26
5.19x + 3.5y + -6.31z <= 853.58
-7.07x + 3.53y + -3.94z <= 428.03
-9.44x + 6.43y + 7.39z <= 528.62
9.56x + 9.51y + -6.84z <= 451.9
-5.21x + 5.94y + 0.88z <= 671.64
-5.52x + 6.94y + 6.34z <= 528.62
-8.1x + -9.26y + 9.97z <= 570.6
0.32x + 1.05y + -5.89z <= 951.06
-7.05x + 6.32y + 7.42z <= 406.48
-2.47x + -6.49y + 4.67z <= 473.57
-7.48x + 5.06y + -6.49z <= 658.57
-6.83x + 6.36y + 7.36z <= 752.46
4.94x + 2.23y + 1.33z <= 708.25
-2.07x + 5.65y + 6.92z <= 498.54
-0.67x + 1.93y + -4.33z <= 347.25
9.45x + 7.03y + 4.32z <= 668.18
-8.11x + 2.11y + -4.41z <= 786.86
-0.95x + 8.78y + 0.68z <= 141.98
7.99x + 1.2y + 6.49z <= 780.65
-9.3x + -8.3y + -1.02z <= 855.4
9.71x + 6.54y + 2.85z <= 317.22
-9.6x + -3.29y + 3.88z <= 605.16
-8.28x + -1.87y + -6.2z <= 237.66
-5.63x + -0.43y + -6.5z <= 475.47
-4.64x + 8.98y + -8.92z <= 566.4
-2.53x + 5.19y + 6.43z <= 199.47
8.04x + 2.82y + 0.99z <= 645.56
3.12x + 9.51y + 8.91z <= 466.26
0.3x + -9.81y + 6.99z <= 385.85
4.92x + -5.84y + 4.04z <= 145.05
-5.06x + -4.31y + 1.2z <= 514.82
-2.85x + -4.2y + -7.65z <= 656.27
8.36x + -1.5y + -2.04z <= 582.87
-7.32x + 4.23y + 9.74z <= 119.21
-9.57x + -2.47y + 6.99z <= 875.5
8.96x + 0.97y + 4.27z <= 593.83
-2.83x + -1.17y + 2.81z <= 180.11
-5.36x + 7.59y + -6.94z <= 468.1
3.21x + -6.69y + -9.34z <= 715.69
3.06x + -6.75y + -8.64z <= 143.2
-4.49x + -5.75y + 9.14z <= 789.04
6.92x + -1.36y + -1.05z <= 384.2
-2.71x + 5.11y + -6.36z <= 727.54
-3.27x + 8.05y + 3.4z <= 491.52
-4.89x + 5.94y + 7.01z <= 709.31
3.46x + 1.35y + 5.69z <= 547.61
-0.4x + -0.32y + -8.62z <= 897.3
9.13x + -4.42y + -0.28z <= 393.61
0.57x + 5.86y + -0.61z <= 796.16
3.15x + -1.59y + -0.8z <= 206.57
-8.51x + -6.66y + -8.88z <= 628.86
-9.99x + 4.27y + -6.09z <= 498.81
7.1x + 8.75y + -8.27z <= 638.14
-0.68x + 7.93y + -7.11z <= 656.22
7.03x + 0.12y + -8.57z <= 627.78
-0.64x + 6.56y + 0.38z <= 215.2
1.06x + 3.35y + -7.19z <= 316.01
-2.06x + -7.82y + 0.92z <= 926.51
-8.86x + -9.69y + 7.82z <= 891.42
7.74x + 9.21y + 7.76z <= 349.88
-2.13x + -3.9y + -6.2z <= 775.69
4.26x + 4.99y + -0.49z <= 125.37
-0.73x + -0.87y + -4.4z <= 737.0
-2.7x + -0.53y + -7.18z <= 935.05
1.3x + 6.43y + -4.54z <= 196.53
9.26x + -7.16y + 8.04z <= 465.16
0.47x + 5.96y + 9.95z <= 900.16
7.04x + 0.46y + 2.49z <= 996.21
6.23x + -5.04y + 4.64z <= 732.93
3.37x + 7.25y + 5.04z <= 631.72
1.0x + 0.83y + -6.57z <= 837.21
6.93x + -0.5y + 9.13z <= 118.56
-8.38x + 8.41y + 7.67z <= 740.5
7.84x + 2.76y + 6.36z <= 201.06
6.44x + -9.33y + 6.65z <= 784.46
-7.47x + 1.11y + 1.99z <= 876.74
1.26x + 0.61y + 5.49z <= 272.17
-5.29x + -4.94y + -7.73z <= 430.5
-1.05x + -8.47y + -8.66z <= 240.3
-6.54x + 9.92y + 1.64z <= 745.86
2.3x + -7.05y + 7.23z <= 600.33
5.34x + 7.5y + 0.61z <= 543.5
-9.76x + 6.77y + -7.52z <= 589.94
-0.61x + 5.11y + 8.77z <= 254.73
0.32x + -0.56y + 5.76z <= 930.96
1.73x + -2.74y + 4.26z <= 340.18
-2.49x + -3.65y + -0.25z <= 747.02
6.05x + 7.68y + -3.3z <= 521.01
8.36x + 3.12y + -5.87z <= 886.95
-2.89x + -8.36y + 3.23z <= 528.19
0.24x + -2.92y + -9.02z <= 376.35
0.36x + -5.55y + -7.02z <= 597.41
-4.23x + 4.34y + -5.78z <= 271.98
2.41x + -8.87y + 9.7z <= 787.92
2.54x + 5.11y + -1.62z <= 399.52
1.15x + 3.78y + 8.82z <= 811.31
2.35x + -2.08y + -7.56z <= 313.21
3.67x + -5.96y + -6.66z <= 452.51
8.58x + -2.64y + -9.75z <= 897.12
5.61x + 5.62y + 5.12z <= 930.97
-4.37x + 0.13y + 7.63z <= 121.29
-3.46x + 0.46y + -5.87z <= 811.08
5.68x + -6.11y + 9.84z <= 916.27
-2.85x + 7.11y + -1.63z <= 510.42
9.21x + -9.13y + -0.38z <= 807.44
5.16x + -0.27y + 4.35z <= 100.24
-2.31x + 1.84y + -4.71z <= 223.01
-9.17x + 0.29y + -8.09z <= 318.82
-9.14x + 3.95y + -6.81z <= 569.36
-1.72x + -0.76y + -7.23z <= 498.35
-6.51x + -0.97y + 7.43z <= 936.63
-6.8x + -4.39y + 8.4z <= 481.66
9.38x + -2.57y + 7.89z <= 256.47
6.98x + 0.12y + 5.92z <= 379.44
2.58x + -3.76y + -4.77z <= 990.36
8.52x + -7.04y + 1.23z <= 865.07
-8.95x + -3.95y + 2.5z <= 310.3
-7.74x + -3.8y + -1.23z <= 955.31
-1.29x + 9.8y + -7.01z <= 590.92
9.18x + 1.46y + -2.64z <= 850.35
3.54x + 7.22y + -0.49z <= 435.95
5.3x + -7.11y + 1.4z <= 658.99
-6.15x + -8.87y + 2.73z <= 910.13
-5.35x + 1.02y + -1.18z <= 229.26
-9.93x + -0.23y + 2.44z <= 617.37
-3.87x + 6.12y + -9.47z <= 561.47
0.29x + -6.14y + -2.02z <= 312.68
-4.72x + 4.65y + -7.65z <= 253.93
3.3x + 2.03y + 0.49z <= 680.25
7.77x + 7.3y + -7.07z <= 154.61
9.91x + -8.17y + 9.86z <= 316.22
2.03x + -1.98y + 5.92z <= 796.66
-8.52x + 2.99y + 4.24z <= 826.5
5.5x + 4.3y + -8.57z <= 661.1
3.21x + 1.84y + -3.8z <= 460.17
0.97x + -3.83y + 7.8z <= 521.05
7.73x + -4.07y + -2.27z <= 352.96
-8.17x + -8.74y + -6.46z <= 154.34
-3.22x + -9.73y + 0.43z <= 285.31
1.58x + -8.6y + -8.11z <= 650.33
-2.23x + 3.72y + -1.2z <= 956.19
3.72x + -9.34y + -9.23z <= 610.98
-4.67x + 5.31y + -5.97z <= 350.89
2.24x + 6.73y + 8.35z <= 696.42
-6.32x + -9.77y + -1.02z <= 327.79
-0.76x + 6.29y + 8.12z <= 251.27
9.94x + -5.98y + 5.81z <= 916.87
4.5x + 3.79y + -8.8z <= 683.94
4.32x + -5.25y + -3.38z <= 346.26
-5.43x + -1.1y + -9.31z <= 576.47
6.83x + 1.06y + 3.1z <= 732.13
2.34x + 5.94y + -2.32z <= 231.54
-6.74x + -8.41y + 3.31z <= 175.27
-7.41x + 8.67y + -7.92z <= 391.57
4.77x + 9.89y + -7.86z <= 344.9
-7.78x + -5.05y + -7.86z <= 291.18
7.59x + 0.92y + -2.46z <= 882.67
9.77x + 8.4y + -1.76z <= 213.13
-6.11x + -1.97y + 3.16z <= 118.24
4.34x + -1.77y + 6.11z <= 434.23
1.28x + -9.42y + -7.84z <= 453.02
-3.28x + -5.92y + -3.22z <= 968.73
-5.86x + -7.23y + 5.84z <= 437.25
0.72x + -5.79y + 9.37z <= 535.43
1.1x + 2.22y + -2.89z <= 454.42
-3.93x + 3.99y + -6.04z <= 829.36
-0.49x + -0.23y + -0.88z <= 505.96
-0.78x + 8.69y + 6.71z <= 817.97
-8.16x + 3.91y + -6.21z <= 975.0
6.28x + -7.8y + 0.69z <= 110.39
-8.65x + 0.17y + 9.74z <= 796.74
-2.28x + -8.59y + -2.77z <= 326.59
1.47x + -9.87y + 6.51z <= 499.25
2.7x + 7.96y + -2.97z <= 106.83
-1.11x + 0.93y + 2.95z <= 435.44
6.34x + 3.02y + 7.17z <= 752.73
-1.63x + -5.79y + -2.97z <= 146.97
5.94x + -9.68y + -5.07z <= 983.63
2.01x + -9.91y + -3.79z <= 559.44
7.8x + 4.52y + -7.86z <= 317.75
-6.4x + 4.67y + -7.57z <= 108.46
-4.72x + -3.27y + 1.52z <= 538.14
-3.45x + 3.62y + -1.59z <= 856.53
-4.47x + 8.27y + 4.0z <= 839.54
-5.42x + -4.08y + 2.21z <= 873.99
-1.65x + 4.46y + -2.03z <= 391.68
-6.96x + -5.25y + -1.95z <= 429.71
-9.4x + -6.47y + 1.94z <= 171.29
-3.55x + 2.08y + -3.92z <= 749.21
1.34x + 0.11y + -6.03z <= 940.85
6.01x + -5.45y + 4.49z <= 943.23
-6.61x + -0.9y + 7.01z <= 351.2
6.41x + -6.38y + -2.55z <= 404.87
-4.34x + 5.8y + 0.07z <= 469.9
1.34x + -2.5y + 0.65z <= 932.93
-6.61x + -8.73y + 2.51z <= 474.71
6.71x + 3.74y + 6.86z <= 158.84
3.89x + -4.8y + -5.64z <= 397.54
-1.66x + 3.92y + 1.2z <= 369.51
-0.01x + -5.38y + -5.51z <= 846.3
1.82x + -9.12y + 0.06z <= 946.47
-9.24x + 4.29y + -4.27z <= 524.36
6.12x + 6.49y + -4.54z <= 339.44
-4.0x + 2.03y + 4.04z <= 689.42
-8.84x + 4.37y + 5.78z <= 134.06
-1.59x + 4.95y + 7.53z <= 935.77
7.6x + 3.43y + 5.19z <= 643.61
9.51x + -8.1y + -5.84z <= 506.8
-7.33x + -8.51y + -7.58z <= 489.21
-4.94x + -3.5y + 7.62z <= 885.78
-1.2x + -2.76y + -8.25z <= 337.17
-4.87x + 2.9y + 8.95z <= 903.26
4.55x + 8.88y + -9.5z <= 580.34
9.32x + -1.22y + -1.79z <= 346.45
-2.51x + -0.35y + -8.67z <= 551.86
-2.69x + -7.08y + 3.42z <= 395.45
1.28x + 1.5y + -2.75z <= 383.66
-8.65x + 0.48y + 6.42z <= 856.88
2.87x + -2.73y + 7.71z <= 509.85
-3.9x + 8.72y + 0.78z <= 317.44
-8.81x + -4.61y + 0.14z <= 680.75
-7.59x + -4.13y + -7.21z <= 266.51
0.42x + 1.18y + 9.36z <= 511.75
-8.97x + -4.68y + -2.1z <= 284.26
-1.77x + 6.17y + -0.75z <= 762.3
-7.48x + 3.92y + 1.71z <= 820.48
6.23x + 6.01y + 9.33z <= 826.06
-4.96x + -5.85y + -3.49z <= 693.02
3.53x + 4.96y + -0.81z <= 239.7
9.81x + 7.78y + 5.57z <= 122.5
-2.46x + 5.59y + -9.71z <= 629.11
2.51x + -7.32y + -8.69z <= 370.54
5.18x + -3.8y + 6.22z <= 884.83
9.94x + 6.64y + 0.77z <= 653.78
4.98x + 8.21y + -7.84z <= 591.26
-1.58x + -0.22y + 2.9z <= 729.4
5.81x + 7.67y + -4.33z <= 349.34
3.54x + 4.71y + 0.63z <= 525.43
-0.7x + -9.18y + 6.57z <= 476.2
-1.12x + -2.19y + 4.72z <= 119.76
-4.97x + -2.96y + 2.57z <= 993.92
9.93x + -9.63y + 6.47z <= 766.31
8.22x + 1.25y + -9.08z <= 719.75
-9.37x + -1.1y + 6.56z <= 919.0
-6.81x + 7.52y + 0.15z <= 910.67
1.6x + -9.31y + -4.93z <= 281.03
-3.49x + 2.39y + -5.21z <= 143.24
2.8x + 7.94y + 4.14z <= 268.34
-4.87x + -2.53y + 5.12z <= 290.5
5.18x + -4.79y + -3.08z <= 511.67
-5.25x + 0.77y + -9.83z <= 973.96
-4.12x + -9.94y + -0.53z <= 658.88
7.87x + 0.93y + -7.12z <= 473.92
-1.04x + -7.83y + 6.95z <= 281.47
4.9x + 8.07y + -7.74z <= 415.99
3.62x + 2.7y + 8.61z <= 619.27
4.47x + 1.9y + 7.6z <= 339.43
9.35x + 5.65y + -0.97z <= 270.78
-3.64x + -2.47y + 7.27z <= 117.38
5.53x + -3.15y + 7.56z <= 989.67
-5.64x + 2.84y + 2.36z <= 746.93
-4.32x + 5.4y + -4.0z <= 102.0
7.25x + 7.42y + -7.1z <= 111.6
-1.65x + 8.37y + -1.83z <= 516.35
-0.61x + 9.2y + -6.33z <= 780.79
-9.42x + 9.56y + 5.76z <= 440.41
-5.94x + -4.19y + 3.54z <= 413.96
8.99x + -4.83y + -4.98z <= 754.11
-8.41x + 3.62y + 5.34z <= 565.91
-1.01x + 3.02y + 9.42z <= 694.21
-5.92x + 8.22y + -5.24z <= 300.08
8.58x + 4.42y + 7.4z <= 553.12
-4.55x + 2.86y + -0.34z <= 179.28
-1.28x + -1.48y + 2.68z <= 693.44
0.47x + -3.56y + -5.37z <= 342.91
-0.02x + 4.39y + -3.74z <= 692.13
1.37x + -0.29y + 0.01z <= 959.43
-8.62x + -1.4y + 8.57z <= 224.02
-6.99x + -5.27y + -7.4z <= 190.12
9.78x + -6.59y + -5.1z <= 443.39
-0.19x + -2.77y + -5.42z <= 949.1
3.63x + -3.79y + -4.29z <= 363.8
-5.35x + 5.54y + -8.47z <= 845.2
-9.59x + 1.94y + -6.41z <= 953.09
7.18x + 4.66y + 4.73z <= 960.82
2.79x + 6.76y + 9.14z <= 920.35
-5.54x + 0.9y + -1.95z <= 164.06
8.92x + -6.83y + -7.01z <= 227.76
-6.25x + -3.96y + -8.83z <= 394.9
-5.75x + 1.21y + -2.81z <= 884.18
0.82x + -6.35y + -5.88z <= 171.7
5.25x + -4.98y + 7.82z <= 372.6
3.96x + 7.85y + 9.28z <= 122.95
-2.97x + -8.48y + 7.75z <= 307.12
-2.73x + 3.16y + -0.24z <= 769.99
-4.7x + 6.12y + 4.63z <= 622.71
-7.12x + 2.19y + -3.7z <= 473.38
5.67x + 2.6y + 3.01z <= 303.29
-4.7x + -2.99y + -2.54z <= 862.8
-7.46x + -7.22y + 6.43z <= 777.09
3.48x + 4.47y + 1.86z <= 520.96
8.44x + -1.52y + 5.95z <= 683.45
-1.89x + 7.17y + 5.83z <= 268.01
-4.36x + 5.7y + 5.02z <= 374.16
-1.04x + -5.62y + -5.16z <= 690.0
5.15x + 8.9y + -1.63z <= 138.06
3.19x + -1.72y + 0.06z <= 430.02
-5.59x + -4.99y + -0.63z <= 729.22
-3.66x + 8.22y + 7.46z <= 571.27
-2.93x + -7.11y + 1.14z <= 636.75
-2.72x + 5.24y + -4.55z <= 581.11
-4.79x + 1.78y + -3.2z <= 811.52
8.96x + -6.44y + 2.14z <= 706.5
1.52x + -4.77y + -1.93z <= 208.71
-7.88x + -0.65y + 4.11z <= 645.09
4.47x + -3.9y + -9.63z <= 609.25
8.75x + -0.72y + -5.39z <= 190.04
-6.52x + -0.93y + -3.1z <= 466.72
-4.19x + -9.15y + 8.69z <= 631.81
3.65x + -7.5y + -7.51z <= 742.78
-2.11x + -7.97y + 6.8z <= 806.11
-8.15x + 3.78y + -1.61z <= 535.71
-4.32x + -8.19y + -8.17z <= 238.06
9.49x + -7.84y + -5.4z <= 361.68
9.53x + 1.44y + 3.31z <= 344.36
1.11x + 9.8y + 1.76z <= 551.99
7.19x + 5.9y + 0.57z <= 853.74
-9.04x + -1.89y + -3.68z <= 742.67
-7.73x + 0.72y + -1.16z <= 468.93
-4.22x + 9.36y + 6.94z <= 283.36
9.89x + 0.69y + -3.98z <= 320.16
-2.34x + -0.85y + 7.26z <= 480.43
7.29x + 6.67y + -4.03z <= 544.81
9.46x + 4.7y + -7.42z <= 948.15
-7.25x + 8.6y + 5.01z <= 709.21
-6.67x + -5.36y + -7.87z <= 139.59
-3.17x + -6.99y + -2.58z <= 894.14
0.41x + -6.3y + -1.69z <= 480.19
-9.7x + 3.11y + 9.47z <= 956.39
-5.09x + 1.05y + 4.69z <= 489.77
4.46x + -1.64y + -8.73z <= 331.64
-0.22x + 8.52y + 2.18z <= 309.16
-6.1x + 8.78y + -1.05z <= 712.65
-2.31x + -8.33y + 2.06z <= 636.58
-6.59x + -7.7y + -2.0z <= 837.54
9.0x + -5.87y + -1.51z <= 693.58
4.61x + 4.11y + 8.04z <= 761.88
3.53x + -4.26y + -3.37z <= 566.91
-4.22x + 1.19y + 8.66z <= 258.19
-0.16x + 10.0y + 0.55z <= 612.37
3.53x + 5.05y + 2.3z <= 878.21
-7.67x + 1.83y + 4.38z <= 154.13
-8.93x + -3.06y + -5.33z <= 133.79
-6.11x + -5.72y + 4.99z <= 832.5
-9.47x + -4.0y + 8.29z <= 380.44
1.04x + 0.14y + -8.51z <= 886.44
-0.46x + -10.0y + 6.1z <= 866.84
-4.69x + -4.09y + -6.53z <= 738.27
7.55x + -8.8y + -3.08z <= 839.2
0.2x + 2.82y + 9.05z <= 291.41
-1.96x + -9.64y + 2.83z <= 708.1
3.73x + 6.56y + 6.22z <= 973.56
1.6x + 5.62y + 2.43z <= 474.83
7.56x + 2.8y + -6.39z <= 183.65
-3.43x + -6.09y + 9.45z <= 385.87
5.48x + -3.61y + 1.33z <= 225.69
6.43x + 0.23y + -2.91z <= 902.75
-2.98x + -0.53y + -4.96z <= 522.42
4.38x + -5.86y + 1.68z <= 481.62
-3.51x + 9.5y + -0.31z <= 943.83
-6.23x + 1.09y + 8.9z <= 148.86
7.69x + 1.11y + -4.13z <= 253.52
-8.31x + -9.97y + 6.01z <= 363.58
-4.15x + 9.87y + 4.96z <= 273.19
-4.56x + 7.97y + 0.3z <= 994.31
-5.73x + 2.68y + -2.8z <= 236.8
-1.45x + 3.83y + -0.59z <= 125.43
-4.36x + -9.58y + 1.14z <= 258.54
-2.46x + -4.78y + -8.77z <= 555.09
8.97x + 4.35y + 6.75z <= 419.21
0.94x + 2.39y + 0.32z <= 881.48
-7.16x + 7.28y + -5.23z <= 803.1
1.71x + 6.02y + 9.93z <= 164.61
3.3x + 7.26y + -9.12z <= 714.32
-6.22x + -3.59y + -2.63z <= 485.99
7.57x + -7.87y + 3.3z <= 603.08
-9.55x + -5.99y + 1.15z <= 838.12
-2.7x + 1.7y + -9.23z <= 163.25
1.94x + 5.94y + 5.41z <= 838.45
-8.79x + 9.41y + 5.09z <= 268.03
1.7x + -1.38y + -9.39z <= 201.51
-5.02x + 6.52y + 7.63z <= 830.96
-2.08x + -3.54y + -1.04z <= 206.44
0.11x + 6.49y + -9.0z <= 229.18
7.31x + -9.09y + -2.78z <= 745.23
8.57x + -4.3y + -4.4z <= 723.4
