max -8.87x + -2.53y + 1.18z
-8.59x + 5.96y + 9.67z <= 847.21
2.67x + -3.87y + -0.04z <= 636.99
-5.88x + 5.07y + 7.77z <= 145.6
-0.51x + -7.37y + 4.31z <= 356.27
-5.29x + -1.85y + -8.14z <= 197.46
2.32x + -4.22y + -6.1z <= 838.69
4.2x + 6.23y + 7.28z <= 732.17
-6.57x + 5.59y + 7.59z <= 287.25
-0.55x + 4.66y + 1.96z <= 211.7
-1.34x + 3.71y + 1.3z <= 880.73
9.3x + -6.07y + 5.99z <= 594.82
3.69x + 1.13y + -4.89z <= 663.84
2.8x + -3.82y + -9.82z <= 109.42
-3.41x + -9.93y + -5.83z <= 503.87
2.49x + 7.37y + -9.68z <= 889.28
-0.54x + -5.85y + 2.18z <= 634.39
-8.02x + 8.98y + -8.04z <= 272.17
-2.31x + -3.79y + -3.83z <= 667.34
3.16x + 7.95y + -5.71z <= 719.01
-2.12x + -0.58y + 9.84z <= 396.1
0.99x + -0.36y + -8.37z <= 369.33
-8.96x + 5.07y + -3.57z <= 490.86
2.52x + -1.57y + 8.31z <= 868.18
5.47x + -4.71y + 7.64z <= 635.63
8.53x + -6.64y + 3.66z <= 151.57
-9.06x + -3.37y + -2.91z <= 921.96
2.68x + -7.09y + -2.45z <= 775.69
-3.66x + 9.0y + -6.57z <= 858.82
-6.06x + 7.52y + -8.18z <= 709.37
1.19x + -5.06y + 4.69z <= 987.28
0.56x + -6.61y + -6.43z <= 599.01
-9.47x + 4.98y + -5.36z <= 749.17
7.85x + 2.8y + 7.58z <= 581.01
9.55x + 6.02y + -6.98z <= 423.23
-9.26x + -9.42y + 8.22z <= 324.87
-2.06x + 0.6y + -0.65z <= 448.99
-6.33x + -7.16y + 8.16z <= 848.82
7.86x + 4.34y + 9.02z <= 499.43
-1.63x + 8.84y + 7.43z <= 262.64
-9.55x + 6.89y + -2.77z <= 518.24
2.2x + 8.17y + 2.13z <= 445.38
-8.97x + 4.36y + 3.82z <= 285.67
8.25x + -0.07y + 0.79z <= 444.86
-8.8x + -5.12y + 1.37z <= 922.68
-2.38x + -5.07y + -6.35z <= 567.26
-3.65x + 5.71y + -9.51z <= 303.96
-6.99x + 4.8y + 5.4z <= 891.59
4.9x + -4.44y + 8.12z <= 480.92
-6.21x + 5.71y + 9.24z <= 399.79
-6.08x + 5.11y + 4.66z <= 664.33
5.2x + -6.91y + 4.13z <= 328.5
8.46x + 9.95y + 8.76z <= 557.74
-4.52x + 8.85y + 7.59z <= 176.95
-3.87x + -4.28y + -1.21z <= 729.17
-4.27x + -1.8y + -4.26z <= 779.63
-9.68x + -6.97y + 5.13z <= 376.61
7.42x + -8.18y + 1.43z <= 307.69
-2.72x + 3.19y + -9.82z <= 951.44
-9.39x + 0.01y + 1.83z <= 812.19
6.33x + -6.03y + -4.84z <= 492.13
-7.45x + -1.34y + -3.25z <= 597.06
-9.03x + 9.3y + 5.33z <= 975.34
7.26x + -3.32y + 9.22z <= 173.22
5.89x + 1.6y + -6.36z <= 938.25
-7.25x + -6.49y + 8.36z <= 393.61
9.5x + 5.95y + -6.69z <= 297.18
-3.15x + 2.37y + 2.11z <= 651.2
-3.64x + 4.18y + -9.31z <= 539.42
0.72x + 4.48y + -0.94z <= 996.58
7.38x + -0.39y + 6.59z <= 782.85
5.72x + 8.09y + 5.56z <= 740.37
-0.34x + 5.47y + -7.14z <= 686.52
0.45x + 3.38y + -5.83z <= 206.36
6.13x + 7.0y + -5.4z <= 731.01
-9.81x + 5.85y + 1.11z <= 954.74
7.21x + -0.9y + 9.54z <= 925.71
9.82x + 8.0y + 8.28z <= 279.8
-4.36x + -7.19y + -4.07z <= 452.8
6.27x + -6.85y + -7.31z <= 347.77
-4.61x + -6.5y + -7.33z <= 953.27
0.59x + -2.97y + -2.85z <= 498.19
8.59x + 6.35y + 4.58z <= 897.66
7.66x + -8.98y + 8.01z <= 969.8
-2.18x + 4.34y + 5.35z <= 532.95
6.99x + 0.26y + -2.38z <= 567.75
7.05x + 9.63y + 0.91z <= 881.52
-2.55x + -9.16y + -8.41z <= 205.98
4.71x + 4.5y + 3.97z <= 918.03
-1.33x + 1.8y + -9.12z <= 424.17
9.25x + -5.76y + -9.16z <= 622.17
-2.88x + 5.13y + 1.76z <= 156.16
3.44x + -4.12y + -4.39z <= 812.92
-2.39x + 2.12y + 1.16z <= 835.47
0.83x + -6.0y + -7.75z <= 823.47
-9.3x + 1.72y + 3.67z <= 147.58
-1.68x + -5.42y + -3.85z <= 232.28
-5.87x + 5.21y + 5.87z <= 406.45
5.61x + 3.67y + 3.49z <= 260.0
-0.59x + -9.13y + 5.4z <= 853.98
-6.35x + -8.78y + 4.98z <= 904.01
-4.65x + -3.77y + 3.74z <= 475.59
-0.85x + -1.29y + 4.93z <= 703.46
0.63x + -0.34y + -3.01z <= 216.59
8.78x + -4.48y + -8.43z <= 298.29
-1.6x + 1.86y + 1.58z <= 975.07
-2.35x + -6.52y + -9.41z <= 735.87
-7.63x + -4.76y + 3.76z <= 754.9
-4.06x + -1.2y + 0.84z <= 589.54
-0.5x + -1.37y + 1.44z <= 397.89
-6.8x + -9.97y + 1.67z <= 146.45
-3.74x + -7.67y + 0.23z <= 870.98
8.87x + 9.83y + 8.23z <= 470.89
9.2x + -3.47y + -8.04z <= 382.73
9.46x + 1.84y + 1.28z <= 537.48
0.22x + 1.16y + 6.52z <= 995.46
-9.61x + -9.79y + 0.61z <= 647.02
-9.11x + 6.93y + 8.22z <= 227.82
-5.91x + 7.8y + -7.9z <= 363.59
-4.15x + -5.15y + 5.69z <= 281.32
-1.71x + 1.52y + -9.21z <= 241.01
9.02x + -4.25y + 2.2z <= 836.37
-9.56x + -7.85y + -1.35z <= 865.97
4.61x + 1.26y + -0.16z <= 199.38
3.77x + 4.57y + 1.96z <= 858.42
-6.56x + -2.58y + 0.9z <= 302.7
0.71x + 0.02y + -2.15z <= 546.94
-4.98x + 2.84y + 3.96z <= 707.72
9.75x + 7.49y + 0.2z <= 577.25
-8.87x + 1.96y + 7.35z <= 932.92
4.7x + 9.48y + -4.65z <= 286.89
1.17x + -9.2y + 0.1z <= 160.06
3.01x + -9.57y + -9.85z <= 766.63
-1.4x + 0.1y + 6.56z <= 495.72
-2.39x + -6.17y + -5.88z <= 423.6
3.19x + 6.47y + -4.29z <= 138.27
-7.66x + 7.04y + -8.91z <= 465.58
8.76x + -8.13y + -0.29z <= 293.89
0.38x + -1.17y + 5.57z <= 949.03
6.08x + 1.79y + 5.04z <= 812.05
-4.76x + 5.57y + -1.6z <= 328.0
-0.46x + 7.41y + 2.78z <= 179.82
-3.85x + 0.14y + 2.56z <= 187.26
-8.12x + -3.48y + -5.58z <= 710.76
-2.66x + 2.97y + -8.8z <= 808.39
2.31x + 1.53y + 5.35z <= 917.75
-7.53x + -5.98y + 0.15z <= 859.3
3.73x + 2.8y + 4.88z <= 560.54
-4.68x + 7.47y + -1.99z <= 140.28
4.84x + -7.37y + -4.26z <= 696.18
0.31x + 1.57y + 9.22z <= 244.79
9.28x + 9.96y + -9.07z <= 821.18
2.22x + -3.79y + -6.5z <= 417.58
-4.34x + -1.07y + 4.76z <= 323.19
-9.5x + 9.8y + -3.01z <= 708.7
-1.45x + -9.43y + -0.92z <= 213.08
5.42x + 5.83y + 3.51z <= 839.59
6.85x + -6.85y + 2.1z <= 750.6
1.39x + 4.98y + 0.49z <= 695.33
1.89x + 8.07y + -3.01z <= 760.73
-1.27x + 1.81y + 7.9z <= 263.53
2.0x + -2.92y + 5.46z <= 394.18
2.53x + 2.18y + 0.88z <= 300.88
2.98x + -1.12y + -5.51z <= 415.74
2.0x + -3.21y + 0.71z <= 975.55
-7.9x + -1.17y + -3.09z <= 684.52
2.74x + -2.43y + -7.03z <= 796.58
-5.83x + -8.86y + 7.43z <= 866.35
-5.32x + 2.14y + 3.22z <= 962.04
-5.89x + 1.11y + -2.43z <= 572.67
1.41x + 9.25y + -9.06z <= 303.11
-3.3x + 6.48y + 6.12z <= 862.54
-2.54x + 3.69y + 1.51z <= 491.64
-9.79x + 5.18y + 8.26z <= 529.48
-9.94x + 8.5y + 9.04z <= 298.47
-1.72x + -8.45y + -2.64z <= 278.56
-2.55x + -0.52y + -8.78z <= 688.88
-3.72x + 3.04y + 1.02z <= 827.56
0.02x + -2.22y + -7.58z <= 901.97
-3.03x + 7.05y + -1.7z <= 930.41
-8.8x + 3.23y + -9.72z <= 307.52
9.74x + -4.35y + 0.31z <= 139.22
-0.92x + 5.23y + 3.28z <= 423.16
-0.73x + -9.73y + -1.71z <= 488.07
1.32x + -5.21y + 3.58z <= 666.16
-4.1x + 0.1y + 5.32z <= 501.83
9.45x + 5.11y + -9.21z <= 556.96
6.08x + 8.39y + -3.68z <= 643.24
-6.99x + 8.5y + 6.55z <= 837.14
2.26x + -7.96y + 8.48z <= 626.16
2.13x + 5.08y + 4.78z <= 628.3
-4.64x + -4.78y + -0.07z <= 618.89
4.27x + -0.21y + -0.7z <= 226.78
0.25x + 5.97y + -8.68z <= 692.19
-2.07x + 2.94y + 9.1z <= 911.26
-1.34x + -8.58y + -9.24z <= 537.84
-6.35x + -1.71y + -8.56z <= 930.56
0.67x + -6.12y + 4.01z <= 559.63
7.99x + 2.44y + -4.1z <= 985.54
-3.74x + 5.08y + -9.1z <= 530.52
-8.16x + 5.4y + 6.4z <= 584.51
4.16x + -9.86y + 9.51z <= 433.24
9.2x + -7.44y + -0.28z <= 639.14
-9.0x + -6.74y + 3.13z <= 951.23
8.5x + -1.95y + -7.42z <= 620.66
-8.51x + 7.0y + -0.24z <= 907.12
-9.47x + 1.36y + 2.16z <= 227.97
2.94x + 3.7y + -0.68z <= 573.3
-7.39x + 6.26y + -0.05z <= 849.39
4.96x + 7.38y + 3.6z <= 481.77
-7.38x + -9.84y + -1.58z <= 374.02
-0.95x + -5.67y + -6.47z <= 230.65
-1.62x + 0.46y + 0.71z <= 290.36
2.87x + 9.03y + 0.69z <= 762.78
-1.55x + 4.73y + 4.04z <= 371.39
9.44x + 0.87y + -6.66z <= 626.53
-5.83x + -4.68y + -0.15z <= 258.35
-0.26x + -3.8y + -2.78z <= 566.47
-2.9x + -3.66y + -5.04z <= 474.85
7.8x + 9.84y + 2.23z <= 256.83
-1.77x + 2.82y + -0.8z <= 613.98
-5.46x + -8.62y + -2.19z <= 968.35
-6.47x + 2.84y + -5.87z <= 486.63
-3.42x + 1.72y + -4.84z <= 944.11
-1.21x + -7.53y + 6.21z <= 332.68
-2.89x + -7.81y + -2.77z <= 192.87
-6.12x + 6.85y + 3.42z <= 421.11
6.16x + -3.66y + -7.13z <= 847.71
-9.36x + -1.19y + -6.83z <= 926.29
1.55x + 6.66y + 7.13z <= 475.14
1.66x + 9.47y + 0.2z <= 783.95
5.52x + 9.31y + -4.32z <= 922.3
8.32x + -9.46y + 6.33z <= 494.23
-9.16x + -3.77y + -5.22z <= 754.72
3.83x + -2.76y + -1.08z <= 116.66
-0.22x + -0.87y + 1.51z <= 406.8
-2.94x + -5.95y + -1.28z <= 599.46
2.07x + 4.71y + -2.63z <= 774.92
-1.59x + 7.42y + -6.52z <= 890.99
-8.11x + 9.18y + -0.74z <= 723.51
1.32x + 6.0y + -7.26z <= 170.94
-0.4x + 7.45y + -5.87z <= 792.23
8.13x + 5.25y + 3.47z <= 919.44
-7.89x + -7.42y + 0.85z <= 852.0
6.76x + 4.84y + 0.43z <= 913.9
5.43x + -4.43y + 0.26z <= 983.56
7.87x + 5.99y + 8.38z <= 373.42
2.94x + 2.64y + -5.92z <= 388.51
9.73x + -3.36y + -5.3z <= 123.03
-0.46x + -3.2y + 7.27z <= 421.2
-4.76x + 7.96y + 9.51z <= 866.28
6.23x + 3.57y + -9.9z <= 732.37
4.33x + -7.98y + 2.3z <= 485.49
5.57x + 2.95y + -8.9z <= 337.77
-6.01x + 3.0y + -2.72z <= 802.75
1.34x + -6.1y + 8.3z <= 372.88
3.74x + -9.52y + 1.96z <= 392.87
9.1x + -1.67y + -7.54z <= 885.23
7.72x + 9.13y + -7.35z <= 433.33
4.38x + 1.25y + 7.82z <= 838.62
5.19x + -9.96y + 1.91z <= 150.49
-6.65x + -1.7y + 8.54z <= 126.72
-9.87x + 4.96y + 1.8z <= 190.77
-2.23x + -0.39y + 6.33z <= 219.84
1.67x + 1.55y + 1.28z <= 495.19
-8.82x + 5.08y + -4.54z <= 220.56
-1.17x + 2.71y + -8.03z <= 835.28
-0.09x + -5.43y + 4.42z <= 407.15
-0.91x + -8.89y + 0.77z <= 884.46
5.22x + -7.58y + 5.31z <= 967.7
-7.57x + 7.19y + -0.47z <= 278.76
-6.1x + -4.13y + 2.94z <= 351.45
2.93x + 4.96y + 6.55z <= 753.15
-6.85x + 9.21y + -7.97z <= 658.24
4.24x + 6.82y + 5.34z <= 308.81
-3.62x + 0.56y + 6.96z <= 376.89
2.78x + -8.04y + 7.51z <= 514.01
-7.41x + 4.17y + 2.46z <= 303.33
8.43x + -2.85y + -9.35z <= 387.86
3.05x + 6.53y + -5.16z <= 839.02
0.92x + 1.96y + 4.8z <= 121.39
1.41x + -9.17y + 5.55z <= 723.84
-6.45x + -9.11y + 9.82z <= 429.98
-8.25x + -0.35y + -5.31z <= 694.75
-0.06x + -5.18y + 7.52z <= 771.64
-1.9x + 5.88y + -1.27z <= 343.48
-8.43x + -2.54y + 7.9z <= 208.9
2.28x + 0.13y + -4.49z <= 779.28
9.92x + 2.85y + -5.06z <= 951.19
-4.46x + 1.89y + -5.91z <= 362.6
-1.91x + 9.27y + 3.08z <= 736.99
9.61x + -9.86y + 2.57z <= 805.09
-5.24x + -3.13y + -8.13z <= 459.87
-4.89x + 0.78y + -9.68z <= 542.01
-1.94x + -2.34y + -6.78z <= 377.65
-9.46x + 1.08y + 1.48z <= 277.65
-8.99x + 7.81y + -8.37z <= 652.83
-2.18x + -7.14y + -2.51z <= 713.29
-6.97x + -0.11y + -8.22z <= 315.94
3.25x + -8.1y + 6.97z <= 923.24
-8.12x + 3.8y + 2.36z <= 216.65
7.79x + 9.21y + 7.63z <= 248.99
-5.96x + 0.72y + -3.69z <= 560.46
3.6x + -8.54y + 2.84z <= 144.38
-0.11x + -1.21y + 0.87z <= 625.22
3.36x + 8.7y + -7.88z <= 810.52
4.28x + 9.02y + -6.13z <= 369.04
-6.28x + -1.4y + 6.29z <= 669.08
9.87x + 7.44y + -2.8z <= 681.09
-4.5x + -7.58y + -4.3z <= 540.46
-6.1x + 5.5y + -7.05z <= 174.3
8.38x + -2.05y + -2.35z <= 106.92
4.96x + -8.23y + 4.97z <= 375.45
1.6x + -4.88y + 5.79z <= 607.7
-3.28x + 1.41y + -0.94z <= 343.91
-2.34x + 8.39y + -0.58z <= 193.02
5.06x + -3.9y + -6.86z <= 555.14
-3.43x + -6.6y + -6.13z <= 851.32
-8.0x + 0.73y + -4.45z <= 799.97
2.18x + -3.88y + 5.29z <= 767.0
6.72x + -2.74y + 6.43z <= 440.66
4.68x + -7.44y + -4.74z <= 574.93
2.16x + 8.2y + 2.6z <= 477.39
-6.46x + -3.14y + 5.28z <= 674.65
-3.89x + 6.84y + 1.5z <= 275.78
-6.28x + 4.75y + 8.9z <= 940.33
-4.27x + -5.03y + 4.42z <= 318.44
0.55x + -9.69y + 2.99z <= 113.8
5.34x + 8.11y + -0.25z <= 188.02
8.72x + -6.72y + 3.91z <= 803.93
3.33x + 4.69y + 4.39z <= 716.01
-6.73x + 6.61y + -7.84z <= 274.39
-3.65x + 1.26y + -4.9z <= 594.05
7.73x + 2.09y + -8.87z <= 540.57
-5.69x + -3.73y + 3.28z <= 971.97
-0.27x + -6.8y + 7.67z <= 467.87
2.65x + -2.65y + -4.56z <= 483.56
3.26x + -4.45y + 5.64z <= 725.26
2.54x + -2.88y + 9.04z <= 214.75
-1.58x + 6.32y + -4.94z <= 580.05
0.61x + 0.24y + -2.47z <= 250.63
-8.54x + 8.26y + -8.42z <= 909.42
-2.21x + -2.4y + -9.09z <= 305.71
-2.18x + 8.8y + 7.61z <= 790.12
1.91x + -7.05y + 6.69z <= 908.12
6.68x + 2.44y + -3.67z <= 681.32
9.16x + -7.77y + -4.82z <= 804.84
-3.09x + 9.64y + 2.07z <= 753.03
-1.28x + 3.89y + -5.92z <= 194.99
-6.22x + 2.98y + -1.7z <= 169.69
2.56x + 8.7y + -2.66z <= 949.9
6.31x + 5.56y + 0.06z <= 248.36
6.55x + 2.75y + 8.5z <= 772.3
4.65x + 9.74y + 5.95z <= 271.53
-5.39x + 6.03y + -7.8z <= 201.3
0.58x + -0.69y + 6.0z <= 414.32
3.0x + -5.77y + -8.84z <= 676.89
1.3x + 5.35y + 8.68z <= 469.94
-2.39x + -1.28y + 2.71z <= 405.47
3.94x + 1.86y + -4.78z <= 862.11
5.15x + 1.75y + 2.08z <= 413.22
-7.94x + 2.24y + -2.3z <= 358.23
7.23x + 8.09y + -0.63z <= 418.17
-9.46x + -8.14y + -5.17z <= 192.93
-5.5x + 8.08y + 8.44z <= 361.46
1.76x + -6.63y + -8.58z <= 460.54
9.97x + 6.46y + 6.59z <= 235.71
4.87x + -1.73y + -9.33z <= 181.45
-8.75x + -0.09y + 1.34z <= 878.81
2.3x + 7.75y + 2.52z <= 415.97
2.11x + -7.14y + -1.88z <= 919.92
4.85x + 5.46y + -3.52z <= 330.99
3.45x + 2.64y + -7.22z <= 262.27
2.67x + 5.71y + 6.16z <= 320.49
5.38x + 2.07y + -9.51z <= 129.12
2.62x + 5.83y + 1.67z <= 999.75
-9.02x + 1.58y + 8.67z <= 189.38
6.98x + -9.72y + -8.88z <= 244.0
-7.28x + -4.58y + -6.05z <= 305.02
8.45x + -0.08y + 9.47z <= 785.6
-6.51x + 8.24y + -0.05z <= 522.23
5.9x + -3.76y + -0.3z <= 729.77
2.2x + 4.33y + -5.22z <= 908.81
-1.28x + 7.37y + -4.36z <= 381.06
-5.47x + 3.93y + 0.07z <= 255.18
-2.65x + 9.14y + 1.95z <= 428.46
9.18x + -3.15y + 2.36z <= 546.1
-8.21x + -9.76y + -2.79z <= 848.57
6.79x + 3.32y + 1.05z <= 928.64
-0.08x + 9.45y + 6.53z <= 722.15
-1.56x + -2.84y + 1.26z <= 275.31
4.19x + -9.54y + 1.5z <= 854.69
0.73x + 2.92y + 5.47z <= 410.95
1.21x + -3.19y + -1.47z <= 277.33
6.29x + -2.76y + 2.45z <= 538.16
-0.84x + -0.78y + -9.19z <= 612.8
5.35x + 7.6y + 7.86z <= 286.65
3.26x + -4.27y + -5.22z <= 268.96
9.03x + -8.05y + 4.89z <= 972.39
2.23x + 4.18y + 6.98z <= 816.84
9.18x + 5.19y + 5.16z <= 735.52
9.85x + -5.58y + -8.16z <= 511.66
-6.31x + -7.2y + 3.64z <= 282.66
8.82x + 6.14y + 2.68z <= 803.38
-5.13x + -3.13y + 7.39z <= 125.39
-1.52x + -4.66y + 5.6z <= 840.59
-5.9x + 2.86y + 1.88z <= 178.26
-7.93x + -4.78y + 9.44z <= 312.6
-8.83x + -5.78y + -0.36z <= 639.04
-3.74x + -4.47y + 4.11z <= 116.09
5.38x + -0.92y + 5.91z <= 565.03
7.54x + -5.35y + 4.07z <= 322.6
2.77x + 1.33y + 9.04z <= 649.69
8.08x + 6.71y + 0.19z <= 716.36
-2.6x + 3.4y + -2.27z <= 354.36
3.96x + -1.09y + -4.47z <= 537.95
-5.92x + 3.91y + -6.97z <= 294.67
3.31x + -9.08y + 1.24z <= 889.39
-7.83x + 5.41y + 2.7z <= 381.28
-6.02x + -6.82y + -4.43z <= 264.44
-1.35x + 2.68y + 0.23z <= 221.89
0.45x + 4.03y + -9.28z <= 869.79
-1.62x + 8.66y + 4.25z <= 108.07
-3.33x + -8.23y + -5.63z <= 511.13
-2.71x + -2.72y + -5.29z <= 805.12
5.62x + 1.12y + -0.55z <= 838.29
-7.2x + -4.18y + 5.32z <= 117.1
-8.7x + -2.13y + -0.04z <= 785.88
-2.22x + 4.41y + -8.57z <= 789.95
-9.7x + -7.47y + -0.73z <= 436.87
-3.8x + -4.77y + -2.04z <= 584.37
-8.37x + 2.71y + -0.28z <= 449.33
-2.0x + 2.98y + 9.53z <= 817.25
9.05x + -9.36y + 6.18z <= 830.84
8.09x + 3.4y + -8.54z <= 235.02
-5.71x + 8.07y + -2.68z <= 253.54
7.08x + -8.51y + 4.63z <= 920.09
9.69x + 4.45y + 8.51z <= 692.74
-4.49x + -4.64y + -5.43z <= 407.4
-3.36x + -1.02y + 5.63z <= 166.29
5.17x + 2.12y + -9.78z <= 363.8
3.04x + 3.55y + -5.05z <= 709.77
0.69x + 0.03y + 1.86z <= 981.2
0.41x + 2.93y + 0.69z <= 424.78
6.14x + -8.98y + 6.26z <= 686.42
-5.95x + -6.08y + 0.69z <= 875.78
-7.04x + 7.28y + -4.28z <= 945.55
-4.85x + 4.9y + -7.77z <= 136.0
0.96x + -5.96y + 2.33z <= 724.34
2.32x + 9.32y + -2.5z <= 937.3
-6.43x + -7.55y + 9.73z <= 951.37
3.36x + -9.82y + -3.36z <= 975.84
6.31x + 9.91y + 3.92z <= 741.24
-6.63x + -0.16y + 6.46z <= 322.53
-8.85x + 4.38y + -2.7z <= 294.85
5.09x + 5.12y + 1.86z <= 392.54
1.44x + 4.4y + -7.53z <= 416.64
7.17x + -0.37y + 1.41z <= 539.04
2.04x + 2.74y + 0.98z <= 658.36
3.22x + -5.09y + -4.12z <= 569.76
4.18x + 5.75y + 3.66z <= 958.72
7.9x + -4.74y + 6.81z <= 783.77
-6.66x + 9.57y + -4.21z <= 417.97
-2.96x + 8.46y + 7.52z <= 716.45
-1.8x + 1.02y + -1.52z <= 842.21
6.48x + 4.57y + -8.42z <= 580.75
-5.79x + -0.31y + 3.83z <= 183.84
1.47x + 0.85y + -4.74z <= 540.62
3.8x + 1.5y + -0.22z <= 483.56
9.99x + -4.52y + 1.98z <= 825.11
-1.08x + -0.28y + 9.27z <= 612.74
4.02x + 5.29y + -2.97z <= 436.63
-9.91x + 9.68y + -8.34z <= 664.13
-4.66x + -6.72y + 3.24z <= 540.97
2.96x + 8.92y + 6.9z <= 178.88
7.73x + -5.73y + -1.65z <= 894.79
8.96x + -6.87y + 0.34z <= 612.7
8.8x + 1.08y + 9.29z <= 339.57
1.09x + -2.26y + -2.02z <= 880.31
-6.45x + -4.85y + -9.92z <= 423.78
4.22x + -5.75y + 7.02z <= 125.08
8.55x + 7.78y + 4.22z <= 996.36
-6.44x + -9.12y + 7.95z <= 390.83
9.91x + 3.8y + 0.62z <= 623.99
-9.37x + -6.61y + -8.0z <= 848.46
-2.56x + 6.27y + 6.41z <= 869.33
-5.45x + 5.7y + -6.64z <= 924.2
-0.5x + -2.03y + 3.67z <= 166.39
-9.05x + -3.27y + -8.93z <= 487.44
-0.88x + 1.13y + -8.83z <= 585.96
-3.39x + 2.74y + 9.07z <= 495.81
9.79x + -6.37y + -2.12z <= 966.67
-4.24x + 7.57y + 5.09z <= 295.3
-3.6x + 7.19y + -4.88z <= 735.02
8.62x + 7.68y + 6.03z <= 606.45
-1.86x + -8.65y + -5.28z <= 901.21
7.18x + -9.11y + -9.45z <= 409.61
-8.72x + -4.89y + 3.19z <= 838.81
-3.08x + -0.78y + -5.9z <= 102.45
5.92x + 9.36y + -0.35z <= 883.2
-4.34x + 7.44y + -6.03z <= 801.76
-4.57x + 4.22y + -6.91z <= 806.79
-8.02x + -4.71y + -6.99z <= 585.88
-6.89x + -5.14y + -3.38z <= 160.96
-3.44x + 7.51y + -5.93z <= 550.57
7.44x + -1.9y + -3.15z <= 693.93
-1.23x + -7.11y + 3.78z <= 803.05
8.62x + 8.78y + 5.8z <= 808.2
-0.53x + 9.2y + 1.98z <= 752.57
7.05x + -5.91y + 1.88z <= 316.72
-6.41x + -7.59y + 9.65z <= 590.13
-8.9x + -7.4y + 7.79z <= 256.79
4.88x + -1.71y + 0.1z <= 284.7
3.31x + -0.45y + -0.69z <= 467.14
-0.5x + 5.08y + 4.88z <= 575.08
7.14x + 4.59y + 6.65z <= 535.93
-2.12x + 0.97y + -4.3z <= 382.07
2.7x + -6.11y + -2.38z <= 255.98
1.69x + -5.44y + 1.87z <= 103.22
5.57x + -4.12y + -6.64z <= 927.23
-9.71x + 0.55y + -4.12z <= 753.07
-1.68x + 4.84y + 6.49z <= 556.37
5.69x + -8.66y + 8.18z <= 528.77
-7.9x + -0.35y + 7.44z <= 534.67
-1.93x + -3.05y + 5.29z <= 324.72
5.6x + -0.74y + 3.92z <= 571.32
-9.24x + -4.92y + -2.03z <= 883.35
4.38x + -4.69y + 8.45z <= 643.28
8.55x + 5.61y + -0.3z <= 360.51
0.63x + 5.87y + 1.65z <= 425.06
0.69x + -2.55y + 4.98z <= 307.79
-8.91x + 6.3y + -5.23z <= 868.53
-9.08x + -3.33y + -3.18z <= 824.17
2.36x + -5.01y + -1.34z <= 161.52
6.23x + 1.28y + 7.21z <= 551.08
-8.94x + -1.73y + 1.2z <= 947.85
0.84x + 9.69y + -2.35z <= 373.79
-3.96x + -7.0y + -6.12z <= 867.26
-8.06x + 5.2y + 4.02z <= 331.95
-5.73x + -8.8y + -2.3z <= 298.83
1.2x + -9.82y + -4.87z <= 936.29
0.25x + -8.47y + 2.68z <= 242.24
-9.67x + 2.22y + 3.96z <= 655.81
9.66x + -4.35y + 3.04z <= 508.99
-9.75x + 5.67y + -9.51z <= 415.54
6.26x + -1.02y + -2.3z <= 573.66
-7.7x + 8.5y + -3.72z <= 378.9
7.17x + 9.0y + -5.35z <= 172.36
-6.25x + -1.8y + 0.26z <= 222.84
4.67x + 6.57y + 5.25z <= 823.27
-6.88x + -3.57y + -1.63z <= 670.89
5.73x + -9.71y + 8.47z <= 868.89
-3.04x + 1.21y + -7.12z <= 198.28
3.69x + 7.81y + 5.12z <= 944.67
5.8x + -5.89y + 9.12z <= 672.06
-1.37x + 9.09y + 3.54z <= 417.98
6.79x + -0.08y + 3.74z <= 382.07
5.98x + 5.76y + 2.88z <= 611.02
-5.24x + 3.59y + -2.48z <= 692.5
8.86x + 3.96y + 9.03z <= 388.62
5.43x + -9.43y + 1.85z <= 258.58
1.01x + -8.5y + 5.98z <= 612.28
-5.04x + 6.74y + -1.51z <= 917.74
7.51x + -4.63y + -2.7z <= 148.45
2.04x + 6.47y + -6.94z <= 647.12
4.5x + -3.4y + 6.67z <= 368.47
6.74x + -1.86y + 0.76z <= 631.94
-8.77x + 6.2y + 0.73z <= 709.64
-9.42x + 3.57y + -5.26z <= 641.13
7.27x + -7.02y + 5.05z <= 783.32
-0.47x + 0.3y + 3.97z <= 215.0
2.44x + 4.84y + 4.37z <= 533.53
7.66x + -3.06y + 7.42z <= 430.86
-3.67x + 4.71y + 0.82z <= 989.27
-4.75x + 3.06y + -5.78z <= 102.31
-6.84x + 7.92y + -9.66z <= 730.44
-1.54x + -6.18y + 1.89z <= 670.76
7.91x + 6.7y + 9.77z <= 457.05
8.21x + -1.15y + 8.24z <= 624.47
9.5x + -3.76y + 1.61z <= 229.15
5.04x + 5.06y + 6.08z <= 695.21
-8.82x + -8.47y + 5.41z <= 245.79
-8.52x + -0.72y + -0.46z <= 444.22
-5.84x + -2.21y + -2.98z <= 963.69
-2.65x + -7.13y + 4.85z <= 487.76
-4.83x + 4.54y + 1.04z <= 735.8
-2.67x + -6.93y + 9.92z <= 653.53
3.62x + 7.99y + 3.49z <= 393.84
-8.64x + -6.6y + -5.82z <= 234.06
-0.21x + 4.42y + 2.29z <= 209.12
4.31x + 4.49y + -1.42z <= 770.39
-6.17x + -6.17y + 7.06z <= 976.52
8.64x + -1.96y + 7.84z <= 392.48
9.41x + 6.27y + -0.12z <= 483.8
-1.65x + -0.04y + 8.17z <= 413.78
