max 0.77x + -8.0y + 2.98z
6.29x + 4.74y + -1.39z <= 205.61
-1.9x + -6.58y + -2.43z <= 616.28
-5.58x + 3.28y + 8.95z <= 554.99
0.02x + -2.14y + 1.95z <= 168.42
8.95x + 5.9y + 7.02z <= 101.57
5.57x + -4.6y + 0.62z <= 626.92
4.09x + 5.61y + -8.96z <= 993.52
-5.57x + 5.71y + -8.2z <= 465.82
-2.02x + 2.85y + 9.76z <= 172.84
-9.28x + -2.08y + -7.14z <= 218.99
0.64x + 9.96y + -5.93z <= 427.56
3.26x + -7.5y + -0.26z <= 341.78
-6.08x + -7.02y + -2.66z <= 836.5
-6.29x + 4.89y + 6.64z <= 492.71
7.17x + 0.56y + 8.46z <= 132.37
4.01x + -7.25y + 6.03z <= 986.5
-6.53x + 8.74y + -6.3z <= 224.2
-9.54x + -5.92y + -7.4z <= 785.74
4.58x + -1.76y + -2.57z <= 661.73
-2.51x + -7.39y + 0.05z <= 594.33
1.65x + -5.2y + -8.45z <= 753.6
-0.41x + -1.61y + 8.61z <= 172.66
1.18x + 6.81y + -9.38z <= 825.61
0.94x + -2.74y + 8.97z <= 994.03
1.26x + 7.95y + 5.51z <= 897.61
7.21x + 2.17y + -5.67z <= 150.51
-2.36x + -5.99y + -7.38z <= 565.22
4.9x + -3.91y + 6.11z <= 845.54
-5.37x + -8.65y + 9.37z <= 901.2
-1.81x + -6.69y + -5.61z <= 266.36
-1.39x + -0.74y + -7.27z <= 783.68
5.96x + -5.79y + -0.08z <= 871.0
3.88x + -2.79y + -9.96z <= 142.41
-4.17x + 7.13y + -7.88z <= 753.57
-9.28x + 8.49y + -5.85z <= 578.12
4.62x + 1.78y + 9.78z <= 791.9
0.81x + -6.91y + -7.39z <= 315.13
-0.71x + 6.26y + 3.21z <= 422.09
-8.94x + -2.22y + 4.33z <= 335.62
7.84x + -5.08y + 0.76z <= 531.23
8.1x + -9.67y + 7.13z <= 974.26
3.51x + -8.44y + -3.86z <= 822.65
1.27x + 1.07y + 1.19z <= 159.6
8.94x + -4.24y + 1.08z <= 267.12
-6.43x + 6.47y + 1.79z <= 153.65
-9.29x + -9.74y + -7.58z <= 622.06
-1.8x + 4.38y + 0.72z <= 301.6
-4.58x + -6.78y + -3.18z <= 556.32
-4.68x + -5.04y + 7.65z <= 823.81
7.95x + 3.66y + -4.19z <= 661.02
1.87x + -9.89y + -1.67z <= 794.23
-8.32x + 1.54y + 6.8z <= 970.12
-3.34x + -9.37y + -2.28z <= 670.19
-3.55x + 8.95y + -5.75z <= 930.2
0.38x + -0.39y + -9.76z <= 975.31
-5.91x + 7.75y + 8.37z <= 496.5
-5.68x + -8.18y + 3.19z <= 809.13
-9.79x + 2.95y + -1.87z <= 286.5
7.47x + -6.89y + -0.29z <= 251.2
5.47x + -7.93y + 0.74z <= 817.29
-0.36x + 6.96y + -5.63z <= 458.31
9.61x + 9.93y + -4.27z <= 636.46
2.61x + -5.04y + 6.62z <= 954.28
-6.92x + -9.63y + 7.69z <= 672.24
8.04x + 0.08y + 2.77z <= 665.32
-2.15x + 3.2y + -5.99z <= 618.7
-7.88x + 4.75y + -3.97z <= 524.39
2.52x + 0.32y + 4.14z <= 943.67
8.1x + -5.25y + 3.02z <= 944.85
2.89x + 9.94y + 0.05z <= 207.96
0.45x + -0.88y + -7.53z <= 990.57
-3.49x + 8.37y + -4.84z <= 531.04
9.58x + -7.65y + -4.08z <= 172.27
-3.73x + -9.41y + -9.21z <= 251.52
-4.53x + 2.57y + -3.38z <= 627.72
-5.76x + 3.56y + 0.28z <= 699.93
1.49x + -6.07y + 3.62z <= 731.78
1.16x + 8.0y + -8.82z <= 153.32
5.27x + -1.6y + -2.02z <= 979.77
7.76x + -7.08y + 5.69z <= 303.63
7.26x + -8.48y + -7.44z <= 511.01
3.63x + -3.52y + 2.99z <= 189.02
8.9x + 5.46y + 6.62z <= 818.6
5.3x + -6.65y + 4.77z <= 456.4
9.14x + 5.31y + 8.13z <= 911.71
-8.83x + -6.86y + -4.29z <= 940.93
9.7x + -8.51y + -0.26z <= 457.84
-4.09x + -9.67y + -9.43z <= 853.2
1.57x + -4.5y + 0.73z <= 760.02
-7.1x + -4.47y + 7.05z <= 342.65
-7.45x + 1.18y + 4.12z <= 632.6
7.59x + 2.59y + 9.47z <= 512.11
-0.74x + -9.28y + -8.05z <= 169.52
2.47x + 9.76y + -1.31z <= 842.11
9.34x + -3.99y + 6.29z <= 634.21
9.02x + 4.5y + 1.82z <= 948.93
6.17x + 8.92y + -4.96z <= 803.81
-6.82x + 4.12y + 6.6z <= 603.11
9.47x + 0.3y + -4.58z <= 380.56
-4.99x + 3.45y + 2.63z <= 922.2
0.22x + 2.09y + -4.52z <= 536.98
-5.69x + 7.82y + 1.77z <= 311.29
-8.13x + 9.15y + 3.27z <= 244.84
2.39x + 8.36y + -2.97z <= 424.06
4.84x + -0.14y + 1.46z <= 786.9
-1.35x + 0.31y + 2.42z <= 174.97
6.45x + -9.76y + 8.91z <= 526.93
6.92x + -6.88y + -4.35z <= 693.5
2.09x + 3.79y + -0.95z <= 133.2
0.98x + 5.84y + 5.47z <= 715.91
2.57x + -5.23y + 4.17z <= 324.45
-9.46x + -9.92y + -4.22z <= 758.96
-7.04x + 4.9y + 1.44z <= 210.35
-3.01x + 5.56y + 0.53z <= 112.6
-5.68x + 7.94y + 1.92z <= 718.67
0.25x + 0.57y + -0.63z <= 614.77
1.92x + -6.24y + -6.87z <= 305.44
5.64x + -9.89y + -2.94z <= 641.74
-1.84x + 5.92y + -4.09z <= 731.39
8.2x + -9.41y + -6.96z <= 758.44
9.65x + -3.0y + 3.45z <= 376.09
-7.62x + 7.4y + 5.57z <= 594.29
-1.1x + -8.64y + 4.34z <= 345.81
0.79x + -3.87y + -2.14z <= 841.26
3.39x + -2.94y + -4.49z <= 371.77
3.1x + -9.52y + -0.36z <= 921.36
-2.98x + 9.11y + -3.21z <= 921.17
-6.95x + 3.41y + -2.59z <= 201.41
-2.46x + -1.81y + -1.47z <= 116.79
-2.5x + 0.74y + -5.1z <= 673.31
-4.93x + 9.8y + -2.68z <= 610.6
-2.12x + -7.88y + -2.16z <= 900.06
1.16x + 7.69y + 8.25z <= 335.23
1.51x + -3.68y + -1.25z <= 366.99
-4.15x + -7.02y + -1.33z <= 280.39
-2.19x + 3.05y + -3.17z <= 934.57
3.41x + -7.35y + 1.25z <= 682.04
2.72x + -1.58y + 3.31z <= 997.57
-0.44x + -6.98y + 1.5z <= 926.07
5.46x + -9.81y + -8.63z <= 348.81
-4.16x + 0.04y + 2.05z <= 171.57
1.42x + 9.99y + -8.74z <= 703.76
-5.09x + 1.29y + -4.81z <= 864.01
3.9x + 2.36y + -8.9z <= 417.43
-2.42x + 6.94y + 6.68z <= 467.94
-9.84x + -5.92y + 7.22z <= 507.69
-3.99x + -2.31y + 2.85z <= 995.0
-5.45x + -5.99y + -6.47z <= 597.43
-4.82x + 3.94y + 8.45z <= 246.59
-1.55x + 5.09y + 1.45z <= 758.31
0.19x + 9.74y + -2.66z <= 432.76
9.07x + -0.16y + -5.17z <= 597.21
0.66x + 6.54y + 3.72z <= 216.19
-0.88x + 7.9y + 4.49z <= 887.58
-1.52x + 3.63y + 0.37z <= 539.11
6.41x + -7.93y + -4.48z <= 135.61
4.08x + -5.31y + 7.41z <= 999.95
9.36x + 0.73y + -7.42z <= 730.04
-6.53x + -3.55y + -1.57z <= 485.99
-1.3x + -5.81y + 2.98z <= 791.86
-7.48x + -3.03y + -7.78z <= 922.89
7.52x + 3.01y + -5.9z <= 297.91
5.74x + 1.24y + 1.25z <= 243.92
1.84x + -5.85y + -2.53z <= 263.92
6.53x + 3.51y + 1.63z <= 262.98
-6.74x + -6.13y + 3.76z <= 584.9
5.31x + -0.89y + 1.38z <= 427.38
1.3x + 1.15y + 2.55z <= 437.09
-5.23x + 7.1y + 3.1z <= 654.43
-5.38x + -1.88y + 9.42z <= 785.11
8.44x + 0.9y + 1.97z <= 915.54
7.31x + 0.48y + -5.57z <= 551.17
-4.38x + -6.74y + 8.57z <= 298.65
3.5x + -6.78y + 9.6z <= 454.29
-8.34x + 2.74y + -8.07z <= 710.45
-4.02x + -4.8y + 7.55z <= 211.07
-9.31x + -2.8y + -1.84z <= 851.68
-3.88x + -7.12y + -3.49z <= 113.91
-3.41x + -7.37y + 4.53z <= 667.47
0.14x + -5.52y + -5.28z <= 100.28
-0.41x + 1.35y + 3.85z <= 573.06
-1.73x + -1.42y + 2.42z <= 779.15
-9.69x + -2.22y + 8.58z <= 269.07
-9.39x + 7.28y + -8.58z <= 967.36
0.52x + 7.28y + 0.09z <= 655.27
-7.85x + 1.76y + -8.63z <= 417.4
5.27x + 5.64y + 6.33z <= 125.63
-6.81x + 6.05y + -3.21z <= 725.66
4.13x + 8.03y + 8.47z <= 920.78
4.02x + -7.85y + 5.98z <= 260.31
-9.83x + 8.05y + -2.14z <= 135.71
0.27x + -1.5y + -7.84z <= 976.54
8.64x + 8.66y + -0.89z <= 107.47
1.66x + -3.62y + -0.15z <= 875.5
3.24x + -3.88y + 5.2z <= 305.96
-2.64x + 9.85y + 9.31z <= 945.15
2.74x + -0.02y + 5.19z <= 673.08
-0.97x + -2.0y + 0.63z <= 713.73
-0.92x + -7.82y + 0.43z <= 398.01
5.52x + 2.32y + -4.79z <= 703.05
-4.16x + 3.74y + 6.35z <= 517.45
3.06x + -3.86y + -0.99z <= 657.18
1.07x + 1.35y + 5.0z <= 589.78
-0.1x + 4.66y + -4.48z <= 816.45
9.74x + 4.85y + -7.73z <= 203.59
6.57x + 0.49y + 4.07z <= 723.69
5.46x + 3.4y + -3.5z <= 912.26
-5.99x + 1.45y + -3.36z <= 283.94
-9.48x + -8.05y + -2.98z <= 824.16
-7.62x + -8.19y + -7.41z <= 971.04
-8.49x + 3.1y + 2.44z <= 260.59
-2.57x + -5.37y + -4.5z <= 376.64
3.83x + 9.23y + -4.99z <= 820.27
9.74x + 6.23y + -5.97z <= 503.99
1.0x + 9.67y + -1.95z <= 279.51
7.25x + 1.85y + -8.53z <= 195.64
-5.66x + -9.24y + -2.98z <= 199.38
1.79x + 6.82y + -1.88z <= 907.78
3.51x + 9.5y + 9.38z <= 367.01
-7.88x + 8.09y + 7.75z <= 446.37
7.24x + -2.17y + -1.72z <= 604.43
-2.23x + 3.81y + -9.9z <= 847.07
-5.71x + -8.49y + 3.73z <= 781.49
7.7x + 0.55y + -7.61z <= 178.4
-0.89x + -4.49y + -3.84z <= 335.9
4.85x + -0.5y + -3.71z <= 447.93
-0.21x + -4.72y + 0.69z <= 518.41
7.1x + 8.89y + 8.42z <= 731.13
-2.71x + 3.28y + 8.48z <= 782.72
-7.2x + -6.04y + -8.47z <= 237.15
-0.43x + -8.3y + -3.54z <= 388.93
-1.78x + 5.1y + -9.46z <= 786.41
1.72x + -1.53y + 9.64z <= 539.53
-8.37x + 0.7y + 7.43z <= 485.96
8.07x + 3.91y + -1.7z <= 737.85
-4.08x + 0.43y + -4.99z <= 573.98
-8.82x + 8.98y + 4.97z <= 563.2
7.35x + 0.01y + 4.58z <= 536.4
3.15x + 9.93y + -9.26z <= 952.01
-6.92x + -0.4y + -1.15z <= 285.78
6.2x + 5.38y + -2.08z <= 544.64
1.07x + -0.66y + -7.22z <= 716.64
-3.3x + -7.21y + -5.98z <= 355.55
-6.48x + 9.3y + 0.11z <= 943.65
8.46x + 4.95y + -5.89z <= 150.68
-9.67x + -5.43y + -2.72z <= 241.64
-6.51x + 7.08y + 3.0z <= 308.12
-3.34x + -9.81y + -7.69z <= 773.05
-4.42x + -1.96y + 3.24z <= 828.03
-5.4x + 1.7y + 2.46z <= 808.36
-1.37x + -8.55y + -9.92z <= 393.3
6.94x + -6.87y + -1.3z <= 394.66
4.9x + -3.31y + 8.91z <= 612.19
-4.3x + -9.54y + 7.34z <= 924.39
7.93x + -6.16y + -5.28z <= 762.83
5.46x + -8.34y + 7.41z <= 894.5
5.19x + -5.34y + -3.67z <= 633.17
-4.88x + 6.98y + -5.48z <= 888.83
9.13x + -2.68y + 9.67z <= 580.31
7.76x + -4.14y + 8.75z <= 888.15
2.41x + -3.67y + -1.93z <= 460.6
5.29x + -1.62y + -8.47z <= 994.25
8.44x + -9.52y + -2.37z <= 258.88
-3.58x + 6.29y + -8.79z <= 791.0
-1.37x + -8.0y + -5.8z <= 846.3
-2.54x + -7.78y + -1.62z <= 757.02
-6.93x + 7.23y + 7.42z <= 324.65
2.37x + -3.29y + 4.51z <= 593.98
-3.28x + -1.29y + 7.77z <= 614.53
8.01x + -1.79y + -8.42z <= 871.09
7.49x + 8.39y + 0.67z <= 671.98
-6.84x + -9.82y + -1.29z <= 268.65
-3.36x + 6.61y + -1.8z <= 927.43
-6.91x + 3.82y + 8.21z <= 508.59
-3.05x + 9.66y + -6.01z <= 993.36
1.12x + 3.2y + -3.92z <= 651.46
8.91x + -9.17y + -1.91z <= 509.77
-8.59x + -6.2y + 8.85z <= 478.52
-0.31x + 3.81y + 9.61z <= 141.43
-9.81x + -0.3y + -6.58z <= 391.17
8.87x + 9.15y + 7.25z <= 153.43
5.43x + 2.34y + -5.24z <= 635.38
-9.83x + 7.31y + -4.89z <= 407.89
0.99x + 2.46y + 9.64z <= 513.51
-1.77x + 1.61y + 5.94z <= 894.26
4.77x + -9.81y + 2.35z <= 890.42
1.29x + 2.33y + 0.91z <= 225.66
-2.3x + -1.64y + -8.76z <= 568.15
-4.71x + 9.41y + 0.96z <= 482.41
-9.95x + -5.01y + -6.69z <= 778.74
9.84x + -9.63y + -1.05z <= 946.37
6.07x + -1.12y + -4.74z <= 369.83
3.87x + -4.99y + -4.47z <= 970.58
-9.97x + -1.02y + -5.85z <= 775.23
7.26x + -8.23y + -8.86z <= 396.21
-7.16x + -6.0y + 8.9z <= 991.39
6.24x + 4.32y + 2.59z <= 428.38
2.91x + -9.82y + 5.49z <= 295.26
-1.02x + 2.5y + 0.21z <= 903.1
-9.98x + 9.65y + 8.36z <= 543.97
5.65x + 0.73y + 9.59z <= 209.74
-1.52x + -9.59y + -8.24z <= 507.37
-9.25x + -9.3y + 6.7z <= 284.13
-7.22x + -8.38y + -9.48z <= 273.34
-0.85x + 5.91y + -6.87z <= 896.47
-0.52x + 7.99y + 0.27z <= 242.31
5.19x + 8.97y + -9.88z <= 860.75
-2.35x + 7.12y + -2.81z <= 573.11
1.96x + -3.72y + 8.01z <= 392.51
-6.43x + 3.89y + -3.57z <= 389.59
-4.75x + -2.05y + 5.88z <= 744.46
-5.13x + -9.92y + -7.38z <= 723.36
8.64x + -5.6y + 3.01z <= 518.28
-1.1x + 6.16y + 4.17z <= 311.38
0.69x + -4.52y + 1.43z <= 420.33
3.32x + 0.98y + -5.21z <= 855.3
-4.51x + 5.54y + -0.14z <= 971.09
-1.73x + -9.88y + -2.41z <= 383.83
-5.92x + -1.08y + -3.57z <= 986.62
-7.14x + -6.1y + 6.38z <= 881.75
-8.75x + -3.23y + -1.4z <= 752.92
2.26x + -8.07y + -5.56z <= 200.57
-1.89x + 1.32y + 7.4z <= 707.3
-3.71x + -6.87y + 3.65z <= 974.73
-0.44x + 2.43y + -8.35z <= 668.65
4.68x + 5.26y + -7.32z <= 317.76
0.29x + -4.97y + 8.66z <= 546.57
-9.98x + 3.18y + -6.7z <= 784.59
-3.54x + -5.63y + -2.77z <= 894.67
9.69x + -5.67y + 6.56z <= 797.41
1.0x + -5.7y + -2.06z <= 173.16
8.0x + 1.74y + 5.28z <= 502.44
6.41x + -8.69y + 2.13z <= 303.46
-7.69x + 3.14y + 8.16z <= 147.32
-4.0x + 1.14y + -5.99z <= 302.2
-6.14x + 8.56y + 7.75z <= 676.78
-0.31x + 0.01y + -5.17z <= 438.3
-7.2x + 3.43y + 2.8z <= 935.69
-3.74x + -6.21y + 6.75z <= 237.44
8.42x + -1.63y + 9.93z <= 634.24
0.57x + 2.36y + -7.98z <= 541.99
6.55x + 2.67y + -3.86z <= 463.93
-1.5x + -1.83y + -5.63z <= 839.33
-8.23x + 9.79y + 0.74z <= 659.49
-6.98x + -6.85y + -4.33z <= 512.35
-3.97x + -0.6y + -4.82z <= 752.24
-7.07x + -4.07y + -7.0z <= 185.61
-0.5x + 8.12y + 8.05z <= 684.05
-8.11x + -8.49y + 1.91z <= 452.62
6.4x + 4.23y + -5.22z <= 717.04
-4.13x + -8.27y + 6.64z <= 176.03
-1.53x + 6.4y + -3.12z <= 991.89
0.32x + -1.32y + 7.83z <= 758.68
6.8x + -5.66y + 5.61z <= 380.07
5.2x + 8.49y + -6.31z <= 415.28
5.09x + -9.96y + 2.01z <= 645.67
2.14x + -4.43y + 7.79z <= 155.18
5.11x + -5.25y + 0.6z <= 502.36
6.9x + 6.03y + -4.99z <= 424.54
-8.34x + 8.16y + -9.32z <= 558.0
-3.13x + 5.17y + -7.39z <= 831.35
7.2x + -4.12y + 4.74z <= 399.61
2.97x + 4.85y + -6.39z <= 791.88
-4.53x + 8.51y + -2.47z <= 456.4
-4.18x + 5.07y + 6.24z <= 947.14
8.68x + -0.45y + -3.18z <= 844.79
-2.55x + -0.42y + -9.75z <= 540.68
-0.61x + -6.66y + -1.85z <= 890.85
7.71x + 6.48y + 7.45z <= 873.97
-7.54x + -0.31y + 4.55z <= 633.0
7.77x + 7.82y + 6.44z <= 655.91
-6.56x + 1.88y + -0.77z <= 415.72
-1.65x + -3.07y + -0.78z <= 394.05
0.02x + -3.18y + 5.86z <= 918.17
-2.33x + -6.96y + -6.26z <= 604.53
5.47x + -8.83y + -4.47z <= 443.31
-8.58x + 8.0y + -1.59z <= 959.44
5.56x + -7.22y + -8.74z <= 277.62
5.34x + -8.3y + -2.57z <= 961.98
-6.42x + -5.67y + -9.75z <= 289.53
4.11x + -3.11y + 5.28z <= 451.91
-1.98x + 1.9y + -8.17z <= 173.42
9.47x + -7.27y + -7.09z <= 519.78
-9.72x + -9.18y + 9.18z <= 295.79
1.16x + 6.91y + 0.56z <= 177.77
-8.09x + -5.86y + -0.98z <= 994.05
-0.87x + 4.05y + -0.98z <= 869.46
-4.99x + 4.02y + -7.01z <= 193.85
-8.55x + 5.3y + 7.71z <= 875.52
-6.63x + -2.49y + -2.73z <= 802.15
5.94x + -2.95y + -7.88z <= 424.68
-2.79x + -8.05y + 4.25z <= 808.45
-5.94x + -0.82y + 6.41z <= 303.04
3.06x + 2.03y + 5.52z <= 698.99
9.67x + 3.94y + -4.19z <= 536.98
6.8x + 0.77y + -5.23z <= 312.98
-8.65x + -5.82y + 0.45z <= 985.54
-5.46x + 5.78y + -8.38z <= 262.8
-0.03x + 3.8y + 8.28z <= 952.32
3.52x + 2.66y + -4.26z <= 717.26
8.45x + 6.36y + 5.35z <= 391.98
-0.74x + 2.45y + -5.14z <= 711.37
-2.49x + 8.78y + -1.98z <= 437.06
1.55x + 2.71y + 2.13z <= 557.09
5.74x + -9.89y + -3.34z <= 193.19
-8.28x + 9.3y + -0.67z <= 473.37
5.12x + 5.23y + -9.53z <= 911.65
8.03x + -9.91y + 6.22z <= 468.71
-9.71x + -2.32y + -0.45z <= 783.57
2.18x + -5.48y + -4.83z <= 354.73
6.7x + 0.92y + 0.04z <= 103.83
5.29x + 9.66y + -3.34z <= 909.0
-8.93x + 6.28y + -7.54z <= 632.18
0.2x + -3.09y + -4.15z <= 195.41
5.23x + -4.88y + 3.58z <= 133.76
-3.33x + -9.23y + 9.55z <= 455.62
2.35x + 5.75y + -5.58z <= 723.37
0.71x + 6.99y + 4.36z <= 359.83
-9.63x + -3.39y + 6.59z <= 352.09
1.42x + 8.3y + -1.17z <= 649.09
-6.48x + -9.56y + 3.23z <= 662.41
1.93x + 9.78y + 8.3z <= 800.87
-1.29x + 8.33y + -0.54z <= 543.93
-3.97x + 0.24y + -6.09z <= 215.21
-4.05x + -1.88y + 3.88z <= 814.87
7.86x + -5.0y + -7.97z <= 158.63
-5.82x + 2.26y + 4.04z <= 670.52
-5.8x + 4.07y + -4.68z <= 294.77
5.8x + 6.31y + -8.63z <= 182.68
-4.9x + -7.98y + 1.42z <= 323.71
9.62x + 6.65y + -9.21z <= 394.9
-4.79x + -6.67y + 0.6z <= 952.09
-9.16x + 1.05y + -5.11z <= 444.7
8.65x + 1.18y + -1.79z <= 239.2
-1.47x + -7.77y + 4.76z <= 157.99
0.4x + -3.34y + -0.84z <= 657.61
-9.0x + 7.45y + -0.81z <= 899.0
6.6x + -0.08y + -9.68z <= 585.52
-0.3x + 1.19y + -9.81z <= 847.26
-3.75x + 6.24y + -8.96z <= 833.3
4.72x + -3.51y + 1.61z <= 667.66
6.97x + 9.28y + 8.34z <= 346.26
2.8x + 4.28y + -1.81z <= 912.12
9.14x + -3.41y + 7.95z <= 591.14
-6.73x + -4.84y + -4.42z <= 752.5
2.86x + 4.65y + -1.36z <= 292.86
-1.28x + -5.26y + 7.03z <= 951.68
8.2x + 1.04y + 2.43z <= 527.26
-5.87x + -1.76y + 9.31z <= 846.16
8.6x + -0.51y + -2.39z <= 445.96
4.88x + 8.8y + -6.83z <= 643.7
-6.32x + -9.61y + 0.64z <= 940.38
9.72x + 7.9y + -1.45z <= 504.29
2.58x + 2.48y + -5.4z <= 482.1
-9.68x + 8.06y + 4.4z <= 224.21
4.19x + -6.65y + -1.86z <= 969.91
1.05x + -6.25y + 9.91z <= 731.13
-7.77x + -6.79y + 4.34z <= 646.34
1.43x + -6.03y + 1.12z <= 556.53
-1.81x + -2.88y + 8.61z <= 171.13
4.69x + 1.59y + 6.31z <= 686.21
6.1x + -0.43y + 7.56z <= 237.12
2.66x + 8.71y + -9.41z <= 412.57
0.04x + 3.78y + 7.37z <= 919.93
8.15x + -0.58y + -7.0z <= 482.22
-9.52x + 2.94y + 7.24z <= 619.33
-5.84x + 0.49y + 1.15z <= 848.16
2.09x + 4.08y + 1.61z <= 578.2
7.64x + 9.62y + 5.93z <= 671.6
4.75x + -2.29y + 2.14z <= 227.92
-3.97x + -5.73y + -6.6z <= 903.1
2.54x + -7.45y + -8.54z <= 914.91
-2.59x + -5.69y + -7.61z <= 161.37
6.0x + -1.65y + 2.63z <= 112.69
-4.19x + -7.61y + -2.94z <= 121.97
-2.81x + -9.83y + 4.81z <= 241.12
-2.16x + 5.16y + -5.17z <= 812.87
-1.21x + 8.58y + 1.02z <= 129.25
5.11x + -0.16y + -1.74z <= 460.36
-5.03x + -1.89y + -1.66z <= 753.99
2.7x + 8.05y + 0.09z <= 202.5
-2.32x + 8.3y + -5.04z <= 102.28
2.11x + -5.69y + -2.78z <= 981.19
-0.25x + -7.26y + 6.32z <= 700.25
9.63x + 2.38y + -1.12z <= 584.28
7.27x + -5.56y + 6.65z <= 893.16
-8.41x + -5.59y + 3.51z <= 909.58
-0.36x + 5.11y + 4.49z <= 315.8
-9.18x + -9.03y + -6.93z <= 670.92
0.67x + 1.27y + 9.1z <= 965.5
-8.49x + 1.43y + 5.91z <= 149.85
-3.22x + -8.21y + 1.4z <= 412.23
3.16x + 6.98y + 1.7z <= 516.27
3.22x + 5.86y + 8.34z <= 462.91
8.82x + -3.15y + 2.61z <= 374.11
3.11x + 9.95y + 8.85z <= 587.32
6.14x + 8.27y + -0.34z <= 741.73
-7.78x + 2.57y + 0.09z <= 901.57
8.51x + 3.85y + -8.55z <= 436.53
5.47x + -9.36y + -7.36z <= 884.63
-0.36x + -6.36y + -6.84z <= 164.8
-4.34x + -4.86y + 5.92z <= 750.93
-8.18x + -9.55y + -0.97z <= 379.6
6.76x + 0.59y + 0.58z <= 144.3
3.24x + 5.21y + 9.33z <= 147.56
4.87x + -1.73y + -0.6z <= 794.66
8.3x + -1.78y + 7.0z <= 294.2
9.9x + -4.29y + -5.59z <= 727.9
-6.97x + 1.12y + -9.27z <= 437.44
-8.75x + 9.63y + 8.77z <= 470.79
6.48x + -7.67y + 8.28z <= 936.39
-6.51x + -6.34y + -3.68z <= 667.79
0.68x + -6.16y + 5.92z <= 411.9
-9.44x + 9.07y + 1.02z <= 328.74
-6.88x + -7.82y + 1.47z <= 595.69
-5.08x + -6.44y + 8.68z <= 514.23
0.09x + 1.29y + -4.42z <= 707.13
8.8x + -6.78y + 3.38z <= 854.17
8.42x + -1.75y + -1.97z <= 243.5
-6.34x + 9.52y + -8.82z <= 324.76
-3.28x + -9.45y + -9.49z <= 461.37
-2.35x + -2.9y + -0.26z <= 910.67
8.6x + -3.58y + 3.62z <= 288.96
-4.19x + -8.86y + 3.61z <= 801.26
-0.3x + 4.29y + 5.81z <= 734.63
-1.59x + -6.52y + -8.32z <= 712.21
6.6x + 8.68y + 5.26z <= 297.37
2.31x + -1.35y + -5.2z <= 316.67
1.77x + 1.79y + 0.17z <= 877.61
1.8x + -5.76y + 5.44z <= 313.61
1.99x + -7.26y + -3.66z <= 810.07
-4.34x + 1.29y + 3.38z <= 990.34
-8.92x + 2.56y + 7.9z <= 182.01
-8.37x + -8.46y + -5.57z <= 897.06
2.63x + 2.92y + 7.25z <= 313.4
-1.73x + 2.76y + -6.32z <= 217.21
-9.65x + 3.55y + -6.49z <= 945.03
5.75x + 5.76y + -4.13z <= 753.4
-3.51x + -1.87y + -4.26z <= 283.64
-2.15x + 2.77y + 9.74z <= 431.39
-2.89x + 5.0y + -3.97z <= 711.61
2.71x + -5.72y + 0.95z <= 132.63
-3.9x + -4.57y + 1.34z <= 977.34
-1.63x + 8.25y + -3.73z <= 617.22
6.95x + 0.27y + 3.57z <= 940.65
4.3x + -0.04y + -5.61z <= 934.26
5.24x + -2.46y + 1.59z <= 997.13
-9.88x + 6.58y + 0.15z <= 710.52
1.19x + -7.53y + 6.12z <= 660.12
-6.05x + 0.6y + -7.79z <= 292.67
8.73x + -4.28y + 0.62z <= 510.98
-8.71x + 4.48y + -1.32z <= 998.48
3.64x + 1.17y + 9.14z <= 876.84
-1.67x + -2.22y + 3.73z <= 982.45
8.13x + 7.09y + 0.62z <= 599.97
-1.33x + -0.2y + 8.71z <= 663.47
3.16x + -3.23y + 4.74z <= 910.3
5.83x + -4.94y + -7.4z <= 661.26
-9.5x + 4.48y + -9.4z <= 362.72
8.28x + -3.58y + -0.02z <= 231.14
5.61x + -2.76y + -3.4z <= 472.22
4.62x + 2.08y + -6.86z <= 392.37
-9.9x + -1.46y + -4.36z <= 261.19
-8.47x + 0.3y + -8.04z <= 139.23
-5.72x + 0.23y + -2.97z <= 352.25
0.7x + 4.2y + 5.17z <= 463.0
6.02x + -2.15y + -2.83z <= 333.73
7.56x + 6.84y + 7.85z <= 290.25
-9.22x + -6.67y + -5.84z <= 911.13
-3.68x + -1.02y + -5.12z <= 904.65
-5.3x + -9.09y + -6.34z <= 526.25
-9.63x + 0.46y + -7.84z <= 376.08
7.47x + 4.85y + 7.47z <= 992.63
3.12x + -4.94y + 7.26z <= 817.64
-6.25x + -2.6y + 3.61z <= 853.36
8.79x + -3.01y + 8.55z <= 621.07
-3.22x + 7.42y + 1.83z <= 427.79
7.3x + -2.1y + 4.12z <= 726.4
0.43x + 4.39y + -2.55z <= 430.85
6.71x + -3.08y + 6.76z <= 765.14
-7.24x + -2.35y + -1.1z <= 227.37
-7.93x + 6.76y + 0.34z <= 365.06
-0.21x + 9.53y + -6.65z <= 190.49
-7.02x + -6.1y + 6.33z <= 224.97
-2.21x + -5.36y + -7.04z <= 941.81
-8.08x + -5.38y + 8.18z <= 146.46
5.54x + -3.56y + 3.46z <= 789.84
8.31x + 7.02y + -9.04z <= 793.6
2.38x + 6.8y + -3.51z <= 226.1
1.83x + -3.22y + -9.88z <= 564.73
-9.74x + -1.0y + 0.19z <= 426.62
4.27x + -3.34y + 4.21z <= 265.53
0.12x + 1.25y + -1.54z <= 906.89
0.96x + -9.84y + 9.77z <= 642.18
