max 7.72x + -4.04y + 3.37z
-1.45x + 1.7y + -4.22z <= 243.26
-9.16x + -0.73y + 3.77z <= 346.06
6.42x + -6.52y + 3.62z <= 170.88
0.29x + -3.28y + -2.98z <= 160.79
4.9x + -0.55y + -8.27z <= 652.52
7.57x + -0.69y + -2.06z <= 553.06
-9.27x + -1.37y + -5.05z <= 513.07
-6.69x + -9.23y + -6.2z <= 943.89
-7.15x + -7.92y + 2.79z <= 518.47
3.94x + 7.38y + 0.74z <= 823.8
-5.81x + 9.66y + -5.3z <= 262.67
-6.09x + 7.6y + 6.65z <= 508.2
9.26x + -8.44y + 2.01z <= 861.59
7.59x + 7.98y + -9.62z <= 329.74
-3.15x + 9.28y + -0.12z <= 245.1
-0.94x + 3.45y + 0.3z <= 290.78
-1.69x + 2.84y + 9.78z <= 109.74
2.48x + 6.9y + -4.98z <= 820.02
-9.23x + -6.5y + -0.21z <= 719.4
3.42x + 7.47y + -1.68z <= 768.89
6.72x + -7.55y + -5.64z <= 729.66
-5.1x + -3.28y + -6.48z <= 326.21
-2.23x + -4.85y + 1.41z <= 120.26
-0.99x + 9.4y + 4.8z <= 103.48
2.84x + -3.37y + -3.82z <= 219.1
-7.81x + -6.59y + -7.2z <= 341.13
7.78x + -4.89y + 4.38z <= 419.34
0.5x + -9.3y + 4.11z <= 880.61
-9.89x + 7.67y + -8.69z <= 523.97
4.07x + 9.96y + -9.65z <= 936.95
4.02x + 3.03y + 4.72z <= 299.54
-9.23x + -1.19y + 8.87z <= 972.4
-1.74x + 8.18y + 2.87z <= 260.29
-7.11x + 8.88y + 2.09z <= 657.83
-1.91x + 0.99y + -7.7z <= 460.44
1.19x + 9.03y + -5.76z <= 275.87
-9.68x + -9.71y + -4.1z <= 382.03
-7.91x + -0.42y + -3.56z <= 627.0
-3.56x + 6.74y + -8.55z <= 510.64
-9.69x + -3.94y + -6.41z <= 152.76
-4.5x + 1.94y + 1.7z <= 991.84
9.2x + -6.27y + -2.79z <= 811.3
-2.06x + -9.7y + -6.57z <= 230.01
-6.26x + 9.84y + 2.55z <= 730.69
5.99x + -4.0y + 2.11z <= 349.83
3.26x + 7.87y + 5.75z <= 960.91
2.83x + 5.98y + 2.48z <= 780.64
7.96x + -4.44y + -3.2z <= 779.45
9.86x + -0.63y + -0.1z <= 190.93
9.46x + 9.03y + -8.56z <= 150.65
7.35x + -7.77y + -8.28z <= 194.56
-8.22x + -9.97y + -1.68z <= 952.4
-0.4x + 3.02y + 5.64z <= 489.52
-8.46x + 3.91y + -8.52z <= 216.25
6.51x + 2.76y + -8.25z <= 853.91
-6.6x + -4.16y + 7.39z <= 648.29
-9.9x + -2.83y + -9.52z <= 860.36
-9.58x + -9.5y + 9.79z <= 863.37
-5.24x + 7.83y + 2.06z <= 663.24
1.5x + 3.6y + -2.73z <= 804.05
-8.5x + -4.97y + 1.41z <= 625.81
-7.17x + 6.38y + -7.33z <= 522.89
0.71x + 8.35y + -4.51z <= 813.9
7.35x + -3.57y + -3.03z <= 102.17
-3.51x + 9.73y + -7.04z <= 669.96
4.15x + -2.96y + 1.47z <= 966.59
6.03x + 2.31y + 8.2z <= 357.13
8.8x + -6.68y + -8.57z <= 553.8
0.38x + 1.55y + 2.07z <= 345.46
3.42x + -7.84y + -1.24z <= 495.12
8.36x + -3.46y + -3.49z <= 304.44
-5.91x + 9.01y + 0.09z <= 400.95
-2.69x + 1.98y + 9.74z <= 204.0
0.59x + -9.43y + -4.18z <= 441.62
-3.13x + -9.1y + 7.19z <= 435.01
6.44x + -9.6y + -3.29z <= 883.7
6.69x + 1.72y + 7.95z <= 975.96
-6.73x + 1.86y + 6.27z <= 567.23
-4.62x + 3.87y + 8.56z <= 839.22
-1.35x + -1.0y + 7.92z <= 396.33
-3.44x + -7.56y + -0.12z <= 508.59
2.63x + 7.99y + 7.79z <= 441.51
-9.95x + 9.7y + -3.06z <= 832.1
7.36x + -6.92y + -7.46z <= 732.26
-9.04x + -9.07y + -7.92z <= 774.17
-7.28x + -5.5y + 9.88z <= 438.5
9.76x + -2.78y + 7.25z <= 455.31
4.02x + -6.47y + 7.53z <= 244.31
5.25x + -3.48y + -3.34z <= 584.03
3.52x + -2.21y + 6.3z <= 883.78
8.6x + -9.15y + -0.1z <= 688.41
6.62x + 0.31y + 1.01z <= 925.13
5.01x + -5.15y + 7.68z <= 439.36
-3.87x + -1.34y + -3.64z <= 422.33
-3.93x + -0.04y + 5.37z <= 715.63
6.67x + -1.79y + 3.13z <= 325.58
3.79x + -0.08y + -0.71z <= 524.61
-8.81x + 4.14y + 0.48z <= 650.58
-6.07x + -1.22y + 8.23z <= 344.97
-0.81x + 9.87y + 0.37z <= 287.81
-6.22x + -1.74y + -5.64z <= 667.79
-6.28x + -7.6y + -3.53z <= 581.71
9.55x + -5.75y + -2.45z <= 833.21
-7.87x + -1.6y + 5.88z <= 762.89
-4.33x + -5.67y + 4.84z <= 303.54
3.49x + -2.82y + 1.56z <= 594.33
-9.29x + -7.45y + -5.02z <= 795.11
-4.1x + 4.56y + 4.82z <= 914.14
7.69x + 8.29y + 3.51z <= 471.79
-2.71x + 6.17y + -5.65z <= 536.54
-9.49x + -2.87y + 8.08z <= 526.13
5.35x + -7.59y + -5.29z <= 923.62
4.63x + 6.25y + 4.86z <= 937.43
2.5x + -9.96y + -6.7z <= 726.72
8.2x + 0.69y + 5.78z <= 887.83
6.8x + -4.44y + 0.94z <= 300.26
-3.24x + -8.84y + -6.83z <= 622.08
-3.95x + 8.84y + -0.6z <= 359.33
-0.64x + 8.9y + 6.72z <= 942.78
1.21x + -3.3y + 9.81z <= 693.87
-0.78x + -3.9y + 5.21z <= 558.27
-3.38x + 3.29y + -0.83z <= 675.9
-6.85x + -6.78y + -5.78z <= 210.6
9.71x + 8.03y + -8.22z <= 863.37
-5.26x + -0.64y + 9.42z <= 778.2
8.9x + -3.78y + 4.17z <= 983.16
5.62x + 2.05y + -3.04z <= 980.91
-1.3x + 3.41y + 3.37z <= 626.09
-1.08x + -6.05y + -9.5z <= 618.06
0.65x + 1.27y + -6.58z <= 343.83
-1.67x + 8.5y + -6.22z <= 706.06
-2.57x + 5.44y + 6.99z <= 214.17
-6.08x + 2.94y + 2.5z <= 294.01
9.16x + -7.74y + -5.26z <= 847.44
-5.11x + -2.84y + -3.91z <= 115.55
9.4x + -3.7y + 6.75z <= 777.31
-2.6x + 6.28y + 9.63z <= 132.81
3.03x + 2.55y + 9.49z <= 247.42
-9.72x + 5.56y + 0.61z <= 637.46
-4.77x + -4.18y + 3.59z <= 606.65
-1.45x + -0.18y + -6.84z <= 933.58
7.37x + 3.2y + -3.58z <= 767.73
3.93x + -8.26y + 7.32z <= 676.44
5.82x + -6.34y + -2.13z <= 123.75
-7.76x + 4.01y + 7.59z <= 614.53
6.79x + -8.22y + -3.53z <= 384.29
-8.63x + -5.62y + -2.77z <= 315.89
-0.33x + -9.79y + 3.3z <= 446.14
1.55x + -6.51y + -8.95z <= 997.89
2.36x + -1.91y + -2.07z <= 309.49
-9.66x + 7.34y + 9.96z <= 959.39
4.37x + -8.86y + 9.83z <= 304.8
-3.8x + 6.62y + 6.57z <= 212.03
-4.23x + -1.46y + 1.42z <= 925.73
3.81x + 3.31y + 1.89z <= 779.57
9.8x + 4.19y + 5.13z <= 879.95
9.01x + 7.64y + 7.37z <= 792.42
0.86x + -9.12y + 8.32z <= 396.26
6.67x + 2.48y + 9.91z <= 295.96
6.19x + -5.63y + 0.69z <= 488.13
2.14x + 8.85y + -1.07z <= 367.85
-6.68x + 0.16y + 9.64z <= 852.19
-5.33x + -0.18y + -0.46z <= 108.8
0.06x + 9.52y + -7.01z <= 812.96
-4.51x + 6.34y + -5.81z <= 414.35
0.03x + -5.04y + 2.36z <= 994.86
9.9x + -1.17y + 6.35z <= 443.06
-2.23x + 9.81y + -6.69z <= 783.4
-8.29x + 3.12y + -0.39z <= 228.91
1.81x + 4.36y + -7.86z <= 124.68
-0.81x + -3.08y + 6.5z <= 331.62
-0.75x + 1.58y + 7.26z <= 181.1
-1.14x + -7.69y + -8.17z <= 555.54
-2.07x + -7.92y + 9.02z <= 222.73
5.99x + 2.24y + 6.38z <= 304.63
8.96x + 6.22y + 9.6z <= 755.4
-6.68x + -8.13y + 5.85z <= 211.87
1.34x + -8.93y + 3.65z <= 753.58
5.65x + -8.26y + 0.32z <= 979.83
-3.36x + -6.61y + -4.28z <= 268.82
0.97x + 3.2y + 6.12z <= 608.2
3.42x + 5.67y + 2.4z <= 900.62
0.38x + 1.79y + -5.04z <= 266.89
7.42x + 9.0y + -9.41z <= 716.4
-7.04x + 8.54y + -3.04z <= 855.2
8.76x + 6.89y + 3.97z <= 257.73
-6.68x + 0.38y + -4.77z <= 165.02
-2.73x + -2.19y + 3.05z <= 220.51
6.83x + 2.68y + 5.88z <= 440.55
0.86x + 2.71y + -8.86z <= 484.25
-6.11x + 5.67y + -2.46z <= 735.35
-9.87x + -5.7y + -8.34z <= 325.41
8.82x + -1.47y + -9.13z <= 805.49
-0.82x + -5.48y + 4.65z <= 385.65
-0.62x + -7.37y + -3.03z <= 851.14
-8.08x + -7.72y + 6.44z <= 748.9
-0.9x + 1.96y + 3.92z <= 435.91
-3.73x + 8.39y + -4.76z <= 822.54
7.02x + -8.92y + 5.46z <= 504.79
-2.3x + 4.73y + -1.44z <= 749.72
8.98x + 4.68y + -5.11z <= 859.29
-2.96x + 0.01y + 8.12z <= 668.23
-8.66x + 9.42y + -4.47z <= 732.38
-1.0x + -8.78y + 3.12z <= 819.52
-2.92x + 3.41y + 3.25z <= 796.94
1.85x + -3.42y + -1.76z <= 540.23
0.29x + 0.87y + 8.62z <= 994.81
-9.4x + -1.43y + -1.25z <= 355.47
-4.3x + -2.91y + 4.99z <= 348.04
5.55x + -2.21y + 3.89z <= 361.08
-8.04x + -3.94y + 1.51z <= 346.43
-0.97x + -7.0y + -0.14z <= 911.89
9.62x + -2.94y + -9.26z <= 667.93
4.69x + -7.68y + 1.48z <= 383.76
-2.02x + -6.81y + -9.66z <= 264.46
-6.6x + -4.77y + 0.1z <= 419.3
9.45x + 6.88y + 6.32z <= 914.5
5.33x + -8.58y + -0.08z <= 604.34
6.89x + -2.32y + -3.06z <= 500.84
4.7x + 3.23y + 2.37z <= 488.15
-1.93x + 1.41y + -0.56z <= 232.18
8.16x + 5.65y + -3.18z <= 958.4
9.41x + -4.74y + -4.5z <= 249.94
9.96x + 4.93y + 7.39z <= 424.19
8.8x + -4.34y + -0.68z <= 943.15
3.24x + -7.12y + -0.16z <= 351.59
1.85x + -4.92y + 1.29z <= 116.79
-4.81x + 0.6y + 1.88z <= 907.14
-1.46x + -8.96y + 9.77z <= 281.14
8.04x + -6.26y + -2.29z <= 972.81
-0.81x + 1.47y + 9.35z <= 958.56
-0.79x + -2.55y + 4.17z <= 251.29
-8.61x + 0.57y + -8.91z <= 258.02
-3.28x + -3.75y + -5.07z <= 728.38
-5.96x + -8.41y + 2.04z <= 773.22
9.15x + 4.83y + -9.08z <= 123.1
7.99x + 3.0y + -3.63z <= 907.85
0.24x + 5.4y + -5.5z <= 700.2
-5.23x + 3.5y + -8.93z <= 643.11
7.49x + -6.15y + 7.05z <= 585.94
7.69x + -0.69y + 2.03z <= 804.15
5.26x + -3.71y + 9.79z <= 910.62
-7.06x + -3.46y + 0.25z <= 233.19
4.18x + -2.36y + 5.07z <= 476.76
8.82x + -8.73y + 5.62z <= 376.08
3.54x + -6.15y + -7.85z <= 177.22
8.28x + -4.93y + 4.4z <= 331.46
7.45x + 9.71y + 3.4z <= 861.32
-7.12x + 6.89y + 3.91z <= 190.11
0.75x + -8.13y + -6.98z <= 791.82
6.38x + -6.24y + -1.88z <= 310.24
-8.09x + -8.33y + 7.8z <= 924.3
-4.12x + -8.8y + -0.87z <= 777.59
9.6x + 0.78y + -2.15z <= 499.65
5.69x + -6.86y + -4.09z <= 917.6
9.7x + 1.27y + 9.16z <= 650.86
8.83x + 0.87y + -5.12z <= 865.85
1.27x + 4.14y + 3.03z <= 908.06
0.69x + 3.96y + 7.95z <= 382.02
8.18x + 3.44y + 0.3z <= 269.8
2.89x + 2.33y + -2.92z <= 393.62
-5.62x + -6.82y + 2.38z <= 342.86
-2.97x + -6.41y + -3.35z <= 814.43
-0.65x + -7.46y + -2.32z <= 458.05
6.23x + -0.4y + 0.84z <= 238.7
6.15x + -8.58y + 7.41z <= 295.7
1.32x + -5.93y + -6.63z <= 674.56
8.65x + -2.69y + -3.52z <= 365.86
-9.64x + 2.37y + -7.96z <= 435.73
-8.58x + 6.88y + 6.89z <= 735.89
9.96x + 8.43y + 4.99z <= 571.6
7.21x + 8.5y + 7.99z <= 302.72
-9.85x + -5.73y + 0.72z <= 115.52
7.7x + 1.39y + 7.07z <= 489.72
-4.72x + -0.5y + 0.86z <= 859.76
0.67x + -7.13y + 7.26z <= 554.33
-8.38x + 2.67y + 4.51z <= 191.08
3.89x + 4.34y + 8.8z <= 558.18
-0.1x + -0.5y + -4.86z <= 515.27
2.13x + -0.07y + -4.43z <= 365.06
-7.67x + 2.85y + 1.17z <= 122.06
4.56x + -1.09y + -6.59z <= 574.38
1.73x + 2.44y + 0.44z <= 352.01
-3.12x + -8.23y + -3.37z <= 662.82
8.55x + -4.22y + -6.87z <= 700.63
3.32x + -8.17y + 8.11z <= 634.21
5.05x + 5.19y + 7.49z <= 879.42
0.7x + 1.8y + 7.35z <= 246.71
-5.52x + 7.37y + 3.84z <= 912.3
4.97x + -3.71y + 4.97z <= 765.49
5.49x + 6.71y + -9.9z <= 482.11
1.2x + 7.64y + -3.93z <= 353.31
4.14x + 6.7y + 2.5z <= 981.41
5.1x + -6.39y + 6.64z <= 212.48
-0.66x + -0.57y + 3.85z <= 480.08
1.62x + -8.36y + 8.63z <= 485.7
-8.76x + 9.35y + -8.58z <= 291.97
8.53x + 5.51y + 0.05z <= 577.04
-1.06x + -9.15y + -7.6z <= 210.95
-5.28x + 9.93y + 2.11z <= 328.04
3.6x + -4.08y + -3.0z <= 586.21
6.26x + 7.42y + -2.53z <= 353.02
-2.25x + -8.7y + -4.65z <= 460.58
6.39x + -9.4y + 9.54z <= 526.75
-3.07x + 3.78y + -3.3z <= 369.31
-3.97x + -1.11y + -3.05z <= 560.22
-7.88x + -5.45y + -9.32z <= 307.57
-2.5x + 4.74y + 8.95z <= 346.86
-4.0x + -9.28y + 9.67z <= 756.71
6.32x + 6.68y + 0.04z <= 270.98
-0.87x + -3.39y + 7.44z <= 854.51
-8.24x + 1.87y + 9.21z <= 539.08
-0.78x + 0.59y + 5.43z <= 482.72
4.56x + 8.9y + -7.64z <= 373.68
6.24x + -7.98y + -3.64z <= 577.35
-7.06x + 9.82y + -8.85z <= 858.12
-1.88x + 1.68y + 7.64z <= 887.6
-4.98x + 8.83y + 9.77z <= 627.24
-9.89x + 6.27y + -9.76z <= 284.48
-7.96x + -3.19y + 4.54z <= 825.04
0.08x + 8.44y + 5.45z <= 609.34
0.93x + -6.57y + -0.74z <= 148.92
9.81x + -3.39y + 5.88z <= 717.62
-3.7x + -8.63y + 5.85z <= 485.76
8.74x + 7.55y + -0.64z <= 441.29
0.81x + 1.14y + -5.23z <= 492.02
-3.44x + 1.83y + -2.67z <= 443.57
-2.12x + -7.72y + 3.7z <= 531.94
-4.16x + -4.63y + 1.01z <= 536.61
3.0x + 6.01y + -6.82z <= 415.65
5.69x + -3.49y + 0.13z <= 301.98
-9.54x + 8.0y + 1.1z <= 207.56
-0.33x + -2.68y + -8.3z <= 491.7
0.05x + -5.54y + -5.27z <= 853.82
3.77x + 2.85y + -1.47z <= 468.67
0.47x + 4.34y + 4.65z <= 464.93
-1.2x + -9.38y + 5.88z <= 768.53
1.89x + -8.47y + -9.92z <= 296.05
-1.41x + -0.62y + 2.25z <= 829.59
3.48x + -8.15y + 4.47z <= 851.18
1.29x + -1.32y + 1.6z <= 606.4
-2.84x + 6.07y + 0.88z <= 450.26
3.92x + 0.14y + 3.95z <= 180.72
5.66x + -5.64y + -3.27z <= 493.0
-4.58x + 1.72y + 5.09z <= 391.17
-4.6x + 0.45y + -9.34z <= 708.41
-7.37x + -0.54y + -0.76z <= 328.66
9.92x + 10.0y + 0.27z <= 870.96
7.11x + 4.16y + -0.71z <= 466.55
-8.85x + -3.55y + -0.46z <= 907.09
-8.32x + 0.05y + 3.63z <= 290.92
2.25x + 8.96y + -3.81z <= 346.47
-1.41x + -7.74y + -3.89z <= 482.47
2.06x + -9.52y + 2.62z <= 921.82
-3.47x + 2.84y + 6.18z <= 754.39
4.85x + 5.49y + -1.64z <= 191.17
6.77x + 5.68y + 8.76z <= 558.57
3.11x + -6.78y + -8.69z <= 539.93
-7.46x + -3.42y + 2.43z <= 708.59
5.95x + -3.19y + 9.7z <= 950.11
-2.45x + 6.25y + 8.27z <= 373.89
6.32x + -5.26y + -2.28z <= 980.75
-5.07x + 1.12y + -9.22z <= 418.44
2.65x + 0.5y + -7.86z <= 128.12
7.75x + -2.36y + -7.82z <= 702.21
-7.22x + 8.59y + -5.31z <= 381.26
3.86x + -0.05y + 9.96z <= 897.98
6.6x + -9.3y + -7.4z <= 563.61
-1.37x + 7.27y + -4.8z <= 390.56
8.48x + 0.77y + 2.56z <= 817.16
6.5x + -6.43y + -5.47z <= 705.42
2.71x + 8.97y + -1.76z <= 886.88
4.04x + -5.93y + 9.74z <= 568.16
4.6x + 4.56y + -2.15z <= 909.31
-7.46x + 4.13y + -3.43z <= 235.76
-0.99x + -9.27y + -5.01z <= 933.35
6.7x + -4.71y + -4.86z <= 503.12
3.39x + 5.51y + 0.59z <= 194.92
-9.85x + 3.51y + -0.01z <= 962.52
3.83x + 0.94y + -0.79z <= 790.76
2.65x + 2.04y + 7.9z <= 497.03
-0.21x + 6.36y + -9.81z <= 729.72
6.45x + 1.62y + 7.78z <= 207.02
3.01x + -1.16y + -6.94z <= 796.59
-3.46x + 8.49y + -4.71z <= 983.69
7.76x + -9.04y + -6.31z <= 626.24
-4.77x + -9.46y + 2.86z <= 230.64
-1.99x + 2.8y + 2.84z <= 638.79
-7.49x + -9.36y + 7.55z <= 543.31
-9.38x + -0.9y + 3.77z <= 426.35
-8.97x + -3.98y + 7.54z <= 162.72
-7.21x + 3.25y + -4.46z <= 659.28
-4.05x + 1.6y + -2.68z <= 860.95
-5.95x + 4.11y + -7.1z <= 873.21
5.11x + 9.89y + -8.44z <= 858.21
5.8x + -5.75y + 8.86z <= 797.93
0.45x + 9.52y + -9.41z <= 769.03
8.15x + 2.75y + -2.38z <= 359.43
8.57x + 5.37y + 5.88z <= 377.93
9.03x + -4.27y + -7.6z <= 442.09
7.3x + 6.98y + -6.61z <= 455.83
0.17x + -7.23y + 9.12z <= 450.88
-0.38x + -0.27y + -5.03z <= 648.54
0.96x + -1.07y + 0.21z <= 757.93
-1.78x + -0.37y + 5.47z <= 789.78
0.88x + -4.5y + 5.6z <= 273.1
2.0x + -6.28y + -2.82z <= 991.14
0.29x + -5.32y + -7.66z <= 529.5
-0.89x + -7.3y + 0.21z <= 249.85
-5.88x + -3.11y + -1.12z <= 127.34
8.26x + 1.84y + 7.19z <= 680.92
1.84x + 1.4y + 4.3z <= 615.12
-1.73x + 4.08y + -4.49z <= 619.5
2.26x + -2.53y + 5.18z <= 709.95
6.61x + -5.89y + -2.13z <= 649.14
-8.96x + -4.09y + 2.53z <= 339.48
0.5x + -0.72y + 6.89z <= 426.06
5.34x + -6.37y + 0.16z <= 489.76
-8.22x + 7.94y + -2.08z <= 946.91
1.35x + 8.3y + 3.85z <= 327.04
-3.98x + 3.44y + 2.59z <= 917.35
3.86x + -2.84y + -0.28z <= 980.57
8.96x + -1.64y + -3.11z <= 178.69
-7.02x + 3.83y + -3.33z <= 730.72
3.03x + -5.04y + -7.22z <= 691.96
3.55x + -0.17y + 8.84z <= 871.69
4.19x + -3.2y + -0.34z <= 872.35
-6.89x + -0.49y + -2.19z <= 956.45
-7.65x + 4.13y + 5.07z <= 694.53
9.96x + 9.32y + -9.62z <= 529.54
-3.88x + -6.9y + 2.31z <= 160.06
2.4x + 4.34y + -1.65z <= 991.83
6.06x + -8.5y + -2.17z <= 361.99
5.87x + 8.58y + -7.44z <= 142.24
0.12x + 7.11y + -1.56z <= 670.37
-4.59x + 0.21y + -8.59z <= 166.96
3.83x + 2.98y + -6.5z <= 781.15
4.29x + -2.4y + -2.85z <= 298.3
-9.61x + -0.48y + 8.35z <= 216.98
8.67x + -0.17y + 8.97z <= 282.8
-7.08x + 8.59y + -8.61z <= 377.37
8.9x + 7.21y + 2.78z <= 632.45
8.43x + -2.87y + 7.85z <= 676.19
-3.05x + -0.06y + -4.07z <= 377.6
1.64x + 5.66y + -1.64z <= 634.15
-6.32x + -0.92y + -8.07z <= 578.19
-0.87x + 7.94y + -2.14z <= 475.87
6.48x + 2.57y + -6.66z <= 172.71
-4.92x + 7.41y + 9.35z <= 400.65
3.86x + -4.41y + 9.1z <= 189.7
-4.08x + 7.55y + -0.05z <= 926.42
9.37x + -0.95y + 7.02z <= 644.33
-7.11x + -1.98y + 7.17z <= 885.78
-6.08x + 6.24y + 5.39z <= 117.8
-8.91x + -5.38y + -5.04z <= 391.24
5.48x + 5.81y + -8.51z <= 841.34
-4.84x + 4.87y + -0.81z <= 674.97
-8.04x + -7.25y + -2.93z <= 881.22
-7.06x + -2.61y + 2.5z <= 171.67
-7.74x + -9.5y + -4.13z <= 539.61
7.54x + 1.64y + -9.17z <= 971.56
-0.34x + 7.1y + -4.91z <= 442.9
5.24x + 8.06y + 8.68z <= 494.68
6.99x + 0.59y + -4.61z <= 919.23
-7.32x + -8.23y + 7.81z <= 452.93
9.49x + 2.4y + 8.24z <= 294.86
-5.84x + 3.24y + 3.59z <= 652.27
-3.96x + 5.13y + -8.93z <= 281.02
-5.09x + -5.64y + 8.74z <= 934.53
4.7x + 8.09y + 8.91z <= 494.81
-6.87x + -3.37y + 1.62z <= 291.62
-0.21x + 7.83y + 6.26z <= 781.52
-9.53x + 9.17y + 7.08z <= 903.81
9.24x + -6.74y + 4.03z <= 969.28
-7.12x + -9.61y + -0.03z <= 595.45
3.88x + -9.05y + 5.78z <= 122.84
9.17x + 8.24y + -4.49z <= 538.52
9.75x + 8.98y + -9.06z <= 763.12
-9.24x + -1.33y + 5.04z <= 524.82
7.8x + -8.23y + 1.74z <= 417.44
-0.26x + -1.6y + 5.43z <= 430.51
8.14x + -8.15y + -5.59z <= 648.51
6.39x + -9.78y + -8.81z <= 374.3
8.28x + 0.39y + -7.78z <= 347.43
-8.94x + -1.84y + -2.76z <= 834.37
6.16x + -1.12y + 6.72z <= 766.85
-1.23x + 1.52y + 6.76z <= 297.85
-5.47x + -9.47y + -1.32z <= 384.92
-1.8x + 8.47y + -4.02z <= 677.55
-1.03x + 7.62y + -1.61z <= 463.5
-2.04x + -8.96y + -6.38z <= 332.2
3.48x + -2.88y + -7.11z <= 643.28
3.01x + 0.62y + -9.78z <= 682.78
-8.29x + -6.19y + -2.48z <= 626.78
-2.24x + 1.42y + -3.31z <= 451.55
6.34x + -5.87y + 8.02z <= 330.96
8.13x + -5.27y + -4.54z <= 714.92
3.87x + 0.18y + -2.91z <= 856.8
5.79x + 9.14y + -2.81z <= 848.2
4.96x + -9.51y + 6.21z <= 507.08
-3.6x + 2.5y + -9.24z <= 580.28
3.81x + -9.35y + 1.45z <= 375.8
-8.44x + -3.39y + 8.79z <= 578.37
-3.51x + 0.57y + -1.28z <= 109.67
8.54x + -7.64y + -4.48z <= 321.11
9.56x + 4.16y + -9.95z <= 322.42
-9.33x + -5.26y + 8.62z <= 432.08
-7.57x + 0.13y + 3.05z <= 738.74
7.28x + 2.59y + 0.35z <= 624.61
5.23x + 0.65y + 2.29z <= 672.75
8.51x + -6.73y + -7.96z <= 688.61
8.05x + 6.72y + 0.31z <= 914.41
6.91x + 5.83y + 2.0z <= 131.62
3.6x + -8.26y + -2.85z <= 521.4
-6.26x + 4.28y + 6.32z <= 386.86
2.82x + -5.13y + 6.45z <= 461.34
-8.11x + -3.01y + 9.42z <= 947.89
-7.13x + -6.92y + 6.12z <= 318.5
-4.29x + 9.85y + 9.01z <= 915.4
-3.81x + -7.99y + -2.43z <= 890.36
-3.54x + 4.82y + -0.2z <= 947.15
-1.12x + 8.22y + 2.72z <= 657.66
8.62x + 5.02y + 4.47z <= 599.84
-5.55x + -0.18y + 0.4z <= 901.89
-3.7x + 0.44y + 7.67z <= 765.06
-1.32x + 1.96y + 0.92z <= 319.24
0.04x + -4.29y + -3.31z <= 204.82
9.39x + -6.74y + 0.37z <= 741.56
-0.8x + -3.08y + 3.64z <= 738.08
-9.84x + -7.33y + 2.84z <= 141.2
-7.81x + -3.31y + -1.87z <= 800.67
7.9x + 1.14y + -9.13z <= 877.61
2.05x + -2.58y + -7.85z <= 382.47
1.57x + -3.67y + -8.47z <= 532.5
-9.76x + -7.7y + -6.14z <= 443.29
-6.65x + 9.58y + -2.6z <= 552.86
-4.76x + -3.0y + -4.54z <= 865.5
7.76x + 0.16y + 2.54z <= 317.51
7.35x + 0.81y + 0.5z <= 614.5
6.88x + 3.08y + 9.11z <= 381.0
-5.3x + -2.17y + 9.81z <= 541.65
-1.0x + 3.46y + 7.69z <= 735.21
3.6x + -8.92y + 8.45z <= 673.31
-8.61x + -9.86y + -5.72z <= 821.54
4.03x + 2.15y + -3.32z <= 874.8
-2.83x + -9.96y + -8.89z <= 618.07
8.5x + -1.38y + -0.51z <= 917.59
6.59x + -2.31y + 1.11z <= 628.15
8.84x + -4.53y + -1.09z <= 567.53
-2.91x + 5.05y + 8.43z <= 782.13
-6.19x + 7.21y + 7.58z <= 600.67
-6.81x + -4.16y + 1.31z <= 764.77
6.79x + -6.28y + 5.79z <= 510.93
-8.55x + 4.87y + -5.07z <= 554.47
-2.59x + -1.94y + 2.89z <= 272.81
3.53x + 4.2y + -5.86z <= 133.08
4.41x + 0.8y + -1.97z <= 923.44
8.33x + 6.08y + -8.55z <= 347.89
-8.81x + -3.67y + -4.99z <= 722.94
-6.88x + -8.44y + -1.55z <= 656.64
-2.96x + -5.09y + -0.99z <= 668.69
8.1x + -6.51y + 0.01z <= 775.6
-7.05x + -1.48y + 9.86z <= 206.43
-0.18x + -6.93y + -0.17z <= 950.89
-2.81x + 7.36y + 4.76z <= 620.49
8.12x + -5.92y + 3.99z <= 288.36
-8.01x + -1.61y + -2.33z <= 325.5
-4.11x + 2.7y + -7.95z <= 818.22
-4.75x + -6.39y + 4.49z <= 926.82
8.61x + -9.8y + 8.63z <= 974.35
-5.3x + -9.51y + -5.22z <= 173.51
-6.8x + -3.13y + -5.11z <= 390.58
0.56x + 8.9y + -8.78z <= 799.67
-6.19x + 3.12y + 5.97z <= 854.47
-8.2x + -0.47y + 2.98z <= 269.47
-8.64x + 2.55y + -8.42z <= 471.61
2.86x + 8.75y + 7.54z <= 622.93
5.57x + -8.11y + 4.75z <= 331.63
4.84x + 9.88y + 0.85z <= 785.75
5.09x + 4.85y + -1.63z <= 228.49
-2.74x + -2.74y + 0.79z <= 763.75
-5.67x + -3.44y + 2.44z <= 919.15
2.03x + 9.45y + 1.44z <= 803.46
-8.48x + 8.26y + 8.4z <= 434.26
9.69x + -1.66y + 2.82z <= 824.38
-0.62x + -9.66y + -1.45z <= 344.18
6.76x + -0.67y + 1.27z <= 270.8
5.55x + 9.88y + 0.56z <= 575.92
5.99x + 8.41y + 2.63z <= 783.41
-9.97x + -9.38y + 5.33z <= 307.09
1.01x + -2.0y + 3.71z <= 473.86
8.65x + -8.3y + -9.9z <= 689.06
-5.37x + 2.24y + 2.1z <= 584.57
0.33x + 2.61y + -4.7z <= 343.0
-7.43x + 8.23y + 4.05z <= 728.74
