max 5.36x + 8.96y + 6.0z
1.56x + -0.73y + 5.67z <= 768.18
3.23x + -2.92y + 0.13z <= 548.39
5.03x + 1.63y + -8.09z <= 409.56
2.75x + 2.1y + 6.75z <= 517.4
0.67x + 8.61y + -7.27z <= 266.32
9.92x + 1.68y + -6.2z <= 809.9
1.35x + 4.57y + -3.38z <= 885.01
-9.53x + 6.64y + -4.11z <= 695.22
0.16x + 4.34y + 4.75z <= 743.61
1.01x + -2.42y + 9.08z <= 118.13
8.79x + 6.99y + -8.69z <= 841.72
9.21x + 3.54y + -6.01z <= 768.06
0.34x + 9.9y + -7.98z <= 512.61
6.01x + -0.91y + -3.56z <= 399.18
-3.44x + -7.59y + -3.62z <= 876.59
-8.24x + -9.97y + -4.33z <= 392.06
-3.5x + 6.93y + -5.14z <= 703.77
-1.73x + -1.47y + -3.02z <= 447.61
-1.3x + 1.18y + -0.08z <= 471.75
7.81x + -9.33y + -5.62z <= 991.48
-6.5x + 1.09y + -4.85z <= 789.26
-6.6x + -8.93y + 5.2z <= 947.73
-3.64x + -3.51y + -7.62z <= 406.34
8.26x + 4.68y + -4.02z <= 321.77
4.83x + 6.3y + 9.8z <= 611.58
9.0x + -0.16y + -7.73z <= 602.07
1.6x + 0.6y + -9.32z <= 717.41
-6.7x + -8.48y + 5.51z <= 371.07
-1.36x + -3.29y + -6.67z <= 287.33
7.6x + -9.77y + -5.46z <= 901.21
1.69x + 8.13y + -8.65z <= 507.64
7.4x + 2.34y + -1.73z <= 594.02
-5.89x + 2.59y + -7.95z <= 390.03
-1.56x + -8.96y + 3.31z <= 604.21
-9.01x + -1.15y + -6.99z <= 874.35
7.0x + 5.38y + -4.42z <= 195.09
3.48x + 5.55y + 5.89z <= 222.61
-5.87x + -3.74y + 9.32z <= 764.09
-5.68x + 1.4y + 3.47z <= 760.34
-9.98x + -0.92y + 6.82z <= 350.86
6.61x + 9.67y + -1.1z <= 856.08
-2.18x + -7.2y + -0.05z <= 352.11
5.75x + -0.49y + 8.55z <= 222.01
-6.74x + -5.86y + 0.37z <= 983.18
2.74x + -3.22y + -3.73z <= 410.47
8.43x + 4.34y + 2.28z <= 521.16
8.29x + 0.26y + -5.52z <= 680.84
-5.64x + 9.63y + -3.31z <= 263.7
-2.95x + 9.61y + -5.02z <= 435.76
-4.02x + 5.49y + 9.65z <= 151.44
4.54x + 8.82y + -9.69z <= 732.08
-9.21x + -7.48y + -9.04z <= 738.23
7.02x + 6.79y + 6.5z <= 207.91
2.82x + 3.27y + 3.48z <= 362.17
3.81x + -7.51y + -3.32z <= 108.91
7.37x + 2.34y + -4.61z <= 686.96
4.1x + -2.39y + 1.24z <= 891.92
-5.41x + -7.9y + -4.16z <= 744.0
-2.48x + -9.47y + 4.01z <= 300.39
6.36x + 7.42y + -6.82z <= 490.09
0.04x + 2.4y + 7.22z <= 395.33
-9.34x + -7.03y + -6.86z <= 718.8
9.3x + 1.67y + -5.58z <= 166.22
-2.59x + 4.99y + 1.08z <= 243.63
9.41x + 2.77y + -8.05z <= 626.83
-3.59x + -1.35y + 5.24z <= 812.14
-4.16x + -1.02y + -7.13z <= 460.77
-8.57x + -9.09y + -6.07z <= 830.99
0.22x + -1.38y + -8.64z <= 466.81
-4.91x + -2.53y + 9.3z <= 183.69
6.57x + -7.16y + -4.52z <= 963.91
-8.94x + -7.26y + 5.72z <= 115.26
-0.01x + 6.31y + -4.69z <= 780.81
-3.14x + 6.84y + 4.96z <= 624.7
-7.6x + 7.46y + 8.95z <= 342.59
-4.55x + 3.98y + -4.55z <= 812.53
0.98x + 8.53y + -9.61z <= 285.29
1.47x + -6.17y + 4.39z <= 802.94
7.35x + 5.9y + 3.74z <= 654.67
-1.85x + -3.75y + -6.62z <= 321.07
2.06x + -8.86y + -8.19z <= 595.8
-5.99x + 5.26y + -3.31z <= 505.73
3.84x + -5.57y + -0.66z <= 743.76
2.19x + -7.36y + -9.04z <= 802.01
-0.4x + 1.71y + -8.96z <= 450.75
-4.17x + 6.76y + 4.33z <= 483.58
0.32x + 6.05y + 2.67z <= 590.54
2.69x + 7.24y + 3.9z <= 808.45
-5.73x + -9.94y + -7.59z <= 455.29
-1.43x + 9.75y + -1.82z <= 426.29
-0.06x + -6.42y + -7.12z <= 653.77
8.11x + -7.79y + -9.05z <= 859.65
-1.5x + 0.91y + 9.3z <= 585.12
7.59x + 2.98y + -4.48z <= 694.3
4.92x + 1.07y + 2.72z <= 866.6
3.76x + 5.43y + -3.6z <= 316.8
-6.19x + -4.01y + 8.28z <= 595.55
-2.85x + 0.91y + -1.34z <= 275.79
7.22x + 5.44y + 5.46z <= 375.07
0.37x + -1.05y + 1.78z <= 490.82
1.96x + 0.88y + -2.23z <= 573.1
7.7x + -5.99y + 8.08z <= 137.78
-5.81x + 4.13y + -4.15z <= 151.66
-6.76x + 8.86y + 4.19z <= 647.29
3.9x + 0.26y + 2.96z <= 702.56
6.81x + 1.31y + -3.52z <= 691.96
9.47x + -7.57y + -5.2z <= 941.8
-8.19x + 0.45y + -1.66z <= 187.91
-3.33x + 3.22y + 0.75z <= 860.45
6.66x + -8.09y + -3.77z <= 570.2
-4.6x + -9.78y + 8.44z <= 803.11
-7.39x + -9.79y + 0.14z <= 536.12
-6.43x + -8.75y + 9.73z <= 703.6
8.99x + -8.96y + 7.41z <= 393.51
-8.67x + 3.44y + 3.23z <= 769.41
9.31x + 7.03y + -8.82z <= 187.2
8.7x + 6.18y + 5.43z <= 717.96
3.68x + -4.44y + -0.72z <= 771.18
-2.69x + 9.01y + -1.65z <= 320.54
-8.9x + -8.14y + 0.54z <= 328.66
9.7x + 5.41y + 0.75z <= 223.76
-2.03x + 6.18y + 4.35z <= 249.2
-9.97x + 9.84y + -1.15z <= 735.18
-5.02x + 3.75y + -0.04z <= 481.93
8.02x + -4.86y + 2.12z <= 711.83
6.91x + -7.86y + 9.84z <= 438.4
3.77x + 0.61y + -2.37z <= 680.43
-9.32x + 8.98y + 9.37z <= 878.46
-0.83x + 5.6y + -8.01z <= 829.65
-3.76x + -3.71y + 9.99z <= 836.86
4.93x + -0.14y + -9.23z <= 376.59
0.56x + 4.5y + -9.93z <= 524.21
-8.12x + 3.27y + -8.69z <= 725.22
3.73x + 5.7y + -9.94z <= 900.81
-1.37x + 9.57y + -9.94z <= 820.49
-5.35x + -9.51y + 0.42z <= 518.97
6.06x + 1.11y + -4.56z <= 253.8
7.74x + 1.38y + -7.47z <= 399.56
-9.42x + 2.54y + -1.31z <= 330.58
-1.75x + -7.63y + 6.3z <= 224.4
5.22x + 4.78y + -3.91z <= 766.31
-2.46x + 6.22y + 8.22z <= 466.81
-9.35x + 8.97y + -2.61z <= 904.14
8.8x + 8.63y + 6.79z <= 611.88
7.93x + 7.32y + -0.52z <= 924.11
-2.36x + 6.49y + -3.42z <= 847.28
-5.49x + -0.6y + 0.13z <= 860.96
-7.09x + -1.17y + 7.52z <= 150.5
-0.14x + 3.0y + -5.79z <= 776.69
-3.23x + 5.06y + -9.1z <= 535.36
8.19x + -5.09y + -2.84z <= 186.23
4.2x + -6.89y + -1.25z <= 489.66
-3.19x + -1.06y + 6.82z <= 480.13
-9.75x + 7.89y + -2.96z <= 693.26
-3.68x + -7.57y + 0.2z <= 330.58
-1.9x + 4.47y + -6.23z <= 359.68
-5.5x + -5.48y + 8.93z <= 973.16
4.35x + 6.07y + 6.3z <= 481.71
3.47x + -0.95y + -3.43z <= 803.96
3.57x + -1.2y + 9.14z <= 561.55
-2.66x + -6.05y + 7.84z <= 469.03
0.2x + 5.38y + 8.53z <= 230.61
-3.68x + 1.2y + -4.25z <= 869.58
-8.27x + -0.78y + 6.62z <= 190.96
-9.53x + -8.71y + 1.9z <= 793.39
3.74x + 9.81y + -0.29z <= 396.35
6.16x + -0.15y + 9.18z <= 657.66
2.18x + 5.36y + 1.9z <= 114.55
-1.75x + -4.08y + 2.14z <= 516.58
8.25x + -8.05y + -7.01z <= 115.63
0.74x + -2.12y + -0.7z <= 725.04
1.05x + -2.3y + 8.61z <= 584.56
-2.97x + -5.58y + 3.98z <= 891.56
0.12x + 5.06y + -0.81z <= 520.5
1.95x + -9.92y + 0.41z <= 901.13
5.68x + 1.82y + -7.65z <= 326.52
1.06x + -0.9y + 3.35z <= 403.84
-8.41x + -6.67y + -5.64z <= 330.14
-0.25x + 0.41y + 5.24z <= 251.72
-0.01x + -2.31y + -4.92z <= 855.74
5.49x + 6.35y + -3.88z <= 901.57
0.61x + -9.92y + -2.35z <= 871.5
6.09x + -4.26y + 4.89z <= 995.28
9.08x + 1.38y + -3.72z <= 833.97
-5.85x + 7.65y + -4.89z <= 927.43
2.62x + 0.49y + 3.62z <= 279.02
2.73x + 1.97y + 0.93z <= 273.74
3.36x + -4.45y + 1.71z <= 520.68
-7.96x + -7.21y + 6.62z <= 522.46
9.8x + 7.33y + -3.21z <= 959.24
5.36x + -5.18y + -3.7z <= 662.44
-6.21x + -9.44y + -5.8z <= 770.85
8.06x + 0.81y + -6.55z <= 255.39
-6.29x + 5.11y + -0.42z <= 159.9
9.56x + -2.55y + -7.44z <= 469.92
-6.5x + 1.1y + -2.72z <= 282.8
3.19x + 2.14y + 9.85z <= 699.25
8.55x + -2.78y + 9.2z <= 344.89
0.14x + -4.76y + -9.88z <= 376.27
-7.28x + 4.03y + 5.97z <= 613.33
-8.57x + -9.89y + -9.53z <= 845.6
0.6x + 8.83y + -0.35z <= 503.91
0.73x + 0.96y + -6.22z <= 741.67
-9.84x + -3.59y + 4.7z <= 739.57
9.41x + -2.27y + 8.04z <= 425.99
-2.16x + -3.93y + 9.96z <= 161.06
5.79x + 5.55y + 8.95z <= 691.06
4.85x + 8.96y + 3.59z <= 186.46
6.27x + -1.47y + -7.59z <= 423.29
9.24x + -5.72y + 5.61z <= 426.33
5.68x + -7.56y + -9.52z <= 715.07
-2.63x + 5.12y + -9.6z <= 554.08
2.52x + -5.91y + -7.3z <= 635.48
9.89x + -8.51y + -6.53z <= 540.34
-8.06x + 1.66y + 8.47z <= 406.81
-4.24x + -1.05y + 7.43z <= 869.84
-2.29x + -9.9y + 7.1z <= 410.96
8.37x + 8.02y + 5.3z <= 442.08
3.3x + -7.53y + -7.76z <= 698.1
0.69x + 8.66y + 5.36z <= 700.1
2.99x + 10.0y + -6.57z <= 967.15
-5.78x + 7.81y + 9.94z <= 854.75
0.23x + 7.47y + -6.01z <= 987.78
6.98x + 4.75y + 2.43z <= 218.79
-0.93x + -3.82y + -0.29z <= 757.26
-9.32x + -6.23y + 2.22z <= 527.08
7.61x + 8.85y + -5.27z <= 663.39
3.4x + 9.1y + -7.59z <= 560.56
-8.46x + 1.6y + 2.61z <= 666.86
-3.59x + 8.41y + 9.93z <= 662.83
0.72x + -3.83y + -3.56z <= 456.15
-1.93x + 6.22y + 4.4z <= 520.9
1.44x + -6.86y + -5.8z <= 496.12
9.56x + -3.66y + 6.03z <= 984.65
0.11x + -2.01y + -8.08z <= 437.83
-1.47x + 4.77y + -8.04z <= 230.97
-6.77x + 5.32y + 2.6z <= 597.67
1.71x + 0.45y + 8.13z <= 859.1
-0.91x + -9.65y + -0.27z <= 727.6
4.61x + 0.84y + -0.79z <= 865.52
-0.04x + 4.87y + 0.76z <= 283.39
-7.2x + -8.89y + 8.45z <= 629.11
3.48x + 2.09y + -7.28z <= 119.09
8.28x + -9.23y + -3.71z <= 435.22
-1.87x + -9.47y + -0.81z <= 225.78
1.25x + -6.75y + -5.27z <= 734.85
-7.86x + -3.97y + -6.46z <= 389.42
-7.38x + 7.36y + -4.11z <= 896.34
-3.83x + 8.01y + -0.7z <= 428.91
-5.64x + -4.77y + -4.56z <= 763.81
-4.6x + 1.17y + -6.95z <= 746.49
-7.25x + 6.98y + 3.88z <= 793.62
-2.62x + -3.76y + -0.79z <= 384.11
3.39x + -7.69y + 6.9z <= 973.32
2.45x + 6.06y + 0.01z <= 280.72
5.34x + 3.76y + -2.11z <= 383.02
-4.09x + -4.26y + -1.65z <= 389.11
-7.18x + -6.32y + -4.1z <= 977.54
-6.8x + -6.12y + -7.69z <= 740.67
-2.64x + 5.0y + 5.57z <= 327.3
-7.83x + -6.04y + -2.73z <= 767.59
-7.05x + -4.64y + 0.2z <= 407.55
9.18x + 6.74y + 6.69z <= 682.66
-5.55x + -1.31y + 5.22z <= 239.04
-4.29x + -4.22y + 4.53z <= 825.27
4.95x + 1.03y + -6.72z <= 916.71
7.99x + -4.54y + 0.9z <= 316.21
-9.11x + 5.11y + 0.2z <= 523.31
-4.06x + 3.48y + -1.6z <= 307.73
6.85x + 5.82y + 1.08z <= 917.82
2.62x + 6.84y + 5.71z <= 898.74
-4.72x + 6.54y + 9.83z <= 697.51
4.45x + 6.52y + -5.71z <= 561.61
-3.16x + -4.91y + 6.49z <= 333.66
-6.0x + -3.91y + -4.47z <= 274.38
5.3x + 9.77y + 4.27z <= 321.38
4.02x + 2.76y + 2.28z <= 373.56
-9.84x + -5.24y + -0.18z <= 743.28
-4.83x + -9.97y + 1.0z <= 296.97
5.06x + -4.97y + -9.87z <= 836.01
4.21x + -5.02y + 5.52z <= 330.19
-5.83x + 9.34y + -0.57z <= 172.42
-1.17x + 1.93y + 8.38z <= 877.92
-7.39x + -4.11y + 2.15z <= 400.01
9.68x + -4.21y + -4.51z <= 869.58
5.79x + -0.73y + 6.44z <= 947.61
5.97x + 2.04y + -7.07z <= 420.05
5.39x + -9.55y + -6.3z <= 136.9
-8.27x + -9.24y + 8.65z <= 695.66
2.74x + 0.51y + 6.26z <= 797.54
-6.82x + -6.35y + -5.27z <= 452.3
2.39x + 5.15y + 6.75z <= 686.08
-1.43x + -1.95y + -5.09z <= 166.21
-9.11x + 6.99y + 6.37z <= 261.41
7.04x + -9.4y + -9.64z <= 629.56
-0.45x + 9.27y + -6.11z <= 512.4
-6.53x + 7.79y + -9.0z <= 698.9
8.51x + -7.18y + 6.69z <= 138.39
-2.53x + -5.19y + 2.11z <= 634.66
-4.79x + -4.32y + -7.74z <= 312.85
4.25x + -9.24y + -8.04z <= 475.39
-0.88x + 6.12y + 9.27z <= 869.13
0.33x + -0.02y + -1.85z <= 154.51
-1.79x + -1.29y + 1.24z <= 573.65
-5.91x + -2.63y + -2.41z <= 200.04
3.55x + 2.52y + -0.38z <= 755.36
-7.11x + -2.08y + -8.91z <= 757.56
6.62x + 3.67y + -1.53z <= 669.54
1.09x + -5.92y + 8.97z <= 618.07
8.98x + 8.21y + 8.17z <= 578.19
9.13x + 9.87y + 5.11z <= 842.84
-5.88x + -3.18y + -7.9z <= 125.42
2.17x + -2.41y + 7.25z <= 761.05
-9.61x + -7.9y + 0.68z <= 886.16
9.63x + -6.14y + -9.06z <= 226.84
2.56x + -0.62y + 6.19z <= 705.92
2.7x + -5.76y + 0.58z <= 929.55
-4.68x + -4.55y + -6.4z <= 170.59
-3.98x + 7.61y + -2.6z <= 299.62
1.9x + 4.39y + 8.76z <= 972.54
-2.34x + -4.56y + -0.65z <= 685.53
-8.74x + -6.0y + 7.0z <= 433.31
-7.89x + 0.6y + 9.61z <= 994.35
7.58x + -3.13y + -0.65z <= 565.52
9.36x + 1.47y + 8.06z <= 634.42
-4.27x + 0.89y + -5.05z <= 730.01
-7.81x + 6.84y + -6.46z <= 523.61
2.69x + 7.8y + -5.08z <= 616.9
9.39x + 7.92y + -0.27z <= 748.91
3.2x + -6.13y + -9.2z <= 468.23
7.61x + -3.95y + -9.52z <= 627.53
8.35x + -7.12y + -1.3z <= 291.48
-1.12x + -1.2y + -8.8z <= 306.39
5.42x + -6.67y + 4.71z <= 721.81
7.89x + 6.26y + -5.58z <= 641.95
-6.5x + -4.86y + -7.56z <= 260.5
-0.72x + -8.92y + 5.47z <= 799.11
-8.25x + -9.63y + 2.87z <= 865.0
-8.02x + -4.95y + 1.29z <= 462.16
-8.01x + -7.23y + -6.58z <= 290.33
-4.4x + 9.77y + 1.89z <= 246.69
-0.23x + -5.71y + -0.78z <= 375.69
-7.75x + 5.88y + 0.06z <= 838.62
-7.11x + -6.25y + 0.68z <= 594.94
-6.55x + -5.46y + -6.34z <= 650.14
0.14x + -2.27y + -2.07z <= 153.28
9.77x + -2.96y + -0.12z <= 226.48
-7.31x + 1.61y + 1.45z <= 586.94
-4.47x + -4.63y + 5.15z <= 886.46
-3.6x + -7.02y + 9.9z <= 936.68
-9.43x + -7.27y + 7.7z <= 328.49
-7.04x + 8.4y + 7.87z <= 881.52
-4.24x + 4.64y + 6.9z <= 727.04
2.39x + -2.63y + 5.47z <= 176.58
-0.66x + 4.66y + 0.61z <= 236.24
-3.27x + -9.0y + 7.71z <= 967.06
2.47x + 6.79y + -2.49z <= 379.31
4.45x + -7.33y + 8.91z <= 856.89
8.7x + -6.35y + 9.42z <= 607.39
1.64x + -9.11y + -3.63z <= 176.55
1.17x + -1.11y + 0.56z <= 891.83
-3.69x + -1.64y + 7.88z <= 212.99
5.22x + -2.67y + 3.26z <= 598.63
-7.62x + -2.24y + -0.74z <= 132.91
-8.65x + 6.64y + 8.1z <= 105.4
-6.61x + -0.98y + 2.78z <= 259.84
5.97x + 6.95y + -1.63z <= 369.28
5.45x + -9.31y + -3.62z <= 835.04
-9.72x + -6.47y + 9.27z <= 932.12
-0.86x + -9.96y + 8.1z <= 841.59
-8.13x + 6.76y + 6.32z <= 356.65
-4.73x + -3.87y + -5.08z <= 554.56
7.33x + -3.02y + 5.19z <= 805.45
-9.75x + 3.46y + 1.95z <= 330.55
-0.21x + -2.03y + -9.66z <= 827.83
-9.55x + -8.51y + -2.62z <= 388.23
9.98x + -4.78y + 2.31z <= 965.92
-4.35x + -8.12y + 2.12z <= 233.46
-6.45x + 8.01y + 0.71z <= 791.42
-4.0x + -7.76y + -7.54z <= 274.53
-3.44x + -7.71y + -7.93z <= 640.29
5.91x + 2.95y + 7.65z <= 554.16
-4.73x + -3.12y + 8.73z <= 856.74
-6.33x + 8.7y + 1.07z <= 391.84
-3.84x + -4.58y + 6.38z <= 890.14
9.19x + 2.8y + 4.73z <= 672.39
-1.19x + -1.45y + -1.36z <= 911.1
0.2x + -4.4y + 8.06z <= 614.24
-6.62x + 6.26y + -4.07z <= 116.77
6.57x + 4.05y + 2.2z <= 327.64
-0.79x + 8.9y + -0.19z <= 865.73
-6.66x + 6.0y + 0.16z <= 310.38
-6.41x + 6.31y + -9.96z <= 540.2
5.96x + -8.8y + -4.9z <= 725.71
7.91x + -6.67y + 4.22z <= 282.28
3.98x + 6.03y + -1.38z <= 934.83
-9.18x + -1.39y + 9.77z <= 140.91
-3.5x + -5.74y + 2.26z <= 460.99
4.53x + 5.33y + 2.58z <= 915.42
-2.4x + -7.8y + 0.48z <= 905.87
-1.25x + 6.52y + 9.27z <= 348.86
-1.89x + -3.88y + 8.53z <= 492.16
-4.62x + -6.52y + 2.13z <= 111.14
-0.66x + -2.69y + 2.88z <= 269.82
-3.31x + 2.08y + 2.45z <= 334.6
1.6x + 7.07y + -9.3z <= 206.68
-1.16x + 2.48y + 5.53z <= 859.0
9.4x + 1.84y + 5.2z <= 588.78
-9.18x + 3.54y + 3.19z <= 825.64
5.75x + -0.68y + 9.59z <= 692.16
9.22x + 4.15y + -9.11z <= 137.13
1.68x + 9.89y + -4.25z <= 729.55
-3.99x + -0.38y + 2.47z <= 185.94
6.45x + 7.54y + -1.48z <= 700.4
-8.29x + 5.01y + 8.67z <= 116.76
-3.35x + -8.96y + 0.74z <= 397.27
4.83x + -4.79y + 1.23z <= 746.41
-6.73x + -5.37y + 4.19z <= 496.3
-9.91x + -5.57y + -1.77z <= 766.01
0.69x + 8.26y + -2.55z <= 726.32
-1.32x + -8.96y + -7.85z <= 532.08
-9.64x + -7.07y + -2.4z <= 605.34
-2.23x + 2.07y + 9.17z <= 778.97
2.99x + -8.93y + 3.29z <= 170.17
-0.29x + 3.32y + -5.12z <= 130.44
-9.96x + 0.91y + 0.07z <= 560.34
-9.77x + -9.6y + -1.36z <= 278.63
8.94x + -4.95y + -4.32z <= 473.34
9.48x + 9.0y + 5.84z <= 280.92
9.43x + -1.3y + 7.81z <= 612.56
5.37x + -5.92y + 5.63z <= 388.53
9.49x + 2.79y + -7.33z <= 252.09
3.63x + -1.17y + 4.7z <= 878.06
0.73x + 6.6y + 8.66z <= 498.61
-2.57x + 3.21y + -6.15z <= 771.65
1.15x + -3.73y + 5.07z <= 987.08
4.18x + -5.91y + -4.7z <= 954.15
7.36x + 0.85y + -7.6z <= 456.36
5.41x + -9.26y + -0.38z <= 439.95
-5.74x + -3.43y + -0.05z <= 306.85
-1.4x + -7.99y + -1.8z <= 348.91
-3.07x + -4.05y + -5.82z <= 871.32
-4.27x + 4.46y + 1.7z <= 597.28
-5.33x + -6.12y + -7.19z <= 275.71
-8.74x + -0.84y + 1.31z <= 667.1
9.7x + -6.5y + 2.64z <= 176.55
4.72x + 6.09y + -5.87z <= 594.99
-0.67x + -5.95y + 6.89z <= 929.42
0.59x + -0.82y + 7.55z <= 964.21
-4.54x + -2.83y + 9.91z <= 419.75
-8.3x + 9.2y + -9.97z <= 440.11
4.72x + 8.5y + -5.49z <= 473.23
7.64x + 0.97y + 8.95z <= 636.81
-3.79x + -1.76y + 6.0z <= 730.69
-0.13x + 6.89y + 5.47z <= 168.38
2.51x + 2.49y + -9.14z <= 335.12
-8.49x + -5.61y + 5.9z <= 906.33
8.2x + 0.86y + 6.49z <= 953.08
-3.91x + 9.73y + -1.29z <= 519.98
-8.89x + 4.48y + -9.05z <= 532.09
3.42x + -8.91y + 6.39z <= 791.51
-3.19x + -2.13y + 1.48z <= 662.34
-2.3x + -3.79y + 4.88z <= 248.57
-7.62x + 3.93y + 1.76z <= 598.23
0.31x + -7.98y + 2.19z <= 180.62
5.17x + 8.85y + 2.27z <= 871.85
3.47x + 6.13y + 0.39z <= 213.23
-6.45x + -4.06y + 0.28z <= 489.3
-4.66x + -2.02y + -4.28z <= 129.76
-6.56x + 4.82y + -1.1z <= 303.07
6.66x + 0.6y + -2.81z <= 728.7
5.55x + 5.36y + -2.93z <= 775.88
-0.22x + 1.97y + -0.16z <= 461.14
-0.09x + 0.91y + -0.18z <= 449.13
7.11x + -4.36y + -0.27z <= 393.12
-9.99x + -4.2y + -0.57z <= 513.98
2.41x + -5.1y + 6.88z <= 311.25
-0.94x + -8.74y + 9.83z <= 743.24
1.34x + 4.13y + 5.7z <= 857.21
-4.69x + -2.43y + 9.21z <= 703.28
1.5x + -0.46y + -5.42z <= 886.59
9.46x + -6.11y + 0.4z <= 283.01
4.84x + -1.33y + -7.93z <= 918.75
7.37x + 6.47y + -4.63z <= 848.61
-7.28x + -0.39y + 5.56z <= 131.79
5.02x + 1.18y + 8.28z <= 683.44
2.86x + -4.29y + -0.06z <= 422.02
7.14x + -7.3y + -0.65z <= 472.79
-6.36x + -8.65y + 6.6z <= 849.02
-2.07x + -4.68y + -3.43z <= 643.06
-8.25x + 4.62y + 1.89z <= 735.65
-8.25x + 6.72y + -1.52z <= 620.14
-4.95x + -4.78y + 2.09z <= 993.32
8.96x + 7.45y + -0.82z <= 546.28
-2.84x + 4.98y + -4.63z <= 529.73
9.79x + 1.13y + -1.94z <= 878.77
-1.38x + 8.67y + -6.39z <= 832.37
-0.7x + 2.44y + 3.16z <= 185.73
5.51x + -3.31y + 6.62z <= 290.1
-9.98x + -1.92y + 8.33z <= 760.5
-3.93x + 4.73y + 5.09z <= 498.54
-3.96x + -4.44y + 2.15z <= 524.14
-3.84x + 8.13y + 6.83z <= 318.28
-4.0x + 3.35y + -2.03z <= 724.59
-1.5x + -0.54y + 7.01z <= 552.59
7.82x + 7.42y + -5.69z <= 550.49
8.48x + -2.61y + 3.33z <= 315.3
5.97x + 6.23y + 4.84z <= 588.82
-1.27x + -9.36y + -5.21z <= 996.74
-6.14x + 1.91y + -4.0z <= 116.57
0.88x + -5.11y + 2.06z <= 739.51
-6.26x + -9.06y + 0.75z <= 562.98
0.71x + 7.46y + 8.77z <= 551.6
0.52x + -3.52y + 9.31z <= 429.12
-9.34x + 7.86y + 3.47z <= 861.62
-7.87x + -3.79y + -2.23z <= 243.49
-8.12x + -4.93y + -2.88z <= 868.86
8.79x + -6.67y + -3.21z <= 756.5
1.42x + -6.6y + 3.05z <= 850.12
8.69x + -7.37y + -2.61z <= 564.73
4.71x + 2.0y + -7.0z <= 166.78
-9.89x + -5.44y + 6.5z <= 261.41
9.37x + 8.18y + 6.54z <= 832.34
3.54x + 9.84y + -3.72z <= 530.53
7.74x + -9.96y + -3.88z <= 690.97
5.64x + 5.34y + 4.98z <= 548.27
-1.46x + -5.67y + -3.93z <= 126.81
5.9x + -5.47y + -2.49z <= 110.92
5.97x + 0.74y + 0.36z <= 348.16
4.28x + -9.48y + 0.05z <= 898.39
-6.73x + 5.08y + 2.0z <= 474.32
-2.8x + -6.44y + -5.24z <= 530.06
-3.89x + -1.19y + 0.89z <= 706.26
7.1x + 3.55y + 1.14z <= 101.49
-5.18x + 8.44y + 3.15z <= 365.45
-6.7x + 9.12y + -3.04z <= 186.26
-1.56x + -6.82y + 9.14z <= 815.71
-3.23x + -1.3y + -5.9z <= 768.52
8.36x + -7.16y + 2.23z <= 776.1
0.22x + 5.25y + -9.93z <= 879.68
1.93x + 2.4y + -8.41z <= 959.56
-1.17x + 7.13y + 9.15z <= 147.0
-1.34x + -0.98y + -4.83z <= 731.07
6.59x + 3.59y + 3.8z <= 686.11
4.59x + -1.23y + 7.74z <= 933.47
9.49x + 0.9y + -4.29z <= 164.74
7.94x + -6.95y + -9.27z <= 589.74
-7.7x + -0.57y + -7.03z <= 519.04
8.07x + 1.54y + 1.82z <= 929.21
2.64x + 7.4y + 5.98z <= 454.54
-3.34x + -4.29y + 6.85z <= 884.59
-6.14x + 5.89y + 6.18z <= 871.68
1.45x + 5.58y + -7.9z <= 161.8
8.68x + -5.25y + 0.03z <= 117.15
-3.23x + 3.16y + 8.1z <= 994.98
-9.36x + 1.08y + 8.26z <= 504.84
-6.09x + 9.33y + 3.21z <= 189.9
1.2x + -7.07y + 6.35z <= 344.3
-6.9x + 0.74y + -4.2z <= 752.79
1.74x + -4.29y + 7.91z <= 214.36
7.08x + 0.74y + 9.32z <= 548.55
-3.93x + -7.0y + -6.93z <= 994.33
7.34x + -2.07y + 2.42z <= 534.77
7.57x + -1.53y + 5.22z <= 168.12
1.98x + -6.08y + -0.15z <= 520.38
-4.68x + 2.51y + 4.12z <= 287.48
-8.56x + -0.9y + 6.83z <= 538.99
0.63x + -7.12y + 0.73z <= 446.76
-3.37x + 1.69y + -8.95z <= 178.16
5.94x + 7.16y + 6.3z <= 200.08
7.6x + -8.23y + 6.0z <= 558.4
-2.36x + -8.92y + -0.1z <= 656.35
-2.7x + -8.32y + -7.95z <= 796.94
-0.13x + -3.96y + 6.63z <= 860.62
-5.62x + -3.37y + 3.14z <= 952.3
4.21x + 5.23y + -0.28z <= 525.08
7.24x + 1.41y + -2.4z <= 329.14
1.18x + 8.44y + -9.39z <= 790.87
3.75x + 8.36y + 3.55z <= 503.82
8.65x + -0.86y + -0.16z <= 350.71
-0.19x + -0.85y + 8.24z <= 811.91
8.17x + -6.16y + 0.43z <= 287.84
2.51x + 0.44y + 9.27z <= 301.74
-8.46x + -7.48y + 3.1z <= 823.61
4.58x + -3.69y + -0.32z <= 965.31
-2.84x + -7.54y + 4.84z <= 650.44
9.5x + 5.75y + -5.48z <= 888.86
1.15x + 7.85y + -3.65z <= 728.5
5.6x + -5.33y + -2.17z <= 124.33
9.4x + -5.8y + 3.78z <= 127.01
-3.4x + -6.11y + 0.82z <= 659.59
3.95x + -3.84y + 3.21z <= 354.98
1.8x + -9.64y + -3.5z <= 183.56
1.34x + 1.02y + -3.89z <= 366.92
