max 4.55x + -7.4y + -9.62z
1.57x + -8.09y + -3.92z <= 625.07
5.28x + 7.46y + 9.98z <= 751.26
-9.54x + 9.46y + -6.17z <= 710.58
9.46x + -0.86y + 1.98z <= 202.97
8.75x + 0.73y + -7.62z <= 706.59
4.65x + 6.41y + -8.7z <= 668.39
-5.15x + 1.18y + -4.65z <= 485.91
-0.6x + 9.4y + -4.72z <= 553.5
2.92x + -8.25y + -2.85z <= 477.56
5.62x + -6.27y + 8.22z <= 141.99
-9.07x + -9.16y + 9.73z <= 493.76
-2.95x + 8.23y + 4.24z <= 153.57
3.27x + -4.68y + 6.62z <= 884.64
7.76x + -1.52y + 5.09z <= 124.77
7.0x + 2.99y + 0.04z <= 930.11
-5.83x + 6.42y + 6.15z <= 630.38
4.27x + -7.71y + -8.24z <= 237.02
-4.06x + 8.0y + 6.71z <= 917.28
0.62x + -0.05y + -9.52z <= 848.48
5.39x + 0.85y + -6.96z <= 942.47
-9.34x + 8.71y + -3.41z <= 762.95
-5.0x + -2.72y + -6.07z <= 511.61
7.07x + -1.49y + 5.21z <= 285.82
8.95x + 7.35y + 8.87z <= 918.16
6.63x + 1.14y + -0.49z <= 398.55
-0.27x + -2.59y + -8.55z <= 348.01
7.59x + 7.9y + 4.92z <= 780.55
-0.1x + 9.7y + 4.66z <= 391.51
-6.71x + -7.88y + -7.07z <= 613.62
-1.69x + 3.19y + 9.53z <= 678.28
3.29x + 9.51y + 6.93z <= 928.01
-0.24x + -2.9y + 1.61z <= 112.35
6.82x + -1.75y + -3.6z <= 271.49
9.24x + -6.93y + 2.38z <= 989.5
0.39x + -6.76y + -8.32z <= 424.47
-7.53x + 4.88y + 1.53z <= 253.48
5.82x + -6.4y + -3.84z <= 295.66
2.67x + -0.86y + -1.8z <= 724.44
-5.57x + -4.11y + -0.38z <= 259.39
-1.54x + 2.41y + 7.89z <= 327.49
-0.92x + 6.69y + 2.24z <= 805.47
2.44x + 4.06y + -8.73z <= 525.58
8.17x + -7.27y + 4.39z <= 531.28
4.21x + -7.23y + -1.86z <= 481.24
2.07x + 7.1y + 3.38z <= 714.19
-4.25x + 5.93y + 8.72z <= 669.56
-9.81x + 9.19y + 1.57z <= 614.88
-8.48x + 6.23y + 6.28z <= 323.24
-9.78x + 6.1y + 6.73z <= 427.96
1.14x + -1.02y + -8.52z <= 354.82
-4.49x + -1.92y + -8.75z <= 745.24
2.2x + -0.48y + 5.04z <= 531.36
-0.05x + 6.22y + -6.71z <= 795.64
-4.54x + -7.11y + 8.93z <= 846.73
6.61x + 8.73y + -5.69z <= 705.51
0.91x + 3.15y + -7.29z <= 277.66
6.97x + 8.99y + -9.37z <= 302.42
5.57x + 5.63y + 5.79z <= 311.53
-4.22x + -1.15y + 3.95z <= 160.44
7.15x + -0.09y + 1.87z <= 571.2
3.77x + 5.9y + 6.94z <= 820.09
0.49x + -0.67y + 9.19z <= 944.34
-6.61x + -8.95y + 9.06z <= 398.82
-9.52x + -9.26y + -6.52z <= 499.39
-5.49x + -5.28y + -0.23z <= 733.22
1.37x + -8.35y + -1.18z <= 644.81
-2.56x + 7.32y + 7.73z <= 837.09
2.9x + 9.7y + 9.32z <= 348.24
6.99x + 9.17y + 0.05z <= 653.78
-0.43x + -6.25y + -2.93z <= 489.97
7.46x + -3.12y + -2.74z <= 280.6
9.44x + 3.05y + -5.95z <= 103.36
-0.83x + -8.47y + -9.42z <= 534.14
6.34x + 8.11y + -6.31z <= 964.94
-8.89x + 4.09y + 1.74z <= 845.12
7.32x + -1.04y + -3.82z <= 342.51
-0.75x + -8.7y + -3.1z <= 369.32
7.17x + -0.1y + 1.62z <= 809.36
-5.22x + -7.76y + -1.4z <= 436.78
-4.33x + -7.21y + 1.88z <= 116.31
9.88x + -8.43y + 0.37z <= 222.05
8.37x + -5.92y + -6.36z <= 416.95
7.03x + 0.77y + 8.31z <= 664.55
2.57x + -5.65y + 6.09z <= 624.1
-5.59x + 3.35y + -4.5z <= 978.8
-1.83x + 8.46y + 3.33z <= 848.28
-6.33x + 7.89y + 9.84z <= 629.98
3.89x + -0.61y + 9.58z <= 350.5
4.31x + 5.98y + -3.05z <= 288.67
-8.0x + 3.57y + -6.82z <= 736.34
-7.41x + 5.24y + -5.57z <= 402.89
-7.33x + -3.88y + 9.35z <= 926.95
7.15x + -3.33y + 1.08z <= 557.86
-0.03x + 3.78y + -0.04z <= 144.58
2.64x + 7.08y + -7.11z <= 679.49
3.79x + -0.84y + -4.79z <= 820.81
9.22x + 2.4y + -5.21z <= 782.57
-8.72x + 3.22y + 1.5z <= 781.2
8.64x + 7.64y + 3.16z <= 933.37
2.76x + -3.68y + -1.51z <= 623.05
5.79x + 7.8y + -8.5z <= 499.53
8.24x + -0.12y + 3.0z <= 371.55
2.78x + 9.88y + -0.88z <= 235.73
-9.58x + -9.7y + -8.55z <= 572.22
-8.98x + -3.79y + -9.1z <= 670.24
-0.53x + -3.32y + 1.14z <= 806.33
-4.95x + 9.79y + 2.16z <= 585.05
6.95x + -4.42y + 1.94z <= 493.03
-7.09x + 0.03y + -5.12z <= 639.47
5.54x + -4.32y + 0.25z <= 396.47
1.61x + 9.76y + -7.46z <= 541.49
-7.57x + 9.0y + 7.56z <= 617.64
-6.58x + -9.7y + 0.72z <= 436.74
-0.26x + 8.73y + 2.0z <= 707.6
-3.22x + -3.55y + -5.53z <= 436.19
-0.11x + -6.58y + 4.65z <= 707.65
7.53x + 4.63y + 3.91z <= 116.46
-0.4x + 3.3y + -9.12z <= 639.71
8.05x + 7.83y + 8.49z <= 829.69
-8.51x + -8.02y + 5.14z <= 733.61
-1.14x + 2.6y + 7.61z <= 156.7
7.88x + -4.7y + -0.82z <= 863.6
8.61x + 4.0y + -3.46z <= 145.62
4.89x + 0.03y + -0.15z <= 569.64
-9.26x + -6.28y + -4.54z <= 633.79
-2.22x + 3.32y + 1.19z <= 682.99
1.47x + -2.81y + -3.88z <= 598.89
8.93x + -0.05y + -2.93z <= 481.13
0.67x + 6.61y + -8.31z <= 813.4
-8.29x + -2.18y + 2.26z <= 724.66
8.72x + 5.43y + -3.79z <= 869.17
-9.73x + 3.89y + 4.07z <= 361.61
8.11x + -0.2y + 3.42z <= 813.76
4.8x + -4.37y + -2.06z <= 723.93
-9.43x + -0.32y + -0.14z <= 718.26
7.02x + -6.81y + -8.34z <= 580.33
-0.8x + -7.86y + -3.19z <= 372.71
-7.42x + 9.47y + -4.24z <= 474.38
6.76x + 5.7y + -8.05z <= 131.84
-8.91x + 8.64y + 4.63z <= 789.84
-2.88x + 3.85y + 8.84z <= 799.42
0.8x + 6.73y + -1.02z <= 251.9
-0.97x + -7.15y + 0.88z <= 661.23
-9.56x + 9.61y + 5.76z <= 872.68
3.61x + -0.64y + 7.1z <= 317.35
-6.44x + 9.4y + 5.39z <= 815.41
-5.27x + -5.85y + 5.93z <= 797.42
-0.03x + -1.39y + 5.75z <= 561.61
1.5x + -4.67y + -0.54z <= 582.01
-8.64x + -5.18y + -2.18z <= 561.97
9.74x + 9.0y + 9.21z <= 161.33
-6.62x + -3.6y + 8.19z <= 948.22
6.13x + -3.75y + -9.03z <= 460.59
5.58x + 7.86y + -0.62z <= 999.26
7.06x + 5.61y + -0.33z <= 314.91
8.42x + 8.59y + 5.03z <= 105.25
-0.92x + 5.62y + -2.55z <= 413.26
5.32x + 7.9y + 3.44z <= 995.61
7.41x + 2.19y + 4.26z <= 934.28
-4.4x + 0.3y + 4.38z <= 201.89
6.24x + 6.37y + -9.39z <= 676.46
-3.42x + -0.72y + 6.41z <= 575.6
-3.83x + 6.13y + 3.21z <= 800.23
2.53x + 1.17y + 1.24z <= 825.37
7.76x + -2.41y + -5.08z <= 503.52
2.78x + 8.56y + 5.61z <= 165.64
-4.63x + -1.28y + -1.35z <= 852.05
-0.97x + -0.49y + 3.04z <= 117.88
-1.08x + -6.48y + 2.21z <= 166.0
8.91x + -5.25y + -5.23z <= 299.61
-0.6x + 5.35y + -6.71z <= 649.27
8.05x + 9.59y + 7.81z <= 489.56
-2.99x + 0.45y + 6.16z <= 430.57
-1.67x + -8.27y + 3.34z <= 762.73
4.08x + -2.08y + -5.78z <= 534.47
7.81x + -1.59y + -6.9z <= 301.52
-0.18x + 2.47y + 0.45z <= 777.33
5.31x + -5.12y + -9.17z <= 907.35
1.7x + 2.91y + 3.48z <= 813.56
5.76x + -2.34y + 4.75z <= 153.88
9.49x + 6.23y + -0.26z <= 293.44
8.03x + 5.26y + -9.51z <= 209.35
6.1x + -1.58y + 0.5z <= 786.13
-2.49x + 9.56y + 6.99z <= 872.38
9.04x + -2.91y + 9.38z <= 520.9
6.83x + -2.65y + -5.51z <= 662.47
-9.78x + 2.92y + -4.0z <= 141.67
-5.26x + 7.19y + -7.64z <= 589.88
-9.58x + -6.38y + -8.32z <= 109.33
-8.44x + -3.33y + -0.61z <= 344.97
4.23x + 8.33y + 1.66z <= 863.33
0.4x + -7.3y + 9.44z <= 173.94
5.02x + 4.24y + -8.73z <= 222.31
-7.32x + -1.72y + -2.59z <= 437.18
-5.77x + 3.89y + 9.12z <= 145.64
-0.58x + 2.97y + -4.05z <= 193.84
9.12x + -0.75y + -9.7z <= 627.06
-4.58x + 2.89y + -1.67z <= 160.82
-7.03x + -5.89y + 0.82z <= 136.2
4.31x + 5.28y + -5.13z <= 515.28
-8.63x + -5.62y + -8.57z <= 844.72
-9.35x + -6.19y + -6.18z <= 548.06
-5.94x + 1.18y + -9.56z <= 901.34
1.71x + 5.55y + -9.35z <= 415.34
0.59x + -9.54y + 7.74z <= 649.98
-6.59x + 7.26y + -9.0z <= 364.66
-5.76x + 9.48y + 0.34z <= 214.19
5.26x + -9.23y + -2.35z <= 927.92
9.56x + 7.02y + 1.86z <= 299.18
-0.09x + 9.53y + -8.03z <= 517.37
2.59x + -2.39y + 0.84z <= 864.66
6.77x + 0.58y + -0.13z <= 519.75
-5.52x + 8.74y + 2.14z <= 631.17
1.69x + 3.43y + 5.35z <= 611.4
7.05x + 4.42y + 8.62z <= 884.79
2.46x + -7.86y + 7.37z <= 691.78
-9.78x + -1.87y + -8.87z <= 993.2
-5.69x + 6.59y + -9.66z <= 427.54
-6.04x + -7.32y + -4.19z <= 514.83
9.95x + -9.77y + -5.22z <= 922.52
-0.69x + 8.22y + 8.05z <= 193.77
-8.31x + 2.63y + 7.64z <= 960.67
-9.29x + 5.4y + -9.02z <= 889.86
-4.6x + 9.9y + 1.17z <= 320.5
2.81x + 6.58y + -0.36z <= 446.87
8.21x + 9.22y + -8.85z <= 453.65
5.77x + 7.58y + 4.08z <= 652.6
-7.82x + -7.2y + 0.15z <= 443.02
-1.35x + 5.56y + -3.65z <= 338.54
-0.41x + 5.93y + 1.2z <= 824.07
-8.8x + 9.53y + 3.33z <= 718.7
7.17x + -8.67y + -1.44z <= 137.71
8.86x + 2.76y + -1.57z <= 981.59
-2.28x + -3.78y + 9.13z <= 689.03
-5.72x + -8.77y + 6.34z <= 768.41
-0.36x + 7.76y + -8.61z <= 321.53
-2.04x + 7.03y + 5.81z <= 471.36
9.15x + -4.65y + 5.0z <= 944.43
0.94x + -4.86y + 2.49z <= 591.59
-9.33x + -7.82y + 6.27z <= 994.66
-2.87x + -7.75y + -6.57z <= 373.95
-6.07x + 5.48y + -8.72z <= 979.72
-7.56x + -1.15y + -4.02z <= 585.96
9.48x + -9.87y + -5.52z <= 447.38
6.31x + -8.32y + -7.59z <= 344.45
8.52x + -3.3y + 9.37z <= 451.64
-2.83x + 2.99y + 2.84z <= 963.23
3.97x + 6.07y + -0.31z <= 593.26
-5.4x + -7.72y + 1.46z <= 915.29
5.69x + 7.32y + -5.0z <= 407.86
-7.14x + 3.34y + 3.62z <= 849.08
-1.33x + 7.83y + 9.78z <= 321.73
4.17x + -4.47y + -9.49z <= 758.76
-7.19x + 8.39y + 0.6z <= 712.14
-4.02x + -7.56y + 8.35z <= 743.51
-6.23x + -9.18y + -4.84z <= 154.9
8.29x + 3.65y + 9.16z <= 422.28
-7.02x + -0.48y + -3.18z <= 134.33
-8.23x + -5.04y + 8.01z <= 212.27
-5.19x + 5.68y + -2.82z <= 366.36
-8.93x + 0.77y + -6.88z <= 651.52
-0.68x + 0.39y + 4.71z <= 580.42
5.72x + 2.93y + -7.0z <= 831.63
8.35x + -9.35y + -0.01z <= 125.73
-1.27x + 2.07y + -9.81z <= 727.48
6.37x + 8.97y + -8.47z <= 644.58
-1.21x + 7.19y + -0.14z <= 676.26
-5.94x + 4.26y + 1.54z <= 471.18
8.9x + -1.53y + -9.01z <= 686.21
0.34x + -1.14y + 3.2z <= 524.54
-0.38x + 4.48y + 6.18z <= 443.21
-0.02x + -5.2y + -6.07z <= 261.58
-7.64x + -7.04y + -5.11z <= 112.78
2.81x + 4.43y + 8.67z <= 652.44
-9.97x + -9.39y + 0.98z <= 449.88
9.54x + -3.73y + 3.92z <= 326.84
7.91x + -7.63y + -9.1z <= 278.4
1.12x + -1.81y + 2.62z <= 746.77
6.09x + -0.8y + -2.56z <= 142.98
-2.18x + 1.12y + 0.94z <= 685.87
-4.2x + 2.98y + 2.59z <= 980.57
8.03x + -8.95y + 3.43z <= 919.67
-6.93x + -1.78y + 9.97z <= 927.51
-8.51x + 2.54y + 1.2z <= 239.61
7.07x + 8.18y + -1.42z <= 829.09
-3.06x + -8.88y + 1.35z <= 589.71
5.9x + -5.27y + 8.56z <= 625.58
5.11x + 8.81y + 7.29z <= 158.02
5.64x + 2.61y + 0.76z <= 832.87
3.42x + 4.72y + 7.42z <= 232.66
6.12x + -8.32y + 0.38z <= 412.13
-9.3x + -5.32y + 3.66z <= 958.93
-0.56x + 0.1y + -6.16z <= 781.59
8.58x + 4.08y + 8.88z <= 182.36
-6.66x + 2.56y + 6.14z <= 762.36
8.21x + -0.06y + -0.44z <= 632.77
0.72x + -4.46y + 8.03z <= 330.98
-0.3x + -6.96y + 1.75z <= 186.68
-0.06x + 8.1y + -5.96z <= 479.44
-7.03x + -0.7y + 5.43z <= 152.95
4.64x + -9.23y + 1.5z <= 471.01
8.9x + -0.51y + 1.68z <= 400.95
4.9x + -5.36y + -7.66z <= 194.82
-0.03x + -6.47y + 4.01z <= 373.18
8.26x + -9.93y + 1.24z <= 352.65
9.75x + -1.64y + 9.39z <= 497.69
-8.34x + 7.06y + -3.05z <= 428.44
-7.86x + -7.66y + 1.9z <= 980.36
6.7x + -5.36y + -8.88z <= 204.76
-6.73x + 4.87y + 0.61z <= 489.75
-4.54x + -8.48y + -1.3z <= 441.54
-8.4x + -7.0y + 5.08z <= 125.9
-7.92x + -3.31y + 1.55z <= 470.25
7.41x + 3.41y + 3.7z <= 858.82
-4.18x + 1.2y + 5.87z <= 560.11
-6.14x + -2.06y + -3.25z <= 562.74
4.07x + 3.26y + -7.24z <= 740.09
-7.21x + 9.96y + -0.74z <= 838.1
-0.84x + 3.51y + -8.19z <= 368.03
5.01x + 5.66y + -5.22z <= 359.9
0.15x + -6.79y + -8.37z <= 538.08
-5.7x + 9.6y + 3.02z <= 949.33
-4.79x + -8.84y + -6.27z <= 891.13
-7.67x + 7.25y + 5.92z <= 757.59
-9.31x + -3.22y + 2.11z <= 375.21
5.21x + 9.86y + 0.12z <= 520.41
4.2x + -8.02y + 1.14z <= 556.89
8.62x + 9.64y + 8.1z <= 978.23
7.26x + 1.04y + -2.92z <= 383.74
1.18x + -7.02y + -5.97z <= 129.54
1.16x + -8.56y + -9.87z <= 223.07
1.67x + 3.24y + 4.8z <= 625.26
-1.24x + -2.86y + 2.72z <= 372.98
-3.1x + -3.37y + -8.73z <= 336.45
5.05x + -5.71y + -9.66z <= 382.73
-1.83x + -8.01y + -7.64z <= 260.94
-0.55x + 6.33y + 0.14z <= 103.01
-5.49x + 4.22y + 9.0z <= 542.93
-8.05x + -3.1y + -9.02z <= 501.08
0.11x + -0.91y + 0.92z <= 888.84
-2.08x + -9.82y + 0.34z <= 128.51
7.12x + 1.48y + 0.32z <= 604.55
1.19x + -3.35y + 9.25z <= 301.18
-4.89x + -7.76y + 8.73z <= 970.7
9.1x + -9.41y + -8.36z <= 362.51
6.88x + 4.53y + -7.25z <= 446.98
-7.97x + 3.07y + 3.89z <= 757.53
-3.31x + -0.47y + -8.46z <= 409.07
-8.39x + -1.75y + -6.01z <= 411.72
-9.65x + -5.2y + -9.44z <= 774.2
4.81x + 6.56y + 7.93z <= 517.16
5.11x + -4.73y + 2.42z <= 274.55
-1.67x + -7.59y + 6.03z <= 555.35
-7.78x + -4.92y + 8.85z <= 399.74
-0.58x + 0.9y + -4.47z <= 910.4
-6.49x + 0.91y + 9.57z <= 545.72
2.76x + -7.48y + -1.71z <= 325.72
-7.67x + 5.48y + 2.06z <= 653.54
-8.13x + -8.55y + -6.28z <= 346.17
1.55x + 8.04y + -5.39z <= 259.55
4.72x + 5.15y + 5.46z <= 624.95
-8.3x + 7.09y + -3.03z <= 572.17
-1.67x + 0.57y + -3.75z <= 377.46
-6.64x + 3.43y + -8.23z <= 733.78
-0.87x + 3.35y + -2.01z <= 196.99
-9.25x + -3.13y + -5.07z <= 832.08
-2.31x + -7.09y + -9.57z <= 339.02
5.9x + 5.11y + 6.54z <= 566.91
8.48x + 8.09y + -9.37z <= 561.3
-0.01x + 8.15y + -4.12z <= 268.03
0.86x + 1.78y + 8.88z <= 254.98
8.71x + -0.63y + 6.34z <= 105.14
3.2x + 3.17y + 0.01z <= 553.01
3.02x + 8.88y + -7.94z <= 561.27
4.86x + 1.25y + 3.49z <= 961.65
-7.29x + 2.89y + 1.24z <= 615.59
-9.7x + -0.24y + -6.28z <= 394.16
-4.37x + -7.87y + -9.84z <= 672.05
-3.25x + 5.9y + 3.74z <= 231.85
-2.81x + 8.76y + -9.86z <= 614.07
-2.92x + -5.89y + -7.43z <= 255.13
-2.8x + 5.28y + -3.05z <= 200.61
3.32x + -9.55y + 9.19z <= 492.67
9.89x + 4.02y + -6.06z <= 322.86
-8.79x + -9.24y + -3.72z <= 488.36
-7.38x + -0.56y + -1.64z <= 308.8
9.45x + 1.3y + 6.53z <= 995.19
-5.41x + -2.35y + 8.42z <= 330.98
-7.89x + -8.27y + -8.4z <= 131.13
2.8x + 3.08y + 0.73z <= 144.38
-4.31x + -5.18y + 7.32z <= 479.53
6.89x + 5.96y + 1.11z <= 661.09
7.56x + 2.86y + 1.96z <= 128.92
-2.77x + 9.38y + 6.74z <= 628.67
6.78x + -9.28y + -1.6z <= 449.13
7.26x + -0.71y + -1.1z <= 216.84
-3.97x + 9.14y + -9.14z <= 323.62
-3.25x + -2.04y + 7.66z <= 572.88
-4.13x + 7.14y + -3.43z <= 646.5
-2.36x + 0.34y + -6.0z <= 596.02
-5.68x + -0.71y + 6.38z <= 243.02
0.48x + 3.31y + 8.41z <= 727.52
-3.83x + -9.3y + -4.41z <= 142.84
2.74x + 1.45y + 5.72z <= 121.45
7.61x + -8.42y + -0.41z <= 157.7
-0.5x + 3.18y + 3.99z <= 783.67
9.38x + 7.64y + 6.05z <= 475.62
2.86x + -5.1y + -4.24z <= 342.66
-2.33x + -2.48y + -2.12z <= 170.52
-6.39x + -1.26y + -7.96z <= 952.28
-4.97x + 7.79y + 0.53z <= 269.26
-9.57x + 7.38y + 1.23z <= 183.66
-3.81x + 3.94y + 9.16z <= 582.66
-5.13x + -0.51y + 2.86z <= 667.96
4.22x + -5.77y + 2.67z <= 382.35
-1.25x + 5.73y + 0.32z <= 352.92
6.99x + 7.52y + -2.09z <= 723.3
-1.71x + 0.11y + 8.62z <= 579.12
1.56x + -0.38y + 5.75z <= 245.89
-3.16x + -4.42y + 9.9z <= 260.59
6.26x + -0.7y + 7.06z <= 306.94
-9.99x + -4.38y + 2.02z <= 258.25
-0.64x + 5.43y + -6.37z <= 242.2
-2.67x + -4.73y + 8.58z <= 870.35
9.33x + 5.6y + -6.85z <= 150.11
-5.21x + -7.94y + 8.61z <= 753.79
3.87x + -6.04y + 5.89z <= 601.83
5.13x + 8.84y + 7.35z <= 415.81
-2.85x + 3.77y + -1.36z <= 475.65
-5.9x + 9.26y + -9.01z <= 464.68
-2.47x + 4.72y + 4.19z <= 700.68
6.81x + 2.82y + 7.91z <= 107.51
-4.93x + -7.73y + 7.32z <= 681.17
-1.77x + -5.79y + 9.29z <= 309.37
-3.7x + -2.16y + -3.35z <= 706.65
-6.9x + -9.78y + 3.34z <= 946.43
-8.6x + 8.37y + -3.03z <= 761.01
0.88x + -2.77y + 8.47z <= 824.93
-4.61x + 7.71y + 2.98z <= 512.77
-1.25x + 8.59y + -1.28z <= 999.96
6.03x + -5.63y + 6.04z <= 811.49
-2.41x + -9.52y + 3.47z <= 576.53
-4.28x + 6.75y + -3.94z <= 221.18
-0.03x + -3.29y + -1.44z <= 502.71
6.85x + 9.78y + -2.13z <= 968.41
-9.98x + 1.74y + -3.91z <= 149.55
-6.19x + 5.58y + 3.66z <= 751.59
-1.05x + -3.27y + 6.45z <= 222.84
-8.18x + -1.1y + 4.35z <= 339.22
-7.73x + -0.62y + -4.02z <= 721.91
0.35x + -6.45y + -8.25z <= 279.45
9.48x + 2.07y + 8.36z <= 337.72
-5.18x + 9.42y + -3.91z <= 313.47
6.64x + -0.46y + -0.26z <= 854.12
5.76x + -5.82y + 7.71z <= 730.88
-3.86x + 9.96y + 9.55z <= 765.78
2.66x + 4.32y + 1.91z <= 761.85
-7.66x + 5.44y + -7.73z <= 245.94
4.26x + 7.19y + 8.32z <= 561.67
4.05x + 8.85y + -7.67z <= 818.22
-2.33x + -7.87y + 5.4z <= 783.58
-6.79x + 1.99y + -0.65z <= 597.45
4.41x + -6.82y + 1.99z <= 830.63
1.81x + -1.42y + -2.84z <= 249.05
0.57x + -5.42y + -6.71z <= 940.95
-2.64x + 9.54y + -3.28z <= 527.34
3.16x + -8.07y + -2.54z <= 894.21
-8.43x + 1.06y + 4.06z <= 388.39
-4.65x + 0.07y + -4.32z <= 753.15
7.07x + -3.5y + -6.47z <= 580.39
-6.76x + -1.61y + -9.93z <= 886.67
-4.35x + 7.74y + -7.84z <= 575.4
7.5x + -2.71y + -7.83z <= 272.84
2.15x + 4.04y + -8.1z <= 287.46
3.97x + -0.59y + -9.12z <= 210.61
5.13x + 3.88y + -1.77z <= 224.01
4.81x + 7.26y + 6.91z <= 835.84
9.81x + 3.88y + -8.23z <= 206.07
9.85x + 5.0y + -9.95z <= 747.47
8.68x + -5.49y + -9.65z <= 460.35
1.08x + -4.81y + -1.06z <= 741.13
3.6x + -0.34y + 0.95z <= 806.54
2.69x + -2.68y + 2.74z <= 814.66
5.96x + 0.9y + 0.75z <= 645.52
3.4x + -7.8y + 3.86z <= 438.96
-9.35x + -3.33y + -0.42z <= 886.59
-0.62x + -5.79y + -5.57z <= 674.21
2.74x + 8.14y + -6.2z <= 868.62
-9.17x + 9.71y + -2.38z <= 654.33
-6.3x + 6.73y + -7.49z <= 732.53
-3.95x + 1.56y + -2.18z <= 568.6
-6.06x + 9.73y + 0.08z <= 157.03
2.79x + -7.17y + 9.46z <= 317.4
4.12x + 2.41y + 3.55z <= 321.26
6.78x + 6.18y + 3.97z <= 383.02
9.91x + -4.6y + -4.08z <= 250.04
0.83x + -5.36y + 7.51z <= 600.48
-8.52x + -9.2y + -1.02z <= 628.19
5.95x + 9.47y + 4.48z <= 468.3
7.17x + 8.31y + -3.14z <= 917.03
-1.64x + 8.46y + -4.75z <= 574.53
8.63x + 5.04y + -7.56z <= 858.83
8.69x + 2.08y + 4.41z <= 166.67
-2.3x + -1.54y + 5.65z <= 997.44
-1.59x + -4.77y + -4.37z <= 240.7
-4.06x + -1.32y + 1.85z <= 542.59
-5.44x + 2.84y + -5.25z <= 844.46
6.78x + -7.04y + -3.21z <= 808.88
5.41x + 6.15y + 2.1z <= 255.88
5.62x + 3.62y + 9.19z <= 320.58
-8.13x + 0.8y + 0.88z <= 263.24
-4.28x + -5.38y + 2.46z <= 133.65
2.08x + -2.71y + 3.73z <= 769.37
-4.59x + 5.66y + 6.69z <= 598.3
-5.76x + -3.58y + -7.88z <= 797.3
-1.08x + -6.55y + 0.61z <= 132.49
-7.79x + -2.77y + -2.48z <= 197.14
-3.73x + -3.27y + -6.61z <= 598.5
-7.34x + -9.35y + -6.86z <= 933.32
7.72x + -4.12y + -3.98z <= 566.42
0.21x + -8.23y + -8.69z <= 604.34
4.15x + -3.68y + 2.11z <= 355.62
-8.89x + 2.03y + -0.96z <= 929.34
8.7x + -4.56y + 5.34z <= 863.91
3.84x + 5.89y + -2.04z <= 221.37
7.23x + 0.42y + 8.81z <= 482.32
4.27x + -4.03y + 4.14z <= 306.03
7.45x + -4.33y + -4.94z <= 990.68
-1.87x + 5.12y + 4.27z <= 822.78
3.08x + 6.74y + 0.63z <= 273.95
5.1x + -7.33y + 7.06z <= 347.7
-6.61x + -2.47y + 5.83z <= 777.09
7.1x + -6.4y + 5.65z <= 857.55
-6.05x + -1.95y + 1.97z <= 975.96
8.89x + 7.11y + 6.05z <= 768.45
-2.24x + -4.42y + 8.54z <= 413.51
0.34x + -0.39y + 8.98z <= 935.07
-3.27x + 5.36y + 1.52z <= 840.37
-0.85x + -9.96y + 3.27z <= 166.43
-0.14x + -1.71y + 1.21z <= 942.25
3.02x + -3.01y + -0.88z <= 747.12
3.56x + 3.14y + 6.7z <= 367.0
3.68x + -9.71y + -5.53z <= 228.4
6.63x + -3.62y + -9.76z <= 131.96
8.45x + 6.66y + 6.17z <= 236.99
-5.28x + -2.3y + -4.11z <= 631.27
9.42x + 7.53y + 3.52z <= 478.45
0.01x + 6.08y + -2.4z <= 779.57
3.92x + 3.1y + -4.46z <= 446.7
-3.67x + -5.13y + -3.17z <= 508.92
5.64x + -9.16y + -8.14z <= 963.78
8.3x + -1.39y + -3.59z <= 204.93
-2.69x + -5.5y + -6.17z <= 830.84
-3.08x + -6.28y + -1.0z <= 132.67
0.65x + -0.9y + 3.33z <= 769.78
-2.67x + -3.39y + 3.66z <= 473.1
1.33x + 1.41y + 3.99z <= 856.24
0.15x + -7.57y + 6.21z <= 733.31
6.73x + 5.73y + -2.62z <= 215.94
-5.05x + -5.9y + 7.85z <= 598.02
5.55x + -7.48y + 3.48z <= 532.79
5.67x + 6.22y + -5.78z <= 364.8
-4.63x + 5.88y + -0.92z <= 207.79
4.86x + 8.53y + 4.6z <= 833.43
0.85x + 1.28y + -1.32z <= 880.97
9.01x + 3.44y + 4.75z <= 888.58
-9.67x + 9.05y + -2.15z <= 174.2
4.98x + -9.62y + 1.4z <= 925.49
5.29x + 7.01y + -4.42z <= 779.02
7.68x + -9.0y + -4.11z <= 516.98
-8.77x + 6.73y + -1.75z <= 628.74
-6.29x + 6.02y + -0.54z <= 666.4
-5.07x + -1.33y + -2.04z <= 875.67
-1.44x + -7.25y + -9.11z <= 574.61
-9.26x + -2.28y + 5.16z <= 249.06
-1.94x + -1.84y + 6.97z <= 464.03
0.04x + -9.59y + 5.98z <= 932.51
1.69x + 4.84y + -1.37z <= 829.39
3.8x + -5.29y + -8.01z <= 119.09
-8.6x + 4.39y + -9.27z <= 832.43
1.4x + -2.58y + -2.96z <= 452.09
-7.98x + -8.01y + 5.43z <= 237.2
3.22x + -6.63y + -0.72z <= 432.18
-7.97x + -9.51y + 7.8z <= 163.31
-6.3x + 5.52y + 3.21z <= 769.55
9.12x + 3.6y + -6.91z <= 293.73
7.98x + 5.76y + -4.04z <= 688.03
2.8x + 4.36y + -4.72z <= 551.88
-6.52x + -8.89y + -1.32z <= 952.51
-8.13x + 6.42y + 4.54z <= 838.01
-9.86x + -7.8y + -4.85z <= 963.26
-8.49x + -3.44y + 0.97z <= 202.55
0.37x + 4.74y + -3.29z <= 635.91
4.68x + 0.83y + 5.36z <= 998.97
