#convex solver has no solution but os tool has
# convex result: None os tool result: (0.56844,10.91948)
max 1x + 1y
-0.9199x + -7.2052y <= 151
7.9214x + -8.9687y <= 267
-9.6768x + 6.0062y <= 973
9.1074x + 3.6299y <= 707
-2.1465x + 3.2096y <= 669
-0.4498x + -1.9575y <= 297
-9.6614x + 6.1722y <= 651
-6.2634x + 7.9224y <= 158
-6.6776x + 8.3274y <= 423
1.897x + -0.404y <= 794
9.1365x + -3.6035y <= 590
-1.9207x + -5.4608y <= 213
-0.7589x + 5.9872y <= 287
7.8125x + -4.5693y <= 271
1.0816x + 7.554y <= 911
7.6823x + 6.3298y <= 636
2.1892x + 6.7327y <= 389
0.8484x + -0.5454y <= 399
4.7646x + 8.4566y <= 809
4.4382x + -8.5234y <= 392
-7.6133x + 8.814y <= 863
1.0113x + 3.2917y <= 700
8.8081x + 3.0149y <= 716
-9.3014x + 2.771y <= 184
-9.9457x + 0.1658y <= 661
-1.9095x + -7.9303y <= 648
4.5458x + 0.0192y <= 851
-8.431x + 2.2664y <= 198
8.3792x + -1.7526y <= 877
7.6636x + -4.7406y <= 583
1.8924x + 5.8516y <= 373
5.5422x + 4.2901y <= 705
-8.0087x + -8.0843y <= 625
-3.9835x + 0.4599y <= 219
-7.55x + 7.5702y <= 982
-9.5029x + 9.5128y <= 573
-0.0497x + 3.1986y <= 816
-0.5028x + 2.1082y <= 143
-1.6165x + -7.948y <= 131
-0.4228x + 2.4181y <= 549
0.2852x + 5.6638y <= 583
-8.5691x + 2.4009y <= 368
-8.5318x + -4.2038y <= 741
-0.6111x + 5.814y <= 189
9.252x + 5.3396y <= 591
0.4119x + 5.3033y <= 301
3.1237x + 4.4915y <= 734
-1.2552x + 0.5635y <= 836
-3.003x + -9.8344y <= 103
-7.9113x + 3.3641y <= 454
3.6113x + 5.567y <= 751
-8.7843x + -5.0569y <= 977
6.645x + -2.0061y <= 843
6.8047x + 4.4218y <= 269
0.4976x + 7.4987y <= 547
6.0509x + 1.0556y <= 439
-2.301x + -5.1994y <= 810
-8.4375x + -5.2677y <= 411
-0.0316x + -7.5759y <= 320
-5.2311x + -1.8538y <= 626
-6.7253x + 5.4483y <= 395
5.3799x + 0.7747y <= 665
4.9002x + -2.3241y <= 461
0.1992x + 2.3085y <= 257
-6.6198x + -9.4932y <= 751
9.0174x + 8.9567y <= 477
-6.8413x + 0.7456y <= 253
1.3447x + 2.7307y <= 755
-7.5372x + -1.2093y <= 504
-2.6684x + 7.7584y <= 482
1.5725x + -8.6657y <= 523
2.4844x + -5.1994y <= 144
2.3247x + -7.6617y <= 751
1.977x + -6.4502y <= 182
-6.4014x + -5.1006y <= 338
-4.958x + -1.7086y <= 975
5.5144x + 7.1106y <= 554
6.2974x + -7.5145y <= 839
3.1168x + 5.5032y <= 534
-6.3431x + -0.4681y <= 307
-5.9161x + 3.6361y <= 474
7.3981x + -2.7992y <= 171
-5.3936x + 9.7179y <= 235
-8.8314x + 7.0508y <= 398
7.4725x + -9.6691y <= 102
-7.2053x + -1.6322y <= 866
-1.4015x + -1.3698y <= 118
0.1016x + -0.7997y <= 707
0.2736x + -4.2345y <= 779
3.4646x + 4.4808y <= 563
3.0556x + -3.9786y <= 679
3.369x + -6.2016y <= 112
1.1018x + -8.2931y <= 768
8.0825x + -8.3082y <= 348
3.1177x + -2.7604y <= 636
7.3922x + -5.8724y <= 330
-8.4162x + -5.5457y <= 135
-1.1494x + -1.3968y <= 552
5.6312x + -4.6556y <= 948
-4.2055x + -0.9657y <= 104
8.2032x + -0.9605y <= 284
0.7094x + -5.2477y <= 775
6.8374x + -1.6054y <= 552
-1.3196x + -3.3381y <= 904
8.269x + 9.4065y <= 844
-5.0821x + -9.288y <= 438
6.7822x + -9.6114y <= 972
-6.5241x + -9.1806y <= 781
-6.7757x + -0.6935y <= 938
-2.8243x + -4.0653y <= 254
2.0535x + -4.9115y <= 489
2.8677x + 6.4092y <= 119
1.8288x + 8.3749y <= 643
-5.8153x + -3.8435y <= 991
-4.9263x + 3.1802y <= 117
8.5216x + -9.8541y <= 769
8.2632x + -3.3064y <= 712
-9.0051x + 7.7611y <= 541
4.3872x + 4.8551y <= 991
-6.89x + 7.5011y <= 771
7.1175x + -5.5244y <= 570
-3.6491x + 4.7082y <= 932
0.0705x + -6.9351y <= 373
5.3319x + -2.3971y <= 374
9.9444x + 3.1146y <= 542
3.0426x + 0.8578y <= 570
-3.1849x + -8.1719y <= 876
-2.0326x + -1.0122y <= 100
-8.8162x + -6.6049y <= 193
-8.4341x + 4.1299y <= 605
0.4052x + -2.4562y <= 897
9.4463x + 6.7715y <= 583
8.7527x + -3.0898y <= 727
5.0222x + -8.2393y <= 403
4.0662x + -0.8157y <= 560
-2.0588x + 7.2588y <= 647
7.6302x + -0.1995y <= 234
-8.0497x + 2.7592y <= 347
9.473x + -2.3229y <= 363
-5.4372x + -7.7858y <= 596
-8.5094x + -7.6429y <= 530
1.3276x + 0.6211y <= 336
-6.7452x + 8.1521y <= 888
1.2475x + -2.2683y <= 264
-4.4402x + 1.9774y <= 261
-6.1073x + -4.6965y <= 395
7.6937x + 8.0962y <= 720
6.4228x + -1.3957y <= 204
-5.1496x + 5.2104y <= 212
-0.5656x + -5.7706y <= 632
-5.0942x + 0.872y <= 723
3.9161x + 3.5333y <= 583
5.2325x + 7.1958y <= 308
-8.8592x + 5.2915y <= 518
4.7947x + -1.3998y <= 480
-7.9229x + -9.8085y <= 668
-6.0788x + 4.0625y <= 705
-6.6504x + 7.0326y <= 848
-8.708x + -8.6364y <= 795
7.9772x + -7.307y <= 892
-5.3389x + -3.9918y <= 444
-3.1951x + 6.6581y <= 835
-5.2746x + 7.5489y <= 660
0.532x + -5.4568y <= 864
2.8527x + -1.2814y <= 967
-5.6366x + -2.8884y <= 487
-0.6348x + -7.289y <= 610
-1.6126x + -5.3763y <= 563
1.6342x + -6.3272y <= 128
4.1077x + 5.5674y <= 973
-5.2986x + -1.5369y <= 449
6.7307x + 8.9169y <= 737
-7.6797x + 0.2145y <= 876
6.1069x + -0.765y <= 568
-7.3539x + -9.7316y <= 278
-2.1675x + -1.4682y <= 108
9.1423x + 0.5642y <= 752
5.313x + -1.8834y <= 875
7.9985x + -1.0293y <= 381
8.3752x + -2.5055y <= 868
-2.6793x + 1.6253y <= 910
7.8601x + -9.7926y <= 223
9.1402x + 9.7873y <= 263
-9.6784x + -0.6015y <= 700
4.0423x + 1.5818y <= 753
-3.4974x + 8.0942y <= 290
-3.2246x + 2.7721y <= 476
4.1382x + -4.3337y <= 792
-3.7189x + -1.9756y <= 931
4.5498x + -2.2025y <= 719
6.125x + -5.0976y <= 600
-6.1288x + -9.5778y <= 290
5.4654x + 0.588y <= 754
8.7144x + 9.604y <= 640
5.311x + -5.3074y <= 116
-8.4129x + 9.3894y <= 131
-1.4583x + 2.3818y <= 193
-7.4806x + -4.6022y <= 984
7.1378x + 5.3985y <= 863
-0.8881x + -6.412y <= 243
-8.917x + -3.3731y <= 690
9.9166x + 9.6905y <= 317
0.8589x + -4.7954y <= 541
-9.7559x + -1.5018y <= 143
2.407x + 1.2619y <= 349
-8.7807x + 0.6535y <= 661
-2.4362x + -5.4274y <= 759
-7.8376x + -3.0351y <= 301
3.0461x + -2.4151y <= 245
-2.3655x + -8.0771y <= 704
-7.1849x + 3.5504y <= 202
-1.6399x + -4.1864y <= 513
-6.8898x + -9.9205y <= 879
-6.0252x + 2.4429y <= 609
9.7674x + -7.887y <= 989
7.4497x + -9.1239y <= 726
-4.4157x + 7.3361y <= 205
-4.5308x + -9.5037y <= 491
5.9391x + 6.2891y <= 576
8.8498x + 0.7538y <= 798
-1.2282x + -9.4047y <= 135
-7.1227x + 3.2927y <= 174
-2.6503x + 0.8837y <= 160
5.7485x + 0.1235y <= 510
6.4345x + 1.379y <= 488
-7.9471x + -3.791y <= 161
7.9452x + -6.3234y <= 281
8.7333x + -4.4273y <= 942
-7.7953x + 7.6001y <= 308
-2.4538x + -0.1762y <= 698
3.9822x + 3.5306y <= 835
-3.0553x + -2.6042y <= 210
-1.7467x + -1.4002y <= 703
0.1398x + -6.7622y <= 131
-1.3035x + -2.3692y <= 264
-6.7069x + -0.9519y <= 883
-4.271x + 0.2802y <= 977
-0.2102x + -1.4557y <= 1000
0.7976x + -5.0195y <= 928
-4.2696x + -6.5708y <= 770
-1.94x + 5.6454y <= 645
-8.7566x + -0.1863y <= 181
6.0679x + -4.2493y <= 150
6.0393x + -3.0233y <= 380
5.7616x + 8.8217y <= 292
6.819x + 8.8893y <= 498
3.9455x + 2.7272y <= 462
1.8832x + -4.8899y <= 707
6.2985x + -9.5736y <= 947
-8.5319x + 8.7048y <= 287
-8.2327x + -9.371y <= 788
-2.9481x + 9.2163y <= 564
7.5814x + 2.3884y <= 590
9.8756x + 5.9522y <= 778
8.7562x + 9.1636y <= 999
3.9257x + 4.3152y <= 573
7.7069x + -4.7902y <= 778
-8.6233x + 9.3731y <= 884
6.5639x + -9.5058y <= 856
6.417x + -5.3259y <= 658
6.4603x + -9.0844y <= 302
-2.4514x + -9.7553y <= 711
1.6097x + -4.8078y <= 253
6.379x + -9.2048y <= 559
-8.5847x + -1.0867y <= 853
-1.3603x + 1.8814y <= 727
9.605x + 8.1113y <= 122
2.2625x + 2.998y <= 449
-4.8924x + -5.575y <= 492
-0.1161x + 4.1006y <= 466
-5.3778x + 9.8678y <= 345
-3.9005x + -1.0194y <= 948
5.5917x + 1.6091y <= 985
4.5345x + -7.1449y <= 636
-5.66x + -2.5715y <= 547
5.1959x + 7.6533y <= 625
-1.4045x + -6.5917y <= 741
9.1248x + -7.7909y <= 929
-6.6364x + -2.317y <= 250
-0.0642x + 8.5756y <= 238
-8.5576x + 5.162y <= 349
-1.4512x + -0.4608y <= 126
-0.657x + -8.3112y <= 732
1.1942x + -6.0303y <= 725
-6.5564x + -7.0647y <= 337
-1.6461x + 8.5935y <= 673
-6.5009x + -7.544y <= 671
5.0169x + 1.6319y <= 887
6.2113x + -0.3634y <= 290
-4.906x + 7.5162y <= 301
-1.213x + -9.2307y <= 922
-8.1599x + -0.9301y <= 205
-5.4421x + 7.8567y <= 703
7.1227x + 4.7305y <= 865
-3.0741x + 2.6588y <= 507
-2.2259x + -9.8705y <= 600
6.1322x + -3.3951y <= 405
-3.1438x + -2.8147y <= 556
1.2045x + 7.504y <= 503
4.9914x + -9.0442y <= 204
-3.9362x + 8.9325y <= 140
3.1812x + 0.9859y <= 525
-7.6306x + -8.1039y <= 346
0.0644x + -2.7516y <= 241
-6.3689x + 4.348y <= 586
8.2688x + 7.115y <= 735
-5.508x + -7.5917y <= 903
-9.4806x + 5.6106y <= 104
5.6422x + 6.8265y <= 517
-6.1424x + -7.8271y <= 599
3.5048x + 6.025y <= 800
-3.2859x + 0.3145y <= 143
9.3371x + -4.8452y <= 324
7.8959x + -4.7832y <= 485
-1.2868x + -2.7587y <= 671
-5.391x + 8.0302y <= 424
7.7118x + -6.8977y <= 817
-2.8644x + -7.6503y <= 651
2.356x + 2.9629y <= 490
-7.8084x + -6.6108y <= 173
3.302x + -9.8468y <= 393
-0.0873x + -8.2073y <= 374
3.9495x + -7.3637y <= 434
0.2198x + 7.0624y <= 212
-9.2429x + 2.2564y <= 161
-5.3723x + -6.4975y <= 329
-7.2223x + 3.4885y <= 789
-2.0022x + 9.2817y <= 839
2.5402x + 8.7596y <= 978
7.4758x + -9.8828y <= 986
-3.7505x + 4.9493y <= 978
4.22x + -0.6002y <= 567
-6.8442x + -4.3594y <= 693
9.2901x + 8.3801y <= 945
3.302x + -2.4026y <= 431
5.4545x + -3.6231y <= 343
9.863x + -9.6182y <= 524
8.5305x + -2.3557y <= 142
2.7244x + -8.5845y <= 327
6.2245x + 1.2547y <= 832
8.2468x + -2.1948y <= 913
-3.1538x + 8.7214y <= 522
2.1511x + 6.3183y <= 492
1.6676x + -3.4681y <= 391
1.964x + -3.7478y <= 689
0.1432x + -1.1694y <= 899
-4.7706x + 1.2189y <= 634
-7.6774x + -2.8724y <= 990
-6.8239x + -5.1309y <= 526
-9.4047x + 2.0326y <= 559
-6.7794x + -5.1454y <= 593
5.2596x + -8.098y <= 534
8.2584x + -4.4187y <= 252
7.4501x + 5.3882y <= 193
4.441x + -3.9395y <= 246
8.4985x + -2.6038y <= 726
0.3928x + 2.2461y <= 704
-8.1019x + -7.1207y <= 178
-8.571x + -5.822y <= 853
8.5771x + 1.5087y <= 149
-5.2258x + -6.7946y <= 388
-3.6156x + -3.8157y <= 669
2.5736x + 7.1481y <= 352
-7.2988x + -7.634y <= 316
-8.3677x + 9.8975y <= 176
-9.4124x + -9.7035y <= 208
-6.9444x + -0.4166y <= 944
2.4184x + -8.2238y <= 397
-7.2657x + -7.144y <= 515
-5.5049x + 2.233y <= 128
0.7061x + 4.4968y <= 315
7.0368x + -2.5967y <= 819
4.7301x + 3.3714y <= 424
-2.8545x + -9.6996y <= 304
3.8706x + -5.374y <= 922
3.0488x + -3.5265y <= 177
4.7898x + 6.6405y <= 486
-2.0671x + -3.183y <= 634
-8.2786x + -9.6022y <= 602
-1.7885x + 4.3265y <= 684
3.6406x + 0.3283y <= 609
-9.7751x + -4.6146y <= 997
2.6216x + 6.9497y <= 486
2.592x + 7.1137y <= 706
6.2001x + -9.8252y <= 732
-0.8542x + -3.8615y <= 111
7.0603x + -3.1597y <= 461
7.2905x + -1.2157y <= 289
3.2125x + 1.5218y <= 982
-1.9593x + -1.673y <= 994
-9.8809x + -2.3019y <= 422
-8.3647x + 0.8998y <= 985
-2.1254x + -0.1555y <= 398
-4.5746x + 4.2983y <= 929
7.6373x + 0.905y <= 148
-0.6289x + 0.0685y <= 270
-7.6329x + -2.8685y <= 155
-7.769x + -9.1659y <= 214
0.5944x + 1.8748y <= 714
-4.0902x + -9.0399y <= 224
-1.7572x + 9.1008y <= 155
-3.5628x + -2.3087y <= 855
4.9101x + -3.0005y <= 802
0.9533x + -4.8788y <= 480
8.7917x + -5.4335y <= 193
-6.4716x + -1.367y <= 293
-5.1752x + 3.8908y <= 102
-4.5181x + -9.6064y <= 821
-2.3152x + 7.7571y <= 938
-3.6264x + 3.3913y <= 608
0.9587x + 8.8882y <= 250
7.8201x + -4.7437y <= 427
0.7784x + 3.6019y <= 630
-9.6771x + -6.0973y <= 532
2.924x + 6.3187y <= 503
5.491x + 7.1801y <= 946
1.7106x + -2.5268y <= 907
3.5088x + -2.397y <= 968
-9.7754x + 1.9797y <= 712
8.4745x + -2.5623y <= 292
2.5048x + -7.3322y <= 245
-9.7517x + -3.0416y <= 539
-5.2266x + 2.3918y <= 807
-2.9631x + -8.5512y <= 132
-5.7827x + -5.3609y <= 109
9.2298x + -8.8934y <= 835
-5.8176x + -9.1745y <= 555
8.7648x + 1.2677y <= 923
3.8341x + 2.7043y <= 689
8.6293x + -0.6332y <= 475
-1.6779x + 2.909y <= 903
6.2712x + 7.8215y <= 759
-2.9859x + -8.9745y <= 176
4.5521x + -9.6427y <= 434
9.7195x + 0.8524y <= 360
-9.8743x + 0.2501y <= 349
-1.0376x + -6.5653y <= 937
7.9187x + 5.9653y <= 230
9.7367x + -7.4701y <= 563
-5.8733x + 1.5736y <= 532
-5.5669x + 3.9523y <= 278
-7.5342x + -7.3481y <= 961
-0.1731x + 2.9349y <= 312
-4.6283x + 2.8732y <= 948
-1.862x + 1.446y <= 727
8.2004x + -4.5438y <= 236
8.8402x + 8.0526y <= 676
-3.9994x + 7.3396y <= 215
-1.7548x + 9.7344y <= 970
2.0449x + 4.5653y <= 860
-3.5355x + 4.1731y <= 186
8.154x + -9.9149y <= 243
-4.226x + -1.32y <= 113
-8.1294x + 4.5792y <= 180
4.7003x + 3.2118y <= 161
7.9937x + -2.1448y <= 330
-8.0988x + -9.499y <= 733
-3.2899x + 8.1673y <= 941
-1.8438x + 2.7088y <= 922
3.7254x + 8.3801y <= 592
2.1425x + 6.3216y <= 262
-4.1763x + 7.5434y <= 735
7.2195x + -0.144y <= 765
9.5205x + -9.9848y <= 699
1.2059x + 7.2884y <= 658
5.985x + 9.5831y <= 890
-4.396x + -7.0264y <= 557
5.3357x + -1.3815y <= 505
0.022x + -9.1636y <= 733
4.4949x + -3.2585y <= 562
-1.9706x + -4.3977y <= 286
#-----------------program end-----------------
